N	2gram	Bakhtin_fo_1	Istorich
369	отца к	1	1
370	в египте	1	1
371	которая была	1	1
372	не умирает	1	1
373	для них	3	1
374	из нее	2	1
375	но уже	1	1
376	в них	4	1
377	на второй	1	1
378	в высшей	1	1
379	соответствии с	2	1
380	далеко не	2	1
381	этим и	1	1
382	и вне	3	1
383	но значение	1	1
384	к своему	2	1
385	характерно что	4	1
386	социальной и	1	1
387	при анализе	1	1
388	и некоторые	1	1
389	что значит	1	1
390	на дорогу	1	1
391	дошли до	1	1
392	в своей	2	1
393	черту и	1	1
394	наших дней	1	1
395	это делает	1	1
396	в преисподнюю	1	1
397	не подлежит	1	1
398	из которой	1	1
399	на дом	1	1
400	в добродетели	1	1
401	но эта	3	1
402	которые в	1	1
403	наконец как	1	1
404	времен и	1	1
405	что было	3	1
406	надо сказать	1	1
407	есть еще	1	1
408	с такими	1	1
409	или это	1	1
410	по себе	2	1
411	и очень	1	1
412	не становятся	1	1
413	власть в	1	1
414	на мир	1	1
415	вплоть до	1	1
416	играть в	1	1
417	человек становится	1	1
418	виду что	1	1
419	этого же	1	1
420	своих руках	1	1
421	как о	1	1
422	стадии развития	2	1
423	и вместо	1	1
424	что их	1	1
425	в то	9	1
426	и снова	1	1
427	которых и	1	1
428	этот тип	2	1
429	правда в	1	1
430	на землю	1	1
431	и воскресения	1	1
432	во всем	2	1
433	и после	1	1
434	в процессе	4	1
435	через эту	1	1
436	не вполне	1	1
437	в каком	2	1
438	тех случаях	1	1
439	с другом	1	1
440	и со	1	1
441	уши и	1	1
442	у нас	1	1
443	такие же	1	1
444	и оно	1	1
445	сюжета и	2	1
446	мы встречаем	2	1
447	не могут	3	1
448	он лишен	1	1
449	во все	2	1
450	вошли в	1	1
451	как только	1	1
452	в народных	1	1
453	еще яснее	1	1
454	его с	1	1
455	в эти	1	1
456	как человек	4	1
457	они и	1	1
458	всегда есть	1	1
459	время он	1	1
460	приходит к	1	1
461	из всего	1	1
462	как мы	14	1
463	не делает	1	1
464	всего этого	2	1
465	миром и	1	1
466	своего мира	1	1
467	характер и	7	1
468	добродетели и	1	1
469	чтобы быть	1	1
470	тело в	1	1
471	в пределах	5	1
472	в дальнейшем	6	1
473	и совершенно	1	1
474	особенно в	1	1
475	в чужом	1	1
476	этим в	1	1
477	с ним	2	1
478	образом в	1	1
479	можно бы	1	1
480	человек здесь	3	1
481	нашли там	1	1
482	время в	6	1
483	есть чтобы	1	1
484	и во	7	1
485	от него	1	1
486	все в	1	1
487	связь между	2	1
488	из дому	1	1
489	путь к	1	1
490	не чувствует	1	1
491	этот момент	1	1
492	живой человек	1	1
493	позволит нам	1	1
494	века и	1	1
495	и следовательно	4	1
496	может иметь	1	1
497	вся жизнь	1	1
498	уже к	1	1
499	бросается в	1	1
500	в частности	6	1
501	быть и	2	1
502	здесь совершенно	2	1
503	всякого рода	2	1
504	но наряду	1	1
505	тот же	1	1
506	жизни она	1	1
507	этот вопрос	1	1
508	могло быть	4	1
509	на природу	1	1
510	этих античных	1	1
511	должен быть	1	1
512	одних и	2	1
513	герои в	2	1
514	по этому	1	1
515	до наших	2	1
516	для всех	2	1
517	переходит в	1	1
518	всем мире	1	1
519	помимо этих	1	1
520	уже не	2	1
521	если мы	2	1
522	только на	3	1
523	от других	1	1
524	и религиозной	1	1
525	и других	3	1
526	человека на	1	1
527	ни с	2	1
528	что происходило	1	1
529	то они	1	1
530	никто не	2	1
531	могло бы	1	1
532	как их	1	1
533	вовсе не	13	1
534	друг друга	3	1
535	входят в	1	1
536	тому времени	1	1
537	мы выделим	1	1
538	она имеет	1	1
539	ее на	1	1
540	и герои	1	1
541	которые как	1	1
542	именно как	4	1
543	не были	2	1
544	мы это	1	1
545	связаны с	3	1
546	миру и	1	1
547	и прежде	2	1
548	при всей	1	1
549	мы еще	3	1
550	которыми он	2	1
551	что не	3	1
552	к человеку	1	1
553	них и	1	1
554	и стал	2	1
555	а на	1	1
556	здесь эта	1	1
557	до конца	4	1
558	своего рода	1	1
559	место и	3	1
560	жизнь в	2	1
561	на весь	1	1
562	у героя	1	1
563	одну из	1	1
564	о чем	1	1
565	в одно	3	1
566	сложный и	1	1
567	с нашей	3	1
568	не осталось	2	1
569	и потому	3	1
570	из форм	1	1
571	и приобретает	1	1
572	их к	2	1
573	в брак	1	1
574	по своему	1	1
575	к жизни	2	1
576	чем в	2	1
577	в той	4	1
578	друг с	1	1
579	в вавилоне	1	1
580	и братья	1	1
581	что ты	1	1
582	там где	2	1
583	человек с	1	1
584	который он	1	1
585	здесь идет	1	1
586	эту черту	1	1
587	в это	2	1
588	этого слова	1	1
589	с радостью	1	1
590	можно назвать	2	1
591	из ряда	1	1
592	же значение	1	1
593	например у	3	1
594	на одной	1	1
595	в более	2	1
596	этот образ	2	1
597	случаях когда	1	1
598	указать на	1	1
599	в точном	2	1
600	в результате	6	1
601	но когда	1	1
602	подвергается и	1	1
603	у них	2	1
604	огромную роль	1	1
605	бы он	1	1
606	еще более	3	1
607	ни к	3	1
608	на одно	1	1
609	все они	1	1
610	вдруг на	1	1
611	по пути	1	1
612	же в	3	1
613	но всегда	1	1
614	человека не	1	1
615	его к	1	1
616	в свою	2	1
617	нам важны	1	1
618	его таким	1	1
619	пути или	1	1
620	является и	1	1
621	слагается из	2	1
622	мы проследим	1	1
623	бы его	1	1
624	в самом	8	1
625	на ней	1	1
626	героя в	1	1
627	и остались	1	1
628	видим в	1	1
629	и эта	2	1
630	в птицу	1	1
631	к этому	3	1
632	в таком	3	1
633	них но	1	1
