N	2gram	Potebnia_M_2	Literetu
280	бы не	5	1
281	и и	1	1
282	чем бы	3	1
283	т п	3	1
284	что к	1	1
285	уже в	5	1
286	и кто	1	1
287	мы чувствуем	3	1
288	ее как	1	1
289	как он	4	1
290	так сказать	4	1
291	указывающая на	1	1
292	от действительных	1	1
293	тем не	6	1
294	он не	1	1
295	при виде	3	1
296	и еще	1	1
297	свою собственную	1	1
298	оно должно	3	1
299	что без	3	1
300	целом как	1	1
301	прежде чем	1	1
302	последнее слово	1	1
303	слова и	3	1
304	что почти	1	1
305	мы его	1	1
306	а то	2	1
307	втором случае	1	1
308	в определенное	1	1
309	им как	1	1
310	нам остается	1	1
311	его не	3	1
312	согласиться что	1	1
313	нас были	1	1
314	на все	3	1
315	вопрос как	1	1
316	с другими	5	1
317	например с	2	1
318	а просто	1	1
319	кажется что	3	1
320	жизни что	1	1
321	в них	5	1
322	о которых	3	1
323	как совокупность	2	1
324	этого не	2	1
325	и уже	5	1
326	жизни но	1	1
327	чем в	1	1
328	в чистом	1	1
329	вслушиваться в	1	1
330	ряд который	1	1
331	и того	6	1
332	во время	4	1
333	в ходе	1	1
334	и одно	1	1
335	что такое	2	1
336	сознания но	1	1
337	но сила	1	1
338	в их	1	1
339	не столько	2	1
340	существовало в	1	1
341	а там	1	1
342	не к	1	1
343	значение для	1	1
344	всегда остается	1	1
345	но это	3	1
346	такую же	1	1
347	но он	2	1
348	друг другу	1	1
349	и эти	1	1
350	в таких	1	1
351	в устах	1	1
352	со многими	1	1
353	бы быть	3	1
354	вовсе не	9	1
355	стало нашим	1	1
356	сам он	1	1
357	например и	1	1
358	тому что	2	1
359	то с	1	1
360	первое из	1	1
361	и находя	1	1
362	а от	3	1
363	без участия	2	1
364	а а	2	1
365	извне и	1	1
366	открывает в	1	1
367	мысли в	3	1
368	тогда когда	10	1
369	чтобы в	1	1
370	и притом	3	1
371	со светом	1	1
372	душе и	1	1
373	в процессе	1	1
374	на ее	1	1
375	в единство	1	1
376	в самых	1	1
377	отличное от	2	1
378	для кого	2	1
379	что вы	1	1
380	в игру	1	1
381	он мог	1	1
382	исчезает из	1	1
383	только не	1	1
384	не имеет	6	1
385	здесь может	1	1
386	слова как	1	1
387	поэтическое произведение	1	1
388	с нами	2	1
389	такого же	2	1
390	то именно	1	1
391	в ком	1	1
392	собою не	1	1
393	посредством этого	1	1
394	во всем	2	1
395	как ни	1	1
396	на мой	1	1
397	и физического	1	1
398	входят в	3	1
399	уже и	1	1
400	в действительности	2	1
401	точке зрения	2	1
402	становится для	3	1
403	который весь	1	1
404	начиная с	1	1
405	когда мы	2	1
406	его за	1	1
407	сходство с	1	1
408	значительной степени	1	1
409	его с	2	1
410	ничего общего	1	1
411	и о	1	1
412	от друга	1	1
413	свою очередь	6	1
414	но при	1	1
415	находя в	1	1
416	с каким	2	1
417	время его	1	1
418	и от	3	1
419	при котором	1	1
420	языка и	3	1
421	так в	4	1
422	на том	1	1
423	своей мысли	1	1
424	единство человеческой	1	1
425	нельзя не	1	1
426	не за	1	1
427	времени и	1	1
428	было в	2	1
429	душевную жизнь	1	1
430	и прочих	1	1
431	том как	3	1
432	этих последних	2	1
433	был не	1	1
434	и всякого	1	1
435	по мере	5	1
436	и внешней	1	1
437	на вопрос	3	1
438	столь же	5	1
439	определенным образом	1	1
440	но мы	3	1
441	чтобы вызвать	1	1
442	только за	1	1
443	времени в	1	1
444	нас в	2	1
445	на нее	1	1
446	собственно говоря	1	1
447	и были	1	1
448	теперь уже	2	1
449	в ряд	1	1
450	выражения а	1	1
451	бы в	2	1
452	по своим	1	1
453	вообще в	1	1
454	время между	1	1
455	тех пор	1	1
456	к нему	1	1
457	где тот	1	1
458	но так	1	1
459	его собственная	1	1
460	мысли об	3	1
461	мы вместе	1	1
462	явления в	1	1
463	к их	1	1
464	и действительно	1	1
465	которое должно	1	1
466	обращаться к	1	1
467	не идет	1	1
468	в самое	1	1
469	по мнению	1	1
470	в обществе	2	1
471	всякого человека	1	1
472	именно на	1	1
473	так что	10	1
474	для всех	1	1
475	есть в	2	1
476	и души	1	1
477	переходит в	1	1
478	и у	3	1
479	то и	9	1
480	в значении	1	1
481	ряду других	1	1
482	вопрос что	1	1
483	бы перед	1	1
484	уже для	1	1
485	и других	2	1
486	и поэзии	1	1
487	когда душа	3	1
488	есть когда	1	1
489	свой собственный	1	1
490	роль и	1	1
491	и их	5	1
492	в котором	4	1
493	слово как	2	1
494	так как	10	1
495	на душу	1	1
496	друг друга	2	1
497	у него	2	1
498	связано с	2	1
499	в каждом	2	1
500	превращается в	2	1
501	только на	1	1
502	знали что	1	1
503	с общим	2	1
504	в девятой	1	1
505	не были	1	1
506	мы воспринимаем	1	1
507	влияние на	4	1
508	есть не	5	1
509	не один	1	1
510	что они	5	1
511	и быть	1	1
512	а с	2	1
513	все яснее	1	1
514	что для	3	1
515	предмет и	1	1
516	ничем не	2	1
517	к человеку	1	1
518	только по	3	1
519	которое по	1	1
520	не было	6	1
521	иначе в	1	1
522	одновременно не	1	1
523	с тем	4	1
524	в картине	1	1
525	не на	2	1
526	было сказано	1	1
527	человек есть	1	1
528	в ряду	6	1
529	без которых	1	1
530	в связи	2	1
531	народов и	1	1
532	чувствуем что	1	1
533	как представляется	1	1
534	ко всем	2	1
535	некоторые из	1	1
536	общего с	2	1
537	со словом	1	1
538	в человеке	4	1
539	к своему	1	1
540	конечно не	1	1
541	именно тогда	1	1
542	не зная	2	1
543	в той	1	1
544	есть только	6	1
545	горит а	1	1
546	жизни всякого	1	1
547	как средство	1	1
548	не всем	2	1
549	что здесь	1	1
550	все это	2	1
551	этом и	1	1
552	к другим	3	1
553	слова с	1	1
554	это уже	1	1
555	этот образ	1	1
556	например мы	2	1
557	и более	1	1
558	мой взгляд	1	1
559	от той	1	1
560	о котором	2	1
561	человек и	1	1
562	для нас	31	1
563	или менее	8	1
564	и все	3	1
565	в этих	3	1
566	его уже	2	1
567	хотя бы	2	1
568	в зависимость	1	1
569	этом как	1	1
570	все остальные	5	1
571	отношении к	2	1
572	не есть	6	1
573	себе и	1	1
574	в общем	2	1
575	над собою	2	1
576	к ее	1	1
577	может и	1	1
578	две стороны	1	1
579	из тех	1	1
580	от своего	1	1
581	сказать что	2	1
582	на другом	2	1
583	и объективность	1	1
584	случае человек	1	1
585	бы его	1	1
586	есть и	1	1
587	материала языка	1	1
588	восприятия еще	1	1
589	в таком	4	1
590	того времени	1	1
591	что за	2	1
592	можно будет	1	1
593	который не	1	1
594	в красном	1	1
595	равно и	2	1
596	этой точки	1	1
597	они не	4	1
598	которая не	1	1
