N	2gram	Losev_Vesc_1	Komedia
397	его с	1	1
398	даже и	4	1
399	уже на	1	1
400	и это	14	1
401	это только	1	1
402	данном случае	2	1
403	него самого	1	1
404	говорили что	1	1
405	говорить о	6	1
406	в дальнейшем	1	1
407	идет речь	1	1
408	и когда	4	1
409	можно было	2	1
410	это вовсе	2	1
411	может понимать	3	1
412	отождествляется с	1	1
413	подойти к	1	1
414	жизнь и	1	1
415	с ним	8	1
416	с человеком	1	1
417	воли и	1	1
418	о ней	2	1
419	о нем	1	1
420	или от	1	1
421	на вопрос	1	1
422	и внутреннее	1	1
423	и что	15	1
424	почему же	1	1
425	к действительности	2	1
426	связанной с	1	1
427	жрецов и	1	1
428	в отрыве	2	1
429	на ее	3	1
430	может и	1	1
431	и только	3	1
432	и следовательно	7	1
433	если это	2	1
434	которая как	1	1
435	того что	8	1
436	тех пор	1	1
437	и новая	1	1
438	почти все	2	1
439	в двух	1	1
440	нуждается в	1	1
441	которых идет	1	1
442	но ни	1	1
443	хотя бы	6	1
444	поэтому и	1	1
445	бы ни	2	1
446	к природе	1	1
447	стоит ли	1	1
448	себя в	10	1
449	так что	5	1
450	можно выразить	1	1
451	себя самые	1	1
452	с трудом	1	1
453	получили в	1	1
454	не дает	1	1
455	в данной	1	1
456	к своим	1	1
457	себе в	3	1
458	представить себе	1	1
459	о которой	2	1
460	ее не	2	1
461	не видеть	1	1
462	не случайно	2	1
463	и никакой	1	1
464	не говорит	2	1
465	в руки	2	1
466	от того	3	1
467	и пока	1	1
468	ее на	1	1
469	для того	2	1
470	ничуть не	1	1
471	в особенности	1	1
472	свой образ	2	1
473	представление о	1	1
474	нам не	2	1
475	границу между	1	1
476	или иначе	4	1
477	не один	1	1
478	на этот	1	1
479	этого человека	1	1
480	эти две	4	1
481	далеко не	1	1
482	и прежде	1	1
483	было и	2	1
484	социальной силой	1	1
485	к человеку	1	1
486	естественно что	1	1
487	что им	1	1
488	превращается в	1	1
489	а наоборот	1	1
490	действительности как	2	1
491	именно так	1	1
492	было сказано	1	1
493	его как	1	1
494	и достаточно	3	1
495	человек есть	1	1
496	о чем	1	1
497	него не	1	1
498	что из	2	1
499	соответствует и	3	1
500	ближе к	1	1
501	стороны в	1	1
502	и она	1	1
503	порождает и	1	1
504	и а	2	1
505	и потому	5	1
506	всем что	2	1
507	что именно	1	1
508	сама же	1	1
509	могущество и	2	1
510	в данном	5	1
511	который мы	1	1
512	в той	3	1
513	он становится	1	1
514	применении к	2	1
515	тому как	4	1
516	с тех	1	1
517	как бы	12	1
518	а потом	2	1
519	что сила	1	1
520	средство для	1	1
521	очевидный факт	1	1
522	в это	1	1
523	или хотя	1	1
524	с этой	4	1
525	великая сила	1	1
526	чтобы я	1	1
527	и тому	1	1
528	если оно	4	1
529	последних его	1	1
530	не знаем	2	1
531	из чего	1	1
532	с большой	1	1
533	со всей	2	1
534	только одна	1	1
535	сравнить с	1	1
536	формы и	1	1
537	это уже	1	1
538	стороны те	1	1
539	у них	1	1
540	в духе	1	1
541	в третьем	1	1
542	бы в	5	1
543	еще более	2	1
544	хотя в	1	1
545	бы на	1	1
546	же собственно	1	1
547	в общем	1	1
548	к ее	2	1
549	слово в	2	1
550	с ней	2	1
551	сказать что	17	1
552	кем и	1	1
553	совершенно не	5	1
554	к его	1	1
555	именно к	1	1
556	ли он	1	1
557	на это	4	1
558	жизни и	2	1
559	вещей от	1	1
560	и другие	1	1
561	и эта	3	1
562	это в	1	1
563	новый материал	1	1
564	гораздо более	1	1
565	доступ к	1	1
566	этой точки	1	1
