N	2gram	Propp_Russ_2	Literetu
151	одно из	2	2
152	не так	1	2
153	в одном	1	2
154	в конце	1	2
155	что и	2	2
156	как раз	1	2
157	не было	2	2
158	до конца	3	2
159	в руках	2	2
160	него не	1	2
161	как это	4	2
162	из которых	2	2
163	к жизни	5	2
164	тому как	3	2
165	быть не	1	2
166	под названием	2	2
167	этом случае	6	2
168	при всем	1	2
169	не является	1	2
170	а к	2	2
171	с ним	1	2
172	же в	6	2
173	к свету	1	2
174	к этой	1	2
175	в своих	2	2
176	все что	1	2
177	исходит от	1	1
178	как живой	1	1
179	на поле	4	1
180	многих отношениях	1	1
181	это и	2	1
182	силу на	2	1
183	здесь и	1	1
184	нас на	1	1
185	смерть в	1	1
186	мы имеем	6	1
187	как мы	3	1
188	здесь вполне	1	1
189	на место	1	1
190	целым рядом	1	1
191	в царство	1	1
192	полагали для	1	1
193	не от	1	1
194	он был	1	1
195	самих себя	1	1
196	а он	2	1
197	он пишет	1	1
198	отличие от	3	1
199	и свои	1	1
200	как другие	1	1
201	относится к	1	1
202	это самое	1	1
203	как в	7	1
204	стороны и	1	1
205	она как	2	1
206	есть в	2	1
207	огонь и	1	1
208	когда он	1	1
209	что по	4	1
210	в круг	1	1
211	к числу	2	1
212	этой цели	2	1
213	от этого	1	1
214	в этот	10	1
215	дни праздников	1	1
216	за рекой	1	1
217	в самом	1	1
218	что это	3	1
219	все эти	3	1
220	не оставляет	1	1
221	во многих	9	1
222	и руки	1	1
223	рассказ о	1	1
224	но он	3	1
225	после чего	2	1
226	на то	1	1
227	в ночи	1	1
228	не следует	1	1
229	этот день	10	1
230	в статье	1	1
231	всех этих	1	1
232	на земле	5	1
233	и по	3	1
234	образа и	1	1
235	таким образом	6	1
236	здесь мы	2	1
237	а по	1	1
238	от земли	2	1
239	с другими	3	1
240	не хуже	1	1
241	это не	5	1
242	этой силы	3	1
243	он есть	2	1
244	должен был	3	1
245	связанным с	1	1
246	в огонь	1	1
247	более широкого	1	1
248	далеко не	4	1
249	мы видели	7	1
250	жизни по	1	1
251	умирающем и	1	1
252	здесь все	1	1
253	в этих	3	1
254	в своей	2	1
255	он должен	1	1
256	начиная со	1	1
257	место в	1	1
258	в отличие	3	1
259	но эта	1	1
260	земли их	1	1
261	благодарности за	1	1
262	при рассмотрении	2	1
263	их в	4	1
264	как от	1	1
265	что этот	1	1
266	случае мы	1	1
267	по улице	1	1
268	например и	1	1
269	что есть	1	1
270	не противоречит	1	1
271	но они	1	1
272	все мы	1	1
273	не имеет	3	1
274	того как	2	1
275	и притом	1	1
276	на того	1	1
277	в фигуре	1	1
278	земли в	1	1
279	по своей	1	1
280	во всем	2	1
281	связи с	2	1
282	так называемый	1	1
283	мы и	1	1
284	что на	2	1
285	все то	2	1
286	это конечно	1	1
287	в других	15	1
288	случае как	1	1
289	ничего общего	1	1
290	и о	3	1
291	того чтобы	6	1
292	в песне	1	1
293	свою очередь	1	1
294	на нем	1	1
295	здесь не	1	1
296	об умирающем	1	1
297	говорит и	1	1
298	на основе	1	1
299	в особенности	1	1
300	в пределах	1	1
301	приводит к	1	1
302	и когда	1	1
303	в образе	2	1
304	можно было	2	1
305	на нее	6	1
306	мог бы	1	1
307	что никакого	1	1
308	жизнь и	2	1
309	основана на	1	1
310	с этого	1	1
311	эту теорию	9	1
312	в таком	4	1
313	находится в	1	1
314	сводится к	1	1
315	после того	2	1
316	можно сказать	1	1
317	должно было	3	1
318	под именем	3	1
319	те или	1	1
320	состоит не	1	1
321	с момента	1	1
322	по случаю	1	1
323	чем и	1	1
324	в ту	1	1
325	в литературе	1	1
326	же можно	1	1
327	землю и	1	1
328	в новой	2	1
329	такая же	1	1
330	идет по	1	1
331	а после	1	1
332	за ней	1	1
333	в эти	1	1
334	же он	1	1
335	человека с	1	1
336	не можем	2	1
337	вопроса о	1	1
338	только на	1	1
339	за пределами	2	1
340	не все	4	1
341	от других	1	1
342	ответ на	1	1
343	ни с	1	1
344	мир в	1	1
345	есть рассказ	1	1
346	земли и	5	1
347	себе в	1	1
348	руки и	3	1
349	эту силу	5	1
350	в пространстве	1	1
351	чтобы она	1	1
352	в землю	13	1
353	на долю	1	1
354	как при	1	1
355	во всей	1	1
356	ее на	2	1
357	рядом с	1	1
358	нет и	1	1
359	в исторической	1	1
360	это составляет	1	1
361	живой и	1	1
362	как у	1	1
363	не просто	1	1
364	именно в	4	1
365	человека а	2	1
366	а с	2	1
367	по всей	3	1
368	говорит о	2	1
369	своих поэтических	1	1
370	все время	1	1
371	а так	1	1
372	когда же	1	1
373	не всегда	3	1
374	и п	13	1
375	другие в	2	1
376	для этой	3	1
377	имея в	1	1
378	этой же	1	1
379	него в	1	1
380	эти слова	1	1
381	так же	4	1
382	и потому	1	1
383	книге о	1	1
384	ненависть к	1	1
385	предшествующие ему	1	1
386	в развитии	1	1
387	по ним	1	1
388	в своем	1	1
389	в это	1	1
390	его в	8	1
391	и от	3	1
392	в основном	1	1
393	время не	1	1
394	силу и	2	1
395	пока еще	2	1
396	и где	1	1
397	этом же	1	1
398	и другим	1	1
399	на самом	2	1
400	он по	1	1
401	совершенно иной	1	1
402	ее и	2	1
403	от него	1	1
404	и все	4	1
405	он же	1	1
406	к ее	1	1
407	ее развития	1	1
408	свою судьбу	1	1
409	от первого	1	1
410	о своем	1	1
411	в ночь	2	1
412	только как	2	1
413	в свою	1	1
414	переход от	2	1
415	из этого	2	1
416	есть и	1	1
417	который в	1	1
418	и состоит	1	1
419	также не	1	1
420	ее в	8	1
421	и эта	1	1
422	к этому	5	1
