N	2gram	Vinokur_Vv_1	RusskieA
227	в прошлом	2	2
228	но что	3	2
229	чтобы лучше	1	2
230	не было	1	2
231	в особенности	4	2
232	чем в	3	2
233	но есть	1	2
234	с ней	2	2
235	только по	3	2
236	до конца	3	2
237	не на	1	2
238	а не	3	2
239	и многие	1	2
240	в изучении	2	2
241	стоит в	2	2
242	должна была	2	2
243	в частности	3	2
244	нет надобности	3	2
245	многих случаях	1	2
246	быть и	2	2
247	судить о	1	2
248	между собой	1	2
249	мы видим	1	2
250	и для	4	2
251	или в	1	2
252	интерес к	1	2
253	мы должны	1	2
254	относящиеся к	3	2
255	не что	4	2
256	в своих	2	2
257	работы а	1	1
258	также и	16	1
259	и римлян	3	1
260	же как	3	1
261	чтобы не	1	1
262	но смысл	1	1
263	самом деле	6	1
264	значении этого	1	1
265	только потому	1	1
266	тех же	1	1
267	зависимости от	1	1
268	в первом	5	1
269	из самых	1	1
270	на две	1	1
271	что эти	1	1
272	и ее	4	1
273	оно было	1	1
274	должна быть	2	1
275	собственном смысле	2	1
276	видеть в	1	1
277	и за	1	1
278	по его	2	1
279	приходит к	1	1
280	включая и	1	1
281	мы уже	1	1
282	самые разнообразные	1	1
283	б и	1	1
284	указать что	1	1
285	что если	2	1
286	изложения и	2	1
287	вопрос о	8	1
288	имеет свою	2	1
289	меньшей мере	2	1
290	приводят к	1	1
291	говорить о	3	1
292	не вполне	4	1
293	именно только	1	1
294	похожи на	1	1
295	которое в	2	1
296	направление в	2	1
297	так а	1	1
298	того же	3	1
299	в каждой	2	1
300	и был	2	1
301	которую можно	1	1
302	в отличие	3	1
303	его словам	1	1
304	в чем	4	1
305	истории в	2	1
306	этих случаях	2	1
307	истории русского	1	1
308	а только	8	1
309	в до	2	1
310	целом ряде	2	1
311	после смерти	1	1
312	одном и	1	1
313	ответ на	3	1
314	по отношению	4	1
315	в общем	12	1
316	очевидно что	1	1
317	себе и	2	1
318	отличие от	3	1
319	в истории	9	1
320	и соответствующих	1	1
321	эта связь	1	1
322	общего с	1	1
323	так называемая	2	1
324	из цикла	1	1
325	народа в	1	1
326	изучение этого	1	1
327	однако не	4	1
328	с понятием	3	1
329	увидим что	1	1
330	от этого	5	1
331	говорится в	1	1
332	и последний	1	1
333	в которой	1	1
334	говорят о	1	1
335	но который	1	1
336	ни одна	2	1
337	идут в	1	1
338	е с	1	1
339	общеизвестно что	1	1
340	в себе	4	1
341	тому же	1	1
342	на то	1	1
343	этом сообщает	1	1
344	труда и	1	1
345	первой половине	1	1
346	у древних	1	1
347	одно целое	2	1
348	гораздо менее	1	1
349	он должен	1	1
350	xvi-xvii вв	1	1
351	не к	2	1
352	не как	3	1
353	собой не	1	1
354	в начале	3	1
355	здесь говорится	1	1
356	есть один	1	1
357	подобно тому	1	1
358	объяснить его	2	1
359	не бывает	2	1
360	русском языке	1	1
361	а затем	1	1
362	что все	1	1
363	значение в	2	1
364	такое название	1	1
365	о котором	8	1
366	его в	6	1
367	уже знаем	1	1
368	на почве	5	1
369	известно что	1	1
370	должен был	4	1
371	и тем	5	1
372	на свои	2	1
373	в этой	3	1
374	на основании	5	1
375	как видно	1	1
376	не всегда	1	1
377	он и	2	1
378	мы видели	2	1
379	оно имеет	1	1
380	можно считать	1	1
381	ряде других	1	1
382	и того	2	1
383	одного и	2	1
384	веков в	1	1
385	другие с	2	1
386	что между	1	1
387	но если	3	1
388	и при	2	1
389	никак не	1	1
390	взгляд на	1	1
391	и без	2	1
392	как указывает	1	1
393	не столько	2	1
394	от времени	1	1
395	точку зрения	1	1
396	того времени	1	1
397	так называемое	1	1
398	не могли	2	1
399	две части	2	1
400	и наоборот	2	1
401	более древних	1	1
402	что чем	2	1
403	любви и	1	1
404	был уже	1	1
405	природа и	1	1
406	которые она	1	1
407	иной раз	2	1
408	в то	5	1
409	дело не	3	1
410	что наука	1	1
411	тогда когда	3	1
412	дело в	3	1
413	по меньшей	2	1
414	это хорошо	1	1
415	в языках	1	1
416	ее с	1	1
417	народов в	1	1
418	тому кто	1	1
419	не по	1	1
420	было не	1	1
421	том какие	1	1
422	но вместе	2	1
423	в самых	1	1
424	славянских языках	1	1
425	работы но	1	1
426	вытекает из	1	1
427	каждый из	2	1
428	следовательно и	1	1
429	методы изучения	1	1
430	и всегда	1	1
431	несомненно очень	1	1
432	слова как	2	1
433	характер чем	1	1
434	которые и	1	1
435	или как	3	1
436	xix-xx вв	1	1
437	iv в	2	1
438	в тексте	4	1
439	и его	5	1
440	к этим	1	1
441	и сама	1	1
442	чем ближе	1	1
443	этом отношении	3	1
444	труда а	1	1
445	ему не	1	1
446	не потому	1	1
447	такие же	1	1
448	размышлений и	1	1
449	в духе	1	1
450	содержанию и	1	1
451	в среде	1	1
452	чтобы сделать	1	1
453	те кто	2	1
454	должны быть	1	1
455	содержанием и	1	1
456	же только	2	1
457	если же	2	1
458	них непосредственно	1	1
459	для дальнейшего	1	1
460	из чего	1	1
461	для себя	1	1
462	и это	6	1
463	они должны	1	1
464	из их	1	1
465	преимущественно же	1	1
466	основываясь на	1	1
467	и о	1	1
468	в виду	4	1
469	данном случае	5	1
470	только при	1	1
471	большей частью	1	1
472	в собственном	2	1
473	на свой	1	1
474	слова а	1	1
475	на том	3	1
476	и сам	2	1
477	можно было	7	1
478	не ограничивается	1	1
479	видно из	1	1
480	германии в	1	1
481	из всего	1	1
482	и этого	3	1
483	самого понятия	1	1
484	этим в	1	1
485	сохранился и	1	1
486	во второй	3	1
487	имеется в	1	1
488	разного рода	1	1
489	жизнь и	1	1
490	если бы	2	1
491	и вообще	3	1
492	по мере	4	1
493	но здесь	1	1
494	дальнейшего развития	1	1
495	русской историей	1	1
496	из основных	1	1
497	и нужно	1	1
498	только так	2	1
499	вот почему	3	1
500	внимание на	4	1
501	и та	1	1
502	второй половине	2	1
503	в риме	1	1
504	свойством что	1	1
505	и объяснить	1	1
506	можно сказать	3	1
507	других языках	1	1
508	греков и	3	1
509	к нему	2	1
510	не могло	1	1
511	при исследовании	1	1
512	раньше чем	3	1
513	во втором	2	1
514	во всей	1	1
515	в форме	2	1
516	сомнения в	1	1
517	наконец в	1	1
518	вопрос был	1	1
519	вопросов и	1	1
520	это несомненно	1	1
521	было бы	5	1
522	развития но	1	1
523	что здесь	2	1
524	на которой	1	1
525	рассуждение о	1	1
526	д и	1	1
527	обе эти	2	1
528	совсем не	3	1
529	тот же	1	1
530	что он	4	1
531	представления в	1	1
532	очень много	1	1
533	и так	1	1
534	до нас	3	1
535	приводил к	1	1
536	в область	1	1
537	жизни как	2	1
538	пока это	1	1
539	через их	1	1
540	том чтобы	6	1
541	с которыми	1	1
542	которой оно	1	1
543	по другим	1	1
544	есть в	1	1
545	по очень	1	1
546	тем временем	1	1
547	уже в	5	1
548	или не	1	1
549	в значении	1	1
550	же в	1	1
551	только тогда	1	1
552	каким образом	1	1
553	не дает	1	1
554	но совершенно	1	1
555	е на	1	1
556	который по	2	1
557	совсем другое	1	1
558	всяком случае	3	1
559	понятия так	1	1
560	нуждается в	2	1
561	даже к	1	1
562	т п	5	1
563	и должна	1	1
564	может служить	3	1
565	разницей что	1	1
566	заметить что	1	1
567	не могут	5	1
568	от того	3	1
569	в текстах	3	1
570	в очень	3	1
571	не до	2	1
572	с русским	2	1
573	имеет тот	1	1
574	которая должна	1	1
575	к которому	1	1
576	с той	1	1
577	принципиального характера	1	1
578	еще и	3	1
579	тому как	1	1
580	что не	5	1
581	обратиться к	1	1
582	иногда это	1	1
583	говорит о	3	1
584	связано с	1	1
585	по тем	1	1
586	которых мы	1	1
587	этому времени	2	1
588	однако и	1	1
589	жизнь в	1	1
590	в руках	1	1
591	долгое время	1	1
592	или с	1	1
593	в одно	1	1
594	мы знаем	1	1
595	если не	1	1
596	так называемых	4	1
597	исследование именно	1	1
598	и распоряжается	1	1
599	и теми	2	1
600	нет он	1	1
601	представить себе	5	1
602	или по	1	1
603	надо было	2	1
604	из которых	2	1
605	этих отношениях	1	1
606	по своему	5	1
607	в данном	11	1
608	имеют первостепенное	1	1
609	по поводу	1	1
610	наряду с	2	1
611	в той	7	1
612	ко всему	1	1
613	в первой	1	1
614	сослаться на	1	1
615	не умели	1	1
616	быть не	1	1
617	есть и	4	1
618	и том	1	1
619	самом же	1	1
620	как только	1	1
621	что мы	2	1
622	в так	1	1
623	но для	1	1
624	кроме того	1	1
625	это как	1	1
626	ближе к	2	1
627	только одна	1	1
628	деле как	1	1
629	для такого	1	1
630	а к	1	1
631	в ближайшем	1	1
632	оказалось что	2	1
633	и все	1	1
634	на одной	1	1
635	или нет	1	1
636	и стало	1	1
637	только с	3	1
638	или вообще	5	1
639	у разных	1	1
640	что следовательно	1	1
641	эти сведения	1	1
642	нам не	1	1
643	слово в	1	1
644	цель и	1	1
645	между ними	2	1
646	сказать что	5	1
647	только как	6	1
648	с русской	3	1
649	на общий	1	1
650	отношению к	4	1
651	оно не	1	1
652	разных народов	1	1
653	только о	2	1
654	для которой	1	1
655	через них	1	1
656	этим объясняется	1	1
657	к числу	1	1
658	в работах	2	1
659	ли они	1	1
660	жизни и	2	1
661	также не	1	1
662	они не	1	1
663	можно назвать	1	1
664	как на	11	1
665	точно так	2	1
666	во всяком	3	1
667	все что	1	1
