N	2gram	Losev_Vesc_1	Analitik
336	себя не	2	1
337	потому оно	1	1
338	это было	1	1
339	заключается в	1	1
340	с другими	8	1
341	же если	1	1
342	есть и	4	1
343	только одно	2	1
344	реальности и	3	1
345	во внимание	1	1
346	предстают перед	1	1
347	должно быть	6	1
348	потому и	1	1
349	в один	1	1
350	со всей	2	1
351	всех этих	1	1
352	бы на	1	1
353	в своей	5	1
354	таким же	1	1
355	еще нет	1	1
356	себе а	1	1
357	мысли и	3	1
358	от себя	1	1
359	втором случае	1	1
360	для этого	4	1
361	что имя	23	1
362	для нее	2	1
363	же мы	1	1
364	случае мы	1	1
365	нас к	1	1
366	же самого	1	1
367	то с	3	1
368	и именуемого	1	1
369	с ним	8	1
370	я для	1	1
371	как можно	3	1
372	от нас	1	1
373	весь смысл	1	1
374	у кого	1	1
375	в основе	3	1
376	от жизни	1	1
377	у него	2	1
378	бы мы	1	1
379	само по	1	1
380	того чтобы	3	1
381	внутренней и	1	1
382	потому что	16	1
383	к живой	1	1
384	голоса в	1	1
385	со своим	7	1
386	как я	4	1
387	же смысл	1	1
388	как будто	1	1
389	ему в	1	1
390	у нас	7	1
391	к самому	1	1
392	уже было	1	1
393	с полной	4	1
394	анализа но	1	1
395	все еще	3	1
396	как некое	1	1
397	а ее	2	1
398	пор как	1	1
399	собственное имя	5	1
400	в применении	1	1
401	для себя	5	1
402	и кому	1	1
403	как мы	4	1
404	и о	3	1
405	же смысла	2	1
406	такое что	1	1
407	самим собою	2	1
408	только при	1	1
409	формы и	1	1
410	его поступки	1	1
411	для всего	1	1
412	него самого	1	1
413	нет никакой	2	1
414	культуры и	1	1
415	степени и	2	1
416	природе своей	1	1
417	что у	5	1
418	здесь как	1	1
419	по природе	1	1
420	мог бы	5	1
421	и каждый	1	1
422	является в	2	1
423	они как	2	1
424	строго говоря	1	1
425	я думал	1	1
426	если бы	5	1
427	другое дело	1	1
428	к языку	1	1
429	и внешней	1	1
430	основе своей	2	1
431	о ней	2	1
432	звук или	1	1
433	искусства и	1	1
434	в самой	2	1
435	есть само	1	1
436	одного из	1	1
437	я если	1	1
438	мы понимаем	1	1
439	этих двух	2	1
440	того или	1	1
441	или как	2	1
442	во всей	1	1
443	от сущности	1	1
444	и только	3	1
445	не обязательно	1	1
446	резко отличается	1	1
447	имя как	4	1
448	того что	8	1
449	д и	5	1
450	тот же	3	1
451	с ними	3	1
452	вмещает в	1	1
453	и так	1	1
454	и отвечает	2	1
455	теперь в	1	1
456	есть ни	3	1
457	так что	5	1
458	есть в	1	1
459	ту самую	1	1
460	по законам	2	1
461	отношение имени	2	1
462	имя личности	1	1
463	его и	2	1
464	ту или	2	1
465	суть то	1	1
466	мы знаем	1	1
467	ибо тот	1	1
468	одно из	1	1
469	себе в	3	1
470	и их	7	1
471	могло бы	1	1
472	слова в	2	1
473	вовсе не	10	1
474	относится не	2	1
475	и утверждение	1	1
476	можно с	2	1
477	не о	1	1
478	ту сторону	1	1
479	случае не	1	1
480	она будет	2	1
481	о человеческом	1	1
482	не говорит	2	1
483	с действительностью	1	1
484	и делает	2	1
485	имени и	9	1
486	бы это	1	1
487	для того	2	1
488	что на	2	1
489	во-первых все	1	1
490	до сих	1	1
491	может и	1	1
492	или иначе	4	1
493	перестают быть	1	1
494	ее в	1	1
495	а именно	1	1
496	эти две	4	1
497	к которому	1	1
498	к имени	1	1
499	чем он	1	1
500	было и	2	1
501	а с	3	1
502	но о	1	1
503	себя и	4	1
504	что им	1	1
505	превращается в	1	1
506	зависит от	1	1
507	на этот	1	1
508	она является	3	1
509	из наиболее	1	1
510	есть лишь	2	1
511	было сказано	1	1
512	без которых	1	1
513	он становится	1	1
514	когда же	1	1
515	свое внимание	1	1
516	в одно	1	1
517	входить в	1	1
518	себя самой	2	1
519	все основные	1	1
520	к себе	4	1
521	неотделимо от	2	1
522	из которых	1	1
523	ему без	1	1
524	а если	1	1
525	в течение	1	1
526	применении к	2	1
527	с тех	1	1
528	могут служить	1	1
529	отдельности и	2	1
530	от с	1	1
531	смыслы однако	1	1
532	с этой	4	1
533	действительности не	2	1
534	и формы	2	1
535	затем и	2	1
536	сих пор	1	1
537	действительность в	2	1
538	но это	10	1
539	между прочим	3	1
540	и тогда	1	1
541	каждой из	2	1
542	самого все	1	1
543	это уже	1	1
544	в сферу	1	1
545	отвечает на	1	1
546	объекта и	1	1
547	уже на	1	1
548	своей природе	1	1
549	себя самого	2	1
550	есть система	1	1
551	и новое	1	1
552	но еще	3	1
553	бы в	5	1
554	же есть	2	1
555	мы должны	2	1
556	стороны в	1	1
557	от всего	12	1
558	хотя бы	6	1
559	будто бы	1	1
560	быть определена	1	1
561	своей внутренней	1	1
562	но если	8	1
563	к ее	2	1
564	жизни в	1	1
565	этот вопрос	1	1
566	между ними	3	1
567	только как	1	1
568	от всех	4	1
569	к его	1	1
570	первом случае	2	1
571	не что	7	1
572	оно не	3	1
573	из этого	1	1
574	более полное	1	1
575	жизни и	2	1
576	силе и	1	1
577	и другие	1	1
578	в своих	1	1
579	все что	1	1
