N	2gram	Bakhtin_Fr_4	Narrotol
352	между людьми	1	1
353	до известной	1	1
354	отметить что	3	1
355	и такого	1	1
356	граница между	1	1
357	дело не	1	1
358	принадлежат к	2	1
359	дело в	2	1
360	между жизнью	1	1
361	смертью в	1	1
362	отрешиться от	1	1
363	что весьма	1	1
364	именно с	1	1
365	ему было	1	1
366	из древнейших	1	1
367	по стилю	1	1
368	и детских	1	1
369	потому что	1	1
370	в книге	1	1
371	не по	1	1
372	апостола павла	1	1
373	и делает	1	1
374	а как	2	1
375	от того	1	1
376	у нас	1	1
377	и оно	1	1
378	легенда о	1	1
379	глава третья	1	1
380	и смертью	1	1
381	же самое	1	1
382	в эпизод	1	1
383	они и	1	1
384	время они	1	1
385	как они	1	1
386	что все	1	1
387	в виду	2	1
388	здесь отсутствует	1	1
389	и сами	1	1
390	вечности и	1	1
391	здесь также	1	1
392	и от	1	1
393	и сам	3	1
394	начала и	3	1
395	в последующих	1	1
396	к его	1	1
397	внизу и	1	1
398	которое здесь	1	1
399	тот же	3	1
400	на них	2	1
401	если бы	1	1
402	и вообще	1	1
403	с ним	2	1
404	ними и	1	1
405	эпизод в	1	1
406	существенно связаны	1	1
407	и здесь	3	1
408	тех кто	2	1
409	в самой	1	1
410	историю в	1	1
411	что каждый	1	1
412	акта в	1	1
413	события этого	1	1
414	там же	3	1
415	и во	1	1
416	нас в	1	1
417	и того	1	1
418	его смысла	1	1
419	и всю	1	1
420	что и	1	1
421	существенную роль	2	1
422	них в	1	1
423	на какие-то	1	1
424	слов и	3	1
425	все время	3	1
426	в него	1	1
427	того что	3	1
428	в современной	1	1
429	оно и	1	1
430	с ними	3	1
431	мы увидим	2	1
432	принимает форму	1	1
433	эта характеристика	1	1
434	до нас	2	1
435	христианства эта	1	1
436	будущее время	1	1
437	или же	1	1
438	на мир	1	1
439	это же	2	1
440	профанация священного	1	1
441	временем и	2	1
442	со всеми	1	1
443	до наших	2	1
444	мира который	1	1
445	этой системе	3	1
446	мира это	1	1
447	для второго	1	1
448	и у	2	1
449	не дает	1	1
450	его и	2	1
451	характерно что	1	1
452	ни с	2	1
453	мир в	2	1
454	в новом	2	1
455	форм но	1	1
456	вовсе не	9	1
457	мы можем	3	1
458	жизни на	1	1
459	конца в	1	1
460	не противоречит	1	1
461	до сих	1	1
462	связаны с	2	1
463	здесь в	6	1
464	словами о	1	1
465	чем он	1	1
466	поэтому речевая	1	1
467	рассказа а	1	1
468	центральное событие	1	1
469	о ее	1	1
470	в соответствии	1	1
471	церкви и	3	1
472	с которым	1	1
473	когда же	2	1
474	было на	1	1
475	принадлежности к	1	1
476	нет ничего	2	1
477	границы между	3	1
478	некоторые из	3	1
479	и столь	1	1
480	над ним	1	1
481	содержащий в	1	1
482	дает нам	2	1
483	в тех	1	1
484	и там	1	1
485	эпизода нет	1	1
486	в это	1	1
487	с этой	1	1
488	с уксусом	1	1
489	еще раз	2	1
490	быть и	1	1
491	благодаря этому	1	1
492	мотивов в	1	1
493	сих пор	1	1
494	разных местах	2	1
495	о его	2	1
496	этом и	1	1
497	на свет	2	1
498	истории но	1	1
499	здесь событие	1	1
500	он приказал	1	1
501	под названием	1	1
502	тех или	1	1
503	известной степени	1	1
504	которых он	2	1
505	как своего	1	1
506	хотя они	1	1
507	людьми и	1	1
508	о котором	1	1
509	в другое	1	1
510	ни одного	1	1
511	для нас	1	1
512	от него	1	1
513	бы он	1	1
514	не должен	1	1
515	и существенно	1	1
516	приходится на	1	1
517	от всего	1	1
518	ведь как	1	1
519	но это	4	1
520	в терминах	1	1
521	здесь даже	1	1
522	в системе	1	1
523	в общем	1	1
524	на фоне	1	1
525	здесь только	2	1
526	на роль	1	1
527	первый раз	1	1
528	и при	2	1
529	речи и	1	1
530	культуры в	1	1
531	если же	2	1
532	где он	2	1
533	это было	1	1
534	где эта	2	1
535	проникновению в	1	1
536	и эта	2	1
