N	2gram	Bakhtin_Fr_3	Analitik
220	вместе с	3	2
221	и потому	4	2
222	в той	6	2
223	тому как	1	2
224	да и	1	2
225	этого слова	2	2
226	в контексте	1	2
227	в культуре	4	2
228	ни для	4	2
229	и для	5	2
230	и от	3	2
231	мира и	1	2
232	и все	9	2
233	же в	1	2
234	хотя в	2	2
235	пока же	1	2
236	то что	5	2
237	сказать что	3	2
238	в свое	1	2
239	а также	4	2
240	во всяком	1	2
241	гораздо более	1	2
242	как известно	2	1
243	говоря о	1	1
244	связана с	2	1
245	утверждение что	1	1
246	на самом	3	1
247	и есть	3	1
248	тем же	2	1
249	из самых	2	1
250	и до	8	1
251	из его	1	1
252	с таким	1	1
253	включая и	2	1
254	года год	1	1
255	мы уже	13	1
256	обращенное к	2	1
257	при анализе	2	1
258	что между	1	1
259	и момент	1	1
260	данном контексте	1	1
261	ни единого	1	1
262	одновременно в	1	1
263	никак не	3	1
264	что иное	1	1
265	был еще	2	1
266	и был	2	1
267	к общему	1	1
268	во мне	1	1
269	в таком	1	1
270	принадлежит и	1	1
271	он был	3	1
272	между собой	1	1
273	иное как	1	1
274	на их	2	1
275	всего этого	1	1
276	тем как	1	1
277	второму изданию	1	1
278	целых два	1	1
279	существенным образом	1	1
280	отношение к	8	1
281	этим углом	1	1
282	самого рассказчика	1	1
283	в истории	4	1
284	что во	1	1
285	одном из	2	1
286	от содержания	1	1
287	говорит что	1	1
288	это остается	1	1
289	мир и	1	1
290	имеет в	2	1
291	себе не	1	1
292	от этого	1	1
293	и отчасти	1	1
294	к художественному	1	1
295	более определенного	1	1
296	и у	2	1
297	отношения с	1	1
298	выход в	1	1
299	в известном	1	1
300	это тот	1	1
301	раз в	2	1
302	образ он	1	1
303	и тот	1	1
304	свободы но	1	1
305	во многих	1	1
306	помимо своей	1	1
307	частности и	1	1
308	в свет	3	1
309	к миру	1	1
310	при виде	1	1
311	и еще	2	1
312	однако он	1	1
313	том чтобы	1	1
314	характер в	1	1
315	какой бы	2	1
316	всех своих	1	1
317	но дело	3	1
318	серьезность и	1	1
319	такого же	1	1
320	могла не	1	1
321	здесь мы	2	1
322	а затем	1	1
323	произведения с	1	1
324	в другом	3	1
325	видит что	1	1
326	связанных с	1	1
327	это весьма	1	1
328	слов о	1	1
329	значимости в	1	1
330	мыслится как	1	1
331	это было	1	1
332	в художественном	1	1
333	заключается в	1	1
334	с другими	1	1
335	который и	1	1
336	есть и	2	1
337	отсюда и	1	1
338	рядом с	2	1
339	о подлинном	1	1
340	в общей	2	1
341	как об	1	1
342	мировой литературы	3	1
343	есть он	1	1
344	года и	2	1
345	должно быть	1	1
346	это нечто	1	1
347	в один	2	1
348	остается в	1	1
349	работу в	1	1
350	со всей	1	1
351	с еще	1	1
352	всех этих	3	1
353	в эту	4	1
354	этом случае	1	1
355	в своей	6	1
356	таким же	1	1
357	право на	1	1
358	это делает	1	1
359	всей мировой	1	1
360	самый момент	1	1
361	мысли и	1	1
362	далеки от	2	1
363	как предмет	1	1
364	культуры это	1	1
365	втором случае	1	1
366	остается вне	1	1
367	что было	2	1
368	по ту	1	1
369	для этого	3	1
370	как видим	1	1
371	для нее	1	1
372	случае мы	1	1
373	текстом и	1	1
374	с ним	1	1
375	от нас	1	1
376	с теми	1	1
377	как о	2	1
378	на себе	1	1
379	речевыми жанрами	1	1
380	в основе	5	1
381	миру но	1	1
382	у него	8	1
383	само по	1	1
384	можно судить	1	1
385	того чтобы	4	1
386	каждый из	1	1
387	характера как	1	1
388	под этим	1	1
389	не понимал	1	1
390	с одним	1	1
391	его культурной	1	1
392	ему и	1	1
393	потому что	2	1
394	связи с	6	1
395	как будто	1	1
396	не нуждается	1	1
397	за ними	1	1
398	не слышит	2	1
399	в стиле	1	1
400	у нас	4	1
401	и далее	2	1
402	очень часто	2	1
403	к самому	1	1
404	не могут	1	1
405	пытается придать	1	1
406	с полной	1	1
407	бы он	1	1
408	что уже	1	1
409	все еще	1	1
410	и своя	1	1
411	в применении	1	1
412	за чтением	2	1
413	как мы	10	1
414	и о	4	1
415	этого целого	1	1
416	культуры и	7	1
417	от морального	1	1
418	здесь как	1	1
419	особенно в	4	1
420	ко всему	2	1
421	и книги	1	1
422	они как	1	1
423	на них	2	1
424	если бы	3	1
425	кухни и	2	1
426	путем перевода	2	1
427	образом в	2	1
428	основе своей	2	1
429	при котором	1	1
430	одного из	2	1
431	все его	1	1
432	связь между	3	1
433	от них	1	1
434	эти стороны	2	1
435	отметить что	1	1
436	во всей	3	1
437	и только	1	1
438	этим можно	1	1
439	в описании	1	1
440	на почве	1	1
441	того что	1	1
442	и одновременно	1	1
443	всякого рода	1	1
444	одной из	2	1
445	с ними	1	1
446	как роман	1	1
447	и читателей	1	1
448	которых в	1	1
449	в стороне	1	1
450	речевые жанры	1	1
451	и так	2	1
452	произведения то	1	1
453	теперь в	1	1
454	между отдельными	1	1
455	так что	1	1
456	литературы в	1	1
457	из первых	1	1
458	слова не	1	1
459	смерть и	1	1
460	характерно что	1	1
461	мы знаем	2	1
462	одно из	3	1
463	и их	1	1
464	ведь это	1	1
465	слова в	2	1
466	вовсе не	12	1
467	с этими	1	1
468	ту сторону	1	1
469	он так	1	1
470	культуре слова	1	1
471	лишь один	1	1
472	для того	3	1
473	одном слове	1	1
474	и шутка	1	1
475	что на	1	1
476	до сих	4	1
477	связаны с	5	1
478	ее в	1	1
479	а именно	1	1
480	к роману	2	1
481	чем он	2	1
482	на чем	1	1
483	наконец в	1	1
484	теме и	1	1
485	мира это	1	1
486	и др	7	1
487	героев и	1	1
488	превращается в	1	1
489	их можно	1	1
490	ей не	1	1
491	этой части	1	1
492	не знает	1	1
493	приобщение к	1	1
494	наивной и	2	1
495	с помощью	2	1
496	не видит	4	1
497	внутреннюю свободу	1	1
498	в старом	1	1
499	до этого	1	1
500	но особенно	1	1
501	жизни ибо	1	1
502	требует от	1	1
503	из которых	1	1
504	судить по	1	1
505	забывать что	1	1
506	литература в	1	1
507	в течение	2	1
508	применении к	1	1
509	в литературе	5	1
510	за рамки	1	1
511	это его	1	1
512	единственной в	1	1
513	хотя он	3	1
514	дело здесь	1	1
515	главного героя	1	1
516	сих пор	4	1
517	своей жизни	2	1
518	но это	3	1
519	так ли	1	1
520	т.п все	2	1
521	под названием	1	1
522	в книге	2	1
523	это уже	1	1
524	в мировой	4	1
525	в связи	5	1
526	как на	1	1
527	работы мы	1	1
528	с читателями	1	1
529	правда не	3	1
530	хотя бы	2	1
531	будто бы	1	1
532	уже неоднократно	1	1
533	места в	1	1
534	над собою	1	1
535	здесь только	2	1
536	от лица	1	1
537	между ними	3	1
538	свободой и	1	1
539	их с	1	1
540	первом случае	1	1
541	не что	1	1
542	из этого	2	1
543	занимает в	1	1
544	в трех	1	1
545	аллюзия на	1	1
546	чем свидетельствует	1	1
547	жизнь в	3	1
548	в голову	1	1
549	жизни и	4	1
550	к этой	3	1
551	и другие	2	1
552	в своих	5	1
553	все что	2	1
554	они не	3	1
555	случае его	1	1
