N	2gram	Vinokur_Ku_2	OGranits
133	при этом	2	2
134	языка но	3	2
135	для него	1	2
136	в другом	2	2
137	говорить об	1	2
138	вовсе не	9	2
139	в зависимости	4	2
140	тем что	3	2
141	в них	4	2
142	связанных с	1	2
143	этой проблемы	1	2
144	в области	11	2
145	литературного языка	1	2
146	с другой	8	2
147	а как	1	2
148	в самом	12	2
149	того или	2	2
150	одной стороны	1	2
151	соответствии с	2	2
152	более того	1	2
153	не на	2	2
154	а не	10	2
155	другой стороны	7	2
156	между собою	1	2
157	представляет себе	1	2
158	там где	5	2
159	не мог	1	2
160	несмотря на	5	2
161	в связи	4	2
162	том что	11	2
163	с помощью	7	2
164	и при	1	2
165	так же	4	2
166	в отношении	2	2
167	своего рода	4	2
168	который мы	2	2
169	с этой	2	2
170	слова и	5	2
171	не менее	7	2
172	что эта	2	2
173	самого начала	1	2
174	не имеет	4	2
175	в книге	1	2
176	в структуре	1	2
177	сознания и	2	2
178	на язык	1	2
179	бы в	1	2
180	и историей	1	2
181	во всем	1	2
182	а в	3	2
183	в целях	2	2
184	и к	1	2
185	имеет место	1	2
186	могут быть	4	2
187	в своих	2	2
188	каждое слово	1	2
189	к тому	4	2
190	и письменной	1	1
191	обычно в	1	1
192	данной области	1	1
193	и это	3	1
194	можно говорить	2	1
195	также и	5	1
196	же как	2	1
197	и уж	1	1
198	совершенно справедливо	1	1
199	даже самые	1	1
200	родного языка	1	1
201	в виду	3	1
202	того же	3	1
203	шансов на	1	1
204	на основе	1	1
205	только потому	8	1
206	это и	3	1
207	последнее время	3	1
208	и есть	2	1
209	в себя	1	1
210	ту же	6	1
211	и до	2	1
212	с языком	1	1
213	ведь и	1	1
214	на том	2	1
215	едва ли	1	1
216	можно было	9	1
217	значения как	1	1
218	отсюда и	2	1
219	здесь нет	1	1
220	мы имеем	5	1
221	когда в	2	1
222	на первом	1	1
223	к тем	1	1
224	и о	4	1
225	мы в	2	1
226	вопрос о	9	1
227	в синтаксисе	1	1
228	быть может	1	1
229	разговорного языка	1	1
230	для этого	3	1
231	нам удалось	1	1
232	по себе	10	1
233	понимании этого	1	1
234	социальной борьбы	1	1
235	выходит за	2	1
236	не отвечает	1	1
237	стиля есть	1	1
238	но может	1	1
239	с ее	1	1
240	сводится к	3	1
241	часто и	1	1
242	но даже	2	1
243	этого термина	2	1
244	и он	1	1
245	с большим	1	1
246	революции в	1	1
247	рассчитана на	1	1
248	внимание на	1	1
249	следовательно в	1	1
250	и что	8	1
251	почему же	1	1
252	еще не	5	1
253	связи со	1	1
254	поэтическое произведение	1	1
255	в широком	2	1
256	столь же	1	1
257	время в	1	1
258	форма как	1	1
259	звуков в	1	1
260	в конечном	2	1
261	то мы	1	1
262	природе не	1	1
263	к нему	2	1
264	воздействия на	1	1
265	на самом	2	1
266	но не	6	1
267	или иные	1	1
268	то он	1	1
269	вся эта	2	1
270	что язык	1	1
271	переходит в	1	1
272	клише и	2	1
273	применяется к	1	1
274	может и	1	1
275	отношение к	1	1
276	слову в	1	1
277	отметить что	1	1
278	нет и	1	1
279	или иное	3	1
280	так за	1	1
281	наблюдается у	1	1
282	на то	4	1
283	язык есть	1	1
284	внимание к	1	1
285	до его	1	1
286	в своем	2	1
287	то или	3	1
288	что касается	2	1
289	один из	5	1
290	пример такой	1	1
291	стилистики в	1	1
292	выпадают из	1	1
293	и как	1	1
294	его к	2	1
295	одной из	1	1
296	этот вопрос	6	1
297	что он	5	1
298	мы определяем	1	1
299	что слово	3	1
300	не отражается	1	1
301	собою разумеется	1	1
302	в значительной	1	1
303	не приходится	1	1
304	и оба	1	1
305	или же	2	1
306	коллектива к	1	1
307	этим словом	1	1
308	состоит не	1	1
309	чуть ли	1	1
310	по которым	1	1
311	так в	3	1
312	выражение в	3	1
313	ни одна	1	1
314	в этой	6	1
315	в последнее	1	1
316	что к	1	1
317	о слове	1	1
318	значение так	1	1
319	сюда относятся	1	1
320	конечно не	2	1
321	и у	2	1
322	и правильное	1	1
323	в нашей	4	1
324	и если	2	1
325	к слову	2	1
326	что она	3	1
327	в статье	3	1
328	речь в	5	1
329	этого процесса	1	1
330	или даже	1	1
331	прекрасный пример	1	1
332	иную языковую	1	1
333	постановка вопроса	1	1
334	его и	1	1
335	превращаются в	1	1
336	конечном счете	2	1
337	речи вообще	2	1
338	одно из	1	1
339	в узком	4	1
340	состоит в	2	1
341	в виде	1	1
342	содержания и	1	1
343	в конце	4	1
344	что без	1	1
345	но что	2	1
346	только с	1	1
347	которое является	1	1
348	и никогда	1	1
349	эта аналогия	1	1
350	отличие от	2	1
351	на этом	3	1
352	лишь с	2	1
353	или иных	1	1
354	не должно	2	1
355	это конечно	2	1
356	даже и	2	1
357	для того	9	1
358	борьбы и	1	1
359	в особенности	4	1
360	в совершенно	1	1
361	должно составить	1	1
362	бы быть	1	1
363	на все	2	1
364	и здесь	5	1
365	как к	1	1
366	те или	1	1
367	говорить и	2	1
368	и дает	1	1
369	в предисловии	1	1
370	представляет собою	1	1
371	заключается в	2	1
372	он все	1	1
373	указанных двух	1	1
374	лежит в	1	1
375	еще одно	3	1
376	в живом	2	1
377	слово но	1	1
378	что мы	6	1
379	отношений здесь	1	1
380	само собою	1	1
381	о которых	3	1
382	не было	4	1
383	а на	2	1
384	поскольку она	1	1
385	все равно	2	1
386	далеко не	1	1
387	у других	1	1
388	которые с	1	1
389	самое слово	1	1
390	письменной речи	21	1
391	не всегда	2	1
392	он и	2	1
393	и вне	1	1
394	фигурирует в	1	1
395	отнюдь не	4	1
396	должно быть	4	1
397	такой же	1	1
398	если не	1	1
399	и некоторых	1	1
400	есть одно	1	1
401	связь с	1	1
402	ведь только	1	1
403	на который	2	1
404	одно слово	1	1
405	эти слова	1	1
406	творческой работы	1	1
407	но там	1	1
408	в такой	1	1
409	как это	5	1
410	за которым	1	1
411	основе такого	1	1
412	которого является	1	1
413	теперь к	1	1
414	здесь уже	1	1
415	для уха	1	1
416	о возможности	2	1
417	языке но	1	1
418	в отличие	2	1
419	в которых	2	1
420	быть это	1	1
421	предисловии к	1	1
422	он говорит	1	1
423	такой степени	1	1
424	она есть	1	1
425	к этому	4	1
426	несомненно что	1	1
427	такого рода	1	1
428	языкового творчества	3	1
429	и вот	5	1
430	для данного	2	1
431	и там	1	1
432	вне этой	1	1
433	тем не	6	1
434	в эпоху	1	1
435	речи в	6	1
436	сознание что	1	1
437	и более	2	1
438	их в	1	1
439	в ряду	1	1
440	отношения не	1	1
441	где нет	1	1
442	не оправданное	1	1
443	быть не	2	1
444	это особенно	1	1
445	этого слова	5	1
446	что такое	3	1
447	же такое	1	1
448	только то	1	1
449	тому что	1	1
450	быть и	1	1
451	же представляет	1	1
452	до конца	3	1
453	о помощи	1	1
454	но это	3	1
455	о значении	2	1
456	к двум	1	1
457	виду что	1	1
458	в то	4	1
459	в достаточной	1	1
460	уже из	2	1
461	одна из	1	1
462	тех или	1	1
463	лингвистическими методами	1	1
464	не знаем	1	1
465	речь может	1	1
466	понятие стиля	1	1
467	того чтобы	11	1
468	уже на	1	1
469	само по	5	1
470	отвлеченная от	1	1
471	иметь в	2	1
472	синтаксической конструкции	2	1
473	отношений и	1	1
474	и становится	1	1
475	или в	4	1
476	узком смысле	2	1
477	пр с	1	1
478	ведь стиль	1	1
479	того как	2	1
480	в самой	2	1
481	именно с	3	1
482	то не	2	1
483	который является	1	1
484	же время	3	1
485	лишь как	1	1
486	находит свое	1	1
487	же остается	1	1
488	сложность и	1	1
489	тем более	1	1
490	это слово	4	1
491	только что	1	1
492	потому что	25	1
493	в новых	1	1
494	связи с	3	1
495	что вообще	1	1
496	та установка	1	1
497	этом отношении	3	1
498	об этом	5	1
499	особенно ясно	1	1
500	этот не	1	1
501	это все	1	1
502	местах в	1	1
503	чем сложнее	1	1
504	основании что	1	1
505	не знает	3	1
506	языка в	3	1
507	сказать что	4	1
508	среди них	1	1
509	речи и	5	1
510	языка что	2	1
511	слова есть	1	1
512	и именно	1	1
513	и часто	1	1
514	когда мы	1	1
515	наполнение в	1	1
516	ли не	2	1
517	с его	1	1
518	только о	2	1
519	но основные	1	1
520	указать на	1	1
521	должны быть	2	1
522	всего в	3	1
523	с проблемой	1	1
524	вместе с	5	1
525	ведь уже	1	1
526	к речи	1	1
527	по поводу	2	1
528	стиля но	2	1
529	этой точки	2	1
530	они не	1	1
