N	2gram	Losev_Prob_1	Poddanst
385	в каком	3	1
386	конечно и	1	1
387	из тех	1	1
388	только как	1	1
389	в момент	1	1
390	исходить из	1	1
391	по одному	1	1
392	душе своей	1	1
393	одновременно и	1	1
394	что все	3	1
395	этом не	1	1
396	есть и	3	1
397	в других	5	1
398	ни к	1	1
399	в трех	1	1
400	что то	1	1
401	рабочих и	3	1
402	что оно	3	1
403	к сожалению	1	1
404	к этой	1	1
405	ни на	4	1
406	не есть	29	1
407	вместе с	2	1
408	монастыря в	1	1
409	все еще	1	1
410	это в	1	1
411	во всяком	7	1
412	многие из	1	1
413	гораздо более	2	1
