N	2gram	Savitsky_E_1	FransuaR
325	как таковой	1	1
326	и того	2	1
327	их на	1	1
328	между ними	2	1
329	в западной	1	1
330	к первому	1	1
331	и сейчас	2	1
332	и тут	2	1
333	народ и	3	1
334	в котором	2	1
335	как одной	1	1
336	не представляется	1	1
337	признать что	1	1
338	мы сказали	1	1
339	которые в	1	1
340	около года	1	1
341	но было	2	1
342	и более	2	1
343	на его	1	1
344	для нее	1	1
345	нас к	2	1
346	тому что	1	1
347	и науки	1	1
348	о будущем	1	1
349	человечество не	1	1
350	что с	1	1
351	тогда когда	2	1
352	принадлежат к	1	1
353	одна из	1	1
354	своего существования	1	1
355	в процессе	4	1
356	мы все	1	1
357	для всего	1	1
358	никогда не	3	1
359	казалось бы	1	1
360	правда в	1	1
361	в полной	4	1
362	к определенному	1	1
363	к концу	1	1
364	конец но	1	1
365	связанное с	1	1
366	связь и	1	1
367	мире и	1	1
368	за всех	1	1
369	со своим	1	1
370	не находим	1	1
371	как будто	2	1
372	в области	11	1
373	страна эта	1	1
374	к той	2	1
375	у нас	1	1
376	в мировой	1	1
377	строй его	1	1
378	но за	1	1
379	той или	4	1
380	всего человечества	2	1
381	что при	1	1
382	иногда на	1	1
383	и потому	5	1
384	и со	3	1
385	и должна	1	1
386	и художественное	1	1
387	от друга	2	1
388	существенное значение	1	1
389	свою очередь	2	1
390	значительной мере	1	1
391	и сами	1	1
392	он определяет	1	1
393	включает в	1	1
394	к жизни	1	1
395	и когда	1	1
396	и сам	1	1
397	то как	1	1
398	те же	1	1
399	стороне от	1	1
400	момент во	1	1
401	поэтому в	1	1
402	в некоторой	1	1
403	если бы	2	1
404	для этого	1	1
405	и существенно	2	1
406	будет уже	1	1
407	именно потому	2	1
408	римской империи	1	1
409	в состав	1	1
410	тех кто	1	1
411	на вопрос	1	1
412	и поэтому	2	1
413	говорит об	1	1
414	притом в	2	1
415	то не	2	1
416	или на	1	1
417	имеет значения	1	1
418	ее и	1	1
419	значение имеют	1	1
420	времени в	1	1
421	связь между	1	1
422	от них	3	1
423	во всей	2	1
424	и можно	2	1
425	тем более	4	1
426	старого мира	1	1
427	быть и	1	1
428	в формах	1	1
429	но с	2	1
430	в новой	1	1
431	в двух	1	1
432	выше и	1	1
433	тот же	1	1
434	речи о	1	1
435	с ними	1	1
436	в стороне	3	1
437	которое мы	1	1
438	на несколько	1	1
439	и ее	1	1
440	же при	1	1
441	по этому	1	1
442	не будет	3	1
443	и детей	1	1
444	не можем	2	1
445	на такой	1	1
446	завершения в	1	1
447	только тогда	1	1
448	не дает	3	1
449	из них	3	1
450	мы знаем	1	1
451	говорит о	3	1
452	себе в	3	1
453	присущую им	1	1
454	ссылок на	1	1
455	в современном	1	1
456	к ним	3	1
457	не о	1	1
458	и будет	1	1
459	тем что	3	1
460	в других	2	1
461	свои границы	1	1
462	во власти	2	1
463	или иной	4	1
464	нельзя сказать	1	1
465	и тысячи	1	1
466	здесь нужно	1	1
467	к которому	1	1
468	русской истории	1	1
469	всего мира	1	1
470	что для	1	1
471	положений и	1	1
472	более того	1	1
473	связано с	3	1
474	в любой	1	1
475	на которых	1	1
476	человеческой жизни	1	1
477	тела если	1	1
478	власти и	1	1
479	мира в	4	1
480	если не	1	1
481	культуры он	1	1
482	именно поэтому	1	1
483	нужно признать	1	1
484	так называемой	1	1
485	в частности	5	1
486	видели в	1	1
487	ни на	3	1
488	время с	1	1
489	ко всем	1	1
490	но кроме	1	1
491	в рамках	1	1
492	поэтому если	1	1
493	уже знакомые	1	1
494	тенденций в	1	1
495	эпох и	1	1
496	глядят в	1	1
497	что за	1	1
498	не дают	2	1
499	в той	5	1
500	границ между	1	1
501	и впредь	1	1
502	выход в	1	1
503	некоторое время	1	1
504	которые по	1	1
505	и всей	1	1
506	это были	1	1
507	в человеческом	1	1
508	значение как	1	1
509	понимать как	1	1
510	этого слова	1	1
511	из русской	1	1
512	и некоторые	3	1
513	не служит	4	1
514	мощи и	1	1
515	и таким	2	1
516	и новой	1	1
517	находящиеся в	1	1
518	в более	1	1
519	многие из	1	1
520	в сферу	2	1
521	будучи в	1	1
522	одного и	1	1
523	этому и	1	1
524	и другими	1	1
525	своем пути	1	1
526	не переходит	1	1
527	которая в	1	1
528	сохраняет в	1	1
529	из себя	1	1
530	еще более	2	1
531	вполне понятно	1	1
532	стороны в	2	1
533	вслед за	6	1
534	в обстановке	1	1
535	свое значение	1	1
536	в свою	3	1
537	этого времени	1	1
538	и эта	2	1
539	мы здесь	1	1
540	культуры в	4	1
541	в свое	1	1
542	на своем	3	1
543	в виде	5	1
544	но еще	2	1
545	ее в	3	1
546	можно назвать	1	1
547	в таком	3	1
548	во всяком	3	1
