N	2gram	Bakhtin_Pr_2	RusskieA
349	тогда когда	1	1
350	дело в	2	1
351	что их	1	1
352	русский народ	1	1
353	ее с	1	1
354	в основе	1	1
355	когда они	1	1
356	иметь в	1	1
357	значение этого	1	1
358	каждый из	2	1
359	следовательно и	1	1
360	примерно в	1	1
361	и всегда	2	1
362	слова как	3	1
363	этом так	1	1
364	или как	4	1
365	по привычке	1	1
366	явление в	1	1
367	в три	1	1
368	и его	8	1
369	и сама	1	1
370	ему не	1	1
371	с другом	4	1
372	такие же	1	1
373	в духе	1	1
374	чтобы сделать	2	1
375	отсюда как	1	1
376	должны быть	2	1
377	другое слово	1	1
378	служить и	1	1
379	они становятся	1	1
380	слова с	7	1
381	обращение к	1	1
382	если же	4	1
383	для себя	2	1
384	и это	4	1
385	они должны	1	1
386	из их	1	1
387	и о	2	1
388	у себя	1	1
389	в виду	3	1
390	и сами	2	1
391	в собственном	1	1
392	то время	2	1
393	на свой	6	1
394	еще лучше	1	1
395	собственно не	1	1
396	на том	2	1
397	если они	1	1
398	и сам	7	1
399	можно было	3	1
400	здесь он	1	1
401	мы приведем	1	1
402	и каждый	1	1
403	и мы	1	1
404	связанных с	1	1
405	во второй	1	1
406	жизнь и	1	1
407	но иногда	1	1
408	если бы	3	1
409	и вообще	1	1
410	по мере	4	1
411	стремление к	1	1
412	мы рассмотрим	1	1
413	одно это	1	1
414	но здесь	5	1
415	только так	2	1
416	и та	2	1
417	но мы	1	1
418	только жизнь	1	1
419	в глаза	2	1
420	ли не	1	1
421	можно сказать	1	1
422	звучит так	1	1
423	за семь	1	1
424	нас в	1	1
425	к нему	5	1
426	не могло	1	1
427	и во	1	1
428	во втором	1	1
429	в третьем	1	1
430	наш народ	1	1
431	от одного	2	1
432	во всей	1	1
433	в форме	2	1
434	наконец в	3	1
435	и следовательно	3	1
436	в слово	1	1
437	было бы	5	1
438	что здесь	1	1
439	на которой	1	1
440	слово с	5	1
441	землю и	1	1
442	тот же	3	1
443	что он	13	1
444	которых они	1	1
445	к их	1	1
446	и действительно	1	1
447	очень много	1	1
448	и так	2	1
449	он во	1	1
450	он уже	1	1
451	это слово	5	1
452	бы ни	2	1
453	точка зрения	1	1
454	вот что	1	1
455	с которыми	1	1
456	есть в	3	1
457	уже в	2	1
458	же но	1	1
459	же в	1	1
460	же явления	2	1
461	него нет	1	1
462	всяком случае	1	1
463	лежит не	1	1
464	т п	9	1
465	может служить	2	1
466	дело и	2	1
467	не могут	4	1
468	вид что	2	1
469	и старается	2	1
470	не до	1	1
471	раза в	1	1
472	к которому	1	1
473	еще и	1	1
474	что не	2	1
475	что для	1	1
476	говорит о	1	1
477	связано с	1	1
478	другому и	1	1
479	которых мы	1	1
480	однако и	1	1
481	жизнь в	1	1
482	в руках	2	1
483	точек зрения	4	1
484	мы остановимся	1	1
485	ни их	1	1
486	совершенно очевидно	1	1
487	которой он	1	1
488	одна и	2	1
489	в одно	3	1
490	мы знаем	1	1
491	себя на	2	1
492	сюда же	1	1
493	нами как	1	1
494	нет он	1	1
495	зрения он	1	1
496	из которых	1	1
497	в пределах	16	1
498	по своему	2	1
499	имеют первостепенное	2	1
500	по поводу	1	1
501	в той	5	1
502	принадлежащий к	1	1
503	же их	1	1
504	проблем не	1	1
505	только себя	1	1
506	в первой	2	1
507	друг с	4	1
508	лишает их	1	1
509	есть и	3	1
510	слово для	1	1
511	но для	3	1
512	видел что	1	1
513	кроме того	3	1
514	это как	1	1
515	случае он	1	1
516	всем этим	2	1
517	ничего а	1	1
518	а к	1	1
519	совершенно иное	1	1
520	в двух	1	1
521	следующий за	1	1
522	от него	1	1
523	и все	6	1
524	иное чем	1	1
525	из своего	1	1
526	важное значение	1	1
527	только с	1	1
528	можно ответить	1	1
529	его жизнь	1	1
530	на более	1	1
531	и различные	2	1
532	его значение	1	1
533	но оно	1	1
534	ты не	1	1
535	согласиться с	1	1
536	слово в	8	1
537	это все	3	1
538	между ними	4	1
539	не знает	3	1
540	сказать что	2	1
541	но можно	1	1
542	после каждого	1	1
543	никаких сколько-нибудь	1	1
544	отношению к	5	1
545	ли они	1	1
546	жизни и	1	1
547	в таком	2	1
548	они не	1	1
549	значение они	1	1
550	можно назвать	1	1
551	как на	1	1
552	во всяком	2	1
553	все что	1	1
