N	2gram	Losev_Prob_1	Problema
665	котором можно	1	1
666	вырастает на	1	1
667	момента с	1	1
668	для него	2	1
669	и навсегда	1	1
670	сами по	3	1
671	не для	2	1
672	с этими	2	1
673	ее не	1	1
674	не о	2	1
675	друг друга	1	1
676	но что	2	1
677	только с	1	1
678	природой и	1	1
679	явлений в	1	1
680	склонны понимать	1	1
681	образом не	1	1
682	на их	1	1
683	не просто	23	1
684	значение только	1	1
685	роман есть	1	1
686	момент в	2	1
687	которые как	1	1
688	акт не	1	1
689	именно как	4	1
690	а эта	2	1
691	выходит за	1	1
692	до сих	3	1
693	определенный час	1	1
694	или иначе	2	1
695	нас в	2	1
696	притом не	1	1
697	этим путем	1	1
698	понимают все	1	1
699	именно в	4	1
700	и нельзя	2	1
701	человека а	2	1
702	несколько примеров	1	1
703	мы еще	1	1
704	нашего исследования	2	1
705	человеческого мышления	1	1
706	или о	1	1
707	личности героя	1	1
708	предмет и	1	1
709	только что	2	1
710	самом же	1	1
711	нужно сказать	3	1
712	на этот	3	1
713	а наоборот	3	1
714	она является	2	1
715	во что	1	1
716	с которым	1	1
717	все время	2	1
718	иметь значение	1	1
719	о чем	6	1
720	решения вопроса	1	1
721	что мы	13	1
722	никакой действительности	2	1
723	о содержании	1	1
724	входить в	1	1
725	но оно	1	1
726	принципы и	1	1
727	вместе с	2	1
728	так же	9	1
729	и особенно	2	1
730	к положительной	1	1
731	смысл который	1	1
732	свои права	1	1
733	мы говорим	3	1
734	его содержание	1	1
735	вещь есть	1	1
736	в историю	1	1
737	направление в	2	1
738	без труда	1	1
739	для искусства	1	1
740	для обозначения	4	1
741	который мы	2	1
742	она есть	5	1
743	образом и	2	1
744	совсем другой	1	1
745	тому как	2	1
746	его физической	1	1
747	есть как	2	1
748	образ и	1	1
749	слов в	1	1
750	какие угодно	1	1
751	и менее	3	1
752	мы сказали	1	1
753	есть и	3	1
754	эти два	1	1
755	впрочем не	1	1
756	есть то	1	1
757	сих пор	3	1
758	и движется	1	1
759	в смысловом	1	1
760	которое было	1	1
761	притом вполне	1	1
762	которое может	1	1
763	в смысле	1	1
764	самое существенное	1	1
765	себе все	2	1
766	которые имеют	1	1
767	и часто	2	1
768	для выражения	1	1
769	и может	2	1
770	не существует	6	1
771	к тому	3	1
772	первом и	1	1
773	в результате	2	1
774	которой можно	1	1
775	которая в	1	1
776	в настоящее	3	1
777	ее и	1	1
778	этой действительности	2	1
779	ведь есть	1	1
780	с понятием	1	1
781	же деле	1	1
782	хотя в	3	1
783	значения для	1	1
784	этом действительно	1	1
785	но всегда	1	1
786	как человек	1	1
787	к лицу	1	1
788	но если	2	1
789	не говоря	4	1
790	или действительностью	1	1
791	совершенно точное	1	1
792	не что	2	1
793	чем иным	1	1
794	ее нет	1	1
795	но именно	3	1
796	в которой	2	1
797	в действительности	3	1
798	жизни и	1	1
799	но эти	1	1
800	к этой	1	1
801	при оценке	1	1
802	с первого	1	1
803	это в	1	1
804	это понятие	1	1
805	которая не	1	1
