N	2gram	Medvedev_V_1	Problema
301	бы быть	1	2
302	друг друга	1	2
303	но только	1	2
304	того чтобы	3	2
305	по одному	2	2
306	и по	3	2
307	к ней	1	2
308	свидетельствуют о	2	2
309	в стихотворении	1	2
310	созерцания и	1	2
311	для его	4	2
312	они и	1	2
313	и это	1	2
314	приходит к	1	2
315	но по	1	2
316	в пределах	5	2
317	и прочих	1	2
318	для этого	1	2
319	остановимся на	2	2
320	и что	1	2
321	художественной структуры	2	2
322	учения о	1	2
323	в значительной	3	2
324	это было	1	2
325	с его	3	2
326	мере для	1	2
327	этот последний	1	2
328	ни к	1	2
329	том как	3	2
330	с ними	4	2
331	дело с	1	2
332	очень много	1	2
333	по этому	9	2
334	тот или	1	2
335	эти образы	1	2
336	только на	1	2
337	в конкретной	2	2
338	только очень	2	2
339	свидетельствует о	1	2
340	является не	4	2
341	заключается в	2	2
342	сами по	1	2
343	в конце	3	2
344	то время	1	2
345	без всякой	1	2
346	моделью для	1	2
347	в самом	4	2
348	не обязательно	1	2
349	а именно	1	2
350	как же	1	2
351	говорит о	7	2
352	а наоборот	1	2
353	и непосредственно	2	2
354	что перед	1	2
355	представить себе	2	2
356	общего с	1	2
357	чем иным	1	2
358	том смысле	1	2
359	л толстой	10	2
360	в чистом	1	2
361	действительность в	2	2
362	себе все	1	2
363	каждой из	2	2
364	мы только	1	2
365	из себя	2	2
366	еще более	1	2
367	будто бы	2	2
368	только что	4	2
369	как показывает	1	2
370	и вдруг	1	2
371	в частности	11	2
372	вечном муже	1	2
373	всех других	3	2
374	можно назвать	1	2
375	новое время	1	1
376	как известно	2	1
377	можно говорить	1	1
378	также что	2	1
379	говоря о	1	1
380	одним из	5	1
381	у гоголя	1	1
382	таком случае	1	1
383	труда это	1	1
384	с жизнью	1	1
385	человека и	3	1
386	связана с	2	1
387	становится в	1	1
388	ним или	1	1
389	художественных произведений	1	1
390	силы и	1	1
391	достоевского в	1	1
392	у гете	1	1
393	он всегда	1	1
394	что эти	1	1
395	становится ясной	1	1
396	в году	6	1
397	в подавляющем	1	1
398	же как	2	1
399	что если	1	1
400	и всесторонне	1	1
401	целиком а	1	1
402	вопрос о	1	1
403	единство и	1	1
404	реалистического искусства	1	1
405	сливается в	1	1
406	именно к	1	1
407	на себя	1	1
408	на свою	1	1
409	почти исключительно	1	1
410	а во-вторых	1	1
411	мы и	1	1
412	так называемые	1	1
413	жизни это	1	1
414	это время	1	1
415	собою и	2	1
416	характером и	1	1
417	их структуры	1	1
418	тургенева и	2	1
419	не был	1	1
420	виде не	1	1
421	и значит	2	1
422	сущности и	1	1
423	самый принцип	1	1
424	значение и	1	1
425	не все	1	1
426	если в	2	1
427	отношение к	1	1
428	образов но	1	1
429	оказывается не	1	1
430	и частного	1	1
431	этом же	2	1
432	в единый	1	1
433	понять и	1	1
434	когда он	3	1
435	и понимания	1	1
436	ничего и	1	1
437	и художественного	3	1
438	в противоположность	3	1
439	или иную	1	1
440	в логике	1	1
441	ни один	7	1
442	в целом	4	1
443	таковы например	1	1
444	он в	1	1
445	платон в	1	1
446	бы не	2	1
447	только два	1	1
448	из этих	7	1
449	художников и	1	1
450	такой вещи	1	1
451	горький в	1	1
452	этого образа	1	1
453	но ведь	1	1
454	как он	2	1
455	на то	1	1
456	в братьях	1	1
457	но на	1	1
458	а об	1	1
459	в единстве	4	1
460	андрея болконского	1	1
461	соблазн трактовать	1	1
462	этом свидетельствует	1	1
463	который у	1	1
464	раз навсегда	1	1
465	они в	1	1
466	и еще	1	1
467	не значит	1	1
468	в силу	11	1
469	для данной	1	1
470	его от	2	1
471	что может	1	1
472	и связываются	1	1
473	это происходит	1	1
474	в специальных	1	1
475	одно и	1	1
476	поскольку она	1	1
477	удивительно что	3	1
478	и процессов	2	1
479	р вагнера	1	1
480	звуков или	1	1
481	выражение только	1	1
482	разница между	1	1
483	объективной действительности	15	1
484	и отдельные	2	1
485	моменты в	1	1
486	и золотой	1	1
487	случае является	1	1
488	например с	1	1
489	основная идея	1	1
490	представления об	2	1
491	смерть и	1	1
492	к области	1	1
493	впечатлений в	1	1
494	в прямом	1	1
495	силой и	1	1
496	не всегда	1	1
497	подавляющем большинстве	1	1
498	называл его	1	1
499	ею и	1	1
500	аллегории и	1	1
501	ясно из	1	1
502	произведение с	1	1
503	должно быть	2	1
504	всего вышесказанного	1	1
505	или вообще	1	1
506	во время	3	1
507	свидетельствует и	1	1
508	и при	5	1
509	у парадного	1	1
510	два примера	1	1
511	л толстого	5	1
512	идеи и	6	1
513	в их	5	1
514	о наличии	2	1
515	не как	1	1
516	что при	2	1
517	от его	2	1
518	признать что	1	1
519	приведем только	1	1
520	вот эта	1	1
521	образ уже	1	1
522	поэтому в	1	1
523	которые в	2	1
524	они отнюдь	1	1
525	так называемое	1	1
526	в своих	2	1
527	том же	6	1
528	что этот	1	1
529	даже в	5	1
530	мы встречаемся	1	1
531	что эта	1	1
532	и синтеза	1	1
533	тому что	6	1
534	ее полноте	1	1
535	этой области	3	1
536	образы но	1	1
537	с теми	1	1
538	самого начала	1	1
539	и творчески	1	1
540	к этим	2	1
541	но что	1	1
542	от жизни	1	1
543	у него	6	1
544	и отдельных	3	1
545	всех отдельных	1	1
546	пока еще	2	1
547	иметь в	2	1
548	связанными с	1	1
549	это мы	3	1
550	нам предстоит	1	1
551	никогда не	4	1
552	одном и	2	1
553	жизни не	1	1
554	это то	1	1
555	или как	1	1
556	же процесс	2	1
557	сущность его	1	1
558	таковы же	1	1
559	даже самая	2	1
560	только с	2	1
561	так то	1	1
562	в основе	1	1
563	точном смысле	2	1
564	если только	1	1
565	других категорий	1	1
566	больше того	1	1
567	идею и	1	1
568	и художники	2	1
569	уже о	1	1
570	искусства и	1	1
571	не могут	7	1
572	мало чем	1	1
573	могут быть	5	1
574	говорят в	1	1
575	количество и	1	1
576	об одном	1	1
577	числе и	2	1
578	платона аристотеля	1	1
579	анализа и	1	1
580	что оно	3	1
581	бы он	1	1
582	наконец что	1	1
583	и порождает	1	1
584	в каждом	2	1
585	но к	1	1
586	утверждать что	4	1
587	если же	1	1
588	общих и	1	1
589	красноречиво говорит	1	1
590	можно и	1	1
591	стихах и	1	1
592	что все	3	1
593	свою очередь	1	1
594	братьев карамазовых	2	1
595	всего этого	1	1
596	на известной	1	1
597	на основе	5	1
598	только то	2	1
599	так было	1	1
600	в намеченную	1	1
601	эдгара по	1	1
602	сам гоголь	1	1
603	и сам	1	1
604	то как	1	1
605	в образе	2	1
606	это вовсе	1	1
607	реальной жизни	1	1
608	произведения не	2	1
609	образы в	1	1
610	это только	4	1
611	по сравнению	1	1
612	представлений и	2	1
613	мы в	1	1
614	этой жизни	1	1
615	данного произведения	3	1
616	познания и	4	1
617	и поэтому	1	1
618	внимание на	1	1
619	в глаза	1	1
620	все его	2	1
621	может не	2	1
622	бытием и	1	1
623	несомненно и	1	1
624	места и	1	1
625	художественного произведения	6	1
626	в математическом	1	1
627	высокой и	1	1
628	очень близко	1	1
629	быть даже	1	1
630	вообще и	2	1
631	исторического развития	1	1
632	человека это	1	1
633	познания или	1	1
634	достоевского и	2	1
635	и самые	1	1
636	того что	3	1
637	происходит в	1	1
638	бросается в	1	1
639	быть и	1	1
640	наконец в-третьих	1	1
641	оно и	1	1
642	обе эти	1	1
643	образов и	4	1
644	пушкина в	1	1
645	мы видим	1	1
646	и быть	2	1
647	что даже	2	1
648	представляет собою	11	1
649	не имеющих	1	1
650	и так	1	1
651	который в	1	1
652	образа в	2	1
653	но ее	1	1
654	существе своем	1	1
655	с одной	2	1
656	образов в	2	1
657	этой системе	1	1
658	этому поводу	7	1
659	к какому	1	1
660	и у	2	1
661	ни одного	2	1
662	в нашей	4	1
663	по законам	1	1
664	силу этого	4	1
665	в живом	1	1
666	ни просто	1	1
667	ту или	1	1
668	основная функция	1	1
669	последовательном развитии	1	1
670	и объективно	1	1
671	ведь это	1	1
672	в известной	1	1
673	на одном	1	1
674	в существе	1	1
675	т п	9	1
676	виду именно	1	1
677	не о	2	1
678	не случайно	1	1
679	им самим	1	1
680	и никакой	1	1
681	бы все	1	1
682	заметить что	1	1
683	на некоторые	1	1
684	и вместе	1	1
685	толстой в	1	1
686	со всем	1	1
687	развития в	1	1
688	и точно	1	1
689	до сих	1	1
690	что тот	1	1
691	писателя и	2	1
692	он это	1	1
693	и др	9	1
694	что для	3	1
695	основные тенденции	2	1
696	но пожалуй	1	1
697	две основные	1	1
698	и самый	1	1
699	о чем	2	1
700	на эту	1	1
701	для их	1	1
702	и том	2	1
703	является пределом	1	1
704	и особенно	1	1
705	известной ступени	1	1
706	человеческого познания	2	1
707	случайно и	1	1
708	где же	1	1
709	предисловии к	1	1
710	одной стороны	2	1
711	сравнению с	1	1
712	этого типа	3	1
713	если они	1	1
714	простого и	1	1
715	романа или	1	1
716	к действительности	1	1
717	связаны с	1	1
718	и напряжения	1	1
719	самого себя	2	1
720	рисуется в	1	1
721	и наглядно	1	1
722	ней не	1	1
723	исходя из	1	1
724	зрительные образы	1	1
725	не его	1	1
726	в художественную	1	1
727	представляется как	1	1
728	с этой	1	1
729	вот что	9	1
730	с бытием	1	1
731	слова и	1	1
732	самой общей	1	1
733	художественное произведение	5	1
734	что есть	1	1
735	сих пор	1	1
736	но для	2	1
737	случае он	1	1
738	м горький	2	1
739	за его	1	1
740	процесса в	1	1
741	не подлежит	2	1
742	или только	1	1
743	мира и	3	1
744	и наблюдая	1	1
745	о котором	1	1
746	чтобы понять	1	1
747	братьях карамазовых	1	1
748	а к	1	1
749	и разные	1	1
750	бы в	3	1
751	явления в	2	1
752	наконец все	1	1
753	и смысл	1	1
754	конце концов	2	1
755	вот этот	1	1
756	стихотворения и	1	1
757	исключительно в	1	1
758	хотя в	1	1
759	не дает	1	1
760	можно мыслить	1	1
761	в нечто	1	1
762	о своем	2	1
763	в романе	4	1
764	между ними	3	1
765	план романа	1	1
766	из тех	1	1
767	и кончая	1	1
768	природы не	1	1
769	равно как	4	1
770	в свою	1	1
771	опять-таки в	1	1
772	т е	18	1
773	бы его	1	1
774	он и	2	1
775	только о	2	1
776	есть то	1	1
777	в заключение	1	1
778	к этой	1	1
779	ф достоевского	1	1
780	в искусстве	6	1
781	и другие	1	1
782	из глубокой	1	1
783	по поводу	2	1
784	это в	1	1
785	это понятие	1	1
786	во сне	21	1
787	как на	3	1
788	этой точки	2	1
789	том числе	2	1
790	смысле что	1	1
