N	2gram	Tiupa_Narr_1	EvropaiE
102	и со	1	3
103	того же	1	3
104	время в	2	3
105	в общем	1	3
106	как в	7	3
107	когда он	3	3
108	и к	1	3
109	себе не	2	3
110	или иную	2	3
111	всего лишь	2	3
112	представляет собой	13	3
113	в известном	2	3
114	но на	1	3
115	мы можем	1	3
116	не будет	3	3
117	не дает	1	3
118	этом смысле	1	3
119	и тем	4	3
120	в них	1	3
121	мы видели	1	3
122	во второй	2	3
123	в которых	1	3
124	дело в	1	3
125	никогда не	3	3
126	потому что	1	3
127	в будущем	2	3
128	ли это	1	3
129	с другом	1	3
130	можно было	2	3
131	о том	6	3
132	как было	3	3
133	место в	1	3
134	что и	1	3
135	отметить что	1	3
136	и только	2	3
137	известном смысле	2	3
138	из них	3	3
139	ту или	2	3
140	очевидно что	1	3
141	в прошлом	3	3
142	тем что	3	3
143	этом отношении	3	3
144	и прежде	1	3
145	в свою	3	3
146	говорит о	2	3
147	ни на	1	3
148	в данном	5	3
149	друг с	1	3
150	в культуре	2	3
151	является ли	1	3
152	не является	8	3
153	известной степени	1	3
154	и для	2	3
155	и от	1	3
156	в результате	2	3
157	мира и	2	3
158	обстоит дело	1	3
159	жизни в	3	3
160	в таком	2	3
161	и то	1	2
162	должна быть	2	2
163	есть не	1	2
164	что если	1	2
165	которое в	1	2
166	меньшей степени	1	2
167	на них	1	2
168	между собой	2	2
169	он сам	2	2
170	но как	2	2
171	точка зрения	6	2
172	друг от	1	2
173	хотя и	3	2
174	тому или	1	2
175	и как	5	2
176	что это	3	2
177	в этой	5	2
178	всего к	1	2
179	в случае	7	2
180	но именно	1	2
181	он не	3	2
182	отношений между	1	2
183	в силу	4	2
184	какой бы	1	2
185	таким образом	1	2
186	в мире	9	2
187	и с	4	2
188	с другими	1	2
189	далеко не	5	2
190	в не	1	2
191	в развитии	1	2
192	иначе говоря	6	2
193	культуры с	1	2
194	и того	1	2
195	и сейчас	2	2
196	но поскольку	1	2
197	в котором	1	2
198	и более	1	2
199	тому чтобы	1	2
200	она не	2	2
201	ними и	1	2
202	без посредства	1	2
203	по своей	3	2
204	как будто	3	2
205	что на	2	2
206	не могут	1	2
207	могут быть	3	2
208	случаях когда	1	2
209	всего в	1	2
210	но также	1	2
211	имеет место	4	2
212	утверждать что	2	2
213	но по	1	2
214	от друга	1	2
215	как не	1	2
216	свою очередь	3	2
217	половине второго	1	2
218	данном случае	4	2
219	с мировым	1	2
220	мог бы	3	2
221	если бы	1	2
222	в значительной	2	2
223	и во	1	2
224	к нему	5	2
225	во втором	4	2
226	в его	9	2
227	во всей	2	2
228	и существенно	1	2
229	в какой	2	2
230	не устраняет	1	2
231	есть в	2	2
232	если в	3	2
233	следует отметить	2	2
234	а именно	3	2
235	как же	1	2
236	а не	12	2
237	поскольку речь	1	2
238	что все	1	2
239	начиная с	1	2
240	наряду с	2	2
241	или хотя	1	2
242	совершенно очевидно	2	2
243	мира но	1	2
244	или в	2	2
245	и все	2	2
246	но еще	1	2
247	ни столь	2	2
248	всех прочих	1	2
249	и наконец	1	2
250	же в	4	2
251	а в	11	2
252	не есть	3	2
253	между ними	2	2
254	культуры как	1	2
255	другой стороны	4	2
256	жизни и	3	2
257	и эта	1	2
258	как известно	2	1
259	например в	2	1
260	в тех	1	1
261	кто иной	1	1
262	некоторые из	1	1
263	традиции как	1	1
264	с природой	1	1
265	и до	2	1
266	речь идет	4	1
267	отдельных элементов	1	1
268	с таким	1	1
269	существенно иные	1	1
270	есть нечто	1	1
271	на руси	1	1
272	говорить о	2	1
273	которое не	1	1
274	не сразу	1	1
275	когда мы	2	1
276	из перечисленных	1	1
277	изменение в	1	1
278	качестве одного	1	1
279	нам представляется	1	1
280	которых может	1	1
281	истории в	3	1
282	с его	6	1
283	бы она	1	1
284	мы будем	1	1
285	по отношению	7	1
286	с совершенно	1	1
287	в новом	1	1
288	тогда как	12	1
289	отличие от	5	1
290	быть сведена	1	1
291	и факта	1	1
292	в рамках	12	1
293	дает нам	1	1
294	человеческого бытия	1	1
295	мира который	1	1
296	что нет	2	1
297	все же	7	1
298	в полном	2	1
299	могли бы	1	1
300	что по	2	1
301	не являются	2	1
302	более или	2	1
303	характер как	1	1
304	та же	2	1
305	как то	1	1
306	таковы например	1	1
307	один и	1	1
308	имеет для	1	1
309	и тот	2	1
310	тому же	5	1
311	из общей	1	1
312	жизнью и	2	1
313	на его	1	1
314	отцов и	1	1
315	при этом	9	1
316	параллели между	1	1
317	сейчас и	1	1
318	с еще	1	1
319	принятия на	1	1
320	всем своем	1	1
321	но само	1	1
322	скоро и	1	1
323	и когда	2	1
324	расширения их	1	1
325	в принципе	4	1
326	состоит в	13	1
327	не как	2	1
328	бытия это	1	1
329	на земле	1	1
330	на этом	1	1
331	в характере	1	1
332	или иных	1	1
333	ни для	7	1
334	но все	4	1
335	значительной степени	2	1
336	как они	1	1
337	в нем	4	1
338	в совершенно	1	1
339	различие между	2	1
340	что произошло	1	1
341	входя в	1	1
342	лишь в	1	1
343	входит в	1	1
344	своей особой	1	1
345	и иных	1	1
346	свести к	1	1
347	истории и	2	1
348	который по	3	1
349	соответствии с	1	1
350	нельзя признать	1	1
351	жизни но	2	1
352	и было	1	1
353	мировой истории	1	1
354	как таковой	1	1
355	их на	1	1
356	в западной	1	1
357	или менее	2	1
358	год а	2	1
359	в отличие	5	1
360	не представляется	1	1
361	признать что	1	1
362	сведена к	1	1
363	при рассмотрении	1	1
364	том же	1	1
365	непосредственным образом	1	1
366	второго рода	1	1
367	все эти	2	1
368	не менее	3	1
369	вплоть до	2	1
370	в обоих	2	1
371	принадлежат к	1	1
372	одна из	3	1
373	данной сферы	1	1
374	для всего	1	1
375	в самой	1	1
376	именно с	1	1
377	к концу	1	1
378	осуществляется в	1	1
379	следует понимать	1	1
380	мире и	1	1
381	и его	5	1
382	если будет	1	1
383	за всех	1	1
384	связи с	4	1
385	в основе	5	1
386	у нас	1	1
387	есть к	1	1
388	настоящего времени	1	1
389	перед ними	1	1
390	к единому	1	1
391	мир в	1	1
392	приобщения к	1	1
393	числе и	4	1
394	для такого	1	1
395	все еще	1	1
396	от элементов	1	1
397	всегда в	1	1
398	для себя	1	1
399	оно может	2	1
400	приходит к	2	1
401	изменений в	1	1
402	то она	2	1
403	и сами	1	1
404	то или	3	1
405	мысль о	1	1
406	на свой	2	1
407	и сам	1	1
408	единое целое	1	1
409	те же	4	1
410	это состояние	1	1
411	одного из	4	1
412	об этом	1	1
413	когда в	1	1
414	ко второй	1	1
415	является в	1	1
416	не кто	1	1
417	быть может	2	1
418	которая в	2	1
419	и вообще	1	1
420	имеет значения	1	1
421	с ним	1	1
422	сводится к	3	1
423	при такой	1	1
424	в состав	1	1
425	только бы	2	1
426	тех кто	1	1
427	факта но	1	1
428	внимание на	1	1
429	его жизни	2	1
430	оно остается	1	1
431	может не	3	1
432	в вопросах	1	1
433	времени в	2	1
434	нас в	1	1
435	не заключает	1	1
436	это может	1	1
437	от наиболее	1	1
438	однако с	1	1
439	на будущее	3	1
440	быть и	1	1
441	один из	3	1
442	в двух	2	1
443	тот же	1	1
444	связь и	1	1
445	с ними	1	1
446	дело с	2	1
447	мы увидим	1	1
448	смысле является	1	1
449	которое мы	1	1
450	являет собой	2	1
451	что как	1	1
452	который в	2	1
453	иной степени	1	1
454	иной как	1	1
455	или же	1	1
456	и ее	2	1
457	даже вовсе	2	1
458	с которыми	1	1
459	внимание что	1	1
460	уже не	5	1
461	уже в	3	1
462	то и	1	1
463	всем его	1	1
464	в начале	1	1
465	что не	4	1
466	как кажется	2	1
467	от других	1	1
468	но от	2	1
469	одно из	2	1
470	для него	2	1
471	и должна	1	1
472	не о	3	1
473	бытия и	1	1
474	от того	1	1
475	предстали бы	1	1
476	вне ее	1	1
477	или иное	2	1
478	эти наблюдения	1	1
479	даже не	3	1
480	а на	1	1
481	или иначе	3	1
482	не обязательно	3	1
483	предположению что	1	1
484	не сводится	2	1
485	к которому	2	1
486	имело место	1	1
487	обратиться к	1	1
488	выступает в	2	1
489	положений и	1	1
490	в соответствии	1	1
491	не было	2	1
492	не одной	1	1
493	же обстоит	1	1
494	зависит от	2	1
495	человеческой жизни	1	1
496	с которым	1	1
497	сдвиг в	1	1
498	что мы	2	1
499	оснований для	1	1
500	если не	4	1
501	в связи	2	1
502	культуры он	1	1
503	связь с	1	1
504	нет ничего	1	1
505	и будущего	1	1
506	пространства и	1	1
507	о возможности	1	1
508	в столь	1	1
509	к жизни	1	1
510	а если	2	1
511	она неизбежно	1	1
512	в состоянии	1	1
513	мыслится как	1	1
514	к определению	1	1
515	вспомним что	1	1
516	с ее	3	1
517	этого слова	2	1
518	аналогии с	1	1
519	в аспекте	2	1
520	к двум	1	1
521	поскольку являются	1	1
522	и где	1	1
523	себя с	1	1
524	тех или	1	1
525	более того	1	1
526	одного и	1	1
527	указать на	1	1
528	они обнаруживают	1	1
529	она может	2	1
530	нельзя сказать	1	1
531	что оно	1	1
532	о котором	1	1
533	в третьем	3	1
534	но это	1	1
535	в мировом	1	1
536	есть субъективная	1	1
537	в обстановке	1	1
538	поскольку не	1	1
539	мы подразумеваем	1	1
540	возможность которого	1	1
541	понимать как	1	1
542	не быть	1	1
543	с такой	1	1
544	оно не	2	1
545	в свое	1	1
546	есть то	1	1
547	но сама	2	1
548	включает в	2	1
549	на ту	1	1
550	качестве одной	1	1
551	который не	1	1
552	можно назвать	1	1
553	том числе	6	1
