N	2gram	Bakhtin_KF_1	RusskieA
256	на то	1	1
257	не имеют	1	1
258	все другие	1	1
259	он не	6	1
260	с нашим	1	1
261	он должен	1	1
262	не к	1	1
263	не как	4	1
264	однако он	1	1
265	эта же	1	1
266	а затем	1	1
267	здесь мы	4	1
268	что все	1	1
269	его в	5	1
270	на почве	1	1
271	должен был	1	1
272	весь мир	2	1
273	и тем	3	1
274	ни в	12	1
275	нет в	4	1
276	в этой	2	1
277	он и	2	1
278	и того	2	1
279	смысл и	6	1
280	одного и	1	1
281	что между	1	1
282	автора его	2	1
283	еще менее	1	1
284	место в	5	1
285	от времени	1	1
286	что я	5	1
287	но эта	5	1
288	быть правильно	1	1
289	при различных	1	1
290	и эти	2	1
291	общего не	2	1
292	и под	2	1
293	любви и	1	1
294	что есть	2	1
295	все для	1	1
296	при всех	1	1
297	эта картина	1	1
298	и время	2	1
299	в то	3	1
300	не о	2	1
301	для каждого	1	1
302	дело не	2	1
303	тогда когда	3	1
304	дело в	2	1
305	здесь на	1	1
306	это хорошо	1	1
307	не по	4	1
308	в основе	5	1
309	вытекает из	2	1
310	следовательно и	1	1
311	все свои	1	1
312	или как	2	1
313	впрочем в	1	1
314	и его	17	1
315	к этим	1	1
316	и теперь	1	1
317	и сама	1	1
318	чем ближе	1	1
319	не потому	2	1
320	ни о	1	1
321	нет даже	1	1
322	в духе	1	1
323	том кто	1	1
324	время вместе	1	1
325	и всех	1	1
326	должны быть	1	1
327	содержанием и	1	1
328	смысле в	2	1
329	для себя	5	1
330	и это	12	1
331	из их	1	1
332	и о	1	1
333	в виду	3	1
334	только при	1	1
335	которые как	1	1
336	всей своей	2	1
337	на том	1	1
338	и каждый	1	1
339	и мы	2	1
340	и некоторое	1	1
341	связанных с	1	1
342	во второй	1	1
343	жизнь и	2	1
344	основана на	1	1
345	если бы	8	1
346	но ему	1	1
347	собой и	1	1
348	приводит его	1	1
349	тенденция в	1	1
350	что значит	2	1
351	но здесь	3	1
352	при такой	1	1
353	только так	1	1
354	и та	2	1
355	второй половине	1	1
356	но мы	1	1
357	и просто	2	1
358	можно сказать	1	1
359	как этот	1	1
360	и цели	1	1
361	к нему	12	1
362	не могло	1	1
363	и во	1	1
364	не отличаются	1	1
365	говорить об	1	1
366	во втором	1	1
367	в третьем	1	1
368	во всей	4	1
369	себя но	1	1
370	и менее	1	1
371	было бы	8	1
372	это приводит	1	1
373	как из	1	1
374	землю и	1	1
375	совсем не	2	1
376	тот же	1	1
377	что он	2	1
378	и действительно	6	1
379	и так	1	1
380	это слово	1	1
381	бы ни	1	1
382	жизни как	5	1
383	быть лучше	1	1
384	или не	1	1
385	же в	1	1
386	только тогда	1	1
387	первые три	1	1
388	смысла в	2	1
389	не дает	3	1
390	который по	1	1
391	только одно	1	1
392	него нет	1	1
393	всяком случае	1	1
394	нуждается в	1	1
395	даже к	1	1
396	и должна	3	1
397	может служить	1	1
398	от того	3	1
399	смерти и	1	1
400	не противоречит	1	1
401	не единственное	1	1
402	по всей	1	1
403	что не	3	1
404	говорят об	1	1
405	и своего	1	1
406	оно употребляется	1	1
407	с которым	1	1
408	жизнь в	1	1
409	точек зрения	1	1
410	пр и	1	1
411	которой он	2	1
412	одна и	1	1
413	если не	2	1
414	уже давно	1	1
415	в иной	1	1
416	нет он	1	1
417	смысл который	1	1
418	но такое	1	1
419	из которых	2	1
420	по своему	3	1
421	в данном	2	1
422	по поводу	1	1
423	темно и	1	1
424	и смерти	1	1
425	где под	1	1
426	и смысла	1	1
427	ко всему	5	1
428	только себя	1	1
429	в первой	1	1
430	и было	1	1
431	быть не	2	1
432	что мы	1	1
433	но для	2	1
434	содержится в	1	1
435	ближе к	3	1
436	не является	1	1
437	к пониманию	1	1
438	при таком	1	1
439	а к	1	1
440	от него	3	1
441	и все	7	1
442	или нет	1	1
443	не более	1	1
444	другими и	1	1
445	только с	3	1
446	но оно	1	1
447	согласиться с	1	1
448	между ними	1	1
449	не знает	5	1
450	только как	4	1
451	другой в	1	1
452	но можно	4	1
453	отношению к	22	1
454	оно не	2	1
455	для которой	3	1
456	жизни и	8	1
457	они не	1	1
458	во всяком	1	1
459	все что	1	1
