N	2gram	Nazirov_Tr_1	FransuaR
400	уже не	2	1
401	свидетельствует о	1	1
402	но самое	1	1
403	рассказывает о	1	1
404	одно из	1	1
405	для него	3	1
406	ни в	2	1
407	и должна	1	1
408	ее не	1	1
409	к ним	1	1
410	ориентацией в	1	1
411	чувствует себя	1	1
412	на уровне	1	1
413	лишенный его	1	1
414	и прямо	1	1
415	говорит о	2	1
416	к сожалению	1	1
417	не было	1	1
418	и стал	1	1
419	на этот	1	1
420	ничем не	2	1
421	его как	1	1
422	о чем	3	1
423	первый образ	1	1
424	под влиянием	2	1
425	в связи	1	1
426	на новую	1	1
427	о себе	1	1
428	эта связь	1	1
429	но этот	1	1
430	всех людей	1	1
431	и высоким	1	1
432	не из	1	1
433	над ним	1	1
434	может так	1	1
435	xix века	1	1
436	б я	1	1
437	видит в	1	1
438	что за	3	1
439	наряду с	1	1
440	несколько раз	1	1
441	смысле этого	1	1
442	не удалось	1	1
443	ее своей	1	1
444	матери и	1	1
445	думать о	1	1
446	для понимания	1	1
447	час и	1	1
448	этого слова	1	1
449	не является	1	1
450	она как	2	1
451	все как	1	1
452	в условиях	1	1
453	в основном	3	1
454	это был	2	1
455	здесь есть	1	1
456	тем и	1	1
457	это как	1	1
458	тот кто	1	1
459	а к	1	1
460	из себя	1	1
461	все события	1	1
462	конце концов	1	1
463	по самой	1	1
464	в карты	1	1
465	самой середине	1	1
466	и жизнь	1	1
467	на груди	1	1
468	исключительное значение	1	1
469	пища для	1	1
470	к этой	1	1
471	по поводу	2	1
472	это в	1	1
473	в таком	2	1
