N	2gram	Bakhtin_KF_1	Myshleni
208	ту же	1	2
209	отношения к	1	2
210	также и	1	2
211	и есть	9	2
212	можно говорить	1	2
213	и до	1	2
214	не раз	1	2
215	на первом	2	2
216	смысле можно	1	2
217	и он	1	2
218	слово не	3	2
219	столь же	1	2
220	конечном счете	1	2
221	отношение к	5	2
222	относится к	1	2
223	с этим	1	2
224	что ее	1	2
225	его к	2	2
226	в действительности	1	2
227	но эта	5	2
228	в известном	1	2
229	в мышлении	1	2
230	их развития	1	2
231	на его	1	2
232	в нем	28	2
233	понятий и	1	2
234	котором мы	3	2
235	его от	1	2
236	т.е от	1	2
237	а затем	1	2
238	а по	2	2
239	лишь в	8	2
240	его в	5	2
241	действительности в	2	2
242	ни в	12	2
243	несмотря на	1	2
244	должно быть	6	2
245	в этих	1	2
246	что между	1	2
247	эти момента	3	2
248	в их	8	2
249	она в	1	2
250	признать что	1	2
251	поэтому мы	1	2
252	но он	1	2
253	при различных	1	2
254	том же	1	2
255	в отношении	1	2
256	можно ли	1	2
257	не имеет	5	2
258	ничего не	3	2
259	и весь	2	2
260	и делает	2	2
261	и свой	2	2
262	исходить из	1	2
263	есть только	1	2
264	всего в	1	2
265	с ее	2	2
266	что все	1	2
267	это единство	3	2
268	свою очередь	1	2
269	здесь как	1	2
270	образом в	1	2
271	и здесь	7	2
272	одновременно и	1	2
273	и теоретически	1	2
274	в математике	1	2
275	входит в	3	2
276	в конечном	1	2
277	которой мы	1	2
278	ее от	1	2
279	мы ни	1	2
280	во всей	4	2
281	к ней	1	2
282	в лучшем	1	2
283	в современной	3	2
284	известном смысле	1	2
285	один из	2	2
286	обе стороны	1	2
287	этот факт	2	2
288	и ее	2	2
289	всякая мысль	1	2
290	со всеми	2	2
291	в большинстве	1	2
292	всем его	3	2
293	и других	2	2
294	его и	2	2
295	только к	1	2
296	только одно	1	2
297	никто не	1	2
298	ведь это	1	2
299	противоречие между	1	2
300	вовсе не	7	2
301	себя от	1	2
302	это значило	2	2
303	с другим	1	2
304	на ее	1	2
305	в свою	3	2
306	с ней	1	2
307	себя и	2	2
308	что не	3	2
309	больше и	1	2
310	она является	1	2
311	большинстве случаев	1	2
312	в определенных	1	2
313	мышлением и	1	2
314	и она	2	2
315	к его	1	2
316	мы говорим	1	2
317	из которых	2	2
318	мышление и	2	2
319	могут быть	3	2
320	но этот	1	2
321	сказать только	1	2
322	и всей	1	2
323	ко всему	5	2
324	знания в	1	2
325	лучшем случае	1	2
326	к двум	1	2
327	но для	2	2
328	второй недостаток	1	2
329	не мог	1	2
330	но с	1	2
331	что делает	1	2
332	она может	1	2
333	или в	1	2
334	для нас	4	2
335	но всегда	2	2
336	а в	4	2
337	совершенно не	6	2
338	самое что	1	2
339	к действительности	1	2
340	в своих	3	2
341	я могу	5	2
342	к этому	2	2
343	во всяком	1	2
344	о каких	1	1
345	ни во	1	1
346	функции в	1	1
347	того же	1	1
348	все остальное	2	1
349	он может	2	1
350	бы для	1	1
351	в чисто	1	1
352	время имеет	1	1
353	оно было	1	1
354	между ним	1	1
355	действительности и	1	1
356	в зависимости	1	1
357	и этот	3	1
358	а как	2	1
359	не имеем	3	1
360	мы имеем	5	1
361	единстве бытия	1	1
362	своего развития	1	1
363	что уже	1	1
364	именно к	1	1
365	он как	1	1
366	его только	1	1
367	само слово	1	1
368	ему в	2	1
369	зависимости от	1	1
370	себя из	1	1
371	и иначе	1	1
372	ни одно	5	1
373	не был	1	1
374	к закону	1	1
375	и теоретическая	1	1
376	сказать и	1	1
377	и вопрос	1	1
378	совсем не	2	1
379	единственный факт	1	1
380	мы будем	1	1
381	но как	5	1
382	а только	1	1
383	к которой	2	1
384	и всякий	1	1
385	только тогда	1	1
386	на которого	1	1
387	таком положении	1	1
388	и будет	1	1
389	этих людей	2	1
390	отнюдь не	6	1
391	там где	5	1
392	в акте	3	1
393	данный момент	3	1
394	мышление но	1	1
395	от до	1	1
396	оторванное от	1	1
397	не это	1	1
398	в своем	16	1
399	ней в	1	1
400	это отнюдь	1	1
401	и жить	1	1
402	а чисто	1	1
403	мысль о	1	1
404	и как	2	1
405	мысль в	1	1
406	в каком-то	1	1
407	в непосредственной	1	1
408	и свою	1	1
409	от этого	2	1
410	и полностью	1	1
411	за собой	1	1
412	не дано	1	1
413	к чему	3	1
414	та же	2	1
415	было он	1	1
416	момент его	8	1
417	знать и	1	1
418	бы не	3	1
419	одном случае	1	1
420	т.е что	2	1
421	нами и	1	1
422	думать что	2	1
423	самого себя	1	1
424	и тот	1	1
425	как основной	1	1
426	ее как	2	1
427	но ведь	5	1
428	в соответствующей	1	1
429	вследствие этого	2	1
430	этот процесс	1	1
431	но прежде	1	1
432	моем сознании	2	1
433	при этом	4	1
434	о принципиальной	1	1
435	время и	5	1
436	всех остальных	1	1
437	а скорее	1	1
438	она становится	1	1
439	перестает быть	1	1
440	всех этих	3	1
441	с нашим	1	1
442	не как	4	1
443	падает в	1	1
444	в понятии	1	1
445	новое и	1	1
446	в обе	1	1
447	которого и	2	1
448	на этом	1	1
449	поскольку она	2	1
450	но все	5	1
451	еще более	2	1
452	мы его	1	1
453	и может	3	1
454	имеют в	1	1
455	в другом	3	1
456	нам остается	1	1
457	может возникнуть	1	1
458	вместо того	1	1
459	на все	1	1
460	времени и	4	1
461	предположение что	1	1
462	в единую	1	1
463	в данной	1	1
464	это было	2	1
465	точке в	1	1
466	может стать	1	1
467	то все	1	1
468	именно что	1	1
469	всю свою	1	1
470	должен был	1	1
471	делает его	1	1
472	отсюда и	3	1
473	это ее	1	1
474	и находит	1	1
475	участия в	1	1
476	этого она	1	1
477	все равно	1	1
478	соответствии с	2	1
479	эту особенность	1	1
480	этого не	1	1
481	основе единства	1	1
482	и уже	1	1
483	движение по	1	1
484	не содержится	1	1
485	как таковой	1	1
486	в один	1	1
487	остается в	1	1
488	стороны ее	1	1
489	но я	2	1
490	основных линий	1	1
491	заключать в	1	1
492	на месте	1	1
493	не к	1	1
494	и нашей	2	1
495	говорить ни	1	1
496	что я	5	1
497	от его	5	1
498	его построения	1	1
499	не путем	1	1
500	в одном	4	1
501	совершенно иначе	1	1
502	этих моментов	2	1
503	есть именно	2	1
504	всякий другой	1	1
505	их в	1	1
506	этом ее	1	1
507	раз и	2	1
508	что есть	2	1
509	акта и	1	1
510	она могла	2	1
511	мышление в	1	1
512	дело не	2	1
513	одна из	1	1
514	и сама	1	1
515	бытия и	10	1
516	говорить о	2	1
517	совершенно правильно	1	1
518	не могло	1	1
519	для всего	1	1
520	это с	1	1
521	следовательно и	1	1
522	а во	1	1
523	или как	2	1
524	разрыва между	1	1
525	такая же	1	1
526	это слово	1	1
527	и мысли	1	1
528	для другого	2	1
529	в каком	4	1
530	ли это	2	1
531	факта что	1	1
532	именно ее	1	1
533	не мыслится	1	1
534	у меня	1	1
535	целое именно	1	1
536	различали в	1	1
537	но к	1	1
538	т.е в	1	1
539	однако по	1	1
540	всегда в	1	1
541	и это	12	1
542	ни у	2	1
543	оно может	1	1
544	как не	1	1
545	но при	1	1
546	отпадает в	1	1
547	здесь не	3	1
548	всего этого	1	1
549	на основе	7	1
550	факт не	1	1
551	уже с	1	1
552	в себя	7	1
553	всей своей	2	1
554	по способу	1	1
555	своей мысли	1	1
556	ясно что	3	1
557	этой мысли	1	1
558	момент во	1	1
559	же моменту	1	1
560	поэтому в	1	1
561	содержание которое	1	1
562	собой и	1	1
563	остановимся на	1	1
564	моменты не	2	1
565	о нем	4	1
566	при такой	1	1
567	и должно	1	1
568	и т.д	2	1
569	до их	1	1
570	другими словами	1	1
571	не содержит	1	1
572	делает возможным	1	1
573	и просто	2	1
574	как этот	1	1
575	вследствие того	1	1
576	любви к	1	1
577	и цели	1	1
578	и вследствие	1	1
579	это факт	1	1
580	слово может	1	1
581	месте и	1	1
582	между тем	4	1
583	от них	1	1
584	место в	5	1
585	связь но	1	1
586	ним и	3	1
587	себя но	1	1
588	приводит и	1	1
589	а следовательно	3	1
590	вообще и	1	1
591	не тот	1	1
592	если это	1	1
593	имеет места	1	1
594	нет он	1	1
595	а именно	1	1
596	и мы	2	1
597	их единства	1	1
598	значит что	1	1
599	предмета и	1	1
600	этом смысле	3	1
601	содержится в	1	1
602	логические отношения	2	1
603	ни к	2	1
604	до ее	1	1
605	дело с	2	1
606	в стороне	1	1
607	всяком случае	1	1
608	и оба	1	1
609	но между	1	1
610	единства но	2	1
611	это целое	2	1
612	внимание в	1	1
613	конечно не	7	1
614	не знать	1	1
615	в виде	2	1
616	а это	2	1
617	иногда не	1	1
618	целом и	3	1
619	не для	1	1
620	для меня	20	1
621	к ним	4	1
622	как его	4	1
623	само по	1	1
624	они будут	1	1
625	к той	1	1
626	от того	3	1
627	может жить	1	1
628	к совершенно	1	1
629	за этим	1	1
630	или иной	2	1
631	мы поэтому	1	1
632	он живет	1	1
633	и из	1	1
634	мне нечего	1	1
635	смысле общих	2	1
636	ни о	1	1
637	этом пути	1	1
638	здесь в	1	1
639	а с	2	1
640	в моем	6	1
641	деятельности нашего	1	1
642	говорят об	1	1
643	ли отсюда	1	1
644	возможность не	1	1
645	в соответствии	2	1
646	по направлению	1	1
647	не было	8	1
648	ничем не	1	1
649	с которым	1	1
650	его как	5	1
651	себя как	2	1
652	только от	1	1
653	в живой	1	1
654	мысль как	2	1
655	процессе ее	1	1
656	ближе к	3	1
657	он и	2	1
658	если не	2	1
659	но оно	1	1
660	связь с	1	1
661	но сама	1	1
662	между отдельными	1	1
663	если оно	1	1
664	он будет	1	1
665	единство а	1	1
666	находятся в	1	1
667	один предмет	1	1
668	эту мысль	1	1
669	это значит	1	1
670	дело здесь	2	1
671	быть не	2	1
672	только для	1	1
673	при условии	2	1
674	и таким	1	1
675	возможности для	1	1
676	которой он	2	1
677	не сумел	1	1
678	к другим	1	1
679	в каких	1	1
680	ибо он	1	1
681	в литературе	1	1
682	за его	1	1
683	не случайным	1	1
684	не станет	1	1
685	мы найдем	1	1
686	при таком	1	1
687	включает в	2	1
688	имеет дело	1	1
689	мы пытаемся	1	1
690	в результате	1	1
691	мысли я	1	1
692	а к	1	1
693	хотя и	1	1
694	и все	7	1
695	жить и	2	1
696	той или	3	1
697	не должен	3	1
698	теряет свою	1	1
699	все они	1	1
700	отношению ко	4	1
701	же в	1	1
702	могли быть	1	1
703	окончательно от	1	1
704	отношении к	2	1
705	по поводу	1	1
706	лишь по	1	1
707	только как	4	1
708	была бы	1	1
709	еще отчетливее	1	1
710	жизни а	1	1
711	нет но	1	1
712	все люди	1	1
713	развития оно	1	1
714	него и	1	1
715	тот единственный	1	1
716	но эти	1	1
717	всем своим	1	1
718	это понятие	1	1
719	они не	1	1
