N	2gram	Tiupa_Teor_1	Psycholo
230	в пьесе	1	2
231	могли бы	2	2
232	к такому	1	2
233	ни одно	1	2
234	в ее	5	2
235	действия и	1	2
236	то время	1	2
237	переход к	1	2
238	на нее	1	2
239	те же	1	2
240	времени и	2	2
241	в последней	1	2
242	в словах	1	2
243	мире в	1	2
244	можно сказать	3	2
245	в виду	5	2
246	о ней	2	2
247	сводится к	5	2
248	уже до	1	2
249	один из	2	2
250	от одной	1	2
251	связи с	1	2
252	не все	3	2
253	непременно должен	1	2
254	отклонения от	1	2
255	образом что	1	2
256	на примере	1	2
257	с другой	7	2
258	на ее	1	2
259	именно в	3	2
260	с той	1	2
261	а с	3	2
262	прежде всего	2	2
263	а на	3	2
264	не на	2	2
265	была бы	3	2
266	ее на	1	2
267	до этого	1	2
268	и потому	2	2
269	быть это	1	2
270	есть как	2	2
271	по существу	1	2
272	для понимания	2	2
273	в это	1	2
274	не является	4	2
275	поводу этой	1	2
276	и от	1	2
277	в результате	1	2
278	все они	1	2
279	слово в	1	2
280	героя и	5	2
281	другой стороны	5	2
282	в искусстве	6	2
283	но наоборот	1	1
284	художественном произведении	1	1
285	говоря о	3	1
286	с жизнью	1	1
287	человека и	1	1
288	художественного произведения	4	1
289	начинается с	1	1
290	отделен от	1	1
291	связана с	1	1
292	того же	3	1
293	искусства она	1	1
294	на деле	2	1
295	тем же	1	1
296	ее никто	1	1
297	в первом	2	1
298	конечно с	1	1
299	к другому	1	1
300	и чрезвычайно	1	1
301	действительности и	1	1
302	есть не	1	1
303	со всех	1	1
304	из всего	1	1
305	превратилась в	1	1
306	случае это	1	1
307	не была	1	1
308	что иное	1	1
309	требует от	1	1
310	завершение и	1	1
311	что можно	3	1
312	которое в	1	1
313	во внешних	1	1
314	во мне	2	1
315	еще не	4	1
316	это возможно	1	1
317	иное как	1	1
318	тем как	1	1
319	такого что	1	1
320	проникновение в	1	1
321	ее к	1	1
322	чем это	2	1
323	но как	1	1
324	в стихе	2	1
325	если в	2	1
326	конечном счете	6	1
327	по отношению	4	1
328	человеческих отношений	1	1
329	а через	1	1
330	за пределы	2	1
331	и я	1	1
332	более чем	1	1
333	себя за	1	1
334	первый взгляд	1	1
335	независимо от	1	1
336	от автора	1	1
337	как к	2	1
338	о жизни	1	1
339	такого рода	8	1
340	неизмеримо более	1	1
341	имеет в	2	1
342	со своей	3	1
343	из жизни	1	1
344	так или	4	1
345	в нашем	4	1
346	на поле	1	1
347	одной общей	1	1
348	на могиле	1	1
349	рассказ о	2	1
350	говорят о	1	1
351	и те	1	1
352	двух других	1	1
353	так с	1	1
354	не могла	1	1
355	на его	1	1
356	равнодушна к	1	1
357	том в	1	1
358	целом всегда	1	1
359	с напряжением	1	1
360	он должен	2	1
361	введенное в	1	1
362	необходимо для	1	1
363	и сам	1	1
364	подобно тому	1	1
365	мы обнаруживаем	1	1
366	евгении онегине	1	1
367	то ни	1	1
368	себя еще	1	1
369	тем в	1	1
370	в другом	3	1
371	что желая	1	1
372	же об	1	1
373	искусства в	2	1
374	ко второму	1	1
375	этом смысле	2	1
376	вещами как	1	1
377	она и	1	1
378	действий или	1	1
379	и некоторые	2	1
380	перед собой	1	1
381	бы место	1	1
382	на первый	1	1
383	в этих	3	1
384	вещи в	1	1
385	для него	2	1
386	другим и	1	1
387	его композиции	1	1
388	герой одновременно	1	1
389	мы конечно	1	1
390	и без	1	1
391	и вокруг	1	1
392	все и	1	1
393	не столько	1	1
394	говорил о	1	1
395	от его	1	1
396	значение для	1	1
397	за минуту	1	1
398	образом и	1	1
399	которые в	1	1
400	его воли	1	1
401	и более	1	1
402	не могли	1	1
403	с такими	1	1
404	бы быть	1	1
405	и вся	1	1
406	то с	1	1
407	это правило	1	1
408	в отношении	3	1
409	и эпизод	1	1
410	действительности они	1	1
411	виду не	3	1
412	вытекает из	1	1
413	на язык	1	1
414	дело в	2	1
415	этом так	1	1
416	нам с	1	1
417	с одним	1	1
418	своей природе	2	1
419	его смысл	1	1
420	из того	1	1
421	что речь	1	1
422	это уже	1	1
423	однако это	1	1
424	и заключается	1	1
425	взятое в	1	1
426	и такие	1	1
427	глаза в	2	1
428	всего что	1	1
429	на это	1	1
430	им по	1	1
431	для зрителя	1	1
432	должен быть	1	1
433	и открывает	1	1
434	но по	1	1
435	свою очередь	2	1
436	меня в	1	1
437	своем составе	3	1
438	личности и	4	1
439	он мог	1	1
440	они ни	1	1
441	только то	1	1
442	в художественно	1	1
443	с собой	1	1
444	границы и	1	1
445	каждого из	1	1
446	начала и	1	1
447	героев или	1	1
448	что от	1	1
449	но у	1	1
450	является в	1	1
451	состоящий в	1	1
452	на их	1	1
453	тех кто	1	1
454	акта в	1	1
455	героя не	1	1
456	к действительности	3	1
457	и сделать	1	1
458	и который	2	1
459	а также	6	1
460	звуков в	1	1
461	жизни если	1	1
462	в евгении	1	1
463	это была	1	1
464	в конечном	6	1
465	в которую	1	1
466	к нему	1	1
467	если с	1	1
468	его смысла	1	1
469	его с	1	1
470	воображении читателя	1	1
471	делает в	1	1
472	ним и	1	1
473	в другой	1	1
474	с матерью	1	1
475	такого понимания	1	1
476	статье о	1	1
477	всех сторон	1	1
478	истории литературы	1	1
479	но с	1	1
480	совсем не	1	1
481	одной из	2	1
482	вступить в	1	1
483	что даже	1	1
484	могло быть	2	1
485	историю или	1	1
486	между тем	5	1
487	во времени	3	1
488	и гамлета	1	1
489	бы ни	1	1
490	жизни однако	2	1
491	с которыми	1	1
492	есть в	2	1
493	только на	1	1
494	ни было	1	1
495	слова в	2	1
496	его текст	2	1
497	в душе	8	1
498	эти два	1	1
499	и их	1	1
500	с этими	1	1
501	ее не	1	1
502	или ином	1	1
503	введено в	2	1
504	выявить и	1	1
505	рядом с	1	1
506	в особенности	1	1
507	к его	2	1
508	своем значении	1	1
509	и даже	2	1
510	в данный	2	1
511	нам не	1	1
512	не следует	4	1
513	однако что	1	1
514	или иначе	5	1
515	к которому	3	1
516	минуту до	1	1
517	это необходимо	1	1
518	и глубокий	1	1
519	действующих лиц	1	1
520	во второй	7	1
521	и др	1	1
522	в воображении	3	1
523	себя и	1	1
524	превращается в	2	1
525	не решает	1	1
526	автором в	1	1
527	однако и	1	1
528	других для	1	1
529	с которым	1	1
530	которое существует	1	1
531	разговор с	1	1
532	не об	1	1
533	на которые	1	1
534	ближе к	1	1
535	нигде не	1	1
536	и пути	1	1
537	ясно говорит	2	1
538	что каждый	2	1
539	так в	4	1
540	долгое время	1	1
541	целом ряде	1	1
542	искусства но	3	1
543	в европейской	1	1
544	отношению к	4	1
545	и бунин	1	1
546	ряда и	1	1
547	дело здесь	1	1
548	художественное произведение	1	1
549	в условиях	1	1
550	о его	1	1
551	отличается от	2	1
552	в чем	1	1
553	вокруг него	1	1
554	и конца	1	1
555	или слова	1	1
556	для автора	1	1
557	в связи	1	1
558	и состоит	1	1
559	душа не	1	1
560	или в	3	1
561	которая в	1	1
562	мы нигде	1	1
563	бы в	1	1
564	на языке	2	1
565	как этого	1	1
566	и другие	2	1
567	жизни в	2	1
568	а о	1	1
569	в свою	3	1
570	с ней	1	1
571	из тех	2	1
572	том или	1	1
573	речи и	2	1
574	это на	1	1
575	в глаза	2	1
576	в сравнении	1	1
577	не что	1	1
578	функции которую	1	1
579	как следствие	1	1
