N	2gram	Bakhtin_KF_1	Problema
274	с которой	1	2
275	есть а	1	2
276	есть принцип	1	2
277	дело не	2	2
278	и сама	1	2
279	в процессе	2	2
280	в основе	5	2
281	и именно	2	2
282	возможно и	1	2
283	и по	1	2
284	ровно ничего	1	2
285	могут быть	3	2
286	и за	2	2
287	же оказывается	1	2
288	для себя	5	2
289	с ее	2	2
290	настоящее время	1	2
291	смысл но	1	2
292	она может	1	2
293	это можно	2	2
294	остается только	1	2
295	жизнь и	2	2
296	в настоящее	1	2
297	все дело	1	2
298	себя не	3	2
299	не стоит	1	2
300	это было	2	2
301	и во	1	2
302	мы ни	1	2
303	есть действительно	2	2
304	и можно	1	2
305	уже во	1	2
306	для самого	1	2
307	но с	1	2
308	только он	1	2
309	себя в	8	2
310	ведь если	1	2
311	никто не	1	2
312	случае когда	1	2
313	друг друга	1	2
314	много и	1	2
315	между прочим	1	2
316	от того	3	2
317	были бы	2	2
318	на ее	1	2
319	именно в	5	2
320	этим не	1	2
321	а с	2	2
322	только к	1	2
323	и своего	1	2
324	ничем не	1	2
325	человеческой жизни	1	2
326	будет совершенно	1	2
327	эти слова	1	2
328	вместе с	1	2
329	как это	1	2
330	путь от	1	2
331	из которых	2	2
332	по своему	3	2
333	он будет	1	2
334	есть общее	1	2
335	и всей	1	2
336	в контексте	5	2
337	о его	1	2
338	и для	9	2
339	при таком	1	2
340	только тогда	1	2
341	котором он	3	2
342	мы только	1	2
343	в результате	1	2
344	другое дело	2	2
345	а к	1	2
346	ее и	6	2
347	от него	3	2
348	эта картина	1	2
349	только что	1	2
350	все они	1	2
351	по поводу	1	2
352	это в	1	2
353	это понятие	1	2
354	вывод о	1	1
355	эти различения	2	1
356	не остается	2	1
357	в эстетике	1	1
358	он может	2	1
359	возможны и	1	1
360	чего не	2	1
361	в первом	1	1
362	в конкретном	1	1
363	что эти	1	1
364	оно было	1	1
365	должна быть	4	1
366	действительности и	1	1
367	и этот	3	1
368	той же	1	1
369	из всех	1	1
370	именно при	1	1
371	здесь возникает	1	1
372	и само	1	1
373	предмета в	2	1
374	на первом	2	1
375	но никто	1	1
376	нас от	1	1
377	и нашей	2	1
378	вопрос о	2	1
379	именно к	1	1
380	оно просто	1	1
381	а для	2	1
382	и говорят	1	1
383	для нашей	1	1
384	конечно и	1	1
385	и он	1	1
386	разницу в	1	1
387	не нужно	2	1
388	и на	3	1
389	мысли и	1	1
390	ли кто-нибудь	1	1
391	себя ничего	1	1
392	бы не	3	1
393	сказать и	1	1
394	индивидуальность а	1	1
395	и вопрос	1	1
396	жить и	2	1
397	и всякий	1	1
398	ее самой	1	1
399	а он	1	1
400	само это	1	1
401	вообще как	1	1
402	таком положении	1	1
403	себе и	3	1
404	красота и	1	1
405	отличаются от	1	1
406	один и	1	1
407	не существенно	1	1
408	относится к	1	1
409	определения и	1	1
410	в истории	1	1
411	всего мы	1	1
412	независимо от	3	1
413	его на	2	1
414	что именно	1	1
415	такова же	1	1
416	чего нет	1	1
417	всей конкретной	1	1
418	действительности только	1	1
419	это область	2	1
420	в каком-то	1	1
421	единственный момент	1	1
422	от этого	2	1
423	в этот	1	1
424	этого человека	1	1
425	или иную	1	1
426	поскольку мы	4	1
427	конечно дело	1	1
428	значения как	1	1
429	из жизни	1	1
430	одном случае	1	1
431	жизни только	1	1
432	говорить об	1	1
433	действительности а	1	1
434	их смыслового	1	1
435	вообще а	1	1
436	и тот	1	1
437	но его	1	1
438	общее положение	1	1
439	но ведь	5	1
440	на его	1	1
441	такие которые	1	1
442	к выводу	1	1
443	а скорее	1	1
444	а просто	1	1
445	и общее	2	1
446	перестает быть	1	1
447	момента в	1	1
448	и когда	2	1
449	не к	1	1
450	однако он	1	1
451	новое и	1	1
452	его от	1	1
453	и говорить	1	1
454	что она	1	1
455	конца и	1	1
456	не должно	3	1
457	здесь мы	4	1
458	этим самым	1	1
459	нам остается	1	1
460	конечно в	2	1
461	и чтобы	1	1
462	общего не	2	1
463	лишь в	8	1
464	жизни вообще	1	1
465	входит в	3	1
466	или просто	1	1
467	и индивидуального	1	1
468	в него	2	1
469	может стать	1	1
470	то все	1	1
471	быть не	2	1
472	именно что	1	1
473	и индивидуальное	1	1
474	здесь нам	1	1
475	делает его	1	1
476	в жизни	2	1
477	бы совершенно	1	1
478	в предмете	1	1
479	в своих	3	1
480	которой он	2	1
481	при созерцании	1	1
482	значит не	1	1
483	как целое	1	1
484	о принципе	1	1
485	в один	1	1
486	и того	2	1
487	отступает на	1	1
488	контекст в	1	1
489	от своего	1	1
490	она сама	1	1
491	и поскольку	1	1
492	но поскольку	1	1
493	общность и	1	1
494	на месте	1	1
495	она в	1	1
496	не как	4	1
497	слова мы	1	1
498	стремится выразить	1	1
499	слова в	2	1
500	предполагает не	1	1
501	а есть	1	1
502	но он	1	1
503	и эти	2	1
504	действительно есть	1	1
505	сам этот	2	1
506	их взаимное	1	1
507	случае мы	2	1
508	другой именно	1	1
509	дело когда	2	1
510	мысли в	1	1
511	тогда когда	3	1
512	например что	1	1
513	впервые делает	1	1
514	и имеет	1	1
515	к такому	1	1
516	того чтобы	2	1
517	только не	1	1
518	и никогда	1	1
519	поскольку оно	1	1
520	до их	1	1
521	к ней	1	1
522	такая же	1	1
523	отвлечения от	3	1
524	во всем	7	1
525	это слово	1	1
526	единое и	5	1
527	то этот	1	1
528	до того	1	1
529	целом и	3	1
530	факта что	1	1
531	только от	1	1
532	представляется нам	1	1
533	исходить из	1	1
534	лежащий в	1	1
535	из самого	2	1
536	всего что	1	1
537	бы он	2	1
538	оно не	2	1
539	утверждать что	1	1
540	всегда в	1	1
541	где этот	2	1
542	мы его	1	1
543	более не	1	1
544	но при	1	1
545	на нем	2	1
546	всего этого	1	1
547	и единственный	5	1
548	и получает	1	1
549	отвлечься от	1	1
550	она только	1	1
551	на том	1	1
552	котором мы	3	1
553	целое как	1	1
554	не за	1	1
555	особенно в	1	1
556	делает возможным	1	1
557	мог бы	1	1
558	это событие	1	1
559	как таковую	1	1
560	можно только	1	1
561	и мыслится	1	1
562	а все	3	1
563	точки для	1	1
564	поэтому в	1	1
565	но эту	1	1
566	в содержании	1	1
567	но может	1	1
568	образом в	1	1
569	и смерть	1	1
570	никогда и	1	1
571	только так	1	1
572	но к	1	1
573	и та	2	1
574	но мы	1	1
575	мы делаем	1	1
576	все в	1	1
577	в данных	1	1
578	связь между	1	1
579	нем не	1	1
580	которой мы	1	1
581	тоже только	1	1
582	не отличаются	1	1
583	во втором	1	1
584	нуждается в	1	1
585	который и	1	1
586	себя но	1	1
587	и содержания	1	1
588	действительно в	1	1
589	бы и	3	1
590	даже для	1	1
591	и окончательно	1	1
592	в ту	2	1
593	и она	2	1
594	оказался в	1	1
595	и справедливости	1	1
596	в литературе	1	1
597	чем эта	1	1
598	ведь можно	1	1
599	что только	2	1
600	вне себя	1	1
601	до ее	1	1
602	дело с	2	1
603	и действительно	6	1
604	целого и	1	1
605	всех его	2	1
606	бы ни	1	1
607	от них	1	1
608	есть своеобразный	1	1
609	со всеми	2	1
610	не можем	1	1
611	единственной точке	1	1
612	если и	1	1
613	или не	1	1
614	время является	1	1
615	в душе	1	1
616	и других	2	1
617	ту или	1	1
618	был бы	3	1
619	себе в	1	1
620	цели и	1	1
621	в одном	4	1
622	отличен от	1	1
623	самого факта	2	1
624	как его	4	1
625	ввиду того	1	1
626	которые могут	1	1
627	только по	2	1
628	они будут	1	1
629	к той	1	1
630	смысла и	2	1
631	для того	3	1
632	нас как	1	1
633	момент в	7	1
634	являются здесь	1	1
635	и превращает	1	1
636	в индивидуальность	1	1
637	а эти	1	1
638	и единственной	5	1
639	себя и	2	1
640	что не	3	1
641	в живом	1	1
642	предмет и	2	1
643	не нужна	1	1
644	месте и	1	1
645	этот термин	1	1
646	же будет	1	1
647	поскольку она	2	1
648	она является	1	1
649	до конца	3	1
650	зависит от	1	1
651	к таким	1	1
652	предмет хотя	1	1
653	с которым	1	1
654	отделить от	1	1
655	была бы	1	1
656	план и	1	1
657	и исторической	1	1
658	там где	5	1
659	каких бы	1	1
660	для этой	3	1
661	если это	1	1
662	уже давно	1	1
663	ведь только	1	1
664	нет в	4	1
665	места где	1	1
666	этих предметов	2	1
667	этих случаях	1	1
668	что за	2	1
669	но сам	1	1
670	смысле этого	1	1
671	есть на	2	1
672	это различие	1	1
673	во все	1	1
674	быть только	8	1
675	поскольку он	2	1
676	в первой	1	1
677	все наше	1	1
678	есть тот	1	1
679	этого факта	1	1
680	имеют дело	1	1
681	отвлеченный смысл	1	1
682	как предмет	2	1
683	только для	1	1
684	ведь и	1	1
685	но для	2	1
686	остается в	1	1
687	другой и	1	1
688	одного и	1	1
689	предмет как	2	1
690	не существует	1	1
691	созерцания и	1	1
692	имеет дело	1	1
693	но отнюдь	1	1
694	не с	1	1
695	но эти	1	1
696	здесь именно	1	1
697	и нераздельное	1	1
698	это содержание	1	1
699	не должен	3	1
700	стороны в	3	1
701	несмотря на	1	1
702	и предметом	1	1
703	теории а	1	1
704	менее в	1	1
705	должен здесь	1	1
706	только как	4	1
707	а во	1	1
708	равно как	1	1
709	одновременно и	1	1
710	первом случае	1	1
711	бы его	1	1
712	самое что	1	1
713	мысли но	1	1
714	что категории	1	1
715	к другим	1	1
716	ее в	1	1
717	к этому	2	1
718	они не	1	1
