N	2gram	Propp_Morf_1	Formalny
234	ни в	1	2
235	находится в	1	2
236	в одной	1	2
237	сказать что	2	2
238	один из	5	2
239	должно быть	1	2
240	он был	1	2
241	все содержание	1	2
242	вопроса о	1	2
243	со стороны	3	2
244	с ними	1	2
245	от форм	1	2
246	даже не	3	2
247	в виду	1	2
248	или вовсе	1	2
249	на первый	3	2
250	и тем	2	2
251	равно как	1	2
252	вряд ли	2	2
253	ни стало	1	2
254	что именно	1	2
255	эти явления	1	2
256	они должны	1	2
257	тем и	2	2
258	тому что	4	2
259	во всей	1	2
260	их в	1	2
261	и этим	5	2
262	между ними	1	2
263	она не	2	2
264	в основу	2	2
265	на этом	3	2
266	не будет	1	2
267	дело обстоит	1	2
268	самого начала	1	2
269	и иных	2	2
270	с самого	1	2
271	если же	5	2
272	при помощи	9	2
273	и функции	1	2
274	основная задача	1	2
275	говорить не	1	2
276	все более	1	2
277	перед нами	10	2
278	состоит в	2	2
279	мы приходим	2	2
280	этот вопрос	2	2
281	характерно что	1	2
282	все остальные	1	2
283	и по	2	2
284	и более	1	2
285	но это	6	2
286	том что	4	2
287	можно будет	1	2
288	вступают в	3	1
289	вопрос не	2	1
290	типична для	2	1
291	точек зрения	1	1
292	что каждый	1	1
293	он непосредственно	1	1
294	даже просто	1	1
295	и там	1	1
296	но такое	2	1
297	момент в	1	1
298	что многие	1	1
299	и этот	1	1
300	для всех	1	1
301	в себе	1	1
302	или иное	1	1
303	бы по	1	1
304	вывод что	2	1
305	но она	1	1
306	а а	2	1
307	в форме	6	1
308	бы быть	1	1
309	же не	1	1
310	для нас	2	1
311	и художественный	1	1
312	одним из	1	1
313	так если	2	1
314	как каким	1	1
315	данном случае	1	1
316	по происхождению	1	1
317	в другом	2	1
318	вопрос о	7	1
319	в собственном	3	1
320	должны быть	1	1
321	а ведь	1	1
322	быть заменено	1	1
323	надо было	1	1
324	материала в	1	1
325	образом мы	5	1
326	можно сказать	2	1
327	за исключением	1	1
328	но он	1	1
329	этом явлении	1	1
330	бы то	3	1
331	одной стороны	1	1
332	является одним	1	1
333	ad hoc	1	1
334	или не	3	1
335	могла бы	4	1
336	эти признаки	1	1
337	так же	3	1
338	перейти к	2	1
339	материал на	1	1
340	лишь к	1	1
341	начинается с	3	1
342	нет в	1	1
343	не должно	1	1
344	помощи которой	2	1
345	никто не	3	1
346	как на	1	1
347	данного понятия	1	1
348	от материала	1	1
349	в эти	1	1
350	и хочет	1	1
351	в этот	1	1
352	на своем	1	1
353	это определение	1	1
354	и со	1	1
355	и действительно	1	1
356	читателя в	1	1
357	не менее	5	1
358	во что	1	1
359	в другую	2	1
360	будет зависеть	1	1
361	и тот	1	1
362	есть но	1	1
363	ведет к	1	1
364	отличать от	1	1
365	так чтобы	1	1
366	рассказа как	1	1
367	или просто	2	1
368	лежат в	1	1
369	сюда же	3	1
370	на то	2	1
371	в настоящее	3	1
372	принципов и	1	1
373	в виде	2	1
374	на эту	1	1
375	к истории	1	1
376	как эта	1	1
377	только о	1	1
378	показать как	1	1
379	от различных	1	1
380	сих пор	1	1
381	настоящее время	3	1
382	содержания но	1	1
383	в каждом	1	1
384	здесь следует	1	1
385	этого и	1	1
386	это еще	1	1
387	становится особенно	1	1
388	увидим что	1	1
389	зрения его	1	1
390	дает нам	1	1
391	бы не	1	1
392	это будет	1	1
393	носит характер	1	1
394	дать более	1	1
395	так что	1	1
396	этой школы	4	1
397	а на	3	1
398	для лучшего	1	1
399	не дает	1	1
400	о необходимости	1	1
401	мы получим	1	1
402	с трудом	1	1
403	ничего общего	1	1
404	как особая	2	1
405	превращаться в	2	1
406	из моментов	1	1
407	иначе чем	2	1
408	и вне	3	1
409	если он	1	1
410	же оно	2	1
411	а от	1	1
412	те же	1	1
413	в нашем	3	1
414	если не	1	1
415	следует сказать	1	1
416	что говорит	1	1
417	если материал	1	1
418	каким образом	1	1
419	иногда в	5	1
420	не можем	1	1
421	основные элементы	2	1
422	ли можно	1	1
423	и были	1	1
424	таком случае	1	1
425	им в	1	1
426	случае если	1	1
427	утверждение что	1	1
428	посадить героя	2	1
429	приемов искусства	1	1
430	на что	1	1
431	одной из	1	1
432	связывается с	2	1
433	правильно но	1	1
434	его до	1	1
435	материала по	1	1
436	например с	2	1
437	где оно	2	1
438	обстоит не	1	1
439	то во	1	1
440	зависеть от	1	1
441	тем в	1	1
442	иметь в	1	1
443	уже говорить	1	1
444	соответствие между	1	1
445	не удалось	1	1
446	как не	1	1
447	кажется что	1	1
448	чтобы овладеть	1	1
449	то как	2	1
450	и притом	1	1
451	состава и	1	1
452	увидим дальше	1	1
453	представляют собою	1	1
454	сущности вовсе	1	1
455	собственном смысле	3	1
456	что даже	1	1
457	но если	7	1
458	вступает в	1	1
459	мы их	1	1
460	но они	1	1
461	и некоторые	1	1
462	к ней	1	1
463	из его	2	1
464	за ней	2	1
465	в россии	2	1
466	теми или	1	1
467	следовательно в	1	1
468	на него	3	1
469	которые в	1	1
470	духа в	1	1
471	ни одной	1	1
472	на каком	1	1
473	противном случае	1	1
474	быть названы	1	1
475	и направлено	1	1
476	до сих	1	1
477	на свой	1	1
478	средство а	2	1
479	к созданию	1	1
480	как фактор	1	1
481	лишь один	1	1
482	они и	3	1
483	больше всего	1	1
484	и создает	1	1
485	они пришли	1	1
486	трудности но	1	1
487	вопрос в	2	1
488	у нас	2	1
489	и определение	1	1
490	связанная с	1	1
491	несмотря на	4	1
492	но эти	1	1
493	что его	2	1
494	быть во	1	1
495	материал в	1	1
496	можно утверждать	1	1
497	задача в	1	1
498	оно имеет	1	1
499	или если	1	1
500	как явление	1	1
501	это по	1	1
502	связана с	3	1
503	не на	2	1
504	которые он	1	1
505	мы должны	3	1
506	к определению	1	1
507	в противном	1	1
508	именно и	1	1
509	он лишь	1	1
510	каковы будут	1	1
511	можно назвать	3	1
512	и заставляет	1	1
513	во всем	1	1
514	так то	1	1
515	и ни	1	1
516	следующим образом	3	1
517	но на	1	1
518	отнесены к	1	1
519	непосредственно с	1	1
520	мы увидим	8	1
521	плохо если	1	1
522	характер они	1	1
523	том как	1	1
524	полном объеме	1	1
525	е все	1	1
526	ясно что	5	1
527	в сказках	3	1
528	тем не	5	1
529	этим в	1	1
530	уходит из	1	1
531	поняты без	1	1
532	о чем	1	1
533	могут иметь	1	1
534	имеем в	6	1
535	или менее	2	1
536	мы имеем	9	1
537	мы будем	3	1
538	этот случай	5	1
539	мы ценим	1	1
540	без всякого	2	1
541	она могла	1	1
542	важен как	1	1
543	в них	1	1
544	сравнить с	1	1
545	дело в	1	1
546	нет но	1	1
547	и детализации	1	1
548	том или	1	1
549	самый объект	1	1
550	показать что	4	1
551	если она	2	1
552	не вполне	1	1
553	не существует	3	1
554	связанные с	1	1
555	же методами	1	1
556	а вовсе	1	1
557	будут эти	1	1
558	кроме тех	1	1
559	с одной	1	1
560	и хорошо	1	1
561	не дают	1	1
562	этом случае	8	1
563	далеко не	5	1
564	но оно	2	1
565	разнообразны и	1	1
566	вытекает из	1	1
567	слушателя и	1	1
568	не от	2	1
569	как объект	1	1
570	некоторые другие	1	1
571	более и	1	1
572	героя в	4	1
573	функции но	1	1
574	этого нет	2	1
575	в круг	1	1
576	каком материале	1	1
577	говорить только	1	1
578	или во	1	1
579	мотив и	2	1
580	нельзя было	2	1
581	с собой	3	1
582	многие другие	1	1
583	от других	2	1
584	чем является	1	1
585	в различных	2	1
586	самая постановка	1	1
587	отказываться от	1	1
588	же касается	1	1
589	ведь и	1	1
590	наука о	2	1
591	существу вовсе	1	1
592	методах изучения	1	1
593	по их	3	1
594	чем это	2	1
595	все они	1	1
596	касается только	2	1
597	существу и	1	1
598	и нет	1	1
599	в плоскости	1	1
600	о том	2	1
601	случаев очень	1	1
602	ее не	1	1
603	как особого	2	1
604	на эти	1	1
605	быть поняты	1	1
606	же в	2	1
607	укладываются в	1	1
608	на этот	1	1
609	важное значение	1	1
610	в каком	2	1
611	такое изучение	1	1
612	о его	1	1
613	чем в	1	1
614	когда в	1	1
615	которое в	1	1
616	которая не	1	1
617	и где	1	1
618	целый ряд	3	1
619	и есть	2	1
620	где же	1	1
621	он должен	2	1
622	по функциям	2	1
623	отсюда вывод	2	1
624	таковой он	1	1
625	в последнем	2	1
626	с другим	1	1
627	что бы	1	1
628	при таких	1	1
629	форм и	1	1
630	пр то	1	1
631	не будем	4	1
632	законы и	1	1
633	совершенно очевидно	1	1
634	стремится к	1	1
635	не зная	1	1
636	как будто	2	1
637	образом они	1	1
638	они вступают	1	1
639	собственно говоря	1	1
640	как условный	1	1
641	а сам	1	1
642	как же	2	1
643	можно было	2	1
644	имеют отношение	1	1
645	что существуют	1	1
646	элемент может	1	1
647	из первых	2	1
648	никак нельзя	1	1
649	с этими	1	1
650	дальнейшему развитию	1	1
651	возникает вопрос	2	1
652	а если	4	1
653	совершенно иное	1	1
654	так там	1	1
655	в первой	1	1
656	здесь же	3	1
657	и несколько	1	1
658	эти формы	2	1
659	более или	2	1
660	говорить лишь	1	1
661	но для	2	1
662	в данном	1	1
663	и при	1	1
664	до него	1	1
