N	2gram	Bakhtin_KF_1	EvropaiE
379	центра и	1	1
380	признать что	1	1
381	значение для	1	1
382	культуры можно	1	1
383	творчества и	1	1
384	войти в	2	1
385	культуры по	1	1
386	том же	1	1
387	для этого	2	1
388	для нее	7	1
389	условия и	1	1
390	освободиться от	1	1
391	тому что	2	1
392	если и	1	1
393	все эти	10	1
394	не менее	3	1
395	что эта	2	1
396	для каждого	1	1
397	одна из	1	1
398	здесь на	1	1
399	расширение в	1	1
400	значит ли	1	1
401	из их	1	1
402	для всего	1	1
403	принципу не	1	1
404	находятся в	1	1
405	такая же	1	1
406	за исключением	1	1
407	осуществляется в	1	1
408	во всем	7	1
409	вместо того	1	1
410	мире и	1	1
411	и его	17	1
412	некоторым образом	1	1
413	бы по	1	1
414	в сознании	2	1
415	иную эпоху	1	1
416	следует что	1	1
417	в основе	5	1
418	разобщенности и	1	1
419	ценности как	2	1
420	к единому	3	1
421	мир в	11	1
422	его для	1	1
423	относиться к	1	1
424	поскольку же	1	1
425	должны быть	1	1
426	оказались бы	1	1
427	но из	1	1
428	играть в	1	1
429	отказаться от	2	1
430	обрести свое	1	1
431	всегда в	1	1
432	для себя	5	1
433	где этот	2	1
434	оно может	1	1
435	своего развития	1	1
436	и о	1	1
437	то или	2	1
438	мысль о	1	1
439	жизни только	1	1
440	имеют в	1	1
441	как с	1	1
442	котором мы	3	1
443	вышла из	1	1
444	что может	1	1
445	с собой	1	1
446	был бы	3	1
447	смысле принципиально	1	1
448	об этом	1	1
449	бы признать	1	1
450	поэтому в	1	1
451	был не	1	1
452	с ним	5	1
453	в определенной	2	1
454	связанная с	1	1
455	суждения не	1	1
456	сводится к	2	1
457	при такой	1	1
458	факта но	1	1
459	с разных	1	1
460	его жизни	3	1
461	может не	2	1
462	любви к	1	1
463	положения и	3	1
464	не выходит	1	1
465	связь между	1	1
466	это может	1	1
467	из себя	8	1
468	а через	1	1
469	homo sapiens	3	1
470	но нельзя	1	1
471	всего этого	1	1
472	нем и	3	1
473	в ту	2	1
474	в лучшем	1	1
475	по количеству	1	1
476	различия между	1	1
477	значит что	1	1
478	быть и	3	1
479	один из	2	1
480	что конечно	1	1
481	тот же	1	1
482	с ними	3	1
483	дело с	2	1
484	всех этих	3	1
485	и ее	2	1
486	конечно не	7	1
487	уже не	7	1
488	если мы	1	1
489	всем его	3	1
490	только тогда	1	1
491	что не	3	1
492	одно из	1	1
493	для него	8	1
494	и их	6	1
495	и должна	3	1
496	случае когда	1	1
497	облекать в	1	1
498	не о	2	1
499	как его	4	1
500	мы обозначаем	1	1
501	бытия и	10	1
502	от того	3	1
503	вне ее	3	1
504	которые как	1	1
505	или иное	2	1
506	и культура	1	1
507	в каких	1	1
508	она является	1	1
509	и затем	1	1
510	положений и	1	1
511	в соответствии	2	1
512	может жить	1	1
513	не было	8	1
514	зависит от	1	1
515	человеческой жизни	1	1
516	с которым	1	1
517	должно происходить	1	1
518	что мы	1	1
519	если не	2	1
520	лежащие на	1	1
521	связь с	1	1
522	нет ничего	1	1
523	и будущего	1	1
524	отдельных областей	1	1
525	как одно	1	1
526	пространства и	2	1
527	о возможности	1	1
528	можно быть	1	1
529	этих случаях	1	1
530	что за	2	1
531	есть только	1	1
532	религии и	1	1
533	это различие	1	1
534	выход в	2	1
535	эту мысль	1	1
536	жизни эти	1	1
537	действительно ли	2	1
538	и разнообразие	1	1
539	том смысле	1	1
540	должно быть	6	1
541	с ее	2	1
542	этого слова	2	1
543	этого факта	1	1
544	слова и	1	1
545	собой столь	1	1
546	всех великих	1	1
547	живет и	1	1
548	лучшем случае	1	1
549	к двум	1	1
550	ближе к	3	1
551	одного и	1	1
552	при таком	1	1
553	она может	1	1
554	это можно	2	1
555	не переходит	1	1
556	в индивидуальном	1	1
557	а к	1	1
558	ее и	6	1
559	в третьем	1	1
560	но это	6	1
561	можно конечно	1	1
562	с ней	1	1
563	же будет	1	1
564	не быть	3	1
565	ни была	1	1
566	но этот	1	1
567	ним они	1	1
568	в последнем	1	1
569	оно не	2	1
570	не способны	1	1
571	как некоторый	1	1
572	имеют дело	1	1
573	будет тем	1	1
574	но сама	1	1
575	включает в	2	1
576	это в	1	1
577	который не	1	1
578	все что	1	1
579	гораздо более	1	1
