N	2gram	Ircho_Kome_2	SlovoVZh
334	в частности	4	1
335	то он	1	1
336	нас не	1	1
337	и без	1	1
338	только его	1	1
339	ситуации как	1	1
340	признать что	2	1
341	наряду с	6	1
342	нельзя было	1	1
343	которые в	2	1
344	для их	2	1
345	частей из	1	1
346	ним в	1	1
347	на эти	1	1
348	что например	1	1
349	для нее	1	1
350	материал для	1	1
351	его творчество	1	1
352	между людьми	1	1
353	только для	1	1
354	в так	2	1
355	с которой	1	1
356	она могла	1	1
357	в обоих	3	1
358	самого начала	1	1
359	как о	1	1
360	здесь на	1	1
361	своего героя	1	1
362	весь этот	1	1
363	не является	2	1
364	в основе	1	1
365	время как	2	1
366	на содержание	1	1
367	при таком	1	1
368	того чтобы	6	1
369	примерно в	1	1
370	в результате	1	1
371	в качестве	5	1
372	имеем дело	1	1
373	как особая	1	1
374	же время	3	1
375	полагать что	1	1
376	еще более	2	1
377	тем более	1	1
378	мы попытаемся	1	1
379	не должен	1	1
380	по своей	1	1
381	связи с	3	1
382	обстоит дело	1	1
383	в искусстве	1	1
384	здесь же	1	1
385	в свою	1	1
386	эти три	1	1
387	без слов	1	1
388	это уже	1	1
389	как будто	4	1
390	жизни в	1	1
391	нам не	1	1
392	в области	1	1
393	больше того	4	1
394	у нас	1	1
395	только как	1	1
396	равно как	1	1
397	его для	1	1
398	или иного	1	1
399	вошли в	1	1
400	частности в	2	1
401	союз с	1	1
402	и эта	1	1
403	обходится без	1	1
404	во всяком	2	1
405	к тому	12	1
