N	2gram	Tiupa_Disk_2	FransuaR
463	пребывает в	1	1
464	устрашения и	1	1
465	необходимо понять	1	1
466	были созданы	1	1
467	по нескольку	1	1
468	превращается в	1	1
469	уж и	1	1
470	более того	1	1
471	не на	2	1
472	слов и	1	1
473	подобного рода	1	1
474	отнюдь не	6	1
475	и слово	1	1
476	мира в	3	1
477	в творчестве	3	1
478	его внимание	1	1
479	как это	1	1
480	в строгом	3	1
481	из которых	1	1
482	в любой	1	1
483	к своему	2	1
484	не могут	1	1
485	и глубоко	1	1
486	для обозначения	1	1
487	на примерах	1	1
488	ослабляет и	1	1
489	применении к	1	1
490	тому как	2	1
491	которые по	1	1
492	это его	1	1
493	да и	1	1
494	пародия на	1	1
495	главного героя	1	1
496	в это	1	1
497	в художественную	1	1
498	в свое	2	1
499	в формах	2	1
500	мира это	1	1
501	но для	1	1
502	под названием	1	1
503	в результате	2	1
504	мира и	4	1
505	но также	1	1
506	в поэтических	1	1
507	в литературной	1	1
508	ни к	5	1
509	на языке	2	1
510	его жизнь	1	1
511	будто бы	1	1
512	ключом к	2	1
513	ни было	1	1
514	же в	1	1
515	даже при	1	1
516	с фигурой	2	1
517	к самому	1	1
518	не знает	3	1
519	другой стороны	2	1
520	речи и	1	1
521	их с	1	1
522	который не	2	1
523	чем остановиться	1	1
524	занимает в	1	1
525	и состоит	2	1
526	в голову	1	1
527	движущую силу	1	1
528	практики и	2	1
529	также не	1	1
530	ее в	1	1
531	характеристики этих	1	1
532	причастности к	2	1
533	как на	3	1
534	во всяком	1	1
