N	2gram	Potebnia_M_1	StatiiOP
416	а во-вторых	1	1
417	бы с	1	1
418	он в	1	1
419	в нашем	1	1
420	не обнаруживает	1	1
421	так в	1	1
422	но без	2	1
423	в известном	1	1
424	в обширном	1	1
425	с их	1	1
426	им в	1	1
427	бы только	2	1
428	и кто	1	1
429	как он	1	1
430	если он	1	1
431	что каждая	1	1
432	от которого	1	1
433	времени для	1	1
434	области не	1	1
435	одно целое	1	1
436	как увидим	2	1
437	не как	1	1
438	нашего времени	1	1
439	но дело	2	1
440	что нельзя	1	1
441	без исключения	1	1
442	значительной степени	2	1
443	том же	2	1
444	бы они	2	1
445	могла бы	2	1
446	что создание	2	1
447	в таких	2	1
448	на все	2	1
449	литературного языка	1	1
450	входит в	1	1
451	это было	1	1
452	мы на	1	1
453	в глазах	3	1
454	если при	1	1
455	то все	2	1
456	известно что	2	1
457	и стоят	1	1
458	мысли чтобы	1	1
459	здесь нет	1	1
460	которым он	1	1
461	только одно	1	1
462	открытий в	1	1
463	для них	2	1
464	в них	3	1
465	о которых	2	1
466	как общее	1	1
467	постоянно в	1	1
468	далеко не	1	1
469	показывает что	3	1
470	были в	1	1
471	на основании	2	1
472	с тем	5	1
473	место и	1	1
474	кроме самого	1	1
475	во внимание	3	1
476	только во	1	1
477	в развитии	1	1
478	можно считать	1	1
479	в один	2	1
480	на себя	1	1
481	когда в	3	1
482	и другом	2	1
483	от своего	1	1
484	и при	3	1
485	что такая	2	1
486	что такое	1	1
487	представить себе	3	1
488	нас не	1	1
489	неизвестные нам	1	1
490	мы в	2	1
491	не столько	1	1
492	или вернее	1	1
493	что я	1	1
494	когда и	1	1
495	которые должны	1	1
496	несомненно что	2	1
497	одном из	1	1
498	а есть	1	1
499	не его	1	1
500	доказывает что	2	1
501	и эти	1	1
502	действительно есть	1	1
503	на другую	1	1
504	том и	2	1
505	чтобы она	1	1
506	однако в	4	1
507	и наоборот	6	1
508	быть не	4	1
509	бы быть	4	1
510	по себе	10	1
511	нас к	1	1
512	нет никакого	1	1
513	если и	2	1
514	всех их	1	1
515	потому не	1	1
516	и другое	3	1
517	тогда когда	9	1
518	в науке	1	1
519	и притом	4	1
520	к этим	1	1
521	которым говорит	1	1
522	ее неизбежности	1	1
523	для кого	1	1
524	но только	1	1
525	не могло	3	1
526	из других	1	1
527	наука и	1	1
528	на язык	7	1
529	в разных	2	1
530	того как	6	1
531	приведены в	1	1
532	таким путем	1	1
533	и общего	1	1
534	с этих	1	1
535	и чувства	1	1
536	вернее сказать	1	1
537	бы по	1	1
538	не нужен	1	1
539	языка который	1	1
540	уже и	1	1
541	и делает	1	1
542	же до	1	1
543	или почему	1	1
544	необходимым при	1	1
545	не потому	2	1
546	но все-таки	1	1
547	протестом против	1	1
548	не станет	2	1
549	в духе	1	1
550	не могут	4	1
551	когда мы	2	1
552	одного слова	1	1
553	и другим	1	1
554	к тому	4	1
555	слова с	1	1
556	языка что	1	1
557	отказаться от	1	1
558	то ни	3	1
559	как мы	2	1
560	и о	2	1
561	в виду	2	1
562	встречаем и	1	1
563	но при	3	1
564	проявляется в	2	1
565	говоря уже	1	1
566	к нам	1	1
567	с каким	1	1
568	ни стало	1	1
569	которую указывает	1	1
570	мысль о	2	1
571	и говорит	1	1
572	только то	2	1
573	хотя не	1	1
574	с самого	3	1
575	не подлежит	1	1
576	со мною	2	1
577	на том	1	1
578	то как	1	1
579	времени и	2	1
580	нам от	1	1
581	больше в	1	1
582	было в	1	1
583	мог бы	2	1
584	произведения не	1	1
585	на которую	2	1
586	еще в	1	1
587	таком виде	2	1
588	быть приведены	1	1
589	является в	1	1
590	в отдельном	1	1
591	против этого	1	1
592	образом в	1	1
593	там в	1	1
594	о нем	1	1
595	глазах самого	2	1
596	кого не	1	1
597	язык и	5	1
598	его словам	2	1
599	при котором	2	1
600	первого то	1	1
601	притом в	1	1
602	утверждает что	2	1
603	после того	1	1
604	что его	1	1
605	все его	1	1
606	там же	9	1
607	то тем	1	1
608	это была	1	1
609	образом мы	1	1
610	к истине	1	1
611	каждом из	1	1
612	что самое	2	1
613	которые мы	5	1
614	даже по	1	1
615	и всякая	1	1
616	нуждается в	2	1
617	во всей	1	1
618	б в	1	1
619	в другой	3	1
620	что бы	2	1
621	будет видно	1	1
622	еще только	2	1
623	совсем в	1	1
624	самостоятельно и	1	1
625	случае и	1	1
626	не зная	2	1
627	а другое	1	1
628	каком он	1	1
629	время когда	1	1
630	на каждое	2	1
631	всю свою	1	1
632	прием который	1	1
633	как нечто	1	1
634	это стремление	1	1
635	бы ни	4	1
636	но то	1	1
637	какой степени	1	1
638	себя в	1	1
639	не имеют	5	1
640	уже не	2	1
641	и насколько	1	1
642	если мы	3	1
643	языка а	3	1
644	нужно еще	1	1
645	слова не	2	1
646	каким образом	3	1
647	прямого отношения	1	1
648	что искать	1	1
649	и других	4	1
650	языка но	3	1
651	например к	1	1
652	был бы	1	1
653	ошибки могут	1	1
654	не так	3	1
655	слова в	2	1
656	в одном	8	1
657	наука о	1	1
658	сами по	1	1
659	в прошлом	1	1
660	с этими	1	1
661	и желание	1	1
662	к ним	2	1
663	вообще можно	1	1
664	которые могут	1	1
665	не выходя	1	1
666	на некоторые	1	1
667	от того	4	1
668	г д	2	1
669	были бы	3	1
670	и стремление	2	1
671	с общим	1	1
672	видно из	1	1
673	без того	1	1
674	представляется в	1	1
675	не были	2	1
676	уважение к	2	1
677	себе представить	7	1
678	не отделены	1	1
679	с другим	3	1
680	объяснение в	1	1
681	уже при	1	1
682	не один	1	1
683	каждом отдельном	1	1
684	никакого определенного	1	1
685	случаев в	1	1
686	такое же	1	1
687	обратить внимание	1	1
688	притом не	4	1
689	чтобы убедиться	1	1
690	системе и	1	1
691	более того	1	1
692	не на	1	1
693	именно так	1	1
694	возвращаясь к	1	1
695	речи это	1	1
696	бы совершенно	1	1
697	в одно	2	1
698	но что	1	1
699	правильно и	1	1
700	направлении и	1	1
701	вместе с	8	1
702	д в	1	1
703	что именно	2	1
704	приводит в	1	1
705	чем то	1	1
706	п и	1	1
707	в течение	2	1
708	признание этого	1	1
709	и там	1	1
710	доходят до	2	1
711	как работы	1	1
712	то на	4	1
713	в последнем	1	1
714	этому требованию	1	1
715	первому из	1	1
716	в науках	1	1
717	как например	2	1
718	несколько слов	1	1
719	один только	1	1
720	в так	1	1
721	ни для	1	1
722	истории но	1	1
723	говорить что	1	1
724	этом смысле	4	1
725	удерживаются в	1	1
726	тем и	1	1
727	и от	3	1
728	должно возникнуть	1	1
729	который ставит	1	1
730	сколько бы	1	1
731	самое существование	1	1
732	или в	2	1
733	в голову	1	1
734	виде в	1	1
735	по одной	3	1
736	бы в	4	1
737	не должен	1	1
738	пришлось бы	1	1
739	которое должно	1	1
740	или совершенно	1	1
741	смысле это	1	1
742	могли быть	1	1
743	которым мы	1	1
744	слово в	1	1
745	не говоря	1	1
746	же будет	1	1
747	их с	1	1
748	оно не	3	1
749	из этого	2	1
750	время не	1	1
751	бы думать	1	1
752	быть признана	1	1
753	и б	2	1
754	но эти	2	1
755	внутри одного	1	1
756	и другие	1	1
757	к этому	1	1
758	как на	3	1
759	точно так	11	1
760	они не	1	1
761	смысле что	1	1
