N	2gram	Nazirov_Tr_1	Komedia
247	который сам	1	1
248	нет в	2	1
249	в самую	2	1
250	с тем	2	1
251	всю жизнь	1	1
252	его перед	1	1
253	которой он	1	1
254	с такой	1	1
255	года и	1	1
256	пародия на	1	1
257	не так	2	1
258	но если	1	1
259	в ходе	2	1
260	а как	2	1
261	никто не	3	1
262	наших дней	1	1
263	во времена	1	1
264	в отличие	2	1
265	миф о	1	1
266	что уже	1	1
267	стало быть	1	1
268	и один	1	1
269	с такими	1	1
270	iii и	1	1
271	по себе	1	1
272	тому что	1	1
273	вплоть до	1	1
274	моральных норм	1	1
275	но они	2	1
276	в обоих	1	1
277	самого начала	1	1
278	моральное право	1	1
279	он еще	1	1
280	не вызывает	1	1
281	также что	1	1
282	того чтобы	1	1
283	он с	1	1
284	до самой	1	1
285	свою первую	1	1
286	в какой-то	1	1
287	предстает перед	1	1
288	для постановки	1	1
289	во всем	1	1
290	мы бы	1	1
291	ведь еще	2	1
292	что на	1	1
293	один раз	1	1
294	к себе	1	1
295	не могут	2	1
296	его с	1	1
297	в поле	3	1
298	быть отнесены	1	1
299	в пьесе	1	1
300	и это	2	1
301	но при	2	1
302	однако ни	1	1
303	данном случае	2	1
304	с самого	1	1
305	говорили что	1	1
306	в дальнейшем	5	1
307	ли есть	1	1
308	iii в	3	1
309	можно было	1	1
310	в борьбе	1	1
311	отождествляется с	1	1
312	и ненависть	1	1
313	случае что	1	1
314	когда в	1	1
315	жизнь и	3	1
316	в последней	1	1
317	с ним	3	1
318	о нем	1	1
319	или от	1	1
320	за свое	1	1
321	на вопрос	1	1
322	и что	4	1
323	в глаза	2	1
324	сравнивает его	1	1
325	это была	1	1
326	является ее	1	1
327	ко всей	1	1
328	внешней формы	1	1
329	отметить что	1	1
330	говорит он	1	1
331	ее содержание	1	1
332	в литературе	1	1
333	того что	1	1
334	доходит до	1	1
335	в двух	1	1
336	дело с	1	1
337	нуждается в	1	1
338	всю ее	1	1
339	хотя бы	1	1
340	во ii	1	1
341	вопрос об	1	1
342	ее конец	1	1
343	всегда с	1	1
344	так что	2	1
345	человеческой личности	2	1
346	в душе	2	1
347	перед собой	1	1
348	ее не	1	1
349	друг друга	2	1
350	не случайно	2	1
351	разговоре с	1	1
352	в особенности	1	1
353	представление о	1	1
354	на уровне	1	1
355	в высшей	1	1
356	на этот	1	1
357	близок к	1	1
358	и др	1	1
359	против кого	1	1
360	естественно что	1	1
361	именно так	1	1
362	с наступлением	1	1
363	его как	1	1
364	о чем	3	1
365	против нее	1	1
366	материалом для	1	1
367	и она	1	1
368	эти слова	1	1
369	ко всем	1	1
370	и потому	1	1
371	из трех	1	1
372	незадолго до	1	1
373	что именно	1	1
374	в разговоре	1	1
375	в данном	2	1
376	к жизни	5	1
377	ненависть к	2	1
378	мы узнаем	1	1
379	в той	1	1
380	применении к	1	1
381	как бы	7	1
382	средство для	1	1
383	бросается в	2	1
384	в это	2	1
385	этого слова	1	1
386	с этой	1	1
387	еще к	1	1
388	в условиях	1	1
389	в основном	3	1
390	о его	2	1
391	романа с	1	1
392	годов в	1	1
393	в книге	1	1
394	о совершенно	1	1
395	вспомнить что	1	1
396	это уже	2	1
397	от него	1	1
398	в духе	1	1
399	бы в	1	1
400	я даже	1	1
401	обстоит дело	1	1
402	в общем	1	1
403	к ее	1	1
404	от литературы	1	1
405	публики в	1	1
406	совершенно не	1	1
407	ко всему	1	1
408	этим объясняется	2	1
409	к этой	1	1
410	и эта	1	1
411	это в	1	1
412	в таком	2	1
413	искусство для	1	1
