N	2gram	Propp_Isto_6	Narrotol
379	она сама	1	1
380	связь со	2	1
381	таким же	3	1
382	смерть как	1	1
383	и третий	1	1
384	за которым	1	1
385	этого момента	1	1
386	в котором	1	1
387	и народ	1	1
388	к одному	1	1
389	широко распространенная	1	1
390	на свою	1	1
391	то было	1	1
392	в которых	2	1
393	не представляется	1	1
394	от его	1	1
395	в сказке	23	1
396	образом и	2	1
397	но он	2	1
398	мира на	1	1
399	и более	1	1
400	их в	3	1
401	как от	1	1
402	тому чтобы	1	1
403	что этот	2	1
404	и то	3	1
405	приводят к	3	1
406	а от	1	1
407	чистом виде	1	1
408	отметить что	2	1
409	но еще	1	1
410	деревья уже	1	1
411	передний план	1	1
412	может служить	1	1
413	принадлежат к	1	1
414	предмет ее	1	1
415	к изучению	1	1
416	в русской	6	1
417	смертью в	1	1
418	не составляет	1	1
419	как то	1	1
420	это еще	3	1
421	это то	2	1
422	этих двух	1	1
423	оно есть	1	1
424	к концу	3	1
425	к ней	1	1
426	от начала	1	1
427	связь и	1	1
428	мире и	1	1
429	потому что	13	1
430	к этим	1	1
431	в книге	4	1
432	свет и	1	1
433	каждый день	1	1
434	в области	1	1
435	ли это	1	1
436	с другом	1	1
437	перед ним	1	1
438	а как	1	1
439	от того	3	1
440	у нас	5	1
441	и оно	1	1
442	очень часто	5	1
443	начиная с	1	1
444	не могут	1	1
445	и смертью	1	1
446	для такого	1	1
447	жить в	1	1
448	что оно	4	1
449	мысли о	1	1
450	например на	2	1
451	всей специфике	1	1
452	однако предмет	1	1
453	как они	1	1
454	все окружающее	1	1
455	что все	1	1
456	и сами	1	1
457	и от	3	1
458	только то	2	1
459	в классической	1	1
460	и сам	2	1
461	по аналогии	1	1
462	здесь как	1	1
463	живет в	2	1
464	когда в	2	1
465	еще одного	1	1
466	с героем	1	1
467	на них	1	1
468	если бы	3	1
469	стране мертвых	2	1
470	с ним	8	1
471	ними и	1	1
472	и смерть	1	1
473	сказывается и	1	1
474	же было	1	1
475	и здесь	1	1
476	тех кто	1	1
477	разнообразных формах	1	1
478	мире не	1	1
479	есть так	1	1
480	аналогии с	1	1
481	там же	3	1
482	в ряд	1	1
483	на одном	1	1
484	что и	4	1
485	них в	1	1
486	и поехал	2	1
487	все время	2	1
488	может иметь	2	1
489	в него	3	1
490	с которыми	1	1
491	того что	2	1
492	в современной	1	1
493	он прошел	1	1
494	тот свет	2	1
495	с появлением	6	1
496	с ними	2	1
497	которое мы	1	1
498	с соответствующими	2	1
499	или же	2	1
500	не происходит	3	1
501	человека с	1	1
502	античности и	1	1
503	фактов жизни	1	1
504	то и	2	1
505	то у	1	1
506	его и	1	1
507	где бы	1	1
508	на своего	1	1
509	характерно что	1	1
510	и небо	1	1
511	мир в	1	1
512	не так	2	1
513	искать в	1	1
514	никто не	2	1
515	и должна	1	1
516	вовсе не	2	1
517	мы можем	7	1
518	образом не	1	1
519	именно как	1	1
520	между которыми	1	1
521	до сих	4	1
522	не поддается	2	1
523	как у	2	1
524	связаны с	5	1
525	и знает	1	1
526	и пр	1	1
527	а на	1	1
528	однако и	1	1
529	детали как	1	1
530	на передний	1	1
531	как о	1	1
532	когда она	1	1
533	связь с	11	1
534	нее как	1	1
535	не удается	1	1
536	и соответствующими	2	1
537	над ним	1	1
538	и ничто	1	1
539	если оно	1	1
540	дает нам	2	1
541	также как	2	1
542	в тех	3	1
543	и там	6	1
544	быть только	2	1
545	в мир	1	1
546	друг с	1	1
547	мыслится как	1	1
548	в это	4	1
549	с этой	2	1
550	вверх и	1	1
551	и формы	2	1
552	еще раз	1	1
553	как только	3	1
554	быть и	1	1
555	сих пор	4	1
556	своей жизни	1	1
557	не будем	2	1
558	о его	1	1
559	приобщения к	1	1
560	на свет	1	1
561	под названием	2	1
562	которых он	2	1
563	как отец	1	1
564	случаях когда	3	1
565	указать на	1	1
566	место для	1	1
567	о котором	2	1
568	в другое	1	1
569	обращается к	2	1
570	который является	1	1
571	для нас	2	1
572	от него	3	1
573	это может	1	1
574	как уже	1	1
575	бы он	1	1
576	иного мира	2	1
577	не должен	1	1
578	но зато	1	1
579	но это	4	1
580	есть уже	1	1
581	обстоит дело	1	1
582	здесь только	1	1
583	может и	1	1
584	все еще	1	1
585	деревья и	2	1
586	не знает	1	1
587	и при	1	1
588	в свое	2	1
589	где он	2	1
590	вдруг на	1	1
591	где эта	1	1
592	в античности	4	1
593	от которой	1	1
594	и эта	3	1
595	во сне	3	1
596	небо и	3	1
