N	2gram	Vinokur_Vv_1	Russkaja
260	быть и	2	2
261	таких народов	1	2
262	этот вопрос	4	2
263	совершенно не	1	2
264	по этому	2	2
265	так что	5	2
266	уже не	5	2
267	только на	3	2
268	в начале	3	2
269	но совершенно	1	2
270	его и	1	2
271	разных сторон	1	2
272	представить себе	5	2
273	мы можем	2	2
274	только с	3	2
275	даже и	3	2
276	и даже	5	2
277	зависит от	3	2
278	а не	3	2
279	на эту	1	2
280	стоять на	1	2
281	в частности	3	2
282	так же	3	2
283	тот факт	1	2
284	в течение	5	2
285	или иного	1	2
286	отношения к	1	2
287	есть и	4	2
288	но это	1	2
289	общественной жизни	1	2
290	этом и	1	2
291	но для	1	2
292	если не	1	2
293	и от	1	2
294	в результате	3	2
295	в настоящее	1	2
296	чтобы понять	2	2
297	не должен	1	2
298	с ним	1	2
299	отношении к	2	2
300	значило бы	1	2
301	ее в	1	2
302	точно так	2	2
303	сторон русской	1	1
304	должен быть	4	1
305	того же	3	1
306	связи между	4	1
307	но тогда	1	1
308	тех же	1	1
309	это и	1	1
310	которые существуют	1	1
311	на деле	1	1
312	культура не	1	1
313	права и	1	1
314	что эти	1	1
315	от которых	2	1
316	в зависимости	1	1
317	и за	1	1
318	также и	16	1
319	есть не	3	1
320	надо было	2	1
321	мы не	2	1
322	же как	3	1
323	и ничего	1	1
324	имеет свою	2	1
325	не была	1	1
326	в сущности	3	1
327	свою особую	1	1
328	в полной	1	1
329	как орудие	2	1
330	с исторической	1	1
331	которое в	2	1
332	себе что	3	1
333	без всякого	1	1
334	изменение в	1	1
335	чем больше	2	1
336	к государственной	1	1
337	разумеется не	1	1
338	которую можно	1	1
339	в создании	2	1
340	дать ему	1	1
341	он был	1	1
342	именно этого	1	1
343	жизни данного	1	1
344	что его	1	1
345	заключается не	1	1
346	и вопрос	1	1
347	при жизни	2	1
348	в область	1	1
349	к этому	3	1
350	идеями национального	1	1
351	но как	2	1
352	а только	8	1
353	которых как	1	1
354	значение и	2	1
355	русского языка	1	1
356	только тогда	1	1
357	в общем	12	1
358	должны были	1	1
359	очевидно что	1	1
360	из таких	1	1
361	которые не	1	1
362	необходимый для	1	1
363	в истории	9	1
364	культуре в	1	1
365	трудно сказать	1	1
366	в одной	1	1
367	каждая из	1	1
368	что по	1	1
369	с понятием	3	1
370	коренным образом	1	1
371	для которой	1	1
372	данной национальной	2	1
373	от этого	5	1
374	искусство и	2	1
375	еще на	1	1
376	в которой	1	1
377	культуру как	1	1
378	что так	1	1
379	выражение в	1	1
380	но ведь	4	1
381	что к	1	1
382	только один	1	1
383	тому же	1	1
384	претендовать на	1	1
385	если он	1	1
386	вследствие этого	1	1
387	своим собственным	1	1
388	вообще не	3	1
389	на его	1	1
390	то легко	1	1
391	как оно	3	1
392	не могла	1	1
393	не следует	2	1
394	смотреть как	1	1
395	выражается в	1	1
396	тем не	8	1
397	время и	1	1
398	народов но	2	1
399	о которой	2	1
400	же это	2	1
401	есть та	1	1
402	истории на	1	1
403	в принципе	2	1
404	именно из	1	1
405	разумеется на	1	1
406	языком и	1	1
407	его можно	2	1
408	лишь с	1	1
409	но дело	3	1
410	так например	6	1
411	находит себе	2	1
412	заключает в	1	1
413	и заключается	4	1
414	но все	3	1
415	такого же	2	1
416	это конечно	1	1
417	значительной степени	1	1
418	подход к	1	1
419	целое как	1	1
420	об этом	5	1
421	и никакого	1	1
422	не трудно	7	1
423	себя не	1	1
424	или даже	1	1
425	входит в	2	1
426	заключается в	4	1
427	с другими	1	1
428	чтобы он	2	1
429	это не	8	1
430	нечего и	1	1
431	характер будет	1	1
432	которая как	2	1
433	уже знаем	1	1
434	то все	1	1
435	она стала	1	1
436	за другой	1	1
437	практически не	1	1
438	чаще всего	1	1
439	остановиться на	1	1
440	в жизни	1	1
441	человека на	1	1
442	этого слова	2	1
443	она и	1	1
444	все равно	1	1
445	как видно	1	1
446	не всегда	1	1
447	всегда и	1	1
448	как сказано	2	1
449	нет и	1	1
450	сильнее чем	2	1
451	иначе говоря	1	1
452	не сам	1	1
453	и того	2	1
454	одного и	2	1
455	перед собой	1	1
456	сделать эти	1	1
457	бы на	1	1
458	от своего	1	1
459	что такая	1	1
460	в такой	1	1
461	и без	2	1
462	внутренняя связь	1	1
463	отдельных представителей	1	1
464	из которой	1	1
465	прийти к	1	1
466	не столько	2	1
467	представление о	1	1
468	в которых	6	1
469	собой не	1	1
470	для всякого	1	1
471	мы теперь	1	1
472	сведения о	1	1
473	нельзя отрицать	1	1
474	и другого	1	1
475	быта и	3	1
476	признание того	1	1
477	нельзя было	1	1
478	для которых	3	1
479	ко всему	1	1
480	превратиться в	1	1
481	по крайней	4	1
482	на другую	1	1
483	именно по	1	1
484	ни было	1	1
485	возможно только	1	1
486	видеть что	6	1
487	ним в	1	1
488	вовсе не	6	1
489	это особенно	1	1
490	а два	1	1
491	же мы	1	1
492	задачи и	1	1
493	если и	1	1
494	единственная и	1	1
495	не менее	8	1
496	течение очень	1	1
497	большее число	2	1
498	она могла	1	1
499	самого начала	1	1
500	и всегда	1	1
501	дело в	3	1
502	не две	1	1
503	ее с	1	1
504	к новым	1	1
505	не по	1	1
506	образом в	1	1
507	при полной	1	1
508	оказаться для	1	1
509	так смотрят	1	1
510	разумеется по	1	1
511	казалось бы	2	1
512	преимущественно в	2	1
513	в разных	5	1
514	и обусловливают	1	1
515	это то	1	1
516	невозможно но	2	1
517	и народов	1	1
518	таким путем	1	1
519	связь и	1	1
520	такие элементы	1	1
521	и сама	1	1
522	исходный пункт	2	1
523	было не	1	1
524	чем ближе	1	1
525	этом отношении	3	1
526	нем все	1	1
527	что на	1	1
528	или иных	3	1
529	стороны и	3	1
530	в духе	1	1
531	есть только	2	1
532	могут быть	4	1
533	культурное единство	1	1
534	чтобы сделать	1	1
535	похож на	1	1
536	ее отношения	1	1
537	как только	1	1
538	те кто	2	1
539	разницей что	1	1
540	слова но	1	1
541	однако для	1	1
542	же самое	2	1
543	должны быть	1	1
544	всего в	1	1
545	виде как	1	1
546	по возможности	3	1
547	все свое	1	1
548	что при	1	1
549	в применении	6	1
550	и это	6	1
551	говорят на	1	1
552	из всего	1	1
553	как мы	9	1
554	нас от	1	1
555	как не	1	1
556	свою очередь	1	1
557	и говорить	1	1
558	и многие	1	1
559	в ее	11	1
560	только при	1	1
561	не могло	1	1
562	совершенно ясно	1	1
563	два аспекта	1	1
564	языка и	12	1
565	в собственном	2	1
566	у разных	1	1
567	только то	1	1
568	в себя	1	1
569	с самого	1	1
570	котором мы	1	1
571	что у	1	1
572	так и	1	1
573	больше в	1	1
574	собой в	2	1
575	том виде	3	1
576	мог бы	2	1
577	других и	1	1
578	две части	2	1
579	по сравнению	3	1
580	в эпоху	1	1
581	в определенной	1	1
582	нас и	1	1
583	иное как	5	1
584	другом месте	2	1
585	язык и	3	1
586	никак не	1	1
587	для целей	1	1
588	одного из	1	1
589	и ставит	1	1
590	можно сказать	3	1
591	в различных	2	1
592	с другой	8	1
593	по их	2	1
594	в какой-нибудь	1	1
595	должно было	1	1
596	которые и	1	1
597	на отдельные	1	1
598	которая сама	1	1
599	помощи которых	1	1
600	когда оно	1	1
601	бы обозначить	1	1
602	внешним образом	1	1
603	крайней мере	4	1
604	и мечтать	1	1
605	в русском	1	1
606	он есть	1	1
607	один из	6	1
608	и немцы	1	1
609	национального и	1	1
610	обе эти	2	1
611	а если	2	1
612	внутреннее противоречие	1	1
613	и дело	1	1
614	опереться на	1	1
615	с ними	1	1
616	цивилизации в	1	1
617	может оказаться	3	1
618	неудивительно что	1	1
619	воплощения в	1	1
620	к какому	2	1
621	в сторону	1	1
622	сомнений в	1	1
623	и у	1	1
624	вопроса о	1	1
625	или не	1	1
626	а это	1	1
627	называет себя	1	1
628	об отдельных	3	1
629	и обратно	4	1
630	и других	3	1
631	дает ему	1	1
632	за ним	1	1
633	внутренних противоречий	1	1
634	которые служат	1	1
635	мы знаем	1	1
636	роль и	1	1
637	к мысли	1	1
638	теснейшим образом	1	1
639	в известной	3	1
640	конкретно представить	1	1
641	даже к	1	1
642	в прошлом	2	1
643	ее не	1	1
644	но которая	2	1
645	у этих	1	1
646	к ним	1	1
647	связано с	1	1
648	трудно видеть	6	1
649	и будет	1	1
650	превращается в	1	1
651	ближайшим образом	1	1
652	само собой	2	1
653	в очень	3	1
654	природы и	1	1
655	из двух	2	1
656	видно из	1	1
657	без того	1	1
658	если признать	1	1
659	может ли	1	1
660	этот взгляд	1	1
661	оно будет	1	1
662	к которому	1	1
663	и прежде	1	1
664	еще и	3	1
665	что не	5	1
666	а главное	1	1
667	без особых	1	1
668	был в	2	1
669	на этот	4	1
670	которых мы	1	1
671	а наоборот	1	1
672	до конца	3	1
673	всей русской	1	1
674	не на	1	1
675	однако и	1	1
676	в свете	1	1
677	ясного и	1	1
678	которому надо	1	1
679	государств и	1	1
680	именно так	1	1
681	ближе к	2	1
682	в одно	1	1
683	в связи	2	1
684	в руках	1	1
685	если его	1	1
686	с идеями	1	1
687	эта идея	1	1
688	в самой	1	1
689	как это	5	1
690	человека к	1	1
691	процесс то	1	1
692	речь не	1	1
693	в европе	1	1
694	многих случаях	1	1
695	чем то	1	1
696	этих случаях	2	1
697	по своему	5	1
698	культурой в	1	1
699	смысле этого	8	1
700	применении к	6	1
701	также как	1	1
702	азии и	1	1
703	народов может	1	1
704	быть не	1	1
705	материал для	3	1
706	с этой	4	1
707	языках и	1	1
708	по образцу	1	1
709	и надо	1	1
710	тех или	3	1
711	которых он	1	1
712	образом по	2	1
713	очень долгого	1	1
714	это как	1	1
715	которая в	1	1
716	любви и	1	1
717	вступила в	1	1
718	бы в	1	1
719	тем более	2	1
720	случае и	1	1
721	основывается и	1	1
722	и все	1	1
723	хотя в	2	1
724	в обстановке	1	1
725	нами не	2	1
726	может и	1	1
727	в свою	1	1
728	и глубокого	1	1
729	с ней	2	1
730	понимать как	1	1
731	и внутренне	1	1
732	виде и	1	1
733	отношению к	4	1
734	начале этой	1	1
735	этот последний	1	1
736	что ни	1	1
737	разных народов	1	1
738	есть то	1	1
739	через них	1	1
740	с внешней	1	1
741	этого и	1	1
742	можно назвать	1	1
743	они не	1	1
