N	2gram	Trubetskoy_1	StatiiOP
356	его жизнь	1	1
357	отношение к	5	1
358	что среди	1	1
359	простой народ	1	1
360	что касается	1	1
361	и некоторые	1	1
362	до нас	1	1
363	или о	1	1
364	как не	1	1
365	в таком	3	1
366	связанных с	2	1
367	отчет в	1	1
368	но если	2	1
369	виде в	2	1
370	и сами	2	1
371	к началу	1	1
372	мы видели	2	1
373	в народных	3	1
374	тот же	2	1
375	не для	1	1
376	найти в	1	1
377	не с	2	1
378	народных массах	2	1
379	похожим на	1	1
380	их не	1	1
381	здесь к	1	1
382	в момент	1	1
383	на все	2	1
384	не могут	2	1
385	по отношению	1	1
386	на первое	1	1
387	которой не	1	1
388	друг к	1	1
389	но одно	1	1
390	из этих	10	1
391	из этого	2	1
392	в наказание	1	1
393	это и	1	1
394	и лишь	1	1
395	к его	2	1
396	языка с	1	1
397	общего с	2	1
398	на стороне	1	1
399	за собой	3	1
400	об уничтожении	1	1
401	являются не	1	1
402	вообще можно	1	1
403	хотя это	1	1
404	заключается в	1	1
405	возможно что	1	1
406	новое и	1	1
407	смысле слова	1	1
408	работа в	1	1
409	из коих	1	1
410	представляет собой	3	1
411	в чем	1	1
412	свою очередь	1	1
413	и от	4	1
414	в сущности	1	1
415	народа это	1	1
416	образы не	1	1
417	можно назвать	2	1
418	к этой	1	1
419	да и	1	1
420	них как	1	1
421	один из	2	1
422	связано с	2	1
423	основана на	1	1
424	в создании	2	1
425	как она	1	1
426	в очень	1	1
427	востока и	2	1
428	к другу	2	1
429	проблема выхода	1	1
430	от своего	1	1
431	чем угодно	1	1
432	к тем	1	1
433	в первом	1	1
434	и проч	2	1
435	перестает быть	2	1
436	так называемых	1	1
437	народа уже	1	1
438	ничего общего	2	1
439	равнодушен к	1	1
440	на них	1	1
441	той же	1	1
442	их и	1	1
443	уже в	2	1
444	ума и	1	1
445	больше не	2	1
446	заметить что	1	1
447	от этих	1	1
448	то время	1	1
449	могло бы	1	1
450	лишь на	1	1
451	без всякого	1	1
452	при таких	1	1
453	не противоречат	1	1
454	а во-вторых	1	1
455	в русских	2	1
456	с ними	1	1
457	в среде	2	1
458	сделан в	1	1
459	иной раз	2	1
460	различие между	1	1
461	формы в	1	1
462	не вполне	3	1
463	это однако	1	1
464	не выше	1	1
465	не существует	1	1
466	и об	1	1
467	значение в	1	1
468	ставит себе	1	1
469	значения и	1	1
470	то для	1	1
471	в сторону	1	1
472	а по	1	1
473	такой же	1	1
474	имеет никакого	1	1
475	к одной	2	1
476	совпадает с	1	1
477	пути к	2	1
478	что один	1	1
479	но вместе	2	1
480	указаний на	1	1
481	мы можем	2	1
482	замечательно что	1	1
483	и если	3	1
484	с собой	1	1
485	наконец что	1	1
486	как результат	1	1
487	не совсем	1	1
488	представление о	6	1
489	из всех	3	1
490	головной убор	1	1
491	на этом	1	1
492	в эпоху	7	1
493	роль в	1	1
494	это позволяет	1	1
495	не как	2	1
496	в своих	1	1
497	те же	2	1
498	том числе	5	1
499	что тот	1	1
500	в каждой	1	1
501	по своим	2	1
502	в прямом	1	1
503	от подлинной	2	1
504	от них	2	1
505	вследствие того	1	1
506	одно из	2	1
507	героев и	2	1
508	слова с	1	1
509	с именем	2	1
510	и отдельные	1	1
511	все они	1	1
512	на этой	1	1
513	представляют собой	1	1
514	был сделан	1	1
515	собой совершенно	1	1
516	отличаются от	2	1
517	же в	1	1
518	обращаются с	1	1
519	с их	1	1
520	смотреть на	2	1
521	не следует	1	1
522	и до	1	1
523	которое в	1	1
524	в какой-то	1	1
525	целый ряд	4	1
526	что дало	1	1
527	что она	1	1
528	в связь	1	1
529	котором он	1	1
530	в ту	1	1
531	некоторое представление	1	1
532	что самый	1	1
533	которых он	1	1
534	так или	3	1
535	а после	3	1
536	именно потому	1	1
537	со времени	2	1
538	одного из	1	1
539	известно что	1	1
540	что все	4	1
541	с жаром	1	1
542	неоднократно но	1	1
543	что оно	4	1
544	точно так	3	1
545	язык в	1	1
546	конечно не	2	1
547	с тех	2	1
548	у другого	1	1
549	отношению к	3	1
550	не совпадает	1	1
551	когда он	3	1
552	или иначе	3	1
553	языке так	1	1
554	таких условиях	1	1
555	но именно	1	1
556	от характера	1	1
557	ни на	1	1
558	мысль о	2	1
559	ни к	1	1
560	но совершенно	1	1
561	тем фактом	1	1
562	образом в	5	1
563	стихии в	1	1
564	тех пор	2	1
565	к одному	1	1
566	так называемую	2	1
567	она была	1	1
568	связь между	1	1
569	все что	2	1
570	именно то	1	1
571	в запасе	1	1
572	каком он	1	1
573	надо иметь	1	1
574	к своей	1	1
575	в свою	2	1
576	во втором	1	1
