N	2gram	Bakhtin_fo_2	Mirosoze
168	от этого	2	2
169	нового человека	1	2
170	костры инквизиции	1	2
171	и у	5	2
172	все эти	5	2
173	бы не	1	2
174	только один	2	2
175	вообще не	1	2
176	как он	2	2
177	если бы	1	2
178	он ни	1	2
179	было с	1	2
180	не значит	1	2
181	людей и	2	2
182	прежде чем	3	2
183	него и	2	2
184	на протяжении	3	2
185	с самим	1	2
186	чем в	1	2
187	место в	4	2
188	от его	1	2
189	сих пор	2	2
190	и жизнь	1	2
191	этот мир	2	2
192	с которой	1	2
193	на земле	2	2
194	в то	5	2
195	в основе	6	2
196	того чтобы	8	2
197	от плоти	1	2
198	плоть от	1	2
199	по своей	1	2
200	и сама	1	2
201	когда мы	1	2
202	могут быть	2	2
203	всего в	3	2
204	его с	1	2
205	как для	1	2
206	должен быть	1	2
207	на помощь	1	2
208	и от	2	2
209	то время	1	2
210	и что	1	2
211	и своеобразный	2	2
212	еще в	1	2
213	по сравнению	1	2
214	с ним	4	2
215	о том	4	2
216	может не	1	2
217	и во	6	2
218	и те	1	2
219	человека из	1	2
220	которой все	1	2
221	у всех	2	2
222	вовлечены в	1	2
223	и бога	1	2
224	мы видим	2	2
225	свет и	2	2
226	мир этот	1	2
227	жизни и	8	2
228	ведь это	1	2
229	для того	8	2
230	момент в	1	2
231	до сих	2	2
232	мы еще	3	2
233	и самый	2	2
234	на этот	1	2
235	много в	2	2
236	человеческой жизни	4	2
237	его как	1	2
238	о чем	3	2
239	он и	1	2
240	мир но	1	2
241	по своему	2	2
242	в той	2	2
243	как бы	10	2
244	него не	1	2
245	и для	9	2
246	бы в	1	2
247	своих героев	1	2
248	конце концов	1	2
249	свобода человека	1	2
250	жизни в	4	2
251	в свою	1	2
252	сказать что	1	2
253	к этому	3	2
254	все что	2	2
255	эта новая	1	1
256	себя как	1	1
257	ту же	2	1
258	и т	14	1
259	и то	1	1
260	жизни поэтому	1	1
261	на самом	1	1
262	сил и	1	1
263	и до	2	1
264	был и	1	1
265	и людей	2	1
266	бы уже	1	1
267	мы имеем	2	1
268	мы не	1	1
269	во внутреннем	1	1
270	начинается с	1	1
271	и новых	1	1
272	принадлежит к	2	1
273	жизни как	2	1
274	бы ни	1	1
275	ему в	3	1
276	от веры	1	1
277	и самой	1	1
278	этой исторической	1	1
279	те не	1	1
280	меньше чем	1	1
281	еще не	6	1
282	что люди	1	1
283	во всех	11	1
284	тем как	1	1
285	мне все	1	1
286	самом деле	1	1
287	смысл же	1	1
288	тех же	1	1
289	для других	3	1
290	если в	2	1
291	и действительно	1	1
292	отличие от	1	1
293	и речи	1	1
294	что они	4	1
295	природа в	1	1
296	мира в	3	1
297	как говорит	1	1
298	стало быть	1	1
299	что во	1	1
300	в одной	2	1
301	его на	1	1
302	средневекового человека	1	1
303	человека вообще	1	1
304	его к	1	1
305	к культуре	1	1
306	она замутняет	1	1
307	силе и	1	1
308	человеком в	1	1
309	он дал	1	1
310	от бога	1	1
311	жизни так	1	1
312	из души	1	1
313	роль в	3	1
314	имеем в	3	1
315	ее как	1	1
316	и вечной	1	1
317	все человеческие	2	1
318	высокое и	1	1
319	а вовсе	1	1
320	с чем	1	1
321	сомнений и	1	1
322	эпохи возрождения	3	1
323	и трагедии	1	1
324	кто бы	1	1
325	ключ к	1	1
326	всех этих	7	1
327	него есть	2	1
328	этой темы	1	1
329	из него	1	1
330	его от	1	1
331	ни был	1	1
332	в каждом	1	1
333	в вечности	2	1
334	в состоянии	1	1
335	от греческого	1	1
336	и характер	1	1
337	они должны	1	1
338	них не	1	1
339	это было	1	1
340	дома и	1	1
341	весь мир	3	1
342	после этого	2	1
343	и рядом	2	1
344	народом он	1	1
345	новый мир	1	1
346	мировой литературы	1	1
347	которой он	2	1
348	одна и	2	1
349	когда я	1	1
350	хотя в	1	1
351	нисколько не	1	1
352	смысл и	1	1
353	в царстве	2	1
354	лучше всего	1	1
355	сказать в	1	1
356	во время	10	1
357	иначе он	1	1
358	в преисподнюю	1	1
359	конечно что	1	1
360	что до	1	1
361	в отличие	1	1
362	материального мира	1	1
363	реализма все	1	1
364	точку зрения	1	1
365	в философии	1	1
366	обращение к	1	1
367	и эти	1	1
368	и более	2	1
369	войти в	1	1
370	жизни конечно	3	1
371	и мрак	1	1
372	и почти	2	1
373	вовсе не	13	1
374	в землю	1	1
375	сам он	1	1
376	почти все	3	1
377	ему как	1	1
378	в отношении	2	1
379	вплоть до	2	1
380	есть прежде	1	1
381	что ему	1	1
382	на два	1	1
383	миру но	1	1
384	когда они	1	1
385	для кого	1	1
386	чем не	2	1
387	себе самом	1	1
388	так много	1	1
389	самой жизни	3	1
390	человека за	1	1
391	такова что	1	1
392	должен ли	1	1
393	такая же	1	1
394	у шекспира	1	1
395	во всем	1	1
396	мире и	2	1
397	человека так	1	1
398	и исторического	1	1
399	только с	1	1
400	не до	1	1
401	может показаться	1	1
402	одна тема	1	1
403	всему этому	1	1
404	событие в	1	1
405	к себе	4	1
406	в духе	2	1
407	и всех	2	1
408	вокруг него	1	1
409	протяжении всего	2	1
410	оно не	1	1
411	всегда в	1	1
412	и самое	4	1
413	такова логика	1	1
414	приходит к	1	1
415	и о	2	1
416	связи со	1	1
417	основной мотив	1	1
418	его художественного	1	1
419	средневековья и	1	1
420	существует только	1	1
421	переходит из	1	1
422	и этим	1	1
423	культуры и	1	1
424	в пределах	5	1
425	так в	1	1
426	свои силы	1	1
427	не столько	1	1
428	для нового	2	1
429	и необходимости	1	1
430	и сам	1	1
431	в образе	4	1
432	так и	7	1
433	в нескольких	1	1
434	было в	1	1
435	и каждый	1	1
436	она была	1	1
437	жизнь и	3	1
438	образов у	1	1
439	в эпоху	4	1
440	свободной и	1	1
441	из одного	1	1
442	он за	1	1
443	и даже	3	1
444	к прошлому	1	1
445	мире в	1	1
446	не меньше	1	1
447	об этом	1	1
448	с человеком	1	1
449	в разных	1	1
450	по силе	1	1
451	находится в	2	1
452	и гармонии	1	1
453	но к	1	1
454	и поэтому	1	1
455	и та	2	1
456	в символическом	1	1
457	в глаза	1	1
458	человеческие отношения	2	1
459	в значительной	1	1
460	и своей	1	1
461	доходит до	1	1
462	по типу	1	1
463	глубину человеческого	1	1
464	в национальном	1	1
465	и положительное	1	1
466	этот момент	1	1
467	по прямой	1	1
468	когда дело	1	1
469	борьбе с	2	1
470	и только	2	1
471	в бытовой	1	1
472	быть что	1	1
473	даже для	1	1
474	и наконец	6	1
475	все формы	1	1
476	мы уже	9	1
477	как явление	2	1
478	он хочет	1	1
479	быть и	2	1
480	моменты в	1	1
481	в новой	1	1
482	оказал влияние	1	1
483	характерно для	1	1
484	ли он	1	1
485	идеи совершенно	1	1
486	что как	1	1
487	между тем	1	1
488	и ее	1	1
489	конец и	1	1
490	из человеческого	1	1
491	был также	1	1
492	лишь бы	1	1
493	так что	4	1
494	с нею	1	1
495	литературы в	2	1
496	то и	1	1
497	рассказывает о	1	1
498	участие в	1	1
499	природа человека	1	1
500	свой собственный	1	1
501	себе в	1	1
502	на одном	1	1
503	в одном	7	1
504	т п	11	1
505	к ним	2	1
506	как его	2	1
507	человеческих душ	1	1
508	мир на	1	1
509	и всему	1	1
510	рядом с	2	1
511	их нужно	2	1
512	от ее	1	1
513	связан с	1	1
514	не были	2	1
515	выходит за	1	1
516	влияние на	2	1
517	как у	3	1
518	души и	1	1
519	и др	5	1
520	что не	1	1
521	которой нет	1	1
522	а на	2	1
523	попал в	1	1
524	у других	1	1
525	не на	3	1
526	точек зрения	1	1
527	было для	1	1
528	огонь а	1	1
529	для их	1	1
530	в ряду	4	1
531	если не	2	1
532	мир для	1	1
533	мог быть	1	1
534	все более	1	1
535	в частности	5	1
536	все основные	2	1
537	сравнению с	1	1
538	наряду с	2	1
539	не боится	2	1
540	есть на	1	1
541	и смысла	1	1
542	как конец	2	1
543	да и	1	1
544	в содержание	1	1
545	человек с	1	1
546	в телесном	2	1
547	мира с	1	1
548	сфере в	1	1
549	в это	3	1
550	о жизни	1	1
551	стремятся к	1	1
552	более и	1	1
553	своей жизни	2	1
554	только для	2	1
555	но это	2	1
556	о его	2	1
557	имел в	1	1
558	все темы	2	1
559	в смысле	5	1
560	под знаком	3	1
561	под влиянием	1	1
562	на одной	1	1
563	время для	1	1
564	он видел	1	1
565	уже на	1	1
566	отношений и	1	1
567	но когда	1	1
568	особого рода	1	1
569	целый ряд	3	1
570	из себя	1	1
571	бы он	1	1
572	еще более	4	1
573	тем более	3	1
574	действительной жизни	1	1
575	лежит в	2	1
576	потребность в	1	1
577	человеческого общества	1	1
578	значит конечно	1	1
579	он же	1	1
580	мира он	1	1
581	не быть	2	1
582	от всех	1	1
583	вперед по	1	1
584	но этот	1	1
585	жизни а	2	1
586	ко всему	1	1
587	та же	3	1
588	частично в	1	1
589	так же	2	1
590	во всяком	2	1
591	он часто	1	1
592	они не	1	1
