N	2gram	Propp_Isto_3	slovoVRo
209	здесь не	3	2
210	мы видим	8	2
211	между тем	2	2
212	и тем	1	2
213	где они	2	2
214	так что	5	2
215	связи с	6	2
216	он их	1	2
217	уже не	7	2
218	и у	3	2
219	только на	2	2
220	в виде	2	2
221	или даже	1	2
222	характерно что	1	2
223	он весь	1	2
224	в одном	2	2
225	себя от	1	2
226	в другой	4	2
227	до сих	5	2
228	не есть	1	2
229	с другом	1	2
230	а на	1	2
231	жизнь в	1	2
232	совершенно не	2	2
233	связь с	6	2
234	в частности	5	2
235	так же	3	2
236	других случаях	1	2
237	в особый	1	2
238	не видят	1	2
239	друг с	1	2
240	этом случае	5	2
241	характерные для	1	2
242	одна из	2	2
243	тем и	1	2
244	и другим	1	2
245	потому что	3	2
246	обстоит дело	1	2
247	с ней	6	2
248	сказать что	3	2
249	бы его	1	2
250	и эта	1	2
251	к этому	7	2
252	к людям	1	1
253	рассматривается как	1	1
254	и через	1	1
255	сын и	1	1
256	но этим	1	1
257	бы для	1	1
258	и есть	2	1
259	и до	1	1
260	не имеют	2	1
261	действительности и	1	1
262	его не	3	1
263	из всех	1	1
264	в несколько	1	1
265	со всех	1	1
266	мы имеем	19	1
267	или наоборот	2	1
268	как из	1	1
269	приводят к	1	1
270	но она	2	1
271	в некотором	1	1
272	случае в	2	1
273	и он	2	1
274	мы читаем	1	1
275	могло быть	3	1
276	но как	1	1
277	в сторону	2	1
278	не входит	1	1
279	со всеми	1	1
280	не все	6	1
281	в новом	1	1
282	иногда и	1	1
283	а через	3	1
284	друга и	1	1
285	можно дать	1	1
286	которые не	1	1
287	в одной	3	1
288	его на	2	1
289	в течение	6	1
290	по которому	1	1
291	стороны и	3	1
292	что как	1	1
293	в теснейшем	1	1
294	целый ряд	3	1
295	что по	2	1
296	его к	1	1
297	в этот	2	1
298	в себя	1	1
299	еще на	1	1
300	так или	1	1
301	имеем в	4	1
302	бы не	1	1
303	или чаще	1	1
304	в этой	5	1
305	свет на	1	1
306	и тот	1	1
307	как основной	1	1
308	говорит не	1	1
309	на то	1	1
310	меняются и	1	1
311	пределами своего	1	1
312	что она	5	1
313	в определенном	1	1
314	по всем	1	1
315	и было	2	1
316	одной и	1	1
317	в нее	2	1
318	человека в	1	1
319	а затем	3	1
320	в состоянии	1	1
321	ним в	1	1
322	не дает	2	1
323	бы быть	1	1
324	перехода из	1	1
325	заключается в	1	1
326	есть не	1	1
327	подходит к	1	1
328	но их	1	1
329	и дает	1	1
330	которая в	1	1
331	здесь у	1	1
332	этой работы	1	1
333	в жизни	2	1
334	смерть и	2	1
335	в ином	6	1
336	только одно	1	1
337	ни в	2	1
338	но уже	1	1
339	ни одной	1	1
340	и уже	2	1
341	и вне	1	1
342	мы видели	13	1
343	чем в	1	1
344	на этот	1	1
345	слово со	1	1
346	и некоторые	2	1
347	как таковой	2	1
348	в один	1	1
349	и становится	1	1
350	но если	1	1
351	целого но	1	1
352	в которых	2	1
353	могла бы	1	1
354	быта и	1	1
355	одном из	3	1
356	для данного	1	1
357	тем не	5	1
358	и более	2	1
359	только те	1	1
360	однако в	1	1
361	же мы	1	1
362	полное описание	1	1
363	не менее	5	1
364	самого начала	1	1
365	правда в	1	1
366	здесь на	2	1
367	ее с	1	1
368	были формы	1	1
369	героев и	1	1
370	только не	2	1
371	людям и	1	1
372	связанное с	2	1
373	с одним	2	1
374	те моменты	1	1
375	видим что	4	1
376	на себе	1	1
377	во всем	1	1
378	его он	2	1
379	в каком	1	1
380	очень часто	3	1
381	живущего в	1	1
382	и вступает	1	1
383	свою связь	1	1
384	есть только	2	1
385	во все	2	1
386	иногда даже	1	1
387	его за	1	1
388	отличается от	1	1
389	здесь они	2	1
390	диалог между	1	1
391	он видит	3	1
392	встречаются и	1	1
393	на это	2	1
394	и это	2	1
395	живет на	1	1
396	же не	2	1
397	для всего	1	1
398	смерти в	3	1
399	с самого	1	1
400	связанную с	2	1
401	и другими	1	1
402	каждого из	1	1
403	этим в	1	1
404	часто в	1	1
405	является в	1	1
406	он к	3	1
407	если бы	6	1
408	и делают	1	1
409	для этого	1	1
410	со стороны	3	1
411	смысле и	1	1
412	находится в	4	1
413	каждое из	1	1
414	в индивидуальный	1	1
415	и что	2	1
416	находятся в	1	1
417	она всегда	1	1
418	там в	1	1
419	в различных	1	1
420	можно встретить	1	1
421	по их	1	1
422	как у	1	1
423	это может	1	1
424	два типа	2	1
425	что и	9	1
426	именно такое	1	1
427	и только	1	1
428	которые он	1	1
429	и она	3	1
430	за этой	1	1
431	где не	1	1
432	дней и	2	1
433	тот же	1	1
434	возможно однако	1	1
435	дело с	2	1
436	вступить в	3	1
437	которых они	1	1
438	и так	2	1
439	исключают друг	1	1
440	мы ничего	1	1
441	именно на	1	1
442	из которого	2	1
443	с живыми	1	1
444	в указанном	1	1
445	и они	4	1
446	вернуться к	1	1
447	в начале	1	1
448	к своим	1	1
449	сам он	1	1
450	и их	1	1
451	встречается на	1	1
452	с девушкой	2	1
453	у нее	2	1
454	к ним	1	1
455	только с	1	1
456	случае не	1	1
457	не просто	1	1
458	от того	1	1
459	самом же	1	1
460	эти явления	1	1
461	эти формы	1	1
462	нет и	1	1
463	же деле	1	1
464	или иначе	1	1
465	уходит в	3	1
466	и прежде	1	1
467	себя и	1	1
468	что не	2	1
469	в англии	1	1
470	предмет и	1	1
471	на смену	4	1
472	них и	1	1
473	то и	6	1
474	поставить в	1	1
475	которых мы	1	1
476	ничем не	1	1
477	языка не	1	1
478	у героя	1	1
479	долгое время	1	1
480	о чем	1	1
481	мы остановимся	1	1
482	на эту	1	1
483	что мы	1	1
484	он и	3	1
485	случаев не	1	1
486	в руках	1	1
487	вступает в	3	1
488	нет ничего	2	1
489	о себе	3	1
490	принадлежит одному	1	1
491	на смерть	3	1
492	вместе с	9	1
493	и иной	1	1
494	и столь	1	1
495	не существенно	1	1
496	границ между	1	1
497	мужа и	1	1
498	можно обнаружить	1	1
499	да и	2	1
500	образом на	1	1
501	хотя он	1	1
502	по выбору	1	1
503	возможность такого	1	1
504	мы до	1	1
505	этого слова	1	1
506	сколько бы	1	1
507	характерных и	1	1
508	эти два	3	1
509	но это	3	1
510	между прочим	3	1
511	быту в	1	1
512	на одной	2	1
513	с полной	1	1
514	жизнью в	1	1
515	лицо и	2	1
516	не исключают	2	1
517	он по	2	1
518	своем пути	1	1
519	от них	3	1
520	от него	2	1
521	разве только	1	1
522	дана в	1	1
523	же в	2	1
524	героя и	1	1
525	не знает	1	1
526	состоит из	1	1
527	от всех	1	1
528	речи и	1	1
529	равно как	3	1
530	есть и	5	1
531	жизни и	2	1
532	играют в	1	1
533	и другие	4	1
534	им и	1	1
535	как на	1	1
536	в таком	1	1
537	все что	3	1
538	этой точки	1	1
539	они не	4	1
