N	2gram	Tiupa_Vved_1	Komedia
111	тот же	1	3
112	только в	6	3
113	и у	1	3
114	в виде	1	3
115	в начале	3	3
116	отношение к	2	3
117	у него	1	3
118	каждый из	1	3
119	как раз	2	3
120	к которому	2	3
121	так же	1	3
122	как это	1	3
123	по своему	2	3
124	одной стороны	5	3
125	в течение	1	3
126	не мог	1	3
127	и все	4	3
128	отношению к	7	3
129	как известно	1	2
130	того же	1	2
131	место среди	1	2
132	тех же	1	2
133	в доме	1	2
134	из всех	1	2
135	иначе в	1	2
136	в сущности	1	2
137	принадлежит к	3	2
138	на себя	1	2
139	в древности	1	2
140	это время	2	2
141	столь же	1	2
142	отличие от	2	2
143	в настоящем	2	2
144	к сожалению	1	2
145	относится к	1	2
146	наряду с	2	2
147	в рамках	4	2
148	что к	1	2
149	что касается	5	2
150	в противоположность	1	2
151	со своей	1	2
152	в самом	2	2
153	в себе	5	2
154	не следует	3	2
155	в первой	1	2
156	в принципе	1	2
157	не к	4	2
158	в силу	2	2
159	на этом	1	2
160	из персонажей	1	2
161	было бы	4	2
162	и тем	2	2
163	для них	3	2
164	мы видели	2	2
165	или менее	2	2
166	в следующем	1	2
167	всяком случае	1	2
168	и самого	1	2
169	но он	1	2
170	тем не	3	2
171	одна из	4	2
172	судя по	2	2
173	при всем	1	2
174	по своей	3	2
175	и теперь	1	2
176	как будто	4	2
177	в области	3	2
178	а мы	1	2
179	ли это	2	2
180	же самое	1	2
181	указывает на	1	2
182	для себя	1	2
183	с ее	1	2
184	как по	2	2
185	до самого	1	2
186	что у	1	2
187	времени и	7	2
188	мог бы	1	2
189	до начала	1	2
190	аналогии с	1	2
191	путь к	1	2
192	от них	1	2
193	в форме	1	2
194	также в	1	2
195	еще не	7	2
196	на сцену	1	2
197	который в	2	2
198	из которых	1	2
199	вернуться к	1	2
200	а то	2	2
201	вовсе не	1	2
202	в финале	2	2
203	со стороны	5	2
204	точек зрения	2	2
205	в период	1	2
206	вслед за	2	2
207	еще и	1	2
208	и притом	1	2
209	то и	2	2
210	которых мы	1	2
211	до конца	3	2
212	не может	7	2
213	вместе с	1	2
214	или по	1	2
215	но не	5	2
216	к нему	1	2
217	но это	3	2
218	между прочим	1	2
219	или в	1	2
220	а к	3	2
221	указания на	1	2
222	будто бы	3	2
223	только что	1	2
224	то что	6	2
225	в свою	4	2
226	в своих	2	2
227	во всяком	1	2
228	все что	3	2
229	самых общих	1	1
230	также и	4	1
231	в этот	2	1
232	на самом	4	1
233	не что	1	1
234	тем же	1	1
235	между двумя	3	1
236	высшей степени	2	1
237	в зависимости	1	1
238	одним из	5	1
239	той же	1	1
240	повседневной жизни	1	1
241	в сюжетную	1	1
242	что иное	1	1
243	это отношение	1	1
244	после первого	1	1
245	к началу	1	1
246	из того	1	1
247	похожи на	1	1
248	зависимости от	1	1
249	первого и	2	1
250	в мире	8	1
251	и он	1	1
252	вопросы о	1	1
253	в ней	4	1
254	этом некоторые	1	1
255	иное как	1	1
256	с тяжелым	1	1
257	а только	1	1
258	во всех	2	1
259	сказать и	1	1
260	как у	1	1
261	он может	1	1
262	при жизни	1	1
263	к которой	1	1
264	друг на	1	1
265	же она	1	1
266	не входит	1	1
267	не все	2	1
268	ответ на	1	1
269	поскольку в	1	1
270	в наиболее	2	1
271	похожий на	1	1
272	отнюдь не	7	1
273	так называемая	1	1
274	мира в	8	1
275	с собой	1	1
276	в своем	5	1
277	целый ряд	2	1
278	попытка такого	1	1
279	и к	2	1
280	более или	2	1
281	то в	1	1
282	за собой	1	1
283	всего лишь	5	1
284	из жизни	2	1
285	с сюжетом	1	1
286	отношения с	1	1
287	что это	1	1
288	героя однако	1	1
289	гг в	2	1
290	представляет собой	15	1
291	он в	1	1
292	что же	3	1
293	свидетельствует об	1	1
294	тут и	1	1
295	бы не	2	1
296	из этих	3	1
297	приводит к	2	1
298	только на	1	1
299	и тот	1	1
300	роль в	1	1
301	как он	2	1
302	не обходится	1	1
303	оно в	1	1
304	же году	1	1
305	состоит в	10	1
306	к одному	1	1
307	близким к	1	1
308	у современного	1	1
309	нашего времени	2	1
310	чтобы в	1	1
311	из него	1	1
312	подобно тому	2	1
313	людей и	1	1
314	что она	1	1
315	человека в	1	1
316	значительной степени	1	1
317	что все	1	1
318	же не	1	1
319	в совершенно	1	1
320	об этом	4	1
321	состояния и	2	1
322	а его	2	1
323	то есть	8	1
324	сфере художественного	1	1
325	и отдельные	1	1
326	следует рассматривать	1	1
327	перед нами	6	1
328	должен был	1	1
329	начала и	2	1
330	и служат	1	1
331	в жизни	4	1
332	иной это	1	1
333	становится свидетелем	1	1
334	а с	2	1
335	все равно	2	1
336	соответствии с	6	1
337	к которым	1	1
338	как об	1	1
339	с тем	1	1
340	которой он	1	1
341	жизни но	1	1
342	сложившихся в	1	1
343	слова и	1	1
344	умещается в	1	1
345	в этих	3	1
346	не так	1	1
347	но если	1	1
348	в ходе	2	1
349	а как	1	1
350	от времени	1	1
351	в отличие	2	1
352	в которых	1	1
353	читателю то	1	1
354	стало быть	7	1
355	особое место	1	1
356	мнения и	2	1
357	войне и	2	1
358	однако не	1	1
359	видно что	1	1
360	и более	3	1
361	том же	1	1
362	по себе	2	1
363	тому что	1	1
364	высказывания в	1	1
365	вплоть до	1	1
366	человеческого мышления	1	1
367	но они	2	1
368	если в	2	1
369	на себе	1	1
370	и сама	1	1
371	не по	1	1
372	принимает участие	1	1
373	того чтобы	1	1
374	жизни наиболее	1	1
375	в науке	1	1
376	в тексте	10	1
377	во всем	1	1
378	персонажа в	2	1
379	и после	1	1
380	так например	1	1
381	мы бы	1	1
382	средствами но	1	1
383	не столь	1	1
384	мы и	2	1
385	что на	2	1
386	может показаться	1	1
387	от их	1	1
388	и для	3	1
389	по своим	3	1
390	к себе	1	1
391	далеко за	1	1
392	и другим	1	1
393	его с	2	1
394	в поле	1	1
395	в безопасности	1	1
396	следует отнести	1	1
397	от друга	1	1
398	но при	5	1
399	однако ни	1	1
400	это только	2	1
401	данном случае	6	1
402	особенно в	1	1
403	действия и	1	1
404	говорить о	2	1
405	что могло	1	1
406	по аналогии	1	1
407	можно было	2	1
408	далеком прошлом	1	1
409	те же	2	1
410	это вовсе	1	1
411	участия в	2	1
412	когда в	2	1
413	своему происхождению	1	1
414	к первому	1	1
415	мира и	2	1
416	мира а	2	1
417	предположить что	1	1
418	с ним	3	1
419	в каждой	1	1
420	с человеком	2	1
421	них не	1	1
422	о ней	4	1
423	следующем году	1	1
424	и что	1	1
425	или их	1	1
426	в значительной	1	1
427	которые могут	1	1
428	в греческой	1	1
429	выразить свою	1	1
430	может и	1	1
431	и только	1	1
432	наконец в	1	1
433	своему усмотрению	1	1
434	в литературе	2	1
435	того что	6	1
436	большей или	1	1
437	в двух	1	1
438	для современного	1	1
439	действие в	1	1
440	дело с	2	1
441	природой и	1	1
442	всю ее	1	1
443	хотя бы	1	1
444	к их	1	1
445	которое мы	1	1
446	близок в	1	1
447	поэтому и	1	1
448	во времени	2	1
449	об их	1	1
450	себя в	1	1
451	так что	1	1
452	оказывается в	1	1
453	персонажей которые	1	1
454	ни одного	1	1
455	действующего лица	1	1
456	в данной	2	1
457	на эту	1	1
458	этот раз	2	1
459	мир в	1	1
460	себе в	1	1
461	представить себе	2	1
462	о которой	2	1
463	ее не	2	1
464	может служить	4	1
465	заметить что	1	1
466	на том	1	1
467	друг от	1	1
468	в особенности	1	1
469	на уровне	1	1
470	нам не	1	1
471	является их	1	1
472	границу между	1	1
473	в высшей	2	1
474	или иначе	2	1
475	не один	2	1
476	на этот	1	1
477	далеко не	4	1
478	и прежде	1	1
479	было и	1	1
480	и др	1	1
481	этому времени	1	1
482	к человеку	1	1
483	в соответствии	6	1
484	превращается в	1	1
485	автором в	1	1
486	о чем	2	1
487	ближе к	1	1
488	материалом для	1	1
489	стороны в	1	1
490	связь с	1	1
491	и она	1	1
492	в далеком	1	1
493	и потому	1	1
494	перекликается с	1	1
495	только часть	1	1
496	к своему	1	1
497	в данном	13	1
498	самому богу	1	1
499	же времени	1	1
500	мы узнаем	1	1
501	в той	4	1
502	времени с	1	1
503	тому как	2	1
504	в ответ	1	1
505	как бы	4	1
506	образ жизни	1	1
507	по условиям	1	1
508	кто такой	3	1
509	материал для	1	1
510	его отца	1	1
511	в теорию	1	1
512	замены или	1	1
513	мирной жизни	1	1
514	не получает	1	1
515	только одна	1	1
516	льва толстого	1	1
517	этого рода	1	1
518	которой можно	1	1
519	это уже	1	1
520	к одной	1	1
521	у них	1	1
522	в духе	1	1
523	в третьем	1	1
524	бы в	3	1
525	еще более	1	1
526	но зато	1	1
527	зрения в	1	1
528	каких-то людей	1	1
529	именно поэтому	1	1
530	или меньшей	1	1
531	обстоит дело	1	1
532	хотя в	1	1
533	бы на	1	1
534	отношении к	1	1
535	к ее	3	1
536	и представляет	2	1
537	не знает	1	1
538	сказать что	1	1
539	к его	3	1
540	автора в	5	1
541	не замечать	1	1
542	именно к	1	1
543	культуры в	1	1
544	время не	1	1
545	жизни и	7	1
546	человека к	1	1
547	к этой	1	1
548	гораздо более	1	1
549	в таком	1	1
550	том числе	1	1
551	они не	1	1
552	событий в	1	1
