N	2gram	Bakhtin_KF_1	Dialekti
641	точнее говоря	1	1
642	которые могут	1	1
643	содержанием в	1	1
644	себе свою	1	1
645	и всякий	1	1
646	жизни я	1	1
647	создать и	1	1
648	такие которые	1	1
649	это будет	1	1
650	жизнь как	6	1
651	или иной	2	1
652	меня действительно	1	1
653	говорим о	1	1
654	с другим	1	1
655	отличаются от	1	1
656	этого человека	1	1
657	здесь в	1	1
658	на то	1	1
659	а эти	1	1
660	мы никогда	1	1
661	или просто	1	1
662	только путем	1	1
663	было и	2	1
664	чтобы я	1	1
665	и др	1	1
666	себя и	2	1
667	в живом	1	1
668	и нераздельно	1	1
669	месте и	1	1
670	только по	2	1
671	превращается в	1	1
672	по направлению	1	1
673	же будет	1	1
674	моментов и	1	1
675	ничем не	1	1
676	только момент	4	1
677	принципиально не	2	1
678	своем месте	2	1
679	действительности и	1	1
680	с которым	1	1
681	его как	5	1
682	суждение было	1	1
683	по-видимому противоречит	1	1
684	не он	1	1
685	там где	5	1
686	самом своем	1	1
687	бы оно	2	1
688	вступает в	3	1
689	и бесконечного	2	1
690	нет ничего	1	1
691	как жизнь	1	1
692	дано только	1	1
693	его содержание	1	1
694	себе самому	1	1
695	разве не	2	1
696	над ним	1	1
697	что первая	1	1
698	скорее наоборот	1	1
699	и объект	1	1
700	что за	2	1
701	нельзя быть	1	1
702	и такие	1	1
703	пр и	1	1
704	и всех	1	1
705	религии в	1	1
706	слова и	1	1
707	терминах и	1	1
708	только для	1	1
709	остается и	1	1
710	но для	2	1
711	не чистое	1	1
712	месте в	1	1
713	вне его	1	1
714	фактичность и	1	1
715	отсюда следует	2	1
716	на задний	1	1
717	где и	1	1
718	и смерти	1	1
719	в его	40	1
720	это можно	2	1
721	я всегда	1	1
722	что кто-то	1	1
723	мира и	4	1
724	а все	3	1
725	человек и	1	1
726	из нее	1	1
727	а к	1	1
728	здесь я	1	1
729	совершенно иной	1	1
730	ее и	6	1
731	лишь как	2	1
732	и оба	1	1
733	из себя	8	1
734	пустого и	1	1
735	где ее	1	1
736	не должен	3	1
737	мы не	3	1
738	все они	1	1
739	все остальные	1	1
740	уже давно	1	1
741	я в	1	1
742	есть следовательно	1	1
743	бытие но	2	1
744	не знает	5	1
745	равно как	1	1
746	он вступает	1	1
747	и живет	1	1
748	но этот	1	1
749	бытия а	3	1
750	или иного	3	1
751	религии и	1	1
752	ко всему	5	1
753	который не	1	1
754	на своем	3	1
755	но эти	1	1
756	и эта	2	1
757	это в	1	1
758	небо и	1	1
759	им и	1	1
760	все что	1	1
761	гораздо более	1	1
762	становления не	1	1
