N	2gram	Bakhtin_Pr_3	KFilosof
111	что это	2	3
112	в ней	7	3
113	еще не	5	3
114	и на	18	3
115	не могу	3	3
116	но конечно	1	3
117	себе и	1	3
118	нет и	1	3
119	в акте	1	3
120	независимо от	1	3
121	и этим	1	3
122	ее целом	1	3
123	всех этих	1	3
124	для того	1	3
125	из него	1	3
126	людей и	1	3
127	в каждом	4	3
128	этом смысле	1	3
129	рядом с	1	3
130	не менее	3	3
131	меня не	1	3
132	в единство	1	3
133	где он	1	3
134	на язык	4	3
135	ничего не	6	3
136	ибо все	1	3
137	целом и	1	3
138	и делает	1	3
139	могут быть	4	3
140	здесь не	4	3
141	здесь нет	1	3
142	с человеком	1	3
143	но здесь	2	3
144	о том	2	3
145	других людей	1	3
146	моменты и	1	3
147	нем и	1	3
148	быть и	2	3
149	а лишь	1	3
150	и тем	2	3
151	не дает	1	3
152	тем что	2	3
153	что не	1	3
154	и жизни	2	3
155	в момент	1	3
156	вступает в	1	3
157	по своему	6	3
158	котором он	1	3
159	сознания и	1	3
160	от него	3	3
161	и ни	1	3
162	только с	1	3
163	в то	5	3
164	мы здесь	3	2
165	и то	1	2
166	я и	1	2
167	это и	1	2
168	есть на	1	2
169	если я	1	2
170	на первом	1	2
171	дан в	1	2
172	а для	2	2
173	ему в	1	2
174	и конечно	2	2
175	поступок на	1	2
176	с его	2	2
177	жить и	4	2
178	и постоянное	1	2
179	все ценности	1	2
180	один и	1	2
181	своему внутреннему	1	2
182	как в	7	2
183	в этой	1	2
184	и тот	3	2
185	того именно	1	2
186	человек не	1	2
187	даны и	1	2
188	этических норм	1	2
189	ни был	1	2
190	так и	6	2
191	неповторимым образом	1	2
192	и может	1	2
193	конечно в	2	2
194	он ни	1	2
195	в жизни	8	2
196	соответствии с	2	2
197	где она	1	2
198	есть его	1	2
199	тем не	2	2
200	и под	3	2
201	и время	1	2
202	в процессе	1	2
203	же время	5	2
204	в сознании	2	2
205	в области	3	2
206	к себе	6	2
207	пространство и	1	2
208	бы он	1	2
209	той или	1	2
210	всей своей	2	2
211	говорить о	2	2
212	жизнь и	1	2
213	и та	1	2
214	смертной жизни	1	2
215	его жизни	1	2
216	и она	1	2
217	познания в	1	2
218	тот же	2	2
219	дело с	1	2
220	что он	4	2
221	всех его	1	2
222	именно на	1	2
223	со всеми	8	2
224	в качестве	1	2
225	и других	9	2
226	содержания и	1	2
227	не о	2	2
228	или иной	1	2
229	ли это	1	2
230	для этого	1	2
231	себя и	2	2
232	прежде всего	15	2
233	в соответствии	2	2
234	его целостности	1	2
235	он и	1	2
236	для этой	2	2
237	и потому	5	2
238	его на	1	2
239	и смерти	2	2
240	этого слова	1	2
241	первом плане	1	2
242	оба этих	1	2
243	все остальные	1	2
244	это уже	1	2
245	человек и	2	2
246	или иным	1	2
247	еще более	5	2
248	потому что	5	2
249	к этому	4	2
250	бы там	1	1
251	ту же	1	1
252	также и	4	1
253	человека и	7	1
254	и через	3	1
255	в средние	10	1
256	всех норм	1	1
257	здесь и	4	1
258	в чисто	2	1
259	и до	5	1
260	можно в	1	1
261	видеть в	1	1
262	действительности и	2	1
263	в зависимости	2	1
264	мы уже	5	1
265	той же	5	1
266	сам начинает	1	1
267	и себя	1	1
268	конечно все	1	1
269	мире нет	1	1
270	смысле можно	1	1
271	другой нет	1	1
272	это что	1	1
273	бы что	1	1
274	что уже	2	1
275	единство и	1	1
276	не была	1	1
277	он как	1	1
278	и ее	6	1
279	конечно и	4	1
280	и он	1	1
281	теперь они	1	1
282	не найдем	1	1
283	мысли и	1	1
284	столь же	1	1
285	в различных	1	1
286	и мира	1	1
287	мы будем	1	1
288	нет не	1	1
289	а он	1	1
290	мистерии и	2	1
291	с собою	1	1
292	облекать в	1	1
293	а через	1	1
294	не просто	1	1
295	рождение и	1	1
296	я только	1	1
297	человека его	1	1
298	в истории	3	1
299	конечно менее	1	1
300	с этим	2	1
301	хотя и	4	1
302	бы я	1	1
303	и наконец	2	1
304	и к	5	1
305	видения мира	1	1
306	в самом	2	1
307	в которой	2	1
308	на некоторых	2	1
309	здесь есть	1	1
310	люди а	1	1
311	человека дает	1	1
312	их развития	1	1
313	на его	3	1
314	что она	1	1
315	главным образом	3	1
316	всех остальных	1	1
317	все другие	1	1
318	перестает быть	1	1
319	нее и	1	1
320	не к	1	1
321	образом и	1	1
322	отношений между	1	1
323	их в	2	1
324	и по	3	1
325	на этом	1	1
326	будем говорить	1	1
327	подход к	1	1
328	а затем	4	1
329	из предшествующего	1	1
330	имеют в	1	1
331	об этом	1	1
332	связанных с	1	1
333	что мне	2	1
334	и с	6	1
335	а их	1	1
336	то есть	48	1
337	это было	3	1
338	всеми своими	1	1
339	на почве	1	1
340	форму и	1	1
341	связанная с	2	1
342	должен был	1	1
343	ведь если	2	1
344	смерть и	1	1
345	который по	1	1
346	говорить в	1	1
347	это положение	1	1
348	смысле совокупности	2	1
349	все равно	4	1
350	освободиться от	1	1
351	всеми другими	2	1
352	осознает и	1	1
353	этого не	1	1
354	всю жизнь	1	1
355	и уже	2	1
356	несмотря на	2	1
357	все моменты	1	1
358	чем в	1	1
359	элемента в	1	1
360	в один	2	1
361	в этих	5	1
362	жизни мира	1	1
363	и тут	1	1
364	как все	1	1
365	не единственным	1	1
366	всяком случае	1	1
367	мы найдем	3	1
368	направлен на	2	1
369	значение для	2	1
370	чистота и	1	1
371	чем дальше	1	1
372	не будем	3	1
373	имеют общие	1	1
374	находится на	1	1
375	но он	2	1
376	но во	1	1
377	творчества и	1	1
378	человека но	1	1
379	на один	1	1
380	если и	1	1
381	при всех	2	1
382	тон его	1	1
383	одна из	7	1
384	здесь на	2	1
385	смысле и	2	1
386	значит ли	1	1
387	к другим	2	1
388	но только	1	1
389	через него	1	1
390	вся его	1	1
391	человека за	1	1
392	по своей	9	1
393	мире и	2	1
394	и мысли	2	1
395	и теперь	1	1
396	уже и	1	1
397	которых он	1	1
398	но там	1	1
399	во все	5	1
400	и другой	3	1
401	и такие	1	1
402	и всех	1	1
403	конца в	1	1
404	зависимости от	2	1
405	всего в	1	1
406	игра в	1	1
407	него как	1	1
408	всегда в	1	1
409	своего развития	1	1
410	с ее	1	1
411	что все	1	1
412	но при	1	1
413	всего этого	1	1
414	средних веков	1	1
415	и от	3	1
416	творчестве но	1	1
417	можно сделать	1	1
418	но мы	1	1
419	как с	1	1
420	с собой	1	1
421	здесь как	3	1
422	особенно в	4	1
423	живет в	2	1
424	мог бы	1	1
425	поэтому в	1	1
426	и всякого	1	1
427	и даже	2	1
428	остановимся на	1	1
429	но эту	1	1
430	образом в	2	1
431	и смерть	1	1
432	осмыслены и	1	1
433	задает себе	1	1
434	один миг	1	1
435	на все	2	1
436	но к	3	1
437	нашей работы	1	1
438	можно сказать	8	1
439	считаем нужным	1	1
440	ни на	1	1
441	и во	4	1
442	нет это	1	1
443	а во	1	1
444	все в	1	1
445	один момент	1	1
446	и большой	1	1
447	которой мы	2	1
448	тем или	1	1
449	от них	1	1
450	связь но	1	1
451	нуждается в	1	1
452	мы ни	1	1
453	подлежит сомнению	1	1
454	уходят в	1	1
455	такое противопоставление	1	1
456	к ней	1	1
457	содержание но	1	1
458	нет он	1	1
459	в жизнь	1	1
460	с нашей	1	1
461	в литературе	5	1
462	ровно ничего	1	1
463	жизнь на	2	1
464	один из	6	1
465	или нет	1	1
466	но с	1	1
467	мы видим	2	1
468	одной из	4	1
469	свое единство	1	1
470	и так	3	1
471	это очень	4	1
472	а только	1	1
473	и разнообразие	1	1
474	нем нет	3	1
475	же и	1	1
476	не можем	1	1
477	и современная	1	1
478	человека эта	1	1
479	в большинстве	4	1
480	только на	1	1
481	мог стать	1	1
482	большинстве случаев	4	1
483	в душе	1	1
484	ведь это	1	1
485	отличен от	2	1
486	положением как	1	1
487	не для	1	1
488	смысле этого	2	1
489	так как	7	1
490	может служить	1	1
491	друг друга	1	1
492	мы можем	5	1
493	к человеку	2	1
494	много и	3	1
495	она будет	1	1
496	но уже	1	1
497	и никогда	1	1
498	к той	1	1
499	жизни я	1	1
500	смерти и	4	1
501	нет этого	2	1
502	мире где	1	1
503	именно как	1	1
504	и т.п	31	1
505	и из	3	1
506	истина и	1	1
507	на ее	2	1
508	этого человека	1	1
509	здесь в	10	1
510	и самая	1	1
511	и эстетические	1	1
512	и др	14	1
513	нового времени	8	1
514	нет конечно	1	1
515	внеположного его	1	1
516	положений и	2	1
517	чтобы приобщиться	1	1
518	превращается в	1	1
519	они занимают	1	1
520	ничем не	1	1
521	человеческой жизни	3	1
522	нашей точки	1	1
523	и полнее	1	1
524	людьми и	1	1
525	становится рабом	1	1
526	связь с	2	1
527	нет ничего	2	1
528	я стал	1	1
529	вместе с	2	1
530	к его	1	1
531	мы говорим	1	1
532	себе самому	6	1
533	в духе	8	1
534	что именно	2	1
535	личная жизнь	1	1
536	из которых	1	1
537	над ним	1	1
538	он будет	1	1
539	в мистерии	1	1
540	и связанных	1	1
541	действие и	1	1
542	эта в	1	1
543	слова и	3	1
544	своей жизни	1	1
545	о его	1	1
546	же самое	1	1
547	должны быть	1	1
548	сознании и	1	1
549	миг не	1	1
550	и пространства	1	1
551	не существует	1	1
552	не подлежит	1	1
553	или в	1	1
554	и кроме	1	1
555	когда он	1	1
556	в эту	3	1
557	мы должны	4	1
558	сторона этой	1	1
559	замкнутость и	1	1
560	все они	1	1
561	пока я	1	1
562	человечества мы	1	1
563	и законов	1	1
564	могли быть	1	1
565	между ними	2	1
566	неотделим от	1	1
567	с ней	3	1
568	поэтому мы	1	1
569	ней все	1	1
570	средние века	11	1
571	равно как	1	1
572	того же	2	1
573	является и	1	1
574	в последнем	1	1
575	одновременно и	3	1
576	культуры в	1	1
577	включает в	1	1
578	а я	2	1
579	ее в	3	1
580	это в	1	1
581	как себя	1	1
582	им и	1	1
583	во всяком	1	1
584	они не	3	1
