N	2gram	Vygotskiy__2	Sovremen
211	утверждает что	5	1
212	аналогии с	1	1
213	он сам	1	1
214	все его	1	1
215	иное как	1	1
216	же время	2	1
217	бы то	2	1
218	что его	5	1
219	его в	1	1
220	с его	2	1
221	во всех	3	1
222	мы намерены	1	1
223	те или	1	1
224	должны искать	1	1
225	они опять	1	1
226	данном случае	4	1
227	но не	2	1
228	или иные	1	1
229	образом все	2	1
230	к этому	1	1
231	свести все	1	1
232	мы будем	2	1
233	но как	3	1
234	было совершенно	1	1
235	точка зрения	2	1
236	если в	2	1
237	в конечном	3	1
238	конечном счете	3	1
239	а потому	2	1
240	крайней мере	1	1
241	вообще и	1	1
242	один и	1	1
243	которая и	1	1
244	все время	6	1
245	чем же	1	1
246	идет о	1	1
247	независимо от	1	1
248	в самый	1	1
249	к которому	2	1
250	значит что	3	1
251	к нему	2	1
252	форму и	2	1
253	более и	2	1
254	один из	3	1
255	кроме того	1	1
256	вся остальная	1	1
257	с понятием	1	1
258	этого можно	1	1
259	природой и	1	1
260	мы допустить	2	1
261	ли он	2	1
262	в действительности	4	1
263	увидим что	2	1
264	только в	7	1
265	может оказаться	2	1
266	почти совершенно	1	1
267	правда и	1	1
268	не приходится	1	1
269	та же	3	1
270	к другому	1	1
271	одном случае	1	1
272	одни и	2	1
273	до наших	1	1
274	но ведь	1	1
275	остановиться на	1	1
276	нами в	1	1
277	явлений и	2	1
278	волевого акта	1	1
279	и тот	2	1
280	этот вопрос	3	1
281	конечно не	1	1
282	мы очень	1	1
283	и у	2	1
284	и те	4	1
285	в большинстве	1	1
286	только на	5	1
287	ни одного	1	1
288	вытекает ли	1	1
289	форму которая	1	1
290	вследствие этого	1	1
291	этот процесс	1	1
292	и если	1	1
293	по самому	3	1
294	что задача	1	1
295	он не	6	1
296	его и	1	1
297	законам как	1	1
298	искать в	1	1
299	и их	3	1
300	эти три	1	1
301	к одному	4	1
302	только такой	1	1
303	по существу	3	1
304	другую сторону	1	1
305	нам только	1	1
306	сами по	3	1
307	у читателя	1	1
308	вовсе не	2	1
309	красивое оперение	1	1
310	но что	2	1
311	случае не	1	1
312	одной и	4	1
313	одному и	1	1
314	заключает в	2	1
315	в основу	1	1
316	это конечно	1	1
317	в очень	2	1
318	это значит	3	1
319	и только	2	1
320	не будет	1	1
321	факт что	1	1
322	и может	1	1
323	в совершенно	1	1
324	в другом	1	1
325	том случае	4	1
326	одной стороны	1	1
327	чем в	1	1
328	до сих	5	1
329	с другой	3	1
330	как у	1	1
331	образом если	1	1
332	и эту	1	1
333	именно в	1	1
334	этом смысле	1	1
335	и прежде	1	1
336	один смысл	1	1
337	должен был	2	1
338	отличать от	1	1
339	такое же	2	1
340	цель и	1	1
341	его с	2	1
342	только к	1	1
343	только одно	1	1
344	отказавшись от	1	1
345	к области	3	1
346	ни в	2	1
347	роли и	1	1
348	он начал	1	1
349	нужно сказать	1	1
350	не было	2	1
351	имеет только	1	1
352	и составляет	1	1
353	на которых	2	1
354	одна и	1	1
355	всегда и	1	1
356	несмотря на	4	1
357	для чего	1	1
358	бы ее	1	1
359	жизни но	1	1
360	нам это	1	1
361	на эту	1	1
362	не важно	1	1
363	должно быть	1	1
364	и ничего	1	1
365	элемента в	1	1
366	мы разрушаем	1	1
367	и следовательно	2	1
368	всецело и	1	1
369	в связи	1	1
370	том что	21	1
371	но часто	1	1
372	в эту	1	1
373	нет никаких	1	1
374	все более	2	1
375	этом случае	1	1
376	но если	1	1
377	том как	2	1
378	и при	2	1
379	своему существу	2	1
380	таким же	1	1
381	так же	18	1
382	мы конечно	1	1
383	мы говорим	1	1
384	только ничего	1	1
385	тот факт	1	1
386	что вся	1	1
387	в первый	2	1
388	представление о	3	1
389	должны мы	1	1
390	мы опять	2	1
391	и значит	1	1
392	от его	1	1
393	в область	1	1
394	в данном	4	1
395	является только	1	1
396	и той	4	1
397	и другую	1	1
398	познакомиться с	1	1
399	но эта	2	1
400	которые в	4	1
401	бы так	1	1
402	совершенно невозможно	1	1
403	по крайней	1	1
404	на другую	1	1
405	именно к	1	1
406	образом из	1	1
407	и более	4	1
408	важную роль	1	1
409	так называемое	1	1
410	там где	2	1
411	мере в	1	1
412	зрения и	1	1
413	по себе	12	1
414	ее таким	1	1
415	только о	1	1
416	оно конечно	2	1
417	дело идет	1	1
418	еще раз	1	1
419	благодаря этому	1	1
420	и нет	1	1
421	заставляя его	1	1
422	как будет	1	1
423	сих пор	5	1
424	всегда мы	1	1
425	поэтому что	1	1
426	что эта	1	1
427	она не	2	1
428	что с	3	1
429	и тогда	1	1
430	свое время	1	1
431	говорить что	1	1
432	образом вся	1	1
433	не имеет	4	1
434	дело в	1	1
435	в процессе	2	1
436	мы вправе	1	1
437	без остатка	1	1
438	которых она	1	1
439	с и	12	1
440	указать на	1	1
441	но только	4	1
442	и от	2	1
443	конца к	1	1
444	он с	2	1
445	только не	1	1
446	никогда не	9	1
447	или в	1	1
448	все свои	1	1
449	и всегда	2	1
450	это совершенно	2	1
451	на язык	1	1
452	жизни не	1	1
453	это то	2	1
454	только из	5	1
455	очень мало	1	1
456	не более	1	1
457	видим что	3	1
458	самому своему	1	1
459	и его	7	1
460	что следовательно	1	1
461	с новой	1	1
462	связи с	1	1
463	ничто не	1	1
464	на такой	1	1
465	ни было	1	1
466	так называемый	1	1
467	наших дней	1	1
468	но это	2	1
469	этой области	2	1
470	на которой	1	1
471	сказать ничего	1	1
472	и из	6	1
473	чем объясняется	1	1
474	ли это	2	1
475	а о	1	1
476	между ними	1	1
477	формы или	1	1
478	сказать что	7	1
479	и для	4	1
480	они все	1	1
481	не что	1	1
482	же природы	1	1
483	в то	5	1
484	в свое	2	1
485	самое что	2	1
486	в какой	2	1
487	этого и	1	1
488	но еще	1	1
489	в своих	9	1
490	и эта	1	1
491	два основных	2	1
492	на это	3	1
493	которая не	2	1
494	все что	2	1
495	они не	1	1
496	ничего общего	1	1
