N	2gram	Tiupa_Teor_1	Formalny
220	и тем	3	2
221	ни в	2	2
222	его организации	2	2
223	нигде не	1	2
224	должно быть	1	2
225	том что	9	2
226	на первый	1	2
227	в этих	3	2
228	во второй	7	2
229	в отличие	6	2
230	от его	1	2
231	их в	3	2
232	не могли	1	2
233	произведения в	1	2
234	для этого	1	2
235	даже в	3	2
236	тому что	2	2
237	она не	1	2
238	тем самым	4	2
239	не по	1	2
240	в систему	1	2
241	все без	1	2
242	никогда не	4	2
243	на котором	1	2
244	на язык	1	2
245	слова как	3	2
246	этих двух	2	2
247	и это	2	2
248	тем и	1	2
249	и о	4	2
250	значения и	2	2
251	в ее	5	2
252	и от	1	2
253	приводит к	5	2
254	и иные	1	2
255	времени и	2	2
256	мы в	2	2
257	в виду	5	2
258	является в	1	2
259	его смысла	1	2
260	произведение искусства	5	2
261	между тем	5	2
262	во всей	1	2
263	это не	2	2
264	языка мы	1	2
265	статье о	1	2
266	с системой	1	2
267	этом смысле	2	2
268	один из	2	2
269	с ними	1	2
270	по этому	1	2
271	не будет	2	2
272	потому что	3	2
273	в качестве	24	2
274	с нею	1	2
275	является не	1	2
276	или даже	4	2
277	языка но	1	2
278	в известной	1	2
279	в конце	2	2
280	смысла и	1	2
281	имеет значение	1	2
282	со стороны	2	2
283	говорим о	1	2
284	а именно	2	2
285	являются только	1	2
286	между ними	4	2
287	что для	1	2
288	превращается в	2	2
289	произведения искусства	2	2
290	к его	2	2
291	как это	8	2
292	в той	2	2
293	из этого	1	2
294	художественное произведение	1	2
295	в чем	1	2
296	слово в	1	2
297	сказать что	3	2
298	от всех	1	2
299	ее в	2	2
300	в искусстве	6	2
301	и другие	2	2
302	и наиболее	1	1
303	и а	4	1
304	говоря о	3	1
305	художественном произведении	1	1
306	связана с	1	1
307	того же	3	1
308	и без	1	1
309	на деле	2	1
310	из его	1	1
311	противном случае	1	1
312	и больше	2	1
313	мышления но	1	1
314	он стоит	1	1
315	иметь место	1	1
316	которыми он	1	1
317	той же	1	1
318	этих сторон	1	1
319	каком мы	1	1
320	есть не	1	1
321	самые разнообразные	1	1
322	мы имеем	7	1
323	превратилась в	1	1
324	содержания в	1	1
325	из своих	1	1
326	стиля в	1	1
327	этом не	1	1
328	высказывания в	3	1
329	начинается с	1	1
330	целого это	1	1
331	но она	2	1
332	что иное	1	1
333	не вполне	2	1
334	смыслу или	1	1
335	из того	1	1
336	которое в	1	1
337	литературы как	1	1
338	как один	1	1
339	иное как	1	1
340	на их	1	1
341	бы то	1	1
342	иного рода	3	1
343	литературы или	1	1
344	быть художественно	1	1
345	понимание литературного	1	1
346	чем это	2	1
347	особенно если	1	1
348	а тем	1	1
349	внутренняя форма	1	1
350	русского языка	1	1
351	вступают в	1	1
352	импульсов и	1	1
353	или иное	1	1
354	и соответствующих	1	1
355	если она	1	1
356	в самостоятельный	1	1
357	встречи с	1	1
358	в своем	4	1
359	в противном	1	1
360	глубже чем	1	1
361	широком и	1	1
362	слово однако	1	1
363	во весь	1	1
364	литературных произведениях	1	1
365	и конструктивное	1	1
366	более или	2	1
367	в действительности	1	1
368	именно эта	1	1
369	вещи но	1	1
370	в литературном	1	1
371	так или	4	1
372	в нашем	4	1
373	то я	1	1
374	которые в	1	1
375	отсутствии в	1	1
376	с их	2	1
377	но он	3	1
378	имеем в	3	1
379	с художественной	3	1
380	на то	1	1
381	если он	1	1
382	но на	1	1
383	всей его	1	1
384	не могла	1	1
385	искусства говорит	1	1
386	роли в	5	1
387	тем не	3	1
388	эта система	1	1
389	он должен	2	1
390	в узком	3	1
391	в принципе	4	1
392	к одному	1	1
393	из виду	1	1
394	который пытается	1	1
395	встречаются в	1	1
396	с сожалением	1	1
397	и заключается	1	1
398	могла бы	2	1
399	самого процесса	1	1
400	тем в	1	1
401	значение в	1	1
402	в другом	3	1
403	не об	1	1
404	самим собой	3	1
405	высказывание в	1	1
406	не совпадает	1	1
407	организации высказывания	2	1
408	в них	2	1
409	рядом с	1	1
410	случае мы	1	1
411	как об	1	1
412	первые два	1	1
413	в данном	8	1
414	литературе как	1	1
415	ведет к	1	1
416	и некоторые	2	1
417	обратимся к	1	1
418	остается в	1	1
419	непосредственно с	1	1
420	или менее	2	1
421	места в	1	1
422	теории литературы	1	1
423	все они	1	1
424	до последнего	1	1
425	вопрос о	1	1
426	не путем	1	1
427	об отсутствии	1	1
428	строго говоря	1	1
429	его значением	1	1
430	конструктивная роль	2	1
431	друг другу	1	1
432	по крайней	1	1
433	особого языка	1	1
434	значимость в	1	1
435	не должно	1	1
436	в словах	1	1
437	бы быть	1	1
438	и вся	1	1
439	значительное место	1	1
440	случае в	1	1
441	не менее	4	1
442	а а	5	1
443	она могла	1	1
444	мышления и	2	1
445	дело в	2	1
446	и притом	2	1
447	иметь в	1	1
448	к такому	1	1
449	в структуре	2	1
450	это еще	1	1
451	не могло	2	1
452	например не	1	1
453	вытекает из	1	1
454	нельзя не	1	1
455	и вещи	1	1
456	литературе в	1	1
457	вследствие того	1	1
458	форм высказывания	2	1
459	к определенному	1	1
460	в русском	1	1
461	и является	2	1
462	конструкции но	1	1
463	с читателем	1	1
464	далеко не	2	1
465	самым по	1	1
466	как будто	2	1
467	одним из	2	1
468	у нас	2	1
469	настоящего времени	1	1
470	и такие	1	1
471	что звуки	1	1
472	отличается от	2	1
473	определить и	1	1
474	является одним	1	1
475	той или	1	1
476	он оказывается	1	1
477	слова с	1	1
478	в каждом	1	1
479	к пониманию	1	1
480	подчеркнуть что	1	1
481	должен быть	1	1
482	для себя	1	1
483	этой своей	1	1
484	на материал	1	1
485	существенное значение	1	1
486	свою очередь	2	1
487	данном случае	5	1
488	самим собою	2	1
489	общения между	2	1
490	в собственном	1	1
491	то или	1	1
492	только то	1	1
493	в произведении	3	1
494	зрения не	1	1
495	степени и	1	1
496	чище и	1	1
497	читателя в	1	1
498	совершается как	1	1
499	и сам	1	1
500	с собой	1	1
501	можно было	1	1
502	те же	1	1
503	с самим	1	1
504	каждого из	1	1
505	в плоскости	1	1
506	соответствующих форм	1	1
507	на них	1	1
508	языка могут	2	1
509	можно сказать	3	1
510	оно становится	1	1
511	в порядке	3	1
512	о том	1	1
513	и поэтому	1	1
514	то во	1	1
515	что каждый	2	1
516	с одной	2	1
517	что его	1	1
518	аналогичная задача	1	1
519	и глубже	1	1
520	роль принадлежит	2	1
521	звуков в	1	1
522	на отдельные	1	1
523	это может	1	1
524	том или	1	1
525	в форме	2	1
526	крайней мере	1	1
527	и писать	1	1
528	в художественной	1	1
529	полагая что	1	1
530	пользуется уже	1	1
531	происходит в	1	1
532	художественного восприятия	1	1
533	тот же	1	1
534	материала в	2	1
535	связей с	1	1
536	языка на	1	1
537	что даже	1	1
538	в себе	9	1
539	к смыслу	2	1
540	их не	1	1
541	жить и	2	1
542	так что	1	1
543	для всех	1	1
544	поэзии есть	1	1
545	речь в	1	1
546	знаком в	1	1
547	речи может	1	1
548	никто не	2	1
549	ведь это	1	1
550	в прозе	2	1
551	с этими	1	1
552	искусства к	1	1
553	ее не	1	1
554	ему принадлежит	1	1
555	к ним	1	1
556	вследствие этой	2	1
557	или ином	1	1
558	это по	1	1
559	нет в	1	1
560	лишь один	2	1
561	сама по	1	1
562	но из	1	1
563	момент в	1	1
564	насколько это	1	1
565	точек зрения	1	1
566	или иначе	5	1
567	за пределы	2	1
568	не обязательно	1	1
569	речи а	2	1
570	к которому	3	1
571	в свою	3	1
572	имеет место	2	1
573	исходит из	1	1
574	говорит о	1	1
575	положений и	1	1
576	а на	3	1
577	из тех	2	1
578	литературное произведение	1	1
579	не на	2	1
580	и исторической	1	1
581	что из	1	1
582	ближе к	1	1
583	художественного целого	4	1
584	если не	1	1
585	по мысли	1	1
586	так же	2	1
587	это столь	1	1
588	и приобретает	1	1
589	литературы но	1	1
590	о различных	1	1
591	требует от	1	1
592	к своему	1	1
593	обратил внимание	1	1
594	о чем	1	1
595	одной стороны	2	1
596	для обозначения	1	1
597	такого рода	8	1
598	организации произведения	1	1
599	типа как	1	1
600	в литературе	2	1
601	не что	1	1
602	в первой	5	1
603	формы высказывания	1	1
604	этого слова	3	1
605	в контексте	3	1
606	между людьми	1	1
607	в условиях	1	1
608	той мере	1	1
609	автора и	1	1
610	о его	1	1
611	как система	2	1
612	и кино	1	1
613	виду что	1	1
614	служат лишь	1	1
615	в более	1	1
616	высказывания а	1	1
617	же существенная	1	1
618	не существует	1	1
619	чем является	1	1
620	сознания в	1	1
621	особого рода	2	1
622	собственно говоря	1	1
623	целый ряд	1	1
624	с языком	2	1
625	в системе	1	1
626	одной из	2	1
627	нам не	1	1
628	высказывания как	1	1
629	жизни а	1	1
630	мере в	1	1
631	только о	1	1
632	фоне этой	1	1
633	в каком	1	1
634	можно назвать	1	1
635	случае если	1	1
636	в своих	1	1
637	и особенно	2	1
