N	2gram	Bakhtin_Fr_3	Narrotol
391	даже в	4	1
392	что эта	1	1
393	случае мы	1	1
394	тому что	1	1
395	я вас	3	1
396	вернемся к	5	1
397	раз и	1	1
398	так как	4	1
399	не раз	2	1
400	и смех	1	1
401	для каждого	1	1
402	было не	1	1
403	как следует	1	1
404	и уже	1	1
405	судя по	1	1
406	для всех	1	1
407	эпизоды связаны	1	1
408	по своей	1	1
409	во всем	3	1
410	и направляет	1	1
411	так называемый	1	1
412	ему не	2	1
413	в мировой	4	1
414	мы узнаем	1	1
415	характер этой	1	1
416	отличается от	1	1
417	для его	1	1
418	на самый	1	1
419	действующих лица	1	1
420	пор еще	1	1
421	подчеркнуть что	1	1
422	в виду	7	1
423	в восьми	1	1
424	как по	1	1
425	только то	1	1
426	говорили что	1	1
427	принимают участие	1	1
428	в более	3	1
429	и сам	2	1
430	в другом	3	1
431	в образе	1	1
432	на нее	1	1
433	не с	1	1
434	это вовсе	2	1
435	каждого из	1	1
436	в последующих	1	1
437	вошел в	1	1
438	имеет дело	1	1
439	том как	1	1
440	являются частью	1	1
441	не исчерпывается	2	1
442	была в	1	1
443	поэтому в	2	1
444	имеется довольно	1	1
445	и вообще	1	1
446	эпизод в	1	1
447	и смерть	1	1
448	и вся	1	1
449	произведения как	1	1
450	и здесь	4	1
451	имея в	1	1
452	ее и	1	1
453	в значительной	3	1
454	к слову	1	1
455	подлежит сомнению	1	1
456	в отрыве	1	1
457	из толпы	1	1
458	во всех	6	1
459	нем не	1	1
460	нуждается в	3	1
461	на одном	1	1
462	что и	3	1
463	к истине	1	1
464	если за	1	1
465	все время	1	1
466	в преодолении	1	1
467	в него	1	1
468	и борьбы	1	1
469	с той	1	1
470	в формах	1	1
471	и головой	1	1
472	к различным	1	1
473	одной из	2	1
474	мы увидим	2	1
475	до нас	7	1
476	слова должны	1	1
477	иной степени	1	1
478	между этими	1	1
479	на мир	1	1
480	об их	2	1
481	с одной	1	1
482	и мысли	3	1
483	со всеми	5	1
484	к одному	1	1
485	того же	2	1
486	и у	2	1
487	уже в	2	1
488	свидетельствует о	2	1
489	рода ключом	1	1
490	участие в	1	1
491	этом в	1	1
492	далек от	1	1
493	художественная литература	1	1
494	само по	1	1
495	не понимал	1	1
496	них мы	1	1
497	ни для	4	1
498	тем что	3	1
499	существенную роль	1	1
500	на том	1	1
501	и всякий	1	1
502	смерти и	1	1
503	момент в	2	1
504	которое мы	1	1
505	на уровне	1	1
506	который не	1	1
507	его смерти	1	1
508	к нашему	1	1
509	до этого	1	1
510	и нельзя	1	1
511	а именно	1	1
512	для этого	3	1
513	или меньшей	3	1
514	на чем	1	1
515	наконец в	1	1
516	мы еще	6	1
517	нового времени	2	1
518	что для	2	1
519	говорит о	1	1
520	связано с	1	1
521	на которых	1	1
522	с большей	1	1
523	не на	1	1
524	там где	3	1
525	время оно	1	1
526	и слово	1	1
527	солнечный свет	1	1
528	с помощью	2	1
529	связь с	6	1
530	в творчестве	1	1
531	так же	1	1
532	границы между	1	1
533	и потому	4	1
534	всего тем	1	1
535	в строгом	1	1
536	в человеке	1	1
537	т.п это	1	1
538	в церковь	1	1
539	построен на	1	1
540	перехода от	2	1
541	в тех	1	1
542	это его	1	1
543	образ и	2	1
544	как средство	1	1
545	согласно которому	1	1
546	не сливаются	1	1
547	указанием на	1	1
548	материал для	1	1
549	и смерти	3	1
550	в контексте	1	1
551	слова и	2	1
552	своей жизни	2	1
553	но это	3	1
554	все это	4	1
555	порядка и	1	1
556	в культуре	4	1
557	числе и	2	1
558	и где	1	1
559	в книге	2	1
560	краткий эпизод	1	1
561	чтобы создать	1	1
562	ко второй	1	1
563	обращенный к	1	1
564	о котором	1	1
565	в голову	1	1
566	как для	1	1
567	еще более	4	1
568	у которого	1	1
569	будто бы	1	1
570	ключом к	1	1
571	все они	1	1
572	вот этот	2	1
573	его произведениях	2	1
574	не знает	1	1
575	речи и	1	1
576	в свое	1	1
577	к этой	3	1
578	от которой	1	1
579	к этому	6	1
580	том числе	3	1
581	они не	3	1
