N	2gram	Potebnia_M_4	Analitik
336	то самое	1	1
337	на наш	1	1
338	и по	3	1
339	его можно	1	1
340	человека в	2	1
341	в каждом	3	1
342	себе может	1	1
343	что такой	1	1
344	об этом	2	1
345	внутренней форме	1	1
346	из самой	1	1
347	времени и	1	1
348	в несколько	1	1
349	от степени	1	1
350	входит в	1	1
351	заключается в	1	1
352	в глазах	2	1
353	это не	7	1
354	ко второму	2	1
355	слова только	1	1
356	эту минуту	1	1
357	например с	2	1
358	только одно	1	1
359	останавливаться на	1	1
360	в них	3	1
361	все равно	3	1
362	к которым	3	1
363	далеко не	1	1
364	словами в	2	1
365	говорится о	2	1
366	прозы в	1	1
367	ведет к	3	1
368	видим как	1	1
369	является условием	1	1
370	и себя	2	1
371	обратимся к	1	1
372	сосредоточиться на	1	1
373	но если	1	1
374	и при	2	1
375	таким же	5	1
376	этой связи	1	1
377	взгляд на	1	1
378	в следующем	1	1
379	в такой	1	1
380	одним и	1	1
381	на каждом	1	1
382	от себя	1	1
383	что я	11	1
384	его жизнь	1	1
385	и более	4	1
386	достаточно привести	1	1
387	том же	2	1
388	что этот	1	1
389	тому что	2	1
390	что те	1	1
391	нас самих	1	1
392	виду что	2	1
393	играть в	1	1
394	до известной	2	1
395	и другое	2	1
396	тогда когда	8	1
397	весьма различные	1	1
398	и имеет	1	1
399	иное дело	1	1
400	самая мысль	1	1
401	что ни	1	1
402	в разных	3	1
403	слова как	1	1
404	такова что	1	1
405	то зачем	1	1
406	этих двух	1	1
407	с одним	1	1
408	и выражение	1	1
409	глядя на	2	1
410	как она	2	1
411	степени что	1	1
412	это слово	4	1
413	потому что	33	1
414	связи с	3	1
415	только с	1	1
416	а мы	3	1
417	как теперь	2	1
418	у нас	2	1
419	языка в	2	1
420	мысли так	1	1
421	начиная с	1	1
422	его внутренней	1	1
423	если он	1	1
424	из самого	1	1
425	и другой	1	1
426	и такие	1	1
427	же самое	4	1
428	уже было	2	1
429	должны быть	3	1
430	бы он	1	1
431	указывает на	2	1
432	как человек	3	1
433	что при	1	1
434	отказаться от	1	1
435	говоря словами	2	1
436	если же	4	1
437	в применении	1	1
438	образы и	3	1
439	и о	4	1
440	и тогда	1	1
441	значения и	1	1
442	то она	1	1
443	в виду	3	1
444	свою очередь	1	1
445	но при	1	1
446	и самим	1	1
447	в ее	2	1
448	самим собою	1	1
449	к какой	1	1
450	слова а	1	1
451	что может	2	1
452	по этой	1	1
453	с первым	1	1
454	в образе	2	1
455	в отношении	1	1
456	что нам	1	1
457	неразрывное единство	1	1
458	из одного	3	1
459	о нем	1	1
460	и здесь	2	1
461	мы могли	2	1
462	в другом	1	1
463	на вопрос	4	1
464	второй половине	1	1
465	более высокой	1	1
466	но мы	2	1
467	и что	7	1
468	что его	2	1
469	все его	1	1
470	может не	1	1
471	но когда	1	1
472	отличаются от	1	1
473	средствами не	1	1
474	к нему	5	1
475	или иначе	2	1
476	от них	1	1
477	все кроме	1	1
478	своих слов	1	1
479	непосредственно в	1	1
480	них в	1	1
481	на словах	1	1
482	при мысли	1	1
483	что здесь	1	1
484	оно и	1	1
485	другого не	1	1
486	мы видим	2	1
487	тот же	2	1
488	менее в	1	1
489	дело с	1	1
490	нее свой	1	1
491	а тем	1	1
492	хотя бы	4	1
493	надо полагать	1	1
494	степени ее	1	1
495	лишь одна	1	1
496	между этими	1	1
497	кроме этого	1	1
498	обращенная к	1	1
499	человека с	1	1
500	этот вопрос	3	1
501	на всем	1	1
502	носит в	1	1
503	уже в	5	1
504	то и	4	1
505	же явления	1	1
506	за ним	2	1
507	сам не	1	1
508	который как	1	1
509	пока не	2	1
510	представить себе	2	1
511	это место	1	1
512	слова в	3	1
513	сами по	2	1
514	так как	14	1
515	к ним	2	1
516	которые могут	1	1
517	не говорит	1	1
518	образом не	1	1
519	когда бы	1	1
520	бы это	1	1
521	к самому	1	1
522	и речи	1	1
523	даже не	2	1
524	в данный	1	1
525	мы это	1	1
526	и из	3	1
527	с другим	1	1
528	как у	1	1
529	нельзя сказать	3	1
530	в свою	2	1
531	которая на	1	1
532	с небом	1	1
533	другого что	1	1
534	но о	1	1
535	только к	1	1
536	близко к	1	1
537	у меня	1	1
538	а главное	1	1
539	есть лишь	2	1
540	было для	1	1
541	что хотя	3	1
542	в ряду	6	1
543	душевной жизни	3	1
544	если не	1	1
545	в связи	1	1
546	было в	3	1
547	такой степени	6	1
548	внимания к	1	1
549	эти слова	1	1
550	до этого	3	1
551	границы между	1	1
552	и потому	10	1
553	относятся к	2	1
554	всем остальным	2	1
555	никоим образом	1	1
556	для обозначения	1	1
557	такими словами	1	1
558	для человека	4	1
559	да и	4	1
560	указание на	1	1
561	я с	1	1
562	как нельзя	1	1
563	или выражаясь	1	1
564	исходя из	1	1
565	и какое	1	1
566	том смысле	2	1
567	что же	5	1
568	этот не	1	1
569	слова и	5	1
570	было сказано	1	1
571	что сознание	1	1
572	на которой	1	1
573	только для	2	1
574	внимания на	1	1
575	между прочим	3	1
576	я от	1	1
577	перед нами	1	1
578	к другим	2	1
579	это явление	1	1
580	в воображении	1	1
581	известной степени	3	1
582	и сама	2	1
583	быть объединены	1	1
584	наоборот в	1	1
585	то можно	1	1
586	на внутреннюю	1	1
587	как на	1	1
588	его не	1	1
589	а все	1	1
590	человек и	1	1
591	непременно должны	1	1
592	для нас	14	1
593	от него	2	1
594	или нет	1	1
595	тем более	5	1
596	и как	2	1
597	мы должны	2	1
598	ни к	2	1
599	с высоты	1	1
600	зрения в	1	1
601	но это	3	1
602	только что	3	1
603	же в	1	1
604	могли быть	1	1
605	мысли о	2	1
606	отношении к	1	1
607	а о	1	1
608	слово в	4	1
609	из тех	2	1
610	состоит из	1	1
611	не сами	1	1
612	по которой	1	1
613	не что	2	1
614	из этого	2	1
615	языка то	2	1
616	в свое	1	1
617	а другой	1	1
618	есть то	4	1
619	самое что	1	1
620	жизни без	1	1
621	ее в	1	1
622	это в	1	1
623	следует сказать	2	1
624	значение в	1	1
625	точно так	2	1
626	из многих	1	1
627	смысле что	1	1
628	значение слов	1	1
