N	2gram	Losev_Prob_1	Mirosoze
118	том что	12	3
119	но если	2	3
120	не имеет	2	3
121	на путях	1	3
122	ничего не	10	3
123	в момент	1	3
124	к тому	3	3
125	сам достоевский	1	3
126	в ее	3	3
127	особенно в	2	3
128	с собой	2	3
129	учение о	3	3
130	только и	3	3
131	в него	2	3
132	себя в	1	3
133	конечно не	1	3
134	одно из	2	3
135	не так	1	3
136	и их	1	3
137	так как	11	3
138	братьях карамазовых	1	3
139	что человек	1	3
140	человека а	2	3
141	это есть	9	3
142	это значит	1	3
143	должно быть	2	3
144	он должен	2	3
145	от человека	1	3
146	для нас	5	3
147	хотя бы	3	3
148	будто бы	1	3
149	в свете	1	3
150	мы увидим	3	3
151	есть и	3	3
152	одним из	1	2
153	также и	11	2
154	чтобы не	1	2
155	не хочет	3	2
156	проникает в	1	2
157	вопрос о	1	2
158	который был	1	2
159	время как	1	2
160	в виду	6	2
161	литературы и	4	2
162	относится к	1	2
163	в истории	4	2
164	т е	1	2
165	как в	4	2
166	все же	1	2
167	и как	6	2
168	и к	1	2
169	от этого	1	2
170	идеи но	1	2
171	чего же	1	2
172	он в	2	2
173	все эти	8	2
174	бы не	1	2
175	пройти через	1	2
176	вообще не	2	2
177	как он	4	2
178	если бы	4	2
179	не значит	2	2
180	в россии	1	2
181	прежде чем	3	2
182	тому чтобы	1	2
183	входит в	4	2
184	на протяжении	1	2
185	с самим	1	2
186	романы достоевского	1	2
187	прийти к	1	2
188	место в	1	2
189	оказывается что	2	2
190	сих пор	3	2
191	был не	1	2
192	природу и	1	2
193	в то	6	2
194	в основе	1	2
195	того чтобы	9	2
196	по своей	1	2
197	и сама	2	2
198	в каком	3	2
199	когда мы	8	2
200	есть только	8	2
201	могут быть	2	2
202	его с	1	2
203	как для	2	2
204	мысли о	1	2
205	должен быть	1	2
206	и уж	2	2
207	и от	1	2
208	то время	1	2
209	и что	9	2
210	есть также	3	2
211	разного рода	6	2
212	с ним	3	2
213	о нем	3	2
214	было достаточно	1	2
215	о том	11	2
216	и во	3	2
217	и те	1	2
218	существует не	1	2
219	мы видим	2	2
220	жизни и	1	2
221	человека с	1	2
222	не стал	1	2
223	ведь это	2	2
224	нет никаких	1	2
225	как будто	3	2
226	даже и	8	2
227	для того	8	2
228	момент в	2	2
229	до сих	3	2
230	мы еще	1	2
231	и самый	1	2
232	на этот	3	2
233	его как	2	2
234	о чем	6	2
235	он и	8	2
236	есть одно	1	2
237	человека к	1	2
238	по своему	9	2
239	как бы	14	2
240	образ и	1	2
241	сам не	1	2
242	в бесах	1	2
243	и нет	1	2
244	в начале	1	2
245	и для	4	2
246	в идеале	1	2
247	не существует	6	2
248	конце концов	4	2
249	уже нет	1	2
250	сказать что	13	2
251	у которых	1	2
252	понять его	2	2
253	к этой	1	2
254	к этому	1	2
255	себя как	1	1
256	я и	2	1
257	если вы	1	1
258	глубине его	1	1
259	ту же	1	1
260	и т	11	1
261	у гоголя	1	1
262	от самой	1	1
263	и то	6	1
264	на самом	6	1
265	переход от	1	1
266	и до	2	1
267	внутреннюю жизнь	1	1
268	был и	1	1
269	из всех	1	1
270	которая делает	1	1
271	мы имеем	2	1
272	мы не	2	1
273	и ничего	2	1
274	начинается с	1	1
275	слово о	2	1
276	но она	3	1
277	что иное	2	1
278	оно есть	1	1
279	я не	1	1
280	то это	1	1
281	учение об	1	1
282	еще не	9	1
283	за это	1	1
284	иное как	2	1
285	во всех	7	1
286	то мы	1	1
287	самом деле	6	1
288	и никто	1	1
289	и всякий	1	1
290	если в	1	1
291	его во	2	1
292	в свои	1	1
293	россия есть	1	1
294	что они	3	1
295	которые не	3	1
296	мира в	1	1
297	раскольникова со	1	1
298	в одной	1	1
299	кто не	1	1
300	говорит что	1	1
301	если всякий	3	1
302	его к	1	1
303	в противоположность	1	1
304	есть самое	1	1
305	не очень	2	1
306	предметом с	1	1
307	отказывается от	1	1
308	жизни так	1	1
309	что же	9	1
310	хочет знать	1	1
311	говорят о	2	1
312	совершается не	1	1
313	во многих	2	1
314	ее как	1	1
315	в мышлении	1	1
316	но ведь	3	1
317	в записках	1	1
318	а вовсе	1	1
319	записках из	1	1
320	действительность может	1	1
321	всех этих	7	1
322	не связан	1	1
323	этого вопроса	1	1
324	в силу	1	1
325	с последней	1	1
326	которое может	1	1
327	из него	1	1
328	его от	3	1
329	что сам	1	1
330	и заключается	2	1
331	в каждом	1	1
332	которые уже	1	1
333	также сказать	1	1
334	как они	2	1
335	от греческого	1	1
336	они должны	1	1
337	о версилове	1	1
338	он ничего	1	1
339	и чтобы	2	1
340	говорил что	1	1
341	них не	1	1
342	в душе	1	1
343	это было	2	1
344	после этого	4	1
345	кажется что	1	1
346	делает для	1	1
347	а что	1	1
348	жизни то	1	1
349	какой-то новой	1	1
350	и вся	1	1
351	хотя в	3	1
352	и различие	1	1
353	не больше	3	1
354	нисколько не	3	1
355	смысл и	3	1
356	же есть	1	1
357	закона и	1	1
358	во время	1	1
359	историки литературы	1	1
360	что такое	6	1
361	иначе он	1	1
362	требует не	1	1
363	в такой	1	1
364	и без	1	1
365	есть та	2	1
366	ведь не	1	1
367	нему и	1	1
368	что я	1	1
369	до последнего	1	1
370	не путем	1	1
371	знал и	1	1
372	есть последняя	1	1
373	мир и	1	1
374	есть его	2	1
375	делает его	2	1
376	достоевский часто	1	1
377	на небо	1	1
378	войти в	1	1
379	происходит от	1	1
380	и почти	1	1
381	вовсе не	35	1
382	есть всегда	1	1
383	сам он	1	1
384	почти все	1	1
385	если и	1	1
386	в отношении	3	1
387	знал что	3	1
388	между людьми	1	1
389	для познания	1	1
390	не менее	19	1
391	не раз	1	1
392	вплоть до	1	1
393	ничего кроме	1	1
394	есть прежде	1	1
395	еще до	1	1
396	что ему	1	1
397	что их	2	1
398	или лучше	1	1
399	для кого	1	1
400	мышления и	4	1
401	казалось бы	4	1
402	находятся в	1	1
403	с одним	1	1
404	действительность а	1	1
405	или об	1	1
406	же он	1	1
407	всякий кто	1	1
408	только с	1	1
409	в области	2	1
410	ведь все	1	1
411	не потому	2	1
412	но все-таки	2	1
413	от того	1	1
414	только от	1	1
415	уже ни	1	1
416	это-то и	1	1
417	xx века	2	1
418	только соответствует	1	1
419	как человек	1	1
420	все еще	1	1
421	бы это	1	1
422	оно не	3	1
423	и явление	3	1
424	и самое	1	1
425	можно и	1	1
426	и о	8	1
427	указывать на	2	1
428	существует только	1	1
429	уже с	2	1
430	лучше сказать	2	1
431	в пределах	1	1
432	и сам	1	1
433	к окончательному	1	1
434	можно было	3	1
435	так и	12	1
436	него всегда	1	1
437	об этой	1	1
438	в тихом	1	1
439	и душа	1	1
440	является в	2	1
441	поэтому в	1	1
442	из одного	1	1
443	он за	1	1
444	и даже	11	1
445	об этом	10	1
446	находится в	1	1
447	сознания на	1	1
448	каждый раз	1	1
449	и поэтому	1	1
450	и та	1	1
451	одного из	1	1
452	этой мысли	1	1
453	не стоит	2	1
454	очень многое	1	1
455	нас в	2	1
456	заключается в	1	1
457	доходит до	1	1
458	и всю	2	1
459	идет к	1	1
460	образ но	1	1
461	во всей	3	1
462	и только	4	1
463	которая должна	1	1
464	и можно	1	1
465	вообще и	4	1
466	которая и	1	1
467	все время	2	1
468	несет в	1	1
469	мы уже	5	1
470	переносится на	1	1
471	быть и	3	1
472	моменты в	1	1
473	сразу же	2	1
474	речи о	1	1
475	этот вопрос	1	1
476	которое есть	1	1
477	не имеющих	2	1
478	то он	2	1
479	между тем	2	1
480	и ее	8	1
481	огромное различие	1	1
482	с одного	1	1
483	так что	6	1
484	же и	3	1
485	то и	6	1
486	в нашей	1	1
487	со свидригайловым	1	1
488	его и	1	1
489	свой собственный	2	1
490	не сам	1	1
491	всяком случае	3	1
492	что она	5	1
493	на одном	2	1
494	т п	1	1
495	это нужно	1	1
496	говорим что	3	1
497	ее не	1	1
498	как его	2	1
499	явлений в	1	1
500	потом мы	1	1
501	еще вполне	1	1
502	встречаемся с	1	1
503	связан с	1	1
504	глава i	1	1
505	выходит за	1	1
506	а именно	12	1
507	чем он	1	1
508	и говорил	1	1
509	действующих лиц	2	1
510	же о	1	1
511	или о	1	1
512	что не	3	1
513	или этот	1	1
514	говорит о	3	1
515	чувствовал что	1	1
516	притом не	1	1
517	нужно сказать	3	1
518	не на	3	1
519	хотелось бы	1	1
520	в идиоте	1	1
521	думал что	1	1
522	ближе к	1	1
523	если не	4	1
524	вступает в	1	1
525	но оно	1	1
526	к его	2	1
527	оно менее	1	1
528	мы говорим	3	1
529	его совсем	1	1
530	отношений между	1	1
531	он будет	2	1
532	она есть	5	1
533	в течение	1	1
534	наряду с	1	1
535	или другую	1	1
536	не видят	1	1
537	да и	3	1
538	так пишет	1	1
539	вокруг себя	1	1
540	остался в	1	1
541	для понимания	1	1
542	который он	1	1
543	с предметом	1	1
544	и менее	3	1
545	в это	2	1
546	потому и	1	1
547	еще большую	1	1
548	является для	1	1
549	что мы	13	1
550	только для	3	1
551	но это	8	1
552	о его	2	1
553	этот роковой	1	1
554	это выражение	1	1
555	имел в	2	1
556	от нас	3	1
557	в смысле	1	1
558	под влиянием	1	1
559	сознании и	4	1
560	тут уже	1	1
561	и часто	2	1
562	уже на	2	1
563	не имея	1	1
564	хочет идти	1	1
565	сознания и	2	1
566	поэтому для	2	1
567	бы даже	1	1
568	но когда	2	1
569	особого рода	2	1
570	из себя	1	1
571	бы он	1	1
572	и разные	1	1
573	иное чем	1	1
574	себе что	2	1
575	тем более	5	1
576	ни к	1	1
577	ли что	1	1
578	ведь этот	1	1
579	но всегда	1	1
580	еще ничего	1	1
581	в период	1	1
582	существование и	1	1
583	это все	1	1
584	не быть	1	1
585	а ведь	1	1
586	обычно не	1	1
587	от всех	2	1
588	этом все	1	1
589	для нашего	2	1
590	как люди	1	1
591	мои мысли	1	1
592	не что	2	1
593	ко всему	1	1
594	есть то	1	1
595	время он	1	1
596	важно для	1	1
597	к живому	1	1
598	в искусстве	3	1
599	с первого	1	1
600	и эта	1	1
601	так же	9	1
602	во всяком	7	1
603	он часто	2	1
604	которая не	1	1
