N	2gram	Bakhtin_Fr_1	Tragedij
174	и служит	1	1
175	в чем	2	1
176	и мира	1	1
177	образов этой	1	1
178	во всех	9	1
179	но не	2	1
180	но как	3	1
181	в быту	1	1
182	значение и	2	1
183	за пределы	8	1
184	сильнее и	1	1
185	в настоящем	1	1
186	это самое	1	1
187	чем же	1	1
188	он перестает	1	1
189	дистанция между	1	1
190	выглядит в	1	1
191	и наконец	2	1
192	но несмотря	1	1
193	силе и	1	1
194	именно эта	1	1
195	роль играет	1	1
196	за свои	2	1
197	в которой	1	1
198	не получил	2	1
199	он в	1	1
200	всего необходимо	1	1
201	же слова	1	1
202	жизнь как	1	1
203	как он	1	1
204	не могла	1	1
205	и если	1	1
206	вообще не	1	1
207	что без	1	1
208	по-видимому не	1	1
209	так сказать	4	1
210	перестает быть	3	1
211	и еще	4	1
212	не к	2	1
213	и по	2	1
214	на этом	1	1
215	на свете	1	1
216	последнее слово	1	1
217	здесь мы	1	1
218	а затем	2	1
219	эта книга	1	1
220	конечно в	2	1
221	на все	2	1
222	лишь в	1	1
223	это было	2	1
224	мира сего	1	1
225	которым все	1	1
226	претензии на	1	1
227	полноте и	1	1
228	лишь на	1	1
229	условие ее	1	1
230	этом мы	1	1
231	но уже	1	1
232	в них	5	1
233	тот самый	1	1
234	мировой литературы	5	1
235	а за	1	1
236	в развитии	1	1
237	не выдерживает	1	1
238	и при	1	1
239	в своей	5	1
240	к истории	1	1
241	наших дней	1	1
242	поэтому за	1	1
243	почти не	1	1
244	человеком и	1	1
245	знает и	2	1
246	вступил в	1	1
247	не столько	1	1
248	представление о	1	1
249	понятно что	2	1
250	значение для	1	1
251	и вот	2	1
252	не понимает	4	1
253	но он	1	1
254	не могли	1	1
255	на всю	4	1
256	возвращается к	1	1
257	по себе	1	1
258	называет его	2	1
259	она стремится	1	1
260	не менее	1	1
261	века а	1	1
262	вплоть до	1	1
263	и художественной	1	1
264	xviii века	2	1
265	на работу	1	1
266	она не	1	1
267	вместе и	1	1
268	считает что	1	1
269	на котором	3	1
270	в эпизоде	2	1
271	он еще	1	1
272	в самой	3	1
273	для постановки	1	1
274	говорит в	1	1
275	по своей	3	1
276	для нас	4	1
277	связи с	4	1
278	что на	1	1
279	в области	7	1
280	мы встречаем	1	1
281	xx века	1	1
282	по нашему	1	1
283	к себе	2	1
284	своей книге	2	1
285	могут быть	2	1
286	позиция в	1	1
287	глаза в	1	1
288	свое значение	1	1
289	что при	1	1
290	где он	1	1
291	в применении	3	1
292	как мы	6	1
293	у себя	1	1
294	того чтобы	1	1
295	и образ	1	1
296	людей в	1	1
297	его произведение	1	1
298	является чисто	1	1
299	говорили что	2	1
300	роль в	2	1
301	человека с	1	1
302	к смерти	1	1
303	с собой	1	1
304	можно было	1	1
305	он именно	1	1
306	в последующих	5	1
307	во многом	2	1
308	известной мере	3	1
309	на них	2	1
310	в эпоху	9	1
311	выходящее за	1	1
312	стремление к	2	1
313	в прошлое	2	1
314	из популярнейших	1	1
315	входит и	1	1
316	вот почему	1	1
317	под маской	1	1
318	мы понимаем	1	1
319	от него	2	1
320	между тем	5	1
321	отметить что	2	1
322	в форме	3	1
323	есть с	1	1
324	какой-то мере	1	1
325	он рассматривает	1	1
326	вдруг в	1	1
327	и она	1	1
328	нет он	1	1
329	в жизнь	1	1
330	xix век	1	1
331	в литературе	6	1
332	того что	2	1
333	в новой	1	1
334	мы видим	2	1
335	с ними	1	1
336	только в	7	1
337	во всем	2	1
338	становится не	1	1
339	с одной	2	1
340	эти образы	1	1
341	есть в	5	1
342	этой борьбе	1	1
343	этого мотива	1	1
344	носит в	1	1
345	только на	2	1
346	которых можно	1	1
347	и чисто	2	1
348	но самое	1	1
349	самостоятельное значение	1	1
350	но от	1	1
351	в общем	4	1
352	одно из	6	1
353	и их	3	1
354	всяком случае	1	1
355	главное для	1	1
356	не для	2	1
357	с этими	1	1
358	к ним	1	1
359	ту сторону	1	1
360	в xx	1	1
361	это по	1	1
362	мир на	1	1
363	не понял	1	1
364	рядом с	5	1
365	в особенности	2	1
366	развития в	1	1
367	именно в	1	1
368	что не	2	1
369	и xiii	1	1
370	только по	1	1
371	не было	1	1
372	и стал	1	1
373	а на	1	1
374	в образах	1	1
375	на этот	2	1
376	нашему мнению	1	1
377	а не	1	1
378	его как	1	1
379	очень характерный	1	1
380	xx веке	1	1
381	которые так	1	1
382	в связи	1	1
383	и особенно	2	1
384	и потому	10	1
385	в духе	8	1
386	совершенно в	1	1
387	не из	1	1
388	xix века	5	1
389	видит в	1	1
390	наряду с	2	1
391	необходимо подчеркнуть	1	1
392	в той	5	1
393	применении к	3	1
394	по плечу	1	1
395	это его	2	1
396	явлений эпохи	1	1
397	для понимания	1	1
398	и судьбы	2	1
399	пародия на	3	1
400	нам еще	1	1
401	еще к	1	1
402	и от	2	1
403	в условиях	13	1
404	с последним	1	1
405	xii и	1	1
406	в книге	2	1
407	не является	3	1
408	известной степени	1	1
409	самое главное	1	1
410	тем и	1	1
411	при таком	2	1
412	вот его	1	1
413	в результате	1	1
414	это как	4	1
415	о нем	3	1
416	бы в	1	1
417	но у	2	1
418	шутов и	1	1
419	мог быть	1	1
420	хотя бы	1	1
421	жизни в	5	1
422	из тех	2	1
423	совершенно не	4	1
424	но этот	1	1
425	есть и	1	1
426	время он	1	1
427	но еще	1	1
428	и эта	3	1
429	это в	4	1
430	во всяком	1	1
