N	2gram	Vinokur_Vv_1	Dialekti
145	их понимание	1	4
146	ни с	2	4
147	одно из	5	4
148	от того	3	4
149	в связи	2	4
150	могут быть	4	4
151	быть и	2	4
152	хотя бы	5	4
153	а в	5	4
154	другой стороны	5	4
155	же как	3	3
156	искусство и	2	3
157	сам по	1	3
158	это и	1	3
159	как мы	9	3
160	что если	2	3
161	вопрос о	8	3
162	что иное	4	3
163	иное как	5	3
164	в чем	4	3
165	а только	8	3
166	себе и	2	3
167	в этой	3	3
168	с этим	2	3
169	кроме того	1	3
170	от этого	5	3
171	после этого	2	3
172	не значит	1	3
173	есть та	1	3
174	об этом	5	3
175	его в	6	3
176	это было	1	3
177	было бы	5	3
178	уже знаем	1	3
179	мы имеем	3	3
180	и уже	3	3
181	и тогда	3	3
182	в этих	3	3
183	или вообще	5	3
184	что такое	10	3
185	и более	1	3
186	вещей и	1	3
187	что этот	1	3
188	не менее	8	3
189	ничего не	2	3
190	в разных	5	3
191	или как	3	3
192	как только	1	3
193	должны быть	1	3
194	то как	1	3
195	вещи и	1	3
196	принять во	2	3
197	это только	4	3
198	уже не	5	3
199	как они	1	3
200	нуждается в	2	3
201	все время	1	3
202	он есть	1	3
203	тех пор	1	3
204	же мы	1	3
205	будто бы	2	3
206	у меня	1	3
207	из них	3	3
208	ведь это	1	3
209	мы находим	1	3
210	и из	1	3
211	о котором	8	3
212	не было	1	3
213	себе не	1	3
214	о чем	4	3
215	во внимание	2	3
216	мы говорим	2	3
217	в данном	11	3
218	в той	7	3
219	когда мы	2	3
220	возможна ли	1	3
221	и от	1	3
222	время не	1	3
223	это как	1	3
224	или нет	1	3
225	е в	4	3
226	становления и	1	3
227	понимать как	1	3
228	только как	6	3
229	не что	4	3
230	они не	1	3
231	я и	1	2
232	также что	1	2
233	также и	16	2
234	человека и	1	2
235	связана с	4	2
236	на самом	1	2
237	только потому	1	2
238	что эти	1	2
239	что время	2	2
240	например в	2	2
241	на вещи	2	2
242	из всего	1	2
243	что уже	3	2
244	так чтобы	3	2
245	то это	3	2
246	как не	1	2
247	зависимости от	1	2
248	в ней	3	2
249	и говорить	1	2
250	в широком	7	2
251	говоря уже	2	2
252	во всех	2	2
253	различия между	1	2
254	в общем	12	2
255	очевидно что	1	2
256	которые не	1	2
257	и я	1	2
258	в истории	9	2
259	мере в	4	2
260	как в	1	2
261	поэтического образа	1	2
262	сразу и	1	2
263	не самый	1	2
264	что по	1	2
265	но в	10	2
266	тут нет	1	2
267	идея и	1	2
268	еще на	1	2
269	в которой	1	2
270	бы и	2	2
271	так или	4	2
272	все эти	3	2
273	раз в	1	2
274	бы только	1	2
275	но ведь	4	2
276	на его	1	2
277	в определенном	1	2
278	время и	1	2
279	не как	3	2
280	широком смысле	8	2
281	их из	1	2
282	на этом	3	2
283	но все	3	2
284	в каждом	4	2
285	говорил что	1	2
286	в жизни	1	2
287	она и	1	2
288	с тем	6	2
289	несмотря на	2	2
290	хотя в	2	2
291	во время	1	2
292	и при	2	2
293	взгляд на	1	2
294	существуют и	1	2
295	в их	11	2
296	далее в	1	2
297	в зависимости	1	2
298	тем не	8	2
299	не должно	1	2
300	нет вообще	1	2
301	тому что	2	2
302	нет никакого	1	2
303	не раз	1	2
304	что с	3	2
305	самого начала	1	2
306	дело не	3	2
307	того как	3	2
308	в сущности	3	2
309	не по	1	2
310	себе так	1	2
311	он мог	3	2
312	действительно в	1	2
313	своей природе	3	2
314	убедиться в	1	2
315	следует что	2	2
316	это уже	1	2
317	уже и	7	2
318	что на	1	2
319	в области	4	2
320	представлять себе	1	2
321	и искусство	1	2
322	и надо	1	2
323	к тому	4	2
324	в конце	3	2
325	данном случае	5	2
326	взгляда на	4	2
327	с самого	1	2
328	культуры и	1	2
329	и совершенно	2	2
330	что у	1	2
331	можно только	2	2
332	том как	1	2
333	имеется в	1	2
334	понятно что	3	2
335	разница между	1	2
336	и должно	1	2
337	обратим внимание	1	2
338	времени в	3	2
339	все в	1	2
340	самый принцип	1	2
341	тем или	1	2
342	смысле не	1	2
343	между тем	8	2
344	или иначе	4	2
345	если принять	1	2
346	когда оно	1	2
347	всяком случае	3	2
348	мы должны	1	2
349	в каких	1	2
350	что здесь	2	2
351	д и	1	2
352	мы видим	1	2
353	с ними	1	2
354	в какой	4	2
355	или другим	1	2
356	с одной	4	2
357	себя в	2	2
358	есть в	1	2
359	или в	1	2
360	а потому	3	2
361	т п	5	2
362	само по	3	2
363	не выходя	1	2
364	тем что	6	2
365	в очень	3	2
366	момент в	1	2
367	до сих	5	2
368	именно в	8	2
369	и прежде	1	2
370	был в	2	2
371	не на	1	2
372	зависит от	3	2
373	жизнь в	1	2
374	об ее	1	2
375	что мы	2	2
376	уже о	1	2
377	в частности	3	2
378	вместе с	6	2
379	так же	3	2
380	или по	1	2
381	в разной	2	2
382	в изображении	1	2
383	что же	3	2
384	объединяются в	1	2
385	в тех	2	2
386	сих пор	5	2
387	же самое	2	2
388	которые были	2	2
389	содержанием и	1	2
390	тех или	3	2
391	и часто	1	2
392	в результате	3	2
393	или иным	1	2
394	это может	2	2
395	это еще	2	2
396	или не	1	2
397	же в	1	2
398	в системе	1	2
399	может и	1	2
400	и прочих	1	2
401	не говоря	2	2
402	как предметы	1	2
403	только о	2	2
404	в виде	4	2
405	другого рода	2	2
406	ее в	1	2
407	того или	1	2
408	в своих	2	2
409	во всяком	3	2
410	смысле слова	7	1
411	от этой	1	1
412	речь идет	2	1
413	котором уже	1	1
414	того же	3	1
415	не остается	1	1
416	выражения в	1	1
417	этом пункте	1	1
418	тех же	1	1
419	очень много	1	1
420	вещей в	1	1
421	достоевского в	1	1
422	и до	2	1
423	но важно	1	1
424	ведь и	1	1
425	выражается в	1	1
426	оно было	1	1
427	в какой-то	1	1
428	чтобы эта	1	1
429	по его	2	1
430	это требуется	1	1
431	всего того	2	1
432	бы уже	1	1
433	сравнению с	3	1
434	уже более	1	1
435	ответить на	1	1
436	и новые	1	1
437	нам в	1	1
438	не была	1	1
439	теории как	1	1
440	на тему	2	1
441	в некотором	1	1
442	этого термина	2	1
443	что можно	2	1
444	становится то	1	1
445	и характере	1	1
446	говорил о	1	1
447	не от	1	1
448	чем больше	2	1
449	литературы и	1	1
450	видеть как	1	1
451	и этого	3	1
452	он был	1	1
453	он сам	3	1
454	это противопоставление	1	1
455	бы то	1	1
456	в различных	2	1
457	природы и	1	1
458	д однако	3	1
459	и места	1	1
460	от характера	3	1
461	в новом	1	1
462	отличие от	3	1
463	нет и	1	1
464	форме и	1	1
465	можно представить	2	1
466	тем больше	1	1
467	совершенно свободно	1	1
468	нет надобности	3	1
469	общего с	1	1
470	что именно	2	1
471	стороны и	3	1
472	интимная связь	1	1
473	понимать в	2	1
474	однако не	4	1
475	на картине	1	1
476	и понимания	1	1
477	для которой	1	1
478	как иногда	1	1
479	или иную	1	1
480	образом связана	1	1
481	то в	1	1
482	думать так	1	1
483	духа в	1	1
484	только один	1	1
485	в целом	5	1
486	из этих	5	1
487	от действительности	2	1
488	с их	5	1
489	остановиться на	1	1
490	тому же	1	1
491	во многих	1	1
492	что отношения	1	1
493	если он	1	1
494	направлено на	1	1
495	не могла	1	1
496	так сказать	1	1
497	на свой	1	1
498	вообще не	3	1
499	с чем	2	1
500	к выводу	6	1
501	как оно	3	1
502	задний план	1	1
503	не к	2	1
504	дает нам	1	1
505	мы выделяем	1	1
506	свое время	2	1
507	д все	2	1
508	для данной	1	1
509	из него	1	1
510	даже прямо	1	1
511	но дело	3	1
512	не бывает	2	1
513	именно это	1	1
514	в основу	2	1
515	жить в	1	1
516	больше всего	1	1
517	что все	1	1
518	главным образом	1	1
519	значение в	2	1
520	до бесконечности	1	1
521	и никакого	1	1
522	в глубине	1	1
523	такими вопросами	1	1
524	такое вообще	1	1
525	превращается уже	1	1
526	или даже	1	1
527	отличается тем	1	1
528	нечего и	1	1
529	действительности в	2	1
530	иным не	1	1
531	которая как	2	1
532	на почве	5	1
533	известно что	1	1
534	этом смысле	11	1
535	лишь на	1	1
536	истории и	4	1
537	и тем	5	1
538	и творчества	2	1
539	но уже	2	1
540	в них	4	1
541	также не	1	1
542	смысле они	1	1
543	ни одной	1	1
544	показывает что	1	1
545	не всегда	1	1
546	всегда и	1	1
547	была уже	1	1
548	на родном	1	1
549	чем в	3	1
550	понятия и	1	1
551	одного и	2	1
552	и становится	1	1
553	в эту	1	1
554	бы на	1	1
555	нужно только	1	1
556	но если	3	1
557	и сейчас	2	1
558	по тому	1	1
559	и ее	4	1
560	которая имеет	1	1
561	могут не	1	1
562	с научной	2	1
563	почти не	1	1
564	в котором	4	1
565	в принципе	2	1
566	что всякий	1	1
567	мы называем	2	1
568	от времени	1	1
569	не содержит	1	1
570	от его	1	1
571	науки но	2	1
572	и другого	1	1
573	сам же	2	1
574	бы например	1	1
575	а есть	1	1
576	интереса тем	1	1
577	превратиться в	1	1
578	надо сказать	1	1
579	ним в	1	1
580	и очень	1	1
581	и истории	2	1
582	и писателей	1	1
583	с теми	2	1
584	в обоих	2	1
585	как о	4	1
586	это дает	1	1
587	уже из	1	1
588	ее с	1	1
589	много общего	1	1
590	в самых	1	1
591	из их	1	1
592	самого по	1	1
593	и всегда	1	1
594	подобно тому	1	1
595	все меньше	1	1
596	одна из	2	1
597	это то	1	1
598	и по-видимому	1	1
599	два различных	1	1
600	смысле как	3	1
601	из основных	1	1
602	это искусство	3	1
603	специфическое содержание	1	1
604	и сама	1	1
605	всего то	3	1
606	ее можно	1	1
607	этом отношении	3	1
608	ли это	1	1
609	ему не	1	1
610	и далее	2	1
611	все то	1	1
612	встречается в	1	1
613	две области	1	1
614	истории не	2	1
615	было у	1	1
616	похож на	1	1
617	понимать не	1	1
618	разницей что	1	1
619	отличается от	1	1
620	история того	1	1
621	вся разница	1	1
622	же только	2	1
623	мы ее	1	1
624	слова о	1	1
625	оно не	1	1
626	о них	2	1
627	должен быть	4	1
628	то ни	1	1
629	нас от	1	1
630	и о	1	1
631	пока она	1	1
632	не существует	2	1
633	здесь не	2	1
634	были бы	1	1
635	в собственном	2	1
636	воплощен в	1	1
637	чтобы быть	1	1
638	та область	1	1
639	в дальнейшем	2	1
640	разной мере	1	1
641	слова а	1	1
642	котором мы	1	1
643	на нее	2	1
644	и которые	1	1
645	одного из	1	1
646	здесь нет	4	1
647	мог бы	2	1
648	которые он	1	1
649	одного от	1	1
650	еще в	1	1
651	она была	2	1
652	виду их	1	1
653	и на	3	1
654	какой она	1	1
655	по сравнению	3	1
656	короче говоря	1	1
657	по мере	4	1
658	выводу что	5	1
659	уже само	1	1
660	смысле и	2	1
661	образом в	1	1
662	содержание этого	1	1
663	познания и	2	1
664	только так	2	1
665	зато она	1	1
666	искусства и	1	1
667	вот почему	3	1
668	совершенно с	1	1
669	внимание на	4	1
670	все прочие	1	1
671	по их	2	1
672	различие в	1	1
673	однако что	1	1
674	нем не	1	1
675	нечто иное	1	1
676	судить о	1	1
677	вообще о	1	1
678	во всей	1	1
679	тему о	1	1
680	пор пока	1	1
681	и содержания	1	1
682	них в	1	1
683	получается что	1	1
684	если это	2	1
685	общем смысле	1	1
686	скорее чем	1	1
687	это несомненно	1	1
688	в литературе	1	1
689	он действительно	1	1
690	большей или	2	1
691	разной степени	1	1
692	но с	4	1
693	время в	2	1
694	обе эти	2	1
695	а если	2	1
696	совсем не	3	1
697	тот же	1	1
698	не такие	1	1
699	этого можно	1	1
700	всю ее	1	1
701	не имеет	4	1
702	во всем	2	1
703	и чувства	1	1
704	не видеть	1	1
705	всех его	1	1
706	времени как	1	1
707	именно на	2	1
708	с какой	1	1
709	из которых	2	1
710	только на	3	1
711	ее а	1	1
712	по глубине	1	1
713	совершенно несоизмеримы	1	1
714	а это	1	1
715	при помощи	2	1
716	но совершенно	1	1
717	его и	1	1
718	ту или	1	1
719	она действительно	1	1
720	мы знаем	1	1
721	теснейшим образом	1	1
722	пока не	1	1
723	представить себе	5	1
724	в прошлом	2	1
725	содержание и	1	1
726	к ним	1	1
727	при всей	1	1
728	мы можем	2	1
729	у него	1	1
730	она имеет	1	1
731	отношении что	3	1
732	нее не	1	1
733	к одной	1	1
734	даже и	3	1
735	этих понятий	2	1
736	в особенности	4	1
737	глубине и	1	1
738	из двух	2	1
739	одном месте	1	1
740	что обе	2	1
741	или иной	1	1
742	говорим о	1	1
743	и тех	1	1
744	здесь в	1	1
745	на то	1	1
746	к которому	1	1
747	или меньшей	2	1
748	еще и	3	1
749	была и	1	1
750	наконец в	1	1
751	и др	2	1
752	обоих случаях	1	1
753	том отношении	3	1
754	что будет	1	1
755	говорит о	3	1
756	связано с	1	1
757	только по	3	1
758	превращается в	1	1
759	них и	2	1
760	самом же	1	1
761	к науке	1	1
762	в подлинном	2	1
763	чтобы убедиться	1	1
764	одной стороны	4	1
765	он только	1	1
766	может ли	1	1
767	цвета и	1	1
768	что несмотря	2	1
769	действительности и	1	1
770	в руках	1	1
771	человек в	1	1
772	своего предмета	1	1
773	философской мысли	2	1
774	самом своем	2	1
775	факт что	1	1
776	смысле на	1	1
777	имея в	1	1
778	все более	3	1
779	бы оно	1	1
780	входить в	1	1
781	д в	2	1
782	его содержание	1	1
783	себе самому	1	1
784	надо было	2	1
785	не понимать	1	1
786	тому как	1	1
787	но который	1	1
788	подлинном смысле	1	1
789	по существу	2	1
790	действительно не	1	1
791	д мы	1	1
792	потому принципиально	1	1
793	с этой	4	1
794	слова и	1	1
795	не предполагает	1	1
796	мере не	1	1
797	оба они	1	1
798	в одних	1	1
799	это выражение	1	1
800	но для	1	1
801	вообще все	1	1
802	и собственно	1	1
803	например у	1	1
804	месте в	1	1
805	на одной	1	1
806	каждой из	3	1
807	в идеале	2	1
808	отсюда следует	1	1
809	того есть	1	1
810	на задний	1	1
811	об отношении	2	1
812	в его	10	1
813	как надо	1	1
814	это можно	1	1
815	именно такого	1	1
816	еще раз	1	1
817	а к	1	1
818	как эта	1	1
819	лишь как	2	1
820	из себя	1	1
821	тем более	2	1
822	не должен	1	1
823	конце концов	2	1
824	но зато	2	1
825	мы не	2	1
826	по самой	2	1
827	говорим об	1	1
828	до тех	1	1
829	имеет целью	1	1
830	заметным и	1	1
831	к культуре	2	1
832	состоит из	1	1
833	самой своей	2	1
834	или иного	1	1
835	ко всему	1	1
836	е по	1	1
837	в свое	2	1
838	есть то	1	1
839	если же	2	1
840	можно назвать	1	1
841	и эта	1	1
842	это в	2	1
843	уже после	3	1
844	как на	11	1
845	точно так	2	1
846	все что	1	1
847	гораздо более	3	1
