N	2gram	Vygotskiy__2	Stilisti
154	заключает в	2	3
155	здесь мы	2	3
156	не будет	1	3
157	об этом	3	3
158	это не	2	3
159	своего осуществления	1	3
160	том что	21	3
161	бы мы	1	3
162	что было	1	3
163	в разных	1	3
164	связь и	1	3
165	связи с	1	3
166	деятельности и	1	3
167	что оно	2	3
168	в виду	3	3
169	но при	1	3
170	в ее	2	3
171	то или	2	3
172	роль в	2	3
173	что у	5	3
174	мы в	3	3
175	приближается к	1	3
176	и здесь	2	3
177	и поэтому	4	3
178	связь между	1	3
179	жизни и	4	3
180	конечно не	1	3
181	только на	5	3
182	из них	4	3
183	его и	1	3
184	не так	2	3
185	представить себе	3	3
186	в котором	1	3
187	в одном	2	3
188	но что	2	3
189	свое выражение	1	3
190	от того	4	3
191	что слова	1	3
192	что и	17	3
193	и даже	5	3
194	всякое слово	1	3
195	и эта	1	3
196	конце концов	3	3
197	так называемой	1	3
198	и уже	1	3
199	ни на	3	3
200	в тех	1	3
201	этого слова	1	3
202	как только	2	3
203	этом случае	1	3
204	в целом	4	3
205	как предмет	1	3
206	и для	4	3
207	для нас	2	3
208	и все	4	3
209	главным образом	3	3
210	между ними	1	3
211	сказать что	7	3
212	не учитывая	1	3
213	также и	2	2
214	человека и	1	2
215	мы имели	1	2
216	нас не	1	2
217	и больше	1	2
218	и этот	2	2
219	его не	1	2
220	к нашей	1	2
221	мы имеем	4	2
222	нуждаются в	1	2
223	но даже	2	2
224	как не	2	2
225	и он	3	2
226	иное как	1	2
227	все больше	1	2
228	но не	2	2
229	и указывает	1	2
230	только потому	2	2
231	значение и	2	2
232	только тогда	1	2
233	должны были	1	2
234	очевидно что	2	2
235	иметь дело	4	2
236	отношение к	2	2
237	себе и	2	2
238	органов речи	1	2
239	нашего сознания	3	2
240	как в	9	2
241	и нет	1	2
242	переживания и	1	2
243	целый ряд	6	2
244	которая и	1	2
245	бы и	3	2
246	с чрезвычайной	1	2
247	все эти	7	2
248	бы не	2	2
249	и те	4	2
250	речи но	1	2
251	тому же	1	2
252	этот процесс	1	2
253	уяснить себе	1	2
254	и сам	4	2
255	по своему	3	2
256	же самая	1	2
257	одной и	4	2
258	ясно что	7	2
259	есть не	4	2
260	бы нам	1	2
261	с этим	4	2
262	в жизни	4	2
263	но мы	1	2
264	нашего исследования	1	2
265	следует искать	1	2
266	он сказал	3	2
267	в этих	2	2
268	и при	2	2
269	в своей	3	2
270	ли он	2	2
271	мы конечно	1	2
272	в отношении	3	2
273	что вся	1	2
274	место в	2	2
275	в которых	3	2
276	но эта	2	2
277	которые в	4	2
278	важную роль	1	2
279	однако в	1	2
280	который мы	1	2
281	и форма	2	2
282	не сумеем	5	2
283	в основе	11	2
284	которого и	1	2
285	в нас	3	2
286	о них	1	2
287	что иное	1	2
288	каждый из	2	2
289	эти три	1	2
290	этом отношении	5	2
291	в каком	3	2
292	все то	1	2
293	ли не	1	2
294	не есть	1	2
295	не поймем	1	2
296	из всего	1	2
297	как с	1	2
298	и когда	4	2
299	художественное творчество	1	2
300	с собой	1	2
301	из двух	1	2
302	времени и	1	2
303	не с	1	2
304	быть может	1	2
305	и вообще	2	2
306	в действительной	1	2
307	и содержание	2	2
308	той социальной	1	2
309	к нему	2	2
310	в языке	4	2
311	в него	2	2
312	видим что	3	2
313	в том	37	2
314	тот же	6	2
315	что он	13	2
316	в какой	2	2
317	как нечто	2	2
318	одни и	2	2
319	для всех	1	2
320	эти системы	1	2
321	для него	1	2
322	заметить что	2	2
323	тем что	9	2
324	нужно было	1	2
325	а на	4	2
326	и эту	1	2
327	к которому	2	2
328	собой разумеется	1	2
329	больше и	1	2
330	связано с	1	2
331	не было	2	2
332	зависит от	2	2
333	до конца	3	2
334	должна была	1	2
335	в связи	1	2
336	нет ничего	1	2
337	легче всего	3	2
338	из которых	2	2
339	разве не	1	2
340	в первой	1	2
341	должно быть	1	2
342	материал для	4	2
343	эти вопросы	1	2
344	сих пор	5	2
345	но это	2	2
346	при всем	3	2
347	тем и	2	2
348	или в	1	2
349	а к	2	2
350	нам придется	1	2
351	у них	2	2
352	ни к	1	2
353	действительной жизни	3	2
354	несмотря на	4	2
355	этот вопрос	3	2
356	в частности	3	2
357	же самой	2	2
358	они еще	1	2
359	к этому	1	2
360	в своих	9	2
361	не наоборот	1	1
362	равным образом	2	1
363	с новыми	1	1
364	смысле слова	1	1
365	к людям	2	1
366	ту же	4	1
367	одним из	1	1
368	для построения	1	1
369	и ясных	1	1
370	же как	4	1
371	чтобы не	1	1
372	художественного произведения	5	1
373	не остается	2	1
374	ли оно	1	1
375	своих действующих	1	1
376	зависели и	1	1
377	над нашим	1	1
378	другому человеку	1	1
379	и должны	1	1
380	решительно все	1	1
381	кому приходится	1	1
382	и до	4	1
383	бы к	1	1
384	знаков препинания	1	1
385	и самое	1	1
386	не имеют	2	1
387	слова которые	1	1
388	входящих в	2	1
389	в их	3	1
390	обойтись без	1	1
391	из всех	2	1
392	например в	3	1
393	и художника	1	1
394	всего того	1	1
395	первой и	1	1
396	если я	1	1
397	характер его	1	1
398	сравнения и	1	1
399	при анализе	2	1
400	оно означает	1	1
401	мы сразу	1	1
402	именно к	1	1
403	оба эти	2	1
404	становится совершенно	2	1
405	в сущности	7	1
406	принадлежит к	1	1
407	с нашими	1	1
408	того же	2	1
409	из ее	1	1
410	в каждой	1	1
411	которые оно	1	1
412	благодаря своим	1	1
413	но этого	1	1
414	мы начинаем	1	1
415	в чем	4	1
416	роман и	2	1
417	одним словом	1	1
418	но как	3	1
419	и другие	1	1
420	не то	1	1
421	к которой	2	1
422	если в	2	1
423	конечном счете	3	1
424	в общем	3	1
425	какой степени	1	1
426	а уже	1	1
427	уже как	1	1
428	его смыслом	1	1
429	иногда и	1	1
430	связи и	1	1
431	к сожалению	1	1
432	относится к	3	1
433	в собственном	1	1
434	там где	2	1
435	в истории	1	1
436	как говорит	3	1
437	более чем	1	1
438	притом так	1	1
439	если она	2	1
440	сновидений и	1	1
441	только ее	3	1
442	на минуту	1	1
443	построения литературной	1	1
444	однако не	2	1
445	кроме того	1	1
446	и где	1	1
447	когда он	10	1
448	более или	1	1
449	себе не	1	1
450	увидим что	2	1
451	ясно и	1	1
452	выражает и	1	1
453	то в	1	1
454	где все	1	1
455	с той	4	1
456	однако мы	1	1
457	в литературном	1	1
458	формы в	3	1
459	возможно что	1	1
460	он в	3	1
461	как действительный	1	1
462	из этих	1	1
463	от действительности	1	1
464	социальной обстановкой	1	1
465	думать что	3	1
466	остановиться на	1	1
467	общественного человека	1	1
468	самом звуке	1	1
469	только один	1	1
470	имеем в	2	1
471	не могла	1	1
472	и если	1	1
473	вообще не	1	1
474	что без	2	1
475	действие и	2	1
476	как всякий	2	1
477	тем не	4	1
478	он не	6	1
479	у древних	1	1
480	ключ к	1	1
481	или иному	2	1
482	он должен	1	1
483	в художественном	6	1
484	к одному	4	1
485	не как	3	1
486	в силу	1	1
487	сказал что	1	1
488	нашего времени	1	1
489	он так	1	1
490	на этом	3	1
491	так например	1	1
492	одному и	1	1
493	на то	11	1
494	в основу	1	1
495	форме а	1	1
496	составной частью	1	1
497	факт что	1	1
498	он просто	1	1
499	тем в	1	1
500	зависимости между	1	1
501	в другом	1	1
502	в ход	2	1
503	форм и	2	1
504	на все	5	1
505	ничего удивительного	1	1
506	который уже	2	1
507	образом если	1	1
508	на бумаге	1	1
509	искусства в	5	1
510	то все	2	1
511	одна и	1	1
512	всю свою	1	1
513	должен был	2	1
514	литературном произведении	1	1
515	между отдельными	1	1
516	знаком с	1	1
517	том насколько	1	1
518	борьбе за	1	1
519	за ним	1	1
520	он является	1	1
521	к которым	3	1
522	с этой	4	1
523	во внимание	2	1
524	характер и	1	1
525	и вне	1	1
526	всякого сомнения	1	1
527	и тогда	1	1
528	и того	1	1
529	форму но	1	1
530	с еще	1	1
531	одного и	2	1
532	лучше всего	1	1
533	или менее	1	1
534	политической экономии	1	1
535	всем желании	1	1
536	предметом изучения	1	1
537	бы на	1	1
538	и осуществляет	1	1
539	исследования к	1	1
540	таким же	1	1
541	деятельности не	1	1
542	причины и	1	1
543	взгляд на	1	1
544	мы замечаем	1	1
545	наших дней	1	1
546	это только	3	1
547	по сравнению	2	1
548	то для	1	1
549	самый момент	1	1
550	на каждом	1	1
551	на свою	1	1
552	и высоких	1	1
553	жизни с	3	1
554	приблизительно так	2	1
555	является только	1	1
556	слов то	1	1
557	искусства а	2	1
558	в поэме	1	1
559	творчества и	3	1
560	не поймет	1	1
561	по крайней	1	1
562	даже к	1	1
563	и эти	2	1
564	собой и	1	1
565	том же	2	1
566	что этот	2	1
567	в устах	1	1
568	стоит только	2	1
569	зрения и	1	1
570	по себе	12	1
571	мы встречаемся	1	1
572	и музыки	1	1
573	произведения и	1	1
574	и какая	1	1
575	нет никакого	1	1
576	не менее	8	1
577	других отношений	1	1
578	суждения о	1	1
579	в таких	1	1
580	как можно	2	1
581	что эта	1	1
582	она не	2	1
583	с теми	1	1
584	в русской	1	1
585	и проч	1	1
586	эта форма	2	1
587	тогда когда	3	1
588	того как	4	1
589	одна из	1	1
590	каждый день	1	1
591	благодаря тому	1	1
592	так чтобы	1	1
593	и искусство	1	1
594	мы все	1	1
595	к такому	1	1
596	же сколько	2	1
597	только не	1	1
598	говорит один	1	1
599	и всегда	2	1
600	в общих	1	1
601	не подлежат	1	1
602	в самой	2	1
603	именно с	1	1
604	на природу	1	1
605	убедиться в	1	1
606	ничто не	1	1
607	так называемый	1	1
608	на самой	1	1
609	доказать что	1	1
610	и делает	1	1
611	никакого значения	1	1
612	и оно	1	1
613	если его	1	1
614	она приобретает	1	1
615	не могут	3	1
616	уже непосредственно	1	1
617	языке и	1	1
618	и другой	3	1
619	похож на	1	1
620	это конечно	1	1
621	должны быть	3	1
622	а какого-нибудь	1	1
623	вновь и	1	1
624	другими формами	1	1
625	в наши	1	1
626	что при	9	1
627	утверждать что	4	1
628	если же	4	1
629	наши дни	1	1
630	должен быть	1	1
631	что для	7	1
632	приходит к	3	1
633	и о	1	1
634	и сами	1	1
635	эту социальную	1	1
636	в произведении	4	1
637	культуры и	1	1
638	и характер	1	1
639	ее наиболее	1	1
640	целым рядом	1	1
641	вещи и	1	1
642	здесь как	1	1
643	т.д что	1	1
644	в себя	1	1
645	все свои	1	1
646	которых это	1	1
647	к вопросам	1	1
648	еще в	1	1
649	когда в	1	1
650	это даже	1	1
651	показать как	2	1
652	понятно что	2	1
653	является в	1	1
654	ему приходится	1	1
655	он к	1	1
656	для этого	3	1
657	даже не	1	1
658	образом в	3	1
659	слова а	1	1
660	не найдем	1	1
661	каждый раз	1	1
662	именно потому	2	1
663	остается ничего	2	1
664	это происходит	2	1
665	на вопрос	2	1
666	столь же	4	1
667	и та	1	1
668	никак не	4	1
669	и что	22	1
670	к действительности	2	1
671	что его	5	1
672	все его	1	1
673	и во	1	1
674	в конечном	3	1
675	воздействия на	2	1
676	в переживании	1	1
677	грань между	1	1
678	между тем	4	1
679	творчества в	2	1
680	противоречия и	1	1
681	самые основные	1	1
682	сильнее и	1	1
683	крайней мере	1	1
684	вслед за	5	1
685	что бы	1	1
686	представления о	1	1
687	осуществление в	1	1
688	вещи как	1	1
689	бросается в	1	1
690	сознание которое	1	1
691	первое что	1	1
692	и дает	1	1
693	обе эти	1	1
694	вся область	1	1
695	с ними	1	1
696	дело с	8	1
697	минуту не	1	1
698	прозаической речи	1	1
699	бы из	1	1
700	от действительной	1	1
701	и существовать	1	1
702	правда и	1	1
703	эти утверждения	1	1
704	русской литературе	1	1
705	сам собой	2	1
706	же он	1	1
707	где они	1	1
708	до наших	1	1
709	история и	1	1
710	могут образоваться	1	1
711	так что	3	1
712	же и	1	1
713	к какому	2	1
714	которому он	2	1
715	звуков и	1	1
716	в большинстве	1	1
717	самой формы	1	1
718	в нашей	3	1
719	существенное для	1	1
720	в виде	1	1
721	и поэтичность	1	1
722	его с	2	1
723	свидетельствует о	1	1
724	не обладают	1	1
725	каким образом	3	1
726	при помощи	10	1
727	их как	2	1
728	что всякие	1	1
729	в искажении	1	1
730	является ее	1	1
731	был бы	1	1
732	искать в	1	1
733	переживания как	1	1
734	и художественно	1	1
735	не сумеет	1	1
736	слова самое	1	1
737	ни в	2	1
738	могло бы	2	1
739	чтобы выразить	1	1
740	иначе как	1	1
741	вовсе не	2	1
742	от тех	1	1
743	носит характер	1	1
744	гораздо большей	1	1
745	можно с	1	1
746	ее не	1	1
747	и оказывается	1	1
748	не о	1	1
749	и никогда	2	1
750	играет в	1	1
751	показали что	2	1
752	образом не	1	1
753	чрезвычайно легко	2	1
754	к той	1	1
755	мы возьмем	1	1
756	в особенности	2	1
757	с общим	1	1
758	в другой	1	1
759	со стороны	1	1
760	мы воспринимаем	1	1
761	и сознание	1	1
762	до сих	5	1
763	с другой	3	1
764	каждый человек	1	1
765	за пределы	1	1
766	действующих лиц	3	1
767	такое же	2	1
768	орудием и	1	1
769	к более	1	1
770	всякого смысла	1	1
771	ничем не	1	1
772	несколько иным	1	1
773	чтобы этот	1	1
774	картины или	1	1
775	чтобы убедиться	1	1
776	индивидуального сознания	1	1
777	на этот	2	1
778	она является	2	1
779	приходится иметь	4	1
780	обстановкой в	1	1
781	понимать как	1	1
782	именно так	1	1
783	же точно	10	1
784	происходит и	1	1
785	из героев	1	1
786	благодаря чему	1	1
787	на эту	1	1
788	свое отражение	1	1
789	к литературному	1	1
790	обладают и	1	1
791	по необходимости	1	1
792	в самый	1	1
793	и представлений	1	1
794	бы ее	1	1
795	от страха	1	1
796	как материал	1	1
797	тот факт	1	1
798	следовательно что	1	1
799	поэтому если	1	1
800	с каким-то	2	1
801	предположить что	1	1
802	он говорит	5	1
803	в предмет	1	1
804	сравнению с	2	1
805	он будет	1	1
806	познакомиться с	1	1
807	тому как	3	1
808	сознания к	2	1
809	изучения а	1	1
810	для человека	1	1
811	как к	3	1
812	с изучением	1	1
813	бы каждый	1	1
814	только то	1	1
815	еще раз	1	1
816	благодаря этому	1	1
817	именно в	1	1
818	и различие	1	1
819	как раз	5	1
820	говорить что	1	1
821	из чего	1	1
822	сознании и	2	1
823	тому или	2	1
824	что относится	1	1
825	в более	1	1
826	основной принцип	1	1
827	только мы	2	1
828	и часто	2	1
829	указать на	1	1
830	для выражения	2	1
831	его форме	1	1
832	не имея	1	1
833	совершается в	1	1
834	не обращаясь	1	1
835	всем этим	1	1
836	само по	3	1
837	в результате	1	1
838	мира и	1	1
839	отчетливых и	1	1
840	что в	20	1
841	речи с	2	1
842	говоря о	1	1
843	который является	1	1
844	вот это	1	1
845	писателя не	1	1
846	еще более	3	1
847	тем более	2	1
848	к утверждению	1	1
849	будто бы	1	1
850	с другими	2	1
851	по самой	1	1
852	и звуковой	1	1
853	от всякого	1	1
854	и начали	1	1
855	нам не	1	1
856	может и	1	1
857	а о	1	1
858	слово в	1	1
859	участвуют в	1	1
860	но если	1	1
861	в романе	2	1
862	получает благодаря	1	1
863	или других	1	1
864	только как	3	1
865	другой стороны	2	1
866	состоит из	2	1
867	была бы	2	1
868	совершенно не	4	1
869	это на	1	1
870	в глаза	2	1
871	является и	1	1
872	до какой	1	1
873	соглашаясь с	1	1
874	это и	1	1
875	только о	1	1
876	самое и	1	1
877	в действительности	4	1
878	наряду с	4	1
879	не нуждается	1	1
880	но еще	1	1
881	указывают на	2	1
882	на ту	1	1
883	придется еще	1	1
884	же на	1	1
885	в таком	2	1
886	все что	2	1
887	и вновь	1	1
