N	2gram	Bakhtin_sl_2	KulturaY
142	но как	2	3
143	по отношению	4	3
144	отношение к	4	3
145	отнюдь не	1	3
146	что как	1	3
147	и к	6	3
148	что слово	1	3
149	бы и	3	3
150	но на	1	3
151	он не	2	3
152	русском языке	1	3
153	и с	9	3
154	литературного языка	12	3
155	зрения на	2	3
156	мы видели	2	3
157	п но	2	3
158	установка на	2	3
159	и более	2	3
160	как проблема	1	3
161	в отношении	4	3
162	она не	6	3
163	в то	4	3
164	как о	2	3
165	на него	2	3
166	в процессе	13	3
167	должна быть	3	3
168	п в	2	3
169	говорить и	1	3
170	всего этого	1	3
171	в результате	2	3
172	этого языка	4	3
173	но и	21	3
174	нас в	1	3
175	отметить что	3	3
176	это не	5	3
177	и только	1	3
178	вообще и	1	3
179	может иметь	3	3
180	в какой	1	3
181	и действительно	1	3
182	а лишь	2	3
183	уже в	2	3
184	языка но	4	3
185	ни в	4	3
186	мы находим	1	3
187	именно в	2	3
188	а именно	2	3
189	об образе	1	3
190	стать на	1	3
191	xix века	4	3
192	там где	6	3
193	того или	1	3
194	слово в	11	3
195	другой стороны	1	3
196	или иного	1	3
197	речи как	2	3
198	они не	2	3
199	смысле слова	1	2
200	их сознания	1	2
201	отношению к	4	2
202	п все	3	2
203	собственном смысле	3	2
204	на материале	2	2
205	о формах	2	2
206	и такой	1	2
207	подчеркнуть что	2	2
208	и говорить	1	2
209	быть в	1	2
210	здесь не	4	2
211	в различных	2	2
212	чем это	1	2
213	но язык	1	2
214	не все	2	2
215	отличие от	13	2
216	не просто	1	2
217	за пределы	2	2
218	связи и	2	2
219	сама по	3	2
220	языка и	9	2
221	этот прием	1	2
222	как к	3	2
223	и как	3	2
224	более или	2	2
225	увидим что	1	2
226	но в	6	2
227	лишь о	2	2
228	для которого	1	2
229	он в	1	2
230	как он	2	2
231	так сказать	6	2
232	письменный язык	1	2
233	и самый	1	2
234	если же	1	2
235	в корне	1	2
236	на этом	3	2
237	но все	5	2
238	значение в	2	2
239	и дальше	3	2
240	его в	4	2
241	на протяжении	2	2
242	с другими	4	2
243	чем в	2	2
244	такой же	1	2
245	остается в	5	2
246	смысл и	2	2
247	одного и	1	2
248	или менее	2	2
249	в этих	7	2
250	и при	2	2
251	и без	1	2
252	в отличие	12	2
253	мысли и	1	2
254	точку зрения	3	2
255	однако в	2	2
256	поэтическое слово	4	2
257	в таких	1	2
258	не о	1	2
259	может служить	1	2
260	к новым	1	2
261	дело не	1	2
262	слова как	2	2
263	в русском	1	2
264	никак не	1	2
265	об особой	1	2
266	отличается от	2	2
267	литературном языке	1	2
268	функцию и	1	2
269	так в	2	2
270	но мы	2	2
271	в пределах	13	2
272	в дальнейшем	2	2
273	на том	1	2
274	здесь как	2	2
275	совершенно иной	1	2
276	мог бы	1	2
277	к его	2	2
278	все те	1	2
279	и здесь	2	2
280	язык и	7	2
281	можно сказать	1	2
282	как они	1	2
283	и об	1	2
284	она может	2	2
285	моменты в	1	2
286	в двух	1	2
287	нашей темы	3	2
288	о значении	1	2
289	вопрос об	1	2
290	самое содержание	1	2
291	все они	2	2
292	именно на	2	2
293	в качестве	1	2
294	конечно не	5	2
295	дано в	1	2
296	не исчерпывает	3	2
297	в одном	2	2
298	в некоторых	3	2
299	перейти к	1	2
300	в особенности	3	2
301	в письменной	1	2
302	точек зрения	3	2
303	себе представить	1	2
304	говорим о	1	2
305	речи а	1	2
306	именно так	1	2
307	в свете	3	2
308	какой мере	1	2
309	чем же	1	2
310	в частности	1	2
311	эти слова	2	2
312	вместе с	2	2
313	материал для	2	2
314	еще раз	3	2
315	как например	2	2
316	в условиях	1	2
317	только для	1	2
318	все это	16	2
319	кроме того	2	2
320	от нас	2	2
321	указать на	1	2
322	и выражений	1	2
323	чтобы понять	1	2
324	не с	3	2
325	еще более	2	2
326	язык не	4	2
327	не знает	2	2
328	в кругу	1	2
329	только о	2	2
330	или иным	1	2
331	это так	1	2
332	как слово	2	2
333	во всяком	3	2
334	том числе	1	2
335	ту же	3	1
336	отношения к	4	1
337	например в	5	1
338	языка с	2	1
339	в движение	1	1
340	пусть не	1	1
341	и должны	1	1
342	стиля не	1	1
343	между двумя	1	1
344	в чисто	3	1
345	из самых	1	1
346	с общей	1	1
347	речь здесь	1	1
348	с таким	2	1
349	и литературы	1	1
350	или с	1	1
351	на тех	1	1
352	книги а	1	1
353	он знает	1	1
354	язык как	3	1
355	и язык	4	1
356	нам в	1	1
357	именно к	2	1
358	почти все	2	1
359	но она	2	1
360	само слово	1	1
361	на себе	1	1
362	в составе	1	1
363	конечно и	2	1
364	существуют такие	1	1
365	для наших	1	1
366	как не	1	1
367	так называемые	1	1
368	и разнообразную	1	1
369	этот как	1	1
370	к общему	1	1
371	литературы и	1	1
372	в прямой	2	1
373	не нужно	1	1
374	и на	4	1
375	между собой	1	1
376	он сам	1	1
377	роман и	2	1
378	языка за	1	1
379	способы передачи	1	1
380	благоприятную почву	1	1
381	различных словесных	1	1
382	что язык	2	1
383	в сторону	1	1
384	значение и	1	1
385	к слову	1	1
386	менее всего	2	1
387	абстрактно в	1	1
388	науки о	1	1
389	между словом	3	1
390	конечно совершенно	1	1
391	идет о	1	1
392	показано выше	1	1
393	в одной	1	1
394	и выражения	1	1
395	с этим	2	1
396	если на	1	1
397	этом его	1	1
398	один только	1	1
399	словом в	4	1
400	перед нами	3	1
401	процессе развития	1	1
402	стилем в	1	1
403	как уже	2	1
404	и всецело	1	1
405	двух разных	1	1
406	однако на	1	1
407	это остается	1	1
408	его смысловая	1	1
409	всегда дает	1	1
410	или иную	1	1
411	за собой	1	1
412	себе как	2	1
413	культуры и	1	1
414	языка свою	1	1
415	превращают этот	1	1
416	нами в	1	1
417	формы не	1	1
418	чистый и	1	1
419	и те	1	1
420	если он	1	1
421	можно лишь	1	1
422	свой материал	1	1
423	мы наблюдаем	2	1
424	а вовсе	2	1
425	этот процесс	1	1
426	связанные с	4	1
427	однако при	1	1
428	отдельных слов	1	1
429	всех этих	4	1
430	моменты которые	1	1
431	материал из	2	1
432	ни была	1	1
433	у пушкина	1	1
434	его от	3	1
435	или иных	1	1
436	без исключения	1	1
437	создает благоприятную	1	1
438	в каждом	1	1
439	мне в	1	1
440	смысле в	1	1
441	быть настолько	1	1
442	не образ	2	1
443	типах и	1	1
444	сознание и	3	1
445	в другом	2	1
446	конечно в	2	1
447	речь а	1	1
448	языка создает	1	1
449	ни при	1	1
450	сказать в	1	1
451	от степени	1	1
452	входит в	4	1
453	те или	1	1
454	не умеет	1	1
455	и иных	4	1
456	чаще всего	1	1
457	конкретности и	1	1
458	борьбе и	1	1
459	истории языка	1	1
460	он является	1	1
461	рядом с	3	1
462	все равно	1	1
463	но лишь	2	1
464	сосредоточивается на	1	1
465	этого не	1	1
466	для правильной	1	1
467	не всегда	2	1
468	и уже	1	1
469	рода и	1	1
470	как сказано	1	1
471	быть также	2	1
472	и становится	1	1
473	степень его	1	1
474	и ее	1	1
475	вместо человек	1	1
476	речи является	1	1
477	в такой	1	1
478	эта может	1	1
479	всяком случае	2	1
480	и степени	1	1
481	в кавычки	1	1
482	можно понимать	1	1
483	она в	1	1
484	языке но	2	1
485	то его	1	1
486	свой смысл	2	1
487	утверждения что	1	1
488	от его	1	1
489	много и	1	1
490	мы теперь	1	1
491	фоне этого	1	1
492	разговорному языку	1	1
493	связано с	3	1
494	важную роль	1	1
495	для нее	1	1
496	зрения и	2	1
497	даже в	2	1
498	слово как	7	1
499	языке в	2	1
500	ее с	1	1
501	и остается	3	1
502	формами словесного	1	1
503	в основе	4	1
504	чем не	2	1
505	значение этого	1	1
506	речи к	1	1
507	для всего	1	1
508	здесь может	1	1
509	возможно и	2	1
510	же время	4	1
511	моментов которые	1	1
512	а во	1	1
513	этой цели	1	1
514	те моменты	1	1
515	таким путем	1	1
516	языка это	2	1
517	на те	1	1
518	по своей	1	1
519	слове и	2	1
520	во всем	4	1
521	это слово	1	1
522	и его	33	1
523	языка который	1	1
524	наших дней	1	1
525	возможно в	1	1
526	их от	1	1
527	еще резче	1	1
528	п то	1	1
529	от их	1	1
530	языке и	1	1
531	лежит в	1	1
532	мы смотрим	1	1
533	содержанием и	1	1
534	как для	3	1
535	и литературный	1	1
536	значение это	1	1
537	свою очередь	2	1
538	без всякого	2	1
539	в собственном	3	1
540	характер и	1	1
541	нет никакой	1	1
542	приводит к	1	1
543	следовательно и	1	1
544	слова а	1	1
545	никогда не	7	1
546	как между	1	1
547	общения с	1	1
548	логикой и	2	1
549	как таковую	1	1
550	бы говорить	1	1
551	разговорного языка	1	1
552	языковых форм	1	1
553	нас и	1	1
554	в известной	1	1
555	но здесь	4	1
556	о нем	2	1
557	на этой	1	1
558	не стоит	1	1
559	в сфере	2	1
560	может не	2	1
561	языке как	3	1
562	затем в	1	1
563	к нему	3	1
564	или иные	1	1
565	но он	2	1
566	которой мы	1	1
567	тем или	1	1
568	смысле не	1	1
569	тем как	1	1
570	как особый	2	1
571	нуждается в	2	1
572	и писать	1	1
573	также в	1	1
574	все время	1	1
575	к определенному	1	1
576	о предмете	1	1
577	знания и	1	1
578	в лучшем	1	1
579	вообще в	1	1
580	в него	7	1
581	слово может	2	1
582	как тема	1	1
583	быть и	3	1
584	себе еще	1	1
585	уже сказано	2	1
586	слов он	1	1
587	к различным	2	1
588	речи о	1	1
589	одной из	1	1
590	с ними	5	1
591	и роман	2	1
592	в поэтическом	1	1
593	мы увидим	2	1
594	кстати сказать	1	1
595	проникнуть в	1	1
596	в себе	2	1
597	создается в	1	1
598	что различные	1	1
599	таких моментов	1	1
600	словом и	8	1
601	о художественном	1	1
602	является проблема	2	1
603	до нас	1	1
604	поэтому и	4	1
605	всей жизни	1	1
606	иной степени	3	1
607	нам важно	1	1
608	с какой	1	1
609	же и	2	1
610	и др	4	1
611	своей целью	1	1
612	не можем	1	1
613	ряде случаев	1	1
614	тех или	1	1
615	говорить об	1	1
616	своим собственным	1	1
617	в виде	2	1
618	но самое	1	1
619	или даже	3	1
620	и обратно	1	1
621	постановка вопроса	1	1
622	за ним	1	1
623	конечно лишь	1	1
624	характерно что	1	1
625	на голое	1	1
626	этими формами	1	1
627	для него	7	1
628	и их	5	1
629	с различными	3	1
630	представить себе	1	1
631	и со	1	1
632	и политической	2	1
633	не для	1	1
634	отношении к	4	1
635	дело и	1	1
636	только с	2	1
637	в систему	1	1
638	самого же	2	1
639	правды и	1	1
640	именно как	2	1
641	этих границ	1	1
642	всецело определяется	1	1
643	же языка	1	1
644	им слов	1	1
645	могут иметь	1	1
646	языком без	1	1
647	превращается в	1	1
648	смысла и	3	1
649	слов а	1	1
650	оно дано	1	1
651	а на	1	1
652	материал в	3	1
653	которых мы	2	1
654	а наоборот	1	1
655	более того	2	1
656	поэтическом слове	1	1
657	зависит от	1	1
658	самое слово	1	1
659	и непосредственно	2	1
660	чужую мысль	1	1
661	слова очень	1	1
662	могут служить	1	1
663	и слово	2	1
664	языка не	4	1
665	лишь тогда	2	1
666	почву для	1	1
667	разговорный язык	2	1
668	входить в	2	1
669	и потому	7	1
670	словом для	1	1
671	в иных	1	1
672	языков так	1	1
673	к самому	1	1
674	изображается не	2	1
675	мы опять	1	1
676	целом ряде	1	1
677	который мы	1	1
678	языках в	1	1
679	ведет к	1	1
680	лежат в	1	1
681	этого утверждения	1	1
682	это возможно	2	1
683	слов в	2	1
684	в эту	1	1
685	наиболее полно	1	1
686	и стилистических	3	1
687	дело здесь	1	1
688	поэтому когда	1	1
689	дело идет	2	1
690	в контексте	3	1
691	над языком	1	1
692	и вторая	1	1
693	высказывания и	1	1
694	слове можно	2	1
695	с этими	1	1
696	в смысле	4	1
697	языка его	1	1
698	слово здесь	3	1
699	и для	5	1
700	и часто	3	1
701	раз подчеркнуть	1	1
702	тем и	1	1
703	для этой	1	1
704	и от	3	1
705	новое положение	2	1
706	поэтический образ	1	1
707	речи с	1	1
708	решенным и	1	1
709	что делать	1	1
710	всего что	1	1
711	от него	5	1
712	или нет	1	1
713	интерес к	1	1
714	идет об	1	1
715	слове как	3	1
716	же в	1	1
717	и другие	2	1
718	нами не	1	1
719	несмотря на	1	1
720	я говорю	1	1
721	в свою	3	1
722	письма и	1	1
723	конечно далеко	1	1
724	поэзии является	1	1
725	работы и	2	1
726	возможно лишь	1	1
727	речи и	3	1
728	в свой	2	1
729	например и	1	1
730	он дан	1	1
731	эта установка	1	1
732	в последнем	1	1
733	одновременно и	3	1
734	на различные	1	1
735	что под	1	1
736	утверждать что	1	1
737	к этому	1	1
738	только не	1	1
739	слова то	1	1
740	о которых	1	1
741	быть до	2	1
742	все что	2	1
743	слова это	1	1
