N	2gram	Voloshinov_1	Russkaja
512	движения и	1	1
513	возможна лишь	1	1
514	другом месте	1	1
515	язык и	9	1
516	и внутреннее	1	1
517	никак не	1	1
518	одного из	1	1
519	себе элементы	1	1
520	и просто	1	1
521	можно сказать	4	1
522	с другой	1	1
523	в какой-нибудь	3	1
524	должно было	3	1
525	на отдельные	2	1
526	воздействия на	1	1
527	внешним образом	1	1
528	крайней мере	1	1
529	с реальной	1	1
530	от этих	1	1
531	представления о	1	1
532	может иметь	1	1
533	наконец и	1	1
534	подойдем к	1	1
535	по своей	2	1
536	один из	4	1
537	обе эти	1	1
538	с ними	1	1
539	зрения в	2	1
540	этот долг	1	1
541	в обществе	4	1
542	тот или	1	1
543	же он	1	1
544	человека с	2	1
545	же и	1	1
546	к какому	1	1
547	в сторону	1	1
548	и политической	1	1
549	если мы	4	1
550	вопроса о	4	1
551	или не	1	1
552	борьбы с	1	1
553	здесь же	1	1
554	конечно нет	1	1
555	разума и	1	1
556	за ним	1	1
557	в действительном	1	1
558	роль и	1	1
559	к мысли	1	1
560	теснейшим образом	1	1
561	и их	5	1
562	свое желание	2	1
563	для настоящего	1	1
564	могло бы	1	1
565	даже к	1	1
566	от тех	1	1
567	ее не	1	1
568	деятельности для	1	1
569	связано с	2	1
570	по величине	1	1
571	и будет	1	1
572	то у	1	1
573	отдельного человека	1	1
574	и экономической	1	1
575	превращается в	1	1
576	ведь уже	1	1
577	само собой	4	1
578	своей будущей	1	1
579	природы и	2	1
580	это будет	1	1
581	с общим	1	1
582	из двух	2	1
583	связан с	1	1
584	чему не	2	1
585	тем у	5	1
586	за ними	2	1
587	о своей	4	1
588	влияние на	4	1
589	каждый человек	1	1
590	связаны с	4	1
591	русской жизни	1	1
592	говорить и	2	1
593	к которому	1	1
594	собой разумеется	2	1
595	как же	1	1
596	еще и	2	1
597	души и	1	1
598	а на	2	1
599	хоть сколько-нибудь	1	1
600	на этот	1	1
601	которых мы	1	1
602	ничем не	1	1
603	головы и	1	1
604	для человека	1	1
605	не допускает	1	1
606	именно так	1	1
607	ближе к	1	1
608	в одно	1	1
609	в связи	2	1
610	лишь постепенно	1	1
611	если его	1	1
612	связь с	2	1
613	конечно мы	2	1
614	в самой	1	1
615	как это	5	1
616	человека к	1	1
617	без помощи	1	1
618	речь не	1	1
619	по своему	3	1
620	лишь потому	2	1
621	которые являются	2	1
622	смысле этого	2	1
623	только чтобы	1	1
624	значение всякого	1	1
625	человек с	2	1
626	в состоянии	1	1
627	материал для	1	1
628	или хотя	2	1
629	с некоторым	1	1
630	с этой	1	1
631	перейдут в	1	1
632	сейчас же	1	1
633	сил которые	1	1
634	весь ход	1	1
635	своей жизни	5	1
636	как какое-то	1	1
637	сознании и	1	1
638	тех или	4	1
639	себе наиболее	1	1
640	не является	5	1
641	на все	1	1
642	которых он	1	1
643	то будет	1	1
644	являются не	1	1
645	не знаем	4	1
646	всего с	1	1
647	к внешней	1	1
648	к данной	4	1
649	это как	1	1
650	в те	1	1
651	и внешней	3	1
652	бы в	5	1
653	тем более	1	1
654	и все	4	1
655	ибо они	1	1
656	от всякого	1	1
657	нами не	1	1
658	может и	1	1
659	а о	1	1
660	в свою	6	1
661	с ней	2	1
662	из тех	1	1
663	понимать как	1	1
664	была бы	1	1
665	то хотя	1	1
666	говорили выше	1	1
667	ни на	3	1
668	для создания	1	1
669	т.е как	1	1
