N	2gram	Nazirov_Tv_2	Myshleni
554	в ходе	1	1
555	людей при	1	1
556	и превращается	1	1
557	но если	2	1
558	пришел к	1	1
559	но этот	1	1
560	него в	2	1
561	это определение	3	1
562	по поводу	1	1
563	это понятие	1	1
564	уже после	2	1
565	но в	4	1
566	хорошо нам	1	1
567	точно так	1	1
568	том числе	1	1
