N	2gram	Potebnia_M_4	Dialekti
118	есть то	4	5
119	данного явления	1	4
120	оно есть	2	4
121	хотя бы	4	4
122	в этой	1	4
123	в течение	2	4
124	и как	2	4
125	бы только	2	4
126	и стало	1	4
127	не как	2	4
128	в силу	7	4
129	подобно тому	2	4
130	и с	4	4
131	с тем	7	4
132	бытия и	1	4
133	она не	2	4
134	видим что	1	4
135	так то	3	4
136	той или	1	4
137	ничего общего	1	4
138	что все	4	4
139	еще не	3	4
140	в его	5	4
141	мы должны	2	4
142	мы видим	2	4
143	с ними	3	4
144	есть в	5	4
145	в одном	4	4
146	само по	5	4
147	так же	4	4
148	тому как	2	4
149	но это	3	4
150	один из	2	4
151	лишь как	1	4
152	бы в	2	4
153	или не	1	4
154	жизни и	1	4
155	но и	11	4
156	должны быть	3	4
157	себя как	1	3
158	то на	1	3
159	и то	5	3
160	только потому	4	3
161	что если	6	3
162	же что	2	3
163	то мы	3	3
164	а если	2	3
165	со стороны	3	3
166	надо было	1	3
167	в истории	4	3
168	общего с	1	3
169	как в	7	3
170	с этим	7	3
171	и нет	1	3
172	но в	8	3
173	та же	1	3
174	бы и	5	3
175	все эти	3	3
176	и если	3	3
177	одной и	1	3
178	на этом	1	3
179	от нее	1	3
180	об этом	2	3
181	мы уже	3	3
182	известно что	6	3
183	не всегда	3	3
184	в данном	4	3
185	можно только	2	3
186	в своей	1	3
187	в их	1	3
188	и той	1	3
189	возможно только	3	3
190	есть всегда	3	3
191	только для	2	3
192	и притом	2	3
193	мы можем	10	3
194	свободы и	1	3
195	есть только	5	3
196	могут быть	7	3
197	лежит в	1	3
198	думает что	1	3
199	в собственном	1	3
200	слово есть	5	3
201	сознания и	1	3
202	в словах	1	3
203	и та	4	3
204	и следовательно	3	3
205	и об	1	3
206	быть и	2	3
207	от всего	1	3
208	в виде	2	3
209	при помощи	3	3
210	даже и	3	3
211	в области	2	3
212	за пределы	1	3
213	в природе	1	3
214	что не	6	3
215	у нас	2	3
216	на основании	4	3
217	я называю	1	3
218	и потому	10	3
219	из которых	2	3
220	поэтический образ	3	3
221	на другое	1	3
222	что здесь	1	3
223	оно и	1	3
224	или другой	1	3
225	от него	2	3
226	или нет	1	3
227	с ним	5	3
228	в свою	2	3
229	в сравнении	4	3
230	есть и	2	3
231	только о	2	3
232	будет ли	1	3
233	только не	3	3
234	тем самым	4	3
235	можно назвать	2	3
236	можно говорить	1	2
237	не думает	1	2
238	человека и	3	2
239	и без	2	2
240	мы говорим	7	2
241	то самое	1	2
242	вопрос о	2	2
243	происходит это	1	2
244	есть нечто	5	2
245	бы ни	2	2
246	себе что	1	2
247	сам по	4	2
248	стороны но	1	2
249	не нужно	2	2
250	во всех	1	2
251	только после	1	2
252	бы не	3	2
253	природы и	2	2
254	но как	1	2
255	вообще как	1	2
256	нет и	1	2
257	и чем	2	2
258	если она	1	2
259	все же	1	2
260	кроме того	3	2
261	что по	2	2
262	в самом	3	2
263	от чего	1	2
264	в которой	6	2
265	чем больше	2	2
266	из этих	2	2
267	думать что	4	2
268	что даже	2	2
269	при этом	15	2
270	тем не	4	2
271	этот предмет	1	2
272	есть понятие	1	2
273	а это	1	2
274	но все	1	2
275	не будет	3	2
276	есть все	1	2
277	в каком-нибудь	1	2
278	на все	1	2
279	лишь в	3	2
280	это было	2	2
281	заключается в	1	2
282	время и	1	2
283	от одного	3	2
284	истории и	1	2
285	есть также	1	2
286	в них	3	2
287	все равно	3	2
288	показывает что	1	2
289	во внимание	1	2
290	между собою	4	2
291	если так	2	2
292	должно быть	5	2
293	том как	1	2
294	в котором	4	2
295	далее в	1	2
296	от себя	1	2
297	есть еще	1	2
298	для нее	1	2
299	можем сказать	2	2
300	что с	1	2
301	что есть	3	2
302	в отношении	1	2
303	не менее	5	2
304	есть собственное	1	2
305	но они	1	2
306	или что	2	2
307	что эта	1	2
308	и другое	2	2
309	как о	1	2
310	непосредственно и	1	2
311	того как	6	2
312	иметь в	2	2
313	никогда не	3	2
314	и по	3	2
315	идеального и	1	2
316	во всем	1	2
317	как не	1	2
318	не по	1	2
319	как будто	1	2
320	что на	2	2
321	не могут	2	2
322	а что	2	2
323	всегда есть	1	2
324	и материи	1	2
325	слово которое	2	2
326	и тогда	1	2
327	свою очередь	1	2
328	этот камень	1	2
329	без всякого	1	2
330	в ее	2	2
331	представим себе	1	2
332	пределы мира	1	2
333	имеет никакого	1	2
334	и может	4	2
335	и когда	2	2
336	не значит	2	2
337	на что	1	2
338	даже не	2	2
339	в разных	3	2
340	находится в	5	2
341	ровно никакого	1	2
342	о ней	1	2
343	о нем	1	2
344	ее в	1	2
345	но мы	2	2
346	и во	1	2
347	и требует	1	2
348	которые мы	2	2
349	я вижу	2	2
350	и только	3	2
351	мы хотим	2	2
352	религия в	1	2
353	одной из	1	2
354	как нечто	1	2
355	следовательно она	1	2
356	и так	3	2
357	в качестве	1	2
358	конечно не	2	2
359	но о	1	2
360	то и	4	2
361	в нашей	1	2
362	из них	1	2
363	и их	3	2
364	никто не	2	2
365	допустим что	5	2
366	для меня	10	2
367	отличие от	1	2
368	тем что	10	2
369	от того	4	2
370	есть слово	2	2
371	не было	12	2
372	в данный	1	2
373	и из	3	2
374	свою историю	2	2
375	или иначе	2	2
376	что человек	3	2
377	разумеется это	1	2
378	и нельзя	2	2
379	с той	1	2
380	то значит	2	2
381	другой стороны	1	2
382	именно так	1	2
383	его как	1	2
384	понятие о	1	2
385	я говорю	3	2
386	в частности	1	2
387	вместе с	6	2
388	как это	1	2
389	в человеке	1	2
390	к своему	1	2
391	что же	5	2
392	да и	4	2
393	сравнении с	1	2
394	быть не	2	2
395	то следовательно	1	2
396	художественное произведение	2	2
397	но для	1	2
398	не мог	1	2
399	будет иметь	2	2
400	при таком	1	2
401	чувства и	1	2
402	мы только	1	2
403	невозможна без	1	2
404	главным образом	1	2
405	могу сказать	1	2
406	только что	3	2
407	а как	2	2
408	отношении к	1	2
409	что этот	1	2
410	природы не	1	2
411	и при	2	2
412	равно как	2	2
413	оно не	2	2
414	и идеи	1	2
415	в свое	1	2
416	самое что	1	2
417	видим в	1	2
418	точно так	2	2
419	во всяком	5	2
420	все что	2	2
421	равным образом	1	1
422	а между	4	1
423	это однако	1	1
424	речь идет	1	1
425	потом и	1	1
426	предполагает что	1	1
427	и через	1	1
428	самых разнообразных	2	1
429	все остальное	1	1
430	а из	1	1
431	представляем себе	1	1
432	на самом	3	1
433	он может	1	1
434	переход от	3	1
435	этого последнего	2	1
436	из подобных	1	1
437	но тем	2	1
438	идет о	1	1
439	же будет	1	1
440	по этим	1	1
441	не признает	1	1
442	и реального	1	1
443	к другому	1	1
444	дело не	2	1
445	и имеем	1	1
446	каком отношении	1	1
447	научного анализа	1	1
448	его не	1	1
449	может однако	1	1
450	говорим мы	1	1
451	бы уже	1	1
452	для своего	1	1
453	имеет свою	2	1
454	оба эти	1	1
455	достаточно привести	1	1
456	быть выяснена	1	1
457	от друга	1	1
458	то это	8	1
459	поэзия и	5	1
460	перед нашим	1	1
461	действия как	1	1
462	это время	1	1
463	собою и	2	1
464	и говорить	2	1
465	и иначе	1	1
466	и этого	1	1
467	может не	1	1
468	на них	1	1
469	он сам	1	1
470	как один	1	1
471	направлении и	1	1
472	без которого	2	1
473	на высоте	1	1
474	которых один	1	1
475	видели что	1	1
476	природа а	1	1
477	не то	5	1
478	явлений и	1	1
479	значение и	2	1
480	силу этого	1	1
481	к слову	3	1
482	очевидно что	7	1
483	в новом	1	1
484	более как	1	1
485	отношение к	2	1
486	друг от	1	1
487	же примеры	1	1
488	и я	2	1
489	зрения в	1	1
490	как говорит	1	1
491	эта связь	2	1
492	по которому	3	1
493	что нет	1	1
494	помнить что	1	1
495	виду и	1	1
496	что ребенок	1	1
497	тот же	2	1
498	и художественного	1	1
499	имеет в	2	1
500	стороны мы	1	1
501	не можем	5	1
502	говорят о	1	1
503	сказать о	1	1
504	существует лишь	1	1
505	в нашем	2	1
506	самое это	1	1
507	что так	2	1
508	вообще а	1	1
509	и тот	3	1
510	ничего и	1	1
511	роль в	1	1
512	только один	1	1
513	чувств и	1	1
514	и переход	1	1
515	ибо если	1	1
516	имеем в	1	1
517	лица и	3	1
518	если он	1	1
519	в наших	2	1
520	дальше и	1	1
521	и идея	1	1
522	есть но	1	1
523	вообще не	1	1
524	имя но	1	1
525	факта а	1	1
526	мы их	1	1
527	и лучше	1	1
528	человек не	2	1
529	он не	2	1
530	что же?	1	1
531	и еще	1	1
532	чувственный образ	11	1
533	и совершенно	1	1
534	даже тогда	1	1
535	и более	4	1
536	вещь существует	1	1
537	что одно	1	1
538	сделать и	1	1
539	что называется	1	1
540	чем она	1	1
541	я с	1	1
542	план то	1	1
543	которым не	1	1
544	в нее	3	1
545	как оно	2	1
546	а вместе	1	1
547	этим самым	1	1
548	том случае	3	1
549	есть конечно	1	1
550	фактов не	1	1
551	и чтобы	1	1
552	а его	1	1
553	что перед	1	1
554	от земли	2	1
555	его в	4	1
556	входит в	1	1
557	с другими	4	1
558	не встречает	1	1
559	этот человек	1	1
560	выше на	1	1
561	науки а	1	1
562	данном случае	2	1
563	меня совершенно	1	1
564	еще одно	1	1
565	только одно	1	1
566	к своим	1	1
567	мысль у	2	1
568	бы было	1	1
569	всю жизнь	1	1
570	одна и	2	1
571	мы видели	1	1
572	ведет к	3	1
573	мы с	1	1
574	можно считать	2	1
575	этом в	2	1
576	чтобы оба	1	1
577	одного и	1	1
578	что значит	2	1
579	бы на	1	1
580	а главное	1	1
581	мысль и	1	1
582	и гармонию	1	1
583	нас самих	1	1
584	мы замечаем	1	1
585	в которые	1	1
586	бы к	1	1
587	понятием и	1	1
588	в которых	3	1
589	значение то	2	1
590	и значит	1	1
591	не от	3	1
592	и другого	1	1
593	бы мы	1	1
594	всегда мы	1	1
595	почему мы	1	1
596	которые в	1	1
597	ли тогда	1	1
598	но он	1	1
599	друг другу	1	1
600	их в	3	1
601	тому чтобы	1	1
602	том же	2	1
603	образ не	2	1
604	даже в	2	1
605	всего его	1	1
606	и потом	1	1
607	без него	2	1
608	и науки	2	1
609	теми или	1	1
610	существует для	1	1
611	о значении	1	1
612	с которой	1	1
613	виду что	2	1
614	ее с	1	1
615	и сама	2	1
616	в процессе	3	1
617	слова но	1	1
618	только наметить	1	1
619	в непрерывном	1	1
620	и имеет	1	1
621	отделяется от	1	1
622	во всякой	1	1
623	можно получить	1	1
624	следовательно и	1	1
625	этого явления	1	1
626	того и	1	1
627	слово и	3	1
628	это то	1	1
629	имеем дело	2	1
630	поэтическое произведение	1	1
631	к поэзии	1	1
632	или как	1	1
633	природы в	1	1
634	того в	1	1
635	относиться к	1	1
636	уже невозможно	1	1
637	его можно	1	1
638	это так	1	1
639	возможно было	1	1
640	есть стремление	1	1
641	и чувство	1	1
642	нужно взять	1	1
643	с своей	1	1
644	связи с	3	1
645	частью не	1	1
646	меня с	1	1
647	доказать что	1	1
648	в некотором	1	1
649	что нельзя	1	1
650	если только	1	1
651	об одной	2	1
652	понятие как	1	1
653	у меня	1	1
654	такие же	5	1
655	а в	5	1
656	а во-вторых	1	1
657	степени самосознания	1	1
658	с и	2	1
659	значение только	1	1
660	когда мы	6	1
661	и вполне	2	1
662	человека в	2	1
663	зависимости от	1	1
664	такая вещь	1	1
665	нечто данное	1	1
666	они и	1	1
667	в нас	3	1
668	и они	2	1
669	предмет в	1	1
670	с образом	1	1
671	странным что	1	1
672	приближения к	1	1
673	как мы	2	1
674	не могу	2	1
675	в голову	2	1
676	можно сделать	1	1
677	такой взгляд	1	1
678	в пределах	1	1
679	пока мы	2	1
680	материи и	1	1
681	на том	2	1
682	что может	2	1
683	переход к	1	1
684	можно было	2	1
685	те же	3	1
686	было в	3	1
687	как между	1	1
688	мелкие явления	1	1
689	к тем	1	1
690	почему в	1	1
691	это только	1	1
692	чувственного образа	6	1
693	мы в	3	1
694	и трудно	1	1
695	силу того	1	1
696	быть может	4	1
697	о котором	1	1
698	которое будет	1	1
699	всегда имеет	1	1
700	перед собою	2	1
701	образом в	5	1
702	действительность и	2	1
703	предмет или	1	1
704	и здесь	2	1
705	возможна только	1	1
706	мы могли	2	1
707	третий член	1	1
708	образ есть	1	1
709	что существуют	1	1
710	с одной	1	1
711	необходим для	1	1
712	были бы	1	1
713	после того	2	1
714	все его	1	1
715	кроме человека	1	1
716	с целью	1	1
717	но когда	1	1
718	то тем	1	1
719	тела не	1	1
720	к нему	5	1
721	доходит до	1	1
722	не могло	1	1
723	от них	1	1
724	все кроме	1	1
725	судить о	2	1
726	во втором	1	1
727	с нами	1	1
728	когда оно	2	1
729	в языке	16	1
730	есть действительно	1	1
731	в другой	2	1
732	них в	1	1
733	вслед за	1	1
734	все в	2	1
735	или если	2	1
736	что бы	1	1
737	отлично от	2	1
738	и всякое	1	1
739	который бы	2	1
740	судить по	2	1
741	эти последние	1	1
742	наукой в	1	1
743	но так	2	1
744	но с	1	1
745	какой же	1	1
746	что только	2	1
747	большею частью	2	1
748	этот вопрос	3	1
749	образом только	1	1
750	пришел к	1	1
751	то для	1	1
752	бы из	1	1
753	степени ее	1	1
754	с другим	1	1
755	было и	2	1
756	их не	1	1
757	кроме этого	1	1
758	быть мыслимы	1	1
759	именно на	2	1
760	себе есть	1	1
761	своего собственного	1	1
762	и напряженность	1	1
763	с нею	3	1
764	на всем	1	1
765	и у	2	1
766	уже в	5	1
767	и насколько	1	1
768	так можно	1	1
769	мы получим	1	1
770	положение что	1	1
771	и всякая	1	1
772	в понятие	2	1
773	слова не	3	1
774	и знать	1	1
775	рано или	2	1
776	таится в	1	1
777	в душе	1	1
778	и других	3	1
779	и поэзии	3	1
780	самих себе	1	1
781	за ним	2	1
782	предмет и	1	1
783	одно из	1	1
784	совсем другое	1	1
785	не так	2	1
786	себе в	3	1
787	свете и	1	1
788	эти три	1	1
789	ли самое	1	1
790	прибавить что	1	1
791	от тех	1	1
792	должны стать	1	1
793	так говорят	1	1
794	ее не	3	1
795	которые могут	1	1
796	заметить что	6	1
797	от всякого	1	1
798	не из	5	1
799	которой нет	1	1
800	и вместе	3	1
801	чем и	1	1
802	или поздно	2	1
803	не были	2	1
804	видно как	1	1
805	она и	2	1
806	мне и	1	1
807	и человека	1	1
808	мы это	1	1
809	говорим о	1	1
810	а мы	3	1
811	с другой	2	1
812	догадаться что	1	1
813	и прежде	2	1
814	дело в	1	1
815	мы верим	1	1
816	такое же	2	1
817	но есть	4	1
818	только к	1	1
819	что будет	2	1
820	к человеку	1	1
821	превращается в	2	1
822	нужно сказать	1	1
823	через это	1	1
824	поэтической и	1	1
825	мы сами	3	1
826	на этот	2	1
827	или другими	1	1
828	самое слово	4	1
829	как ни	2	1
830	одно а	1	1
831	только от	3	1
832	но чем	1	1
833	то она	1	1
834	в связи	1	1
835	которая развивается	1	1
836	если это	1	1
837	на самих	1	1
838	в лесу	1	1
839	до этого	3	1
840	из мира	1	1
841	ко всем	3	1
842	никаких препятствий	1	1
843	бы это	1	1
844	не ясна	1	1
845	этот третий	1	1
846	это делается	1	1
847	значит не	1	1
848	которая будет	1	1
849	знать что	1	1
850	в той	4	1
851	этой последней	1	1
852	о пространстве	1	1
853	а потом	1	1
854	быть только	1	1
855	где не	1	1
856	возможность и	1	1
857	то уже	2	1
858	как нельзя	1	1
859	сам не	1	1
860	и влияние	1	1
861	исходя из	1	1
862	в состоянии	2	1
863	в это	2	1
864	этом случае	5	1
865	несколько слов	2	1
866	этой вещи	1	1
867	к двум	1	1
868	явления с	1	1
869	через то	1	1
870	похоже на	2	1
871	и выражение	1	1
872	в наше	1	1
873	жизни могут	1	1
874	предполагая что	1	1
875	не знаем	2	1
876	ограничиться только	1	1
877	до степени	1	1
878	потому не	1	1
879	так или	2	1
880	в известном	1	1
881	это можно	2	1
882	мира и	1	1
883	которая в	1	1
884	чтобы понять	2	1
885	человек и	1	1
886	на первый	1	1
887	ее и	1	1
888	из себя	2	1
889	у них	1	1
890	не более	1	1
891	отношении не	2	1
892	разве только	1	1
893	ибо в	1	1
894	стороны в	1	1
895	есть уже	4	1
896	хотя в	2	1
897	могли быть	1	1
898	давно уже	3	1
899	мы различаем	2	1
900	находятся в	1	1
901	в нечто	1	1
902	требует чтобы	2	1
903	две формы	1	1
904	из тех	2	1
905	не знает	1	1
906	сторона жизни	1	1
907	не быть	1	1
908	но можно	1	1
909	в глаза	1	1
910	легко заметить	1	1
911	что под	1	1
912	из этого	2	1
913	идеал и	1	1
914	есть наука	2	1
915	явления в	1	1
916	что то	3	1
917	как на	1	1
918	значило бы	1	1
919	случае если	1	1
920	в своих	2	1
921	во сне	2	1
