N	2gram	Bakhtin_sl_2	formyVre
349	и свой	1	1
350	что уже	1	1
351	он как	1	1
352	и новых	1	1
353	которые при	2	1
354	разновидности и	1	1
355	конечно и	2	1
356	полное и	1	1
357	так называемые	1	1
358	подчеркнуть что	2	1
359	всех сторон	2	1
360	в ней	3	1
361	и говорить	1	1
362	герой может	1	1
363	мира он	1	1
364	меньше чем	2	1
365	между собой	1	1
366	он сам	1	1
367	наблюдаем те	1	1
368	в широком	1	1
369	в чем	3	1
370	с его	7	1
371	тем как	1	1
372	в нашем	2	1
373	иной характер	1	1
374	но конечно	1	1
375	помимо этого	1	1
376	его художественного	2	1
377	связанного с	1	1
378	отличие от	13	1
379	и речи	2	1
380	между словом	3	1
381	за пределы	2	1
382	связи и	2	1
383	у августина	1	1
384	реального мира	1	1
385	и ложь	1	1
386	не входят	2	1
387	его на	1	1
388	до его	1	1
389	что как	1	1
390	более и	1	1
391	в него	7	1
392	все остальные	1	1
393	однако не	1	1
394	частей и	1	1
395	они дают	1	1
396	и верность	1	1
397	между эпосом	1	1
398	в идеологической	2	1
399	и этим	1	1
400	в самом	1	1
401	бы и	3	1
402	этих актов	1	1
403	так в	2	1
404	выражение в	1	1
405	бытовой речи	4	1
406	п наконец	1	1
407	прямой и	1	1
408	романа но	2	1
409	и те	1	1
410	ее как	1	1
411	о других	1	1
412	истории литературного	4	1
413	дальше и	1	1
414	а вовсе	2	1
415	но прежде	2	1
416	вообще не	1	1
417	по самому	1	1
418	сказать в	1	1
419	он ни	1	1
420	стремится к	3	1
421	мы можем	1	1
422	не значит	1	1
423	действии и	1	1
424	в точном	2	1
425	широком смысле	1	1
426	на его	2	1
427	и связанные	2	1
428	для последующего	1	1
429	и сказал	1	1
430	его от	3	1
431	всех своих	1	1
432	эта полнота	1	1
433	одно и	1	1
434	лежит на	2	1
435	но все	5	1
436	зоне контакта	1	1
437	дальнейшей истории	1	1
438	в каждом	1	1
439	рано или	1	1
440	существенно меняться	1	1
441	другом случае	1	1
442	для изображения	1	1
443	об этом	1	1
444	и внутренняя	1	1
445	этой традиции	1	1
446	на этой	1	1
447	для своей	1	1
448	это было	1	1
449	моменты в	1	1
450	поэтому великие	1	1
451	на тех	1	1
452	и тем	1	1
453	чаще всего	1	1
454	в новое	4	1
455	особое отношение	1	1
456	поэтому они	1	1
457	ни в	4	1
458	о которых	1	1
459	широко пользуется	1	1
460	формах в	2	1
461	все равно	1	1
462	приобретает новый	1	1
463	разобранные нами	1	1
464	в действии	1	1
465	чем в	2	1
466	мы не	2	1
467	такой же	1	1
468	в один	1	1
469	нисколько не	1	1
470	смысл и	2	1
471	одного и	1	1
472	и еще	1	1
473	его действий	1	1
474	проявляется вовсе	1	1
475	категории в	1	1
476	в своей	1	1
477	в эпохи	1	1
478	определяется и	1	1
479	и степени	1	1
480	с самого	1	1
481	не столько	3	1
482	на каждом	2	1
483	п если	1	1
484	от его	1	1
485	определило ее	1	1
486	своему существу	1	1
487	всего может	1	1
488	где она	1	1
489	различных способов	1	1
490	точку зрения	3	1
491	которые в	2	1
492	через посредство	1	1
493	борьбу с	2	1
494	важную роль	1	1
495	и общества	2	1
496	однако в	2	1
497	условного и	1	1
498	например и	1	1
499	и своими	1	1
500	и слово	2	1
501	новый тон	1	1
502	касаемся здесь	1	1
503	в таких	1	1
504	о значении	1	1
505	с которой	1	1
506	на ряд	2	1
507	конечно что	1	1
508	и проч	2	1
509	самого начала	1	1
510	дело в	2	1
511	одна из	4	1
512	к определенному	1	1
513	на него	2	1
514	весь этот	1	1
515	на абсолютном	1	1
516	материала в	2	1
517	облекается в	1	1
518	и снова	1	1
519	и уже	1	1
520	этим определяется	4	1
521	заключены в	1	1
522	слово и	5	1
523	слова как	2	1
524	и речевой	1	1
525	или как	4	1
526	и притом	1	1
527	самому своему	1	1
528	романа поэтому	1	1
529	п в	2	1
530	во всем	4	1
531	ним но	1	1
532	нам важно	1	1
533	входят в	2	1
534	только с	2	1
535	острое ощущение	1	1
536	не до	1	1
537	точном смысле	2	1
538	этих формах	2	1
539	разложения и	2	1
540	об особой	1	1
541	в образах	1	1
542	и здесь	2	1
543	и существенном	1	1
544	не могут	5	1
545	с исключительной	1	1
546	как только	1	1
547	для развития	1	1
548	как для	3	1
549	той или	5	1
550	или поздно	1	1
551	сказать что	3	1
552	оно не	8	1
553	если же	1	1
554	у марка	1	1
555	всегда в	1	1
556	с ее	2	1
557	как не	1	1
558	свою очередь	2	1
559	всем этим	2	1
560	очень важную	2	1
561	существенное значение	1	1
562	характер и	1	1
563	сочетается с	1	1
564	экспрессивные возможности	1	1
565	него самого	1	1
566	и характер	1	1
567	полемически противопоставлена	1	1
568	и сам	1	1
569	и дальше	3	1
570	необходимо учесть	1	1
571	резко отличает	1	1
572	здесь как	2	1
573	и которые	1	1
574	с собой	1	1
575	еще в	1	1
576	этим в	1	1
577	свободной и	1	1
578	историческом аспекте	1	1
579	быту и	1	1
580	не меньше	2	1
581	с человеком	1	1
582	них не	1	1
583	людей как	1	1
584	за пределами	1	1
585	но мы	2	1
586	никак не	1	1
587	и что	1	1
588	в различных	2	1
589	и тематически	2	1
590	может не	2	1
591	в значительной	6	1
592	мифологическое и	1	1
593	между тем	3	1
594	для романного	4	1
595	существенных героев	1	1
596	глубокий и	1	1
597	нуждается в	2	1
598	всего материала	1	1
599	в бытовой	3	1
600	эпосом и	1	1
601	всего этого	1	1
602	представления о	1	1
603	их словесного	1	1
604	сразу в	1	1
605	и следовательно	1	1
606	и об	1	1
607	скрытой форме	1	1
608	все формы	2	1
609	в самый	1	1
610	в формах	1	1
611	по своей	1	1
612	первая линия	2	1
613	авантюрном романе	1	1
614	романа и	5	1
615	важное значение	1	1
616	мы увидим	2	1
617	как пародия	1	1
618	из многих	1	1
619	должен быть	2	1
620	быть сведены	1	1
621	должен был	1	1
622	до нас	1	1
623	и романом	1	1
624	поэтому и	4	1
625	проявляется в	1	1
626	всех его	3	1
627	ему самому	1	1
628	и ее	1	1
629	xix и	1	1
630	здесь с	1	1
631	без него	1	1
632	вопрос об	1	1
633	в сатирах	1	1
634	именно на	2	1
635	где они	2	1
636	себя в	8	1
637	для всех	4	1
638	с нею	1	1
639	не можем	1	1
640	всем его	2	1
641	борьбы с	3	1
642	в виде	2	1
643	а это	1	1
644	новые моменты	1	1
645	глубину и	1	1
646	менее всего	2	1
647	и прямой	3	1
648	стороны оно	1	1
649	в единое	2	1
650	до некоторой	1	1
651	и рождается	1	1
652	как такового	1	1
653	идеологически не	1	1
654	момент в	1	1
655	раскрытие социальных	1	1
656	новый смысл	1	1
657	этой проблемы	1	1
658	точек зрения	3	1
659	с подробно	1	1
660	говорить и	1	1
661	вся ситуация	1	1
662	характерно для	1	1
663	на которые	1	1
664	в отличие	12	1
665	души и	1	1
666	что не	1	1
667	в изобилии	1	1
668	пародии на	1	1
669	них и	2	1
670	в дон-кихоте	2	1
671	романа этот	2	1
672	которых мы	2	1
673	более того	2	1
674	другой стороны	1	1
675	его как	2	1
676	и выше	1	1
677	ведь для	1	1
678	и непосредственно	2	1
679	или с	1	1
680	несмотря на	1	1
681	но как	2	1
682	все более	1	1
683	романного жанра	15	1
684	нужно отнести	1	1
685	как вещь	2	1
686	этих случаях	2	1
687	установкой на	3	1
688	одной стороны	5	1
689	лежат в	1	1
690	аспекте в	1	1
691	есть на	2	1
692	романа он	1	1
693	и традиций	1	1
694	быть только	1	1
695	со всею	3	1
696	на различные	1	1
697	да и	1	1
698	особенно важное	1	1
699	у петрарки	1	1
700	дело здесь	1	1
701	книгу и	1	1
702	мира с	1	1
703	этого слова	1	1
704	у стерна	1	1
705	романе с	1	1
706	в условиях	1	1
707	фоном и	1	1
708	вокруг него	2	1
709	романе эта	2	1
710	из него	2	1
711	например у	2	1
712	поэтому эти	1	1
713	в немецкой	1	1
714	даже там	1	1
715	указать на	1	1
716	романе однако	1	1
717	культуры и	1	1
718	и самостоятельное	1	1
719	границе между	2	1
720	и среди	1	1
721	в результате	2	1
722	это как	1	1
723	идеологии и	1	1
724	чтобы понять	1	1
725	с установкой	3	1
726	особого рода	1	1
727	из себя	3	1
728	литературе вообще	2	1
729	интерес к	1	1
730	всякого рода	1	1
731	и ни	2	1
732	и смысл	1	1
733	вообще в	1	1
734	истории литературы	3	1
735	идет об	1	1
736	романа мы	1	1
737	стихотворный рыцарский	2	1
738	в системе	1	1
739	речь о	2	1
740	значит конечно	1	1
741	к самому	1	1
742	в свою	3	1
743	и широко	1	1
744	связанный с	1	1
745	в отдельности	1	1
746	дело с	4	1
747	авантюрного романа	3	1
748	в быту	5	1
749	но этот	1	1
750	и верности	1	1
751	одновременно и	3	1
752	ко всему	1	1
753	что действие	1	1
754	живого и	1	1
755	сюда прежде	2	1
756	борьба и	1	1
757	очень распространены	1	1
758	частности в	1	1
759	или непосредственно	1	1
760	в таком	4	1
761	они не	2	1
