N	2gram	Vygotskiy__7	Russkaja
183	и наконец	4	2
184	но в	4	2
185	не можем	4	2
186	это есть	4	2
187	все эти	6	2
188	и тот	1	2
189	и те	1	2
190	раз навсегда	1	2
191	состоит в	3	2
192	не к	1	2
193	так часто	1	2
194	чтобы в	1	2
195	факт что	1	2
196	мы уже	3	2
197	на этой	1	2
198	в глазах	1	2
199	по себе	3	2
200	и тем	6	2
201	же образом	1	2
202	на основании	2	2
203	этого не	1	2
204	и тогда	1	2
205	в этих	2	2
206	во время	2	2
207	будет в	1	2
208	что такое	1	2
209	могут не	2	2
210	в котором	4	2
211	место в	1	2
212	ее он	1	2
213	в силу	5	2
214	другом и	1	2
215	друг другу	3	2
216	на суд	1	2
217	их в	1	2
218	том и	3	2
219	том же	2	2
220	для нее	3	2
221	тому что	9	2
222	она не	5	2
223	только для	1	2
224	что с	5	2
225	для нас	2	2
226	у него	1	2
227	следовательно и	1	2
228	и является	3	2
229	на которой	1	2
230	как будто	1	2
231	в области	4	2
232	если только	1	2
233	деятельности и	3	2
234	всю свою	1	2
235	отличается от	3	2
236	которой она	2	2
237	которых каждый	1	2
238	если же	2	2
239	для себя	24	2
240	и о	3	2
241	от друга	2	2
242	ясно что	1	2
243	и должно	1	2
244	и что	6	2
245	были бы	3	2
246	обеих сторон	1	2
247	любви к	1	2
248	к нему	3	2
249	эта работа	1	2
250	этот вопрос	1	2
251	совершенно не	2	2
252	даже если	2	2
253	по этому	4	2
254	так что	4	2
255	только на	3	2
256	в начале	5	2
257	является не	2	2
258	но совершенно	1	2
259	его и	2	2
260	не так	1	2
261	представить себе	3	2
262	ни в	2	2
263	чтобы она	1	2
264	мы можем	3	2
265	к той	1	2
266	и вместе	2	2
267	в других	1	2
268	а с	1	2
269	естественно что	3	2
270	а не	6	2
271	большинстве случаев	2	2
272	в частности	1	2
273	так же	14	2
274	в меру	7	2
275	тот факт	1	2
276	отношения к	2	2
277	этого вида	1	2
278	благодаря этому	2	2
279	но это	3	2
280	общественной жизни	1	2
281	этом и	2	2
282	но для	2	2
283	остается в	1	2
284	если не	1	2
285	и от	4	2
286	всем этим	1	2
287	в результате	1	2
288	чтобы понять	1	2
289	не должен	1	2
290	с ним	3	2
291	отношении к	1	2
292	и состоит	3	2
293	пути к	1	2
294	ее в	8	2
295	тем самым	8	2
296	точно так	2	2
297	с новыми	1	1
298	в силе	1	1
299	без них	1	1
300	того же	1	1
301	особенность этой	1	1
302	связи между	5	1
303	он может	1	1
304	к своей	1	1
305	это и	4	1
306	идет о	2	1
307	что дает	1	1
308	на деле	2	1
309	показать что	4	1
310	в среду	1	1
311	ту же	2	1
312	из самобытной	1	1
313	и друг	1	1
314	зрения приводит	1	1
315	что эти	3	1
316	с таким	1	1
317	в зависимости	1	1
318	также и	2	1
319	есть не	3	1
320	то совершенно	1	1
321	от всякой	2	1
322	мы не	7	1
323	же как	8	1
324	и ничего	2	1
325	неизбежно приводит	2	1
326	ни у	1	1
327	изменений в	2	1
328	на место	1	1
329	он как	1	1
330	в каждый	1	1
331	в сущности	9	1
332	свою особую	2	1
333	оно есть	5	1
334	это отношение	2	1
335	они были	1	1
336	образом оказывается	1	1
337	при переходе	3	1
338	себе что	1	1
339	с большим	1	1
340	без всякого	1	1
341	исключительно к	1	1
342	что оба	1	1
343	когда речь	1	1
344	чем больше	1	1
345	именно благодаря	1	1
346	это направление	1	1
347	не был	1	1
348	столь же	2	1
349	что его	2	1
350	друг к	1	1
351	и вопрос	1	1
352	ее к	1	1
353	к этому	2	1
354	но как	1	1
355	а только	1	1
356	точка зрения	1	1
357	значение и	2	1
358	только тогда	1	1
359	силу этого	1	1
360	должны были	2	1
361	очевидно что	3	1
362	оно является	1	1
363	которые не	1	1
364	что во	1	1
365	в одной	3	1
366	данный момент	1	1
367	случае речь	2	1
368	что ее	2	1
369	перед нами	2	1
370	исключает возможность	1	1
371	это отнюдь	1	1
372	что по	2	1
373	по пути	1	1
374	имеет в	3	1
375	от этого	1	1
376	еще на	1	1
377	в которой	11	1
378	привести к	3	1
379	бы не	1	1
380	выражение в	6	1
381	но ведь	1	1
382	что к	1	1
383	то и	4	1
384	тому же	1	1
385	но на	1	1
386	вследствие этого	1	1
387	на его	2	1
388	не могла	2	1
389	силу и	1	1
390	смотреть как	1	1
391	выражается в	2	1
392	тем не	3	1
393	время и	1	1
394	всех остальных	1	1
395	а скорее	1	1
396	о которой	1	1
397	фактических данных	1	1
398	и окончательная	1	1
399	они в	1	1
400	этого вопроса	1	1
401	этой природы	1	1
402	так например	1	1
403	заключает в	1	1
404	и заключается	3	1
405	поскольку она	1	1
406	но все	1	1
407	в одну	2	1
408	для всей	1	1
409	тем же	5	1
410	об этом	3	1
411	и второй	1	1
412	к другу	2	1
413	а по	2	1
414	говорить не	1	1
415	в данной	1	1
416	входит в	2	1
417	заключается в	6	1
418	не умеет	1	1
419	с другими	3	1
420	это не	3	1
421	и мы	1	1
422	то все	1	1
423	обе стороны	2	1
424	остановиться на	2	1
425	человека на	1	1
426	этого слова	3	1
427	это положение	3	1
428	но вся	1	1
429	собой ту	1	1
430	все равно	1	1
431	в общей	1	1
432	не последует	1	1
433	со своими	1	1
434	друга в	1	1
435	нет и	3	1
436	сильнее чем	1	1
437	иначе говоря	1	1
438	ибо только	1	1
439	такой же	3	1
440	в один	1	1
441	и логики	1	1
442	привело к	2	1
443	нас не	1	1
444	в такой	4	1
445	и без	1	1
446	где мы	1	1
447	внутренняя связь	1	1
448	прийти к	1	1
449	представление о	7	1
450	оказывается что	2	1
451	в которых	2	1
452	собой не	1	1
453	и другого	2	1
454	нельзя было	2	1
455	далее что	1	1
456	значение независимое	1	1
457	ко всему	2	1
458	на другую	3	1
459	возможно только	2	1
460	который мы	2	1
461	вовсе не	2	1
462	даже в	2	1
463	все три	1	1
464	не менее	4	1
465	что эта	6	1
466	она могла	1	1
467	и другое	3	1
468	самого начала	7	1
469	хотелось бы	1	1
470	ее с	1	1
471	на себе	1	1
472	на него	1	1
473	не по	4	1
474	в основе	3	1
475	он еще	1	1
476	образом в	2	1
477	идет в	3	1
478	но только	3	1
479	это же	1	1
480	только не	11	1
481	того и	2	1
482	самого предмета	1	1
483	казалось бы	2	1
484	в разных	1	1
485	и весь	2	1
486	всего на	1	1
487	природы в	1	1
488	суть дела	1	1
489	бы все	2	1
490	к ней	2	1
491	внутренней и	2	1
492	и сама	1	1
493	было не	1	1
494	этом отношении	3	1
495	что на	2	1
496	это два	1	1
497	только от	1	1
498	если у	1	1
499	по нашему	1	1
500	исходить из	2	1
501	стороны и	4	1
502	есть только	2	1
503	могут быть	2	1
504	сказать только	2	1
505	чтобы сделать	2	1
506	как только	1	1
507	бы показать	1	1
508	разницей что	1	1
509	слова но	3	1
510	же самое	5	1
511	должны быть	4	1
512	всего в	2	1
513	одну и	1	1
514	природа его	1	1
515	а ее	1	1
516	что при	2	1
517	и это	1	1
518	оно может	1	1
519	проявления этой	1	1
520	из всего	1	1
521	как мы	14	1
522	вступая в	1	1
523	но по	1	1
524	новой и	1	1
525	с ее	2	1
526	как не	1	1
527	свою очередь	2	1
528	но при	1	1
529	к общему	2	1
530	всего этого	1	1
531	сравнению со	2	1
532	в ее	6	1
533	не могло	1	1
534	языка и	1	1
535	в собственном	3	1
536	мысль о	1	1
537	в себя	1	1
538	идет не	1	1
539	с самого	7	1
540	степени и	1	1
541	котором мы	2	1
542	что у	4	1
543	и ту	1	1
544	так и	3	1
545	больше в	1	1
546	мог бы	3	1
547	других и	1	1
548	по сравнению	9	1
549	мы в	3	1
550	быть может	1	1
551	из одного	1	1
552	деятельности в	2	1
553	нас и	2	1
554	ибо всякое	1	1
555	иное как	1	1
556	движения и	1	1
557	первый и	1	1
558	упомянутых выше	1	1
559	и внутреннее	1	1
560	никак не	5	1
561	что наша	1	1
562	одного из	2	1
563	делает возможным	1	1
564	и просто	1	1
565	можно сказать	5	1
566	там в	1	1
567	с другой	4	1
568	должно было	2	1
569	а во	1	1
570	являются общими	1	1
571	от них	1	1
572	ним с	1	1
573	ближайшем рассмотрении	1	1
574	если эта	1	1
575	самостоятельно и	1	1
576	мышление и	2	1
577	происходит в	1	1
578	по своей	10	1
579	один из	2	1
580	оно и	1	1
581	работы по	1	1
582	к чисто	1	1
583	и судьбу	2	1
584	может оказаться	1	1
585	может привести	1	1
586	будут действовать	1	1
587	и оба	1	1
588	человека с	1	1
589	в сторону	1	1
590	сомнений в	2	1
591	если мы	5	1
592	вопроса о	2	1
593	нами и	1	1
594	и теоретическая	1	1
595	а это	1	1
596	и обратно	3	1
597	и других	2	1
598	за ним	1	1
599	мы знаем	2	1
600	к мысли	4	1
601	теснейшим образом	1	1
602	и их	5	1
603	если все	1	1
604	в прошлом	1	1
605	двух противоположных	1	1
606	не для	1	1
607	словом на	1	1
608	к ним	1	1
609	это значило	2	1
610	бытия и	1	1
611	деятельности для	1	1
612	случае не	2	1
613	связано с	1	1
614	и будет	1	1
615	не простой	1	1
616	в любви	2	1
617	ближайшим образом	1	1
618	само собой	2	1
619	своей будущей	1	1
620	в очень	1	1
621	из двух	3	1
622	видно из	2	1
623	за ними	1	1
624	себе представить	1	1
625	не поддается	1	1
626	главное и	2	1
627	на ее	2	1
628	говорить и	1	1
629	по своим	2	1
630	в воображаемом	1	1
631	к которому	1	1
632	как же	1	1
633	и полного	2	1
634	следовало ожидать	1	1
635	движения в	3	1
636	что не	2	1
637	противоречие между	2	1
638	быть тем	1	1
639	бы друг	1	1
640	представляется в	2	1
641	на этот	1	1
642	которых мы	2	1
643	не исключает	2	1
644	до конца	5	1
645	ничем не	1	1
646	с которым	1	1
647	в свете	4	1
648	котором нельзя	1	1
649	из области	1	1
650	ближе к	1	1
651	в одно	1	1
652	в связи	1	1
653	связь с	1	1
654	в самой	3	1
655	как это	5	1
656	гармонии и	1	1
657	речь не	5	1
658	себя из	1	1
659	по своему	9	1
660	которые являются	1	1
661	той и	3	1
662	смысле этого	3	1
663	не удалось	1	1
664	содержат в	3	1
665	внешней стороны	2	1
666	эту мысль	1	1
667	то к	1	1
668	при ближайшем	1	1
669	всякое же	1	1
670	из отдельных	1	1
671	в состоянии	1	1
672	быть не	1	1
673	каждый данный	1	1
674	с этой	5	1
675	сейчас же	1	1
676	весь ход	1	1
677	и таким	1	1
678	поэтому что	1	1
679	неразрывно связаны	1	1
680	числе и	1	1
681	к другим	1	1
682	независимое от	1	1
683	не является	3	1
684	на все	1	1
685	общими для	1	1
686	являются не	1	1
687	образом по	1	1
688	при таком	1	1
689	своей собственной	1	1
690	в отдельных	1	1
691	деятельность в	1	1
692	очередь является	1	1
693	и внешней	1	1
694	бы в	5	1
695	случае и	1	1
696	и все	1	1
697	отношению ко	1	1
698	которой этот	1	1
699	к ее	1	1
700	к самому	1	1
701	от ее	2	1
702	может и	2	1
703	в свою	2	1
704	с ней	2	1
705	из тех	1	1
706	и внутренне	1	1
707	была бы	1	1
708	к его	2	1
709	говорили выше	2	1
710	отношению к	5	1
711	есть то	3	1
712	этом состоит	1	1
713	себе но	1	1
714	с внешней	5	1
715	том числе	1	1
716	они не	1	1
