N	2gram	Propp_Russ_1	Myshleni
377	этого вопроса	1	1
378	не к	1	1
379	собой не	1	1
380	однако он	1	1
381	что одно	1	1
382	так называемое	1	1
383	поле и	2	1
384	на этом	3	1
385	когда на	2	1
386	эта же	1	1
387	исходя из	1	1
388	смысле в	1	1
389	как они	2	1
390	а затем	1	1
391	к другу	2	1
392	наибольшее значение	1	1
393	это объяснение	1	1
394	не позволяют	1	1
395	его в	1	1
396	входит в	4	1
397	известно что	1	1
398	падает на	1	1
399	должен был	1	1
400	ниже при	2	1
401	не соответствует	1	1
402	народов как	1	1
403	в жизни	2	1
404	с которого	1	1
405	который по	1	1
406	на первую	1	1
407	на охоту	1	1
408	для них	3	1
409	нет в	1	1
410	на основании	1	1
411	что не	1	1
412	с тем	8	1
413	не всегда	1	1
414	которой он	1	1
415	чтобы они	2	1
416	такой же	2	1
417	что значит	1	1
418	в установлении	1	1
419	и при	1	1
420	показал в	1	1
421	этому же	2	1
422	установить что	1	1
423	место в	1	1
424	на каждом	3	1
425	из своих	1	1
426	если угодно	2	1
427	которые в	1	1
428	свет на	1	1
429	что сам	1	1
430	и наоборот	1	1
431	они сами	1	1
432	тому что	4	1
433	что есть	1	1
434	существует независимо	1	1
435	и роль	1	1
436	как можно	2	1
437	и время	1	1
438	дело не	1	1
439	только из	1	1
440	что их	1	1
441	здесь на	1	1
442	к этим	1	1
443	не по	1	1
444	к изучению	1	1
445	когда они	1	1
446	в самых	1	1
447	не связана	1	1
448	но здесь	1	1
449	иметь в	1	1
450	значение этого	1	1
451	из других	1	1
452	на землю	1	1
453	слова как	1	1
454	связано с	1	1
455	того в	1	1
456	других животных	2	1
457	вот что	1	1
458	весь этот	1	1
459	в самих	2	1
460	только с	1	1
461	в области	3	1
462	у нас	8	1
463	к таким	3	1
464	начиная с	3	1
465	которое в	1	1
466	них состоит	1	1
467	в среде	1	1
468	сомнение в	1	1
469	решающего значения	1	1
470	слова с	1	1
471	оно не	1	1
472	здесь мы	1	1
473	ничего общего	2	1
474	приходит к	1	1
475	три направления	1	1
476	вывод что	3	1
477	на другой	1	1
478	нами выше	1	1
479	всей своей	1	1
480	в пределах	1	1
481	в дальнейшем	2	1
482	некоторых других	1	1
483	он так	2	1
484	которые больше	1	1
485	вопрос этот	1	1
486	пишет что	1	1
487	основана на	1	1
488	это как	1	1
489	приводит его	1	1
490	после того	2	1
491	по мере	1	1
492	стремление к	1	1
493	выводу что	2	1
494	одно это	1	1
495	необходимо иметь	1	1
496	а к	1	1
497	слова а	1	1
498	является по	1	1
499	и здесь	2	1
500	и поэтому	2	1
501	так не	1	1
502	прямо и	1	1
503	или на	3	1
504	чтобы с	1	1
505	даже у	1	1
506	и который	1	1
507	там же	5	1
508	она не	2	1
509	нас особенно	1	1
510	к нему	1	1
511	большое количество	1	1
512	в отрыве	1	1
513	эти фигуры	1	1
514	и во	1	1
515	при исследовании	1	1
516	значение которых	1	1
517	а требование	1	1
518	борьбе с	1	1
519	интерес к	2	1
520	себя но	1	1
521	а следовательно	1	1
522	в настоящей	1	1
523	позже и	1	1
524	также в	3	1
525	в свете	2	1
526	на других	3	1
527	с а	1	1
528	это приводит	1	1
529	совершенно ином	1	1
530	показывают что	2	1
531	один из	8	1
532	путь изучения	1	1
533	обе эти	1	1
534	в двух	1	1
535	другую теорию	1	1
536	согласиться с	1	1
537	на другие	2	1
538	и социальным	1	1
539	но ни	2	1
540	ii в	2	1
541	и так	1	1
542	вот все	1	1
543	между и	1	1
544	между тем	7	1
545	и раньше	1	1
546	этим словом	1	1
547	случаи когда	1	1
548	какие представления	1	1
549	с которыми	1	1
550	так что	2	1
551	это ни	1	1
552	одном и	1	1
553	только на	3	1
554	то и	1	1
555	слова в	3	1
556	в нашей	1	1
557	в виде	6	1
558	свидетельствует о	1	1
559	этому вопросу	2	1
560	одно из	5	1
561	земли и	1	1
562	к ним	3	1
563	доказать что	1	1
564	в очень	1	1
565	некоторые исследователи	2	1
566	которые как	1	1
567	в особенности	2	1
568	но вместе	1	1
569	же деле	1	1
570	не были	2	1
571	точек зрения	1	1
572	связаны с	3	1
573	дело в	1	1
574	о котором	1	1
575	и учеными	1	1
576	они возникли	1	1
577	еще и	1	1
578	такое же	2	1
579	показывает что	5	1
580	обратиться к	1	1
581	сомнений в	2	1
582	только по	2	1
583	по тем	1	1
584	самом же	1	1
585	описанию в	1	1
586	место во	1	1
587	до конца	2	1
588	в руках	1	1
589	выступают в	1	1
590	возвращаясь к	1	1
591	долгое время	1	1
592	с которым	1	1
593	под влиянием	1	1
594	ближе к	1	1
595	нами как	1	1
596	и потому	2	1
597	этого момента	3	1
598	предположить что	2	1
599	который мы	1	1
600	не дают	1	1
601	что всякое	1	1
602	в тех	4	1
603	рассказывает об	1	1
604	к понятию	1	1
605	весь ход	1	1
606	направления в	2	1
607	должны быть	1	1
608	не встречаются	2	1
609	год и	5	1
610	одна из	4	1
611	форм и	1	1
612	уже на	1	1
613	к пониманию	1	1
614	должна была	2	1
615	в садах	2	1
616	которого они	1	1
617	от него	1	1
618	иное чем	1	1
619	или нет	1	1
620	в третьем	1	1
621	зрения в	1	1
622	но это	4	1
623	у разных	1	1
624	или не	1	1
625	и интересов	1	1
626	и целый	1	1
627	в целях	3	1
628	нашей стране	1	1
629	между ними	1	1
630	не знает	1	1
631	но можно	1	1
632	указали на	1	1
633	разных народов	1	1
634	из своей	1	1
635	к числу	1	1
636	далее в	2	1
637	указывают на	1	1
638	также не	1	1
639	в своих	2	1
640	для дальнейшего	1	1
641	значение они	1	1
642	нас не	2	1
643	как на	1	1
644	точно так	1	1
645	в роли	1	1
646	и вновь	1	1
