N	2gram	Bakhtin_sl_2	StatiiOP
110	материал для	2	3
111	наконец в	4	3
112	но это	3	3
113	с нею	1	3
114	борьбы с	3	3
115	всяком случае	2	3
116	т п	33	3
117	связан с	3	3
118	и даже	7	3
119	до конца	17	3
120	xix века	4	3
121	другой стороны	1	3
122	похоже на	1	3
123	не является	1	3
124	отношении к	4	3
125	во всяком	3	3
126	как известно	1	2
127	также и	2	2
128	того же	1	2
129	то же	4	2
130	почти все	2	2
131	далее в	2	2
132	с его	7	2
133	отличие от	13	2
134	на то	1	2
135	к сожалению	1	2
136	там где	6	2
137	в истории	11	2
138	в одной	1	2
139	и как	3	2
140	более или	2	2
141	в чисто	3	2
142	все эти	6	2
143	выражение в	1	2
144	в этой	1	2
145	в себе	2	2
146	и те	1	2
147	как он	2	2
148	на его	2	2
149	больше всего	1	2
150	при этом	7	2
151	тем не	1	2
152	и более	2	2
153	значительной степени	6	2
154	конечно в	2	2
155	для своей	1	2
156	литературного языка	12	2
157	его в	4	2
158	это было	1	2
159	на почве	4	2
160	пушкина для	1	2
161	о которых	1	2
162	как и	6	2
163	несмотря на	1	2
164	в один	1	2
165	или менее	2	2
166	что такое	1	2
167	в отношении	4	2
168	с точки	3	2
169	в отличие	12	2
170	века и	1	2
171	от его	1	2
172	роман на	2	2
173	борьбу с	2	2
174	даже в	2	2
175	и вся	1	2
176	xviii века	1	2
177	очень похоже	1	2
178	в то	4	2
179	дело не	1	2
180	в процессе	13	2
181	только не	1	2
182	очень мало	1	2
183	не может	20	2
184	только с	2	2
185	не до	1	2
186	в области	2	2
187	языка в	6	2
188	в духе	1	2
189	поэтического языка	1	2
190	и это	1	2
191	него самого	1	2
192	и сам	1	2
193	особенно в	2	2
194	еще в	1	2
195	даны в	1	2
196	к подлинному	1	2
197	как мог	1	2
198	а также	3	2
199	никак не	1	2
200	от степени	1	2
201	в значительной	6	2
202	борьба с	4	2
203	что и	3	2
204	отметить что	3	2
205	как например	2	2
206	художественного изображения	11	2
207	в какой	1	2
208	только в	5	2
209	это очень	2	2
210	на всем	1	2
211	сами по	1	2
212	в конце	1	2
213	так как	4	2
214	случае не	1	2
215	свое выражение	1	2
216	может быть	37	2
217	в них	6	2
218	в роман	3	2
219	ближайшим образом	1	2
220	в особенности	3	2
221	и речи	2	2
222	с той	1	2
223	и др	4	2
224	говорит о	1	2
225	и самый	1	2
226	в некоторых	3	2
227	не на	1	2
228	его как	2	2
229	взаимоотношения между	1	2
230	или с	1	2
231	эти слова	2	2
232	и потому	7	2
233	как это	3	2
234	к своему	9	2
235	в данном	2	2
236	только о	2	2
237	языка которая	1	2
238	из романа	2	2
239	в результате	2	2
240	конечно и	2	2
241	исторического романа	2	2
242	сказать что	3	2
243	утверждать что	1	2
244	и другие	2	2
245	они не	2	2
246	ту же	3	1
247	языка с	2	1
248	xvii века	2	1
249	это и	2	1
250	процессе работы	1	1
251	по преимуществу	1	1
252	и до	1	1
253	для понимания	1	1
254	в зависимости	4	1
255	высокие поэтические	1	1
256	той же	3	1
257	на тех	1	1
258	и значение	1	1
259	на материале	2	1
260	характер его	1	1
261	мы не	2	1
262	и прозаических	1	1
263	в сущности	6	1
264	говорить о	3	1
265	смысловые и	2	1
266	только самый	1	1
267	все здесь	1	1
268	на тему	1	1
269	к началу	1	1
270	в составе	1	1
271	их не	1	1
272	как не	1	1
273	литературы и	1	1
274	поэтического слова	4	1
275	еще не	7	1
276	такое отношение	1	1
277	на них	2	1
278	он сам	1	1
279	этой почве	1	1
280	в чем	3	1
281	конечно это	1	1
282	жанре и	1	1
283	в создании	1	1
284	друг к	1	1
285	совсем не	1	1
286	но как	2	1
287	что язык	2	1
288	от характера	2	1
289	в сторону	1	1
290	по отношению	4	1
291	отношение к	4	1
292	с легкой	1	1
293	не просто	1	1
294	из важнейших	2	1
295	евгений онегин	1	1
296	в прозу	1	1
297	чем же	1	1
298	этот прием	1	1
299	если она	3	1
300	независимо от	2	1
301	этом его	1	1
302	до его	1	1
303	что как	1	1
304	для испытания	1	1
305	на высоту	1	1
306	целый ряд	1	1
307	сказал бы	1	1
308	что слово	1	1
309	за собой	1	1
310	для которого	1	1
311	пушкина до	1	1
312	сил в	1	1
313	с их	3	1
314	зависимости от	4	1
315	бы только	2	1
316	говорят о	1	1
317	очень велико	2	1
318	именно этим	1	1
319	что она	1	1
320	но именно	1	1
321	до появления	1	1
322	и еще	1	1
323	ни была	1	1
324	в исторических	1	1
325	языком и	7	1
326	его от	3	1
327	на этом	3	1
328	одно и	1	1
329	русском языке	1	1
330	он просто	1	1
331	и характер	1	1
332	значение в	2	1
333	те же	2	1
334	к другу	1	1
335	или целиком	2	1
336	на этой	1	1
337	зрения на	2	1
338	не умеет	1	1
339	с другими	4	1
340	основным и	1	1
341	действительности в	1	1
342	роль в	2	1
343	и тем	1	1
344	не соответствует	1	1
345	но уже	1	1
346	на основании	1	1
347	в действии	1	1
348	и уже	1	1
349	мы видели	2	1
350	этого произведения	1	1
351	такой же	1	1
352	борьбу за	1	1
353	еще раз	3	1
354	на таких	1	1
355	сожалению не	1	1
356	во второй	1	1
357	и их	5	1
358	что среди	1	1
359	место в	1	1
360	его современников	1	1
361	языке но	2	1
362	то его	1	1
363	в условиях	1	1
364	экспрессии и	1	1
365	самый диалог	1	1
366	через посредство	1	1
367	и общества	2	1
368	пути который	1	1
369	освободиться от	1	1
370	слово должно	1	1
371	в таких	1	1
372	она не	6	1
373	и проч	2	1
374	на слова	1	1
375	одна из	4	1
376	каких условиях	1	1
377	к новым	1	1
378	на него	2	1
379	в основе	4	1
380	которого он	2	1
381	материала в	2	1
382	при этой	1	1
383	героев и	1	1
384	этому слову	1	1
385	языкового стиля	1	1
386	и снова	1	1
387	чем не	2	1
388	и автор	1	1
389	для всего	1	1
390	смысл его	2	1
391	источников в	1	1
392	элемент в	1	1
393	века это	1	1
394	и без	1	1
395	речи не	2	1
396	же время	4	1
397	таким путем	1	1
398	к ней	2	1
399	прежде чем	1	1
400	для осуществления	1	1
401	звучит в	1	1
402	на все	1	1
403	именно такой	1	1
404	п в	2	1
405	наглядно здесь	1	1
406	нет ни	1	1
407	не могут	5	1
408	от пушкина	1	1
409	на границе	2	1
410	лежащий в	1	1
411	отличается от	2	1
412	своей идеологии	1	1
413	всего что	1	1
414	слова с	4	1
415	он никогда	1	1
416	что при	1	1
417	быть конечно	1	1
418	велико что	1	1
419	языка по	1	1
420	как мы	7	1
421	свою очередь	2	1
422	настолько велико	1	1
423	здесь не	4	1
424	без всякого	2	1
425	х годов	2	1
426	характер и	1	1
427	воплощен в	2	1
428	в пределах	13	1
429	так в	2	1
430	слова а	1	1
431	на том	1	1
432	с собой	1	1
433	не с	3	1
434	и которые	1	1
435	здесь нет	1	1
436	на которую	1	1
437	речь как	1	1
438	к вопросам	1	1
439	не были	1	1
440	поэтому в	1	1
441	разговорного языка	1	1
442	к языку	1	1
443	для поэтического	1	1
444	образом в	1	1
445	со всех	1	1
446	можно сказать	1	1
447	те или	1	1
448	смысле не	1	1
449	или иначе	1	1
450	очень близко	1	1
451	нуждается в	2	1
452	в форме	2	1
453	материалом не	1	1
454	от этих	1	1
455	литературных и	1	1
456	все время	1	1
457	формальных приемов	2	1
458	и об	1	1
459	и отдельные	1	1
460	не зная	1	1
461	ни к	2	1
462	его основное	1	1
463	один из	5	1
464	в двух	1	1
465	романа и	5	1
466	речи о	1	1
467	с ними	5	1
468	самый сюжет	1	1
469	и действительно	1	1
470	ссылки и	1	1
471	до нас	1	1
472	поэтому и	4	1
473	здесь о	1	1
474	с какой	1	1
475	существенным и	1	1
476	конечно не	5	1
477	уже в	2	1
478	только на	1	1
479	всем его	2	1
480	в поэзии	2	1
481	языка как	7	1
482	поэзии но	1	1
483	а это	1	1
484	или так	1	1
485	этого процесса	3	1
486	одно из	1	1
487	и драматически	2	1
488	в известной	1	1
489	красоты или	1	1
490	точка зрения	2	1
491	живого слова	1	1
492	система приемов	1	1
493	не для	1	1
494	а в	4	1
495	этом жанре	1	1
496	не о	1	1
497	может служить	1	1
498	мы можем	1	1
499	у него	3	1
500	смысле слова	1	1
501	в каждом	1	1
502	явлениях как	1	1
503	нет этого	1	1
504	дошедшие до	1	1
505	именно как	2	1
506	даже не	1	1
507	а на	1	1
508	своему стилистическому	1	1
509	язык в	6	1
510	за пределы	2	1
511	живом языке	1	1
512	предания и	1	1
513	строится в	1	1
514	речи а	1	1
515	слова на	3	1
516	и экспрессивные	2	1
517	место их	1	1
518	сведений и	1	1
519	романа в	5	1
520	себя и	4	1
521	в живых	1	1
522	с очень	1	1
523	связано с	3	1
524	них и	2	1
525	нужно сказать	1	1
526	от подлинной	2	1
527	не исключает	1	1
528	в ту	1	1
529	с которым	2	1
530	языка не	4	1
531	в свете	3	1
532	языке своего	1	1
533	его собственной	1	1
534	очень велика	1	1
535	и непререкаемого	1	1
536	и слово	2	1
537	в связи	2	1
538	но оно	2	1
539	в последней	1	1
540	при его	2	1
541	самом языке	1	1
542	слова правда	2	1
543	кто именно	1	1
544	если оно	2	1
545	исторических и	2	1
546	одновременно и	3	1
547	очень важно	1	1
548	и всей	1	1
549	со всею	3	1
550	да и	1	1
551	слов в	2	1
552	жизни в	2	1
553	выйти за	1	1
554	в контексте	3	1
555	на пути	1	1
556	этом случае	6	1
557	и свободной	1	1
558	этом и	1	1
559	вокруг него	2	1
560	силу и	1	1
561	нисколько не	1	1
562	которые были	1	1
563	роман но	2	1
564	в более	2	1
565	за его	1	1
566	и грубых	1	1
567	и для	5	1
568	его протяжении	1	1
569	общественным мнением	1	1
570	границе между	2	1
571	и от	3	1
572	или в	2	1
573	и среди	1	1
574	что оно	4	1
575	в исторический	1	1
576	для нас	5	1
577	из различных	1	1
578	от него	5	1
579	и все	5	1
580	речи так	1	1
581	и смысл	1	1
582	язык не	4	1
583	все они	2	1
584	же в	1	1
585	в свою	3	1
586	входить в	2	1
587	к самому	1	1
588	говорить или	1	1
589	неотделим от	1	1
590	и внутренне	2	1
591	русский роман	2	1
592	обычно не	1	1
593	к его	2	1
594	но этот	1	1
595	в последнем	1	1
596	отношению к	4	1
597	что действие	1	1
598	сам в	1	1
599	героя в	3	1
600	которым они	1	1
601	жизни и	6	1
602	о себе	1	1
603	как слово	2	1
604	в своих	1	1
605	и языковой	1	1
606	каждое слово	1	1
607	в таком	4	1
608	все что	2	1
609	том числе	1	1
610	гораздо более	1	1
611	которая не	1	1
