N	2gram	Bakhtin_Fr_8	Formalny
698	другой стороны	2	1
699	существует в	1	1
700	большое значение	1	1
701	о себе	2	1
702	одновременно и	1	1
703	культуры в	2	1
704	из этого	1	1
705	формы его	1	1
706	есть и	5	1
707	были и	1	1
708	самом начале	1	1
709	время не	1	1
710	всю литературу	1	1
711	всем этом	1	1
712	ее в	1	1
713	и эта	2	1
714	это в	2	1
715	к этому	2	1
716	том числе	3	1
