N	2gram	Vinokur_St_1	Stilisti
215	отношение к	2	2
216	как в	13	2
217	целый ряд	2	2
218	бы и	4	2
219	ни один	2	2
220	все эти	5	2
221	чуть ли	2	2
222	бы не	2	2
223	и те	2	2
224	и сам	2	2
225	значительной степени	1	2
226	связанные с	3	2
227	ясно что	10	2
228	с этим	3	2
229	говорить в	1	2
230	которые с	1	2
231	не всегда	2	2
232	в этих	2	2
233	и при	1	2
234	в своей	6	2
235	в отношении	9	2
236	слова здесь	1	2
237	место в	1	2
238	в которых	5	2
239	но эта	1	2
240	которые в	2	2
241	при условии	1	2
242	однако в	1	2
243	не должно	1	2
244	в основе	3	2
245	о них	2	2
246	каждый из	1	2
247	смысл то	1	2
248	это слово	4	2
249	этом отношении	7	2
250	в каком	3	2
251	ли не	2	2
252	и когда	1	2
253	из двух	3	2
254	времени и	1	2
255	и вообще	3	2
256	по своей	2	2
257	почему же	1	2
258	в приведенных	1	2
259	к нему	2	2
260	иными словами	1	2
261	в середине	1	2
262	не должен	1	2
263	как например	1	2
264	в том	36	2
265	тот же	1	2
266	одной из	1	2
267	что он	10	2
268	в какой	3	2
269	как нечто	1	2
270	ведь если	2	2
271	я считаю	4	2
272	слова не	1	2
273	для него	6	2
274	себе в	1	2
275	допустим что	2	2
276	для них	1	2
277	тем что	5	2
278	даже и	2	2
279	нужно было	2	2
280	а на	3	2
281	к которому	4	2
282	собой разумеется	1	2
283	еще и	2	2
284	больше и	1	2
285	связано с	1	2
286	не было	4	2
287	до конца	1	2
288	речи это	1	2
289	должна была	4	2
290	и потому	2	2
291	из которых	1	2
292	которые являются	1	2
293	смысле этого	2	2
294	в первой	12	2
295	материал для	3	2
296	эти вопросы	3	2
297	сказать не	1	2
298	сих пор	7	2
299	но это	6	2
300	в так	1	2
301	это выражение	1	2
302	случаях когда	1	2
303	тем и	1	2
304	или в	1	2
305	у них	1	2
306	несмотря на	2	2
307	этот вопрос	4	2
308	с ней	1	2
309	не говоря	1	2
310	в частности	4	2
311	к этому	1	2
312	что то	2	2
313	в голову	1	2
314	в своих	2	2
315	гораздо более	4	2
316	можно говорить	1	1
317	и ясных	1	1
318	же как	3	1
319	чтобы не	1	1
320	художественного произведения	1	1
321	увидим ниже	1	1
322	по отдельным	1	1
323	и всем	1	1
324	чего не	1	1
325	и до	1	1
326	знаков препинания	1	1
327	не имеют	1	1
328	ведь и	3	1
329	гостях у	1	1
330	от которых	1	1
331	том какое	1	1
332	анекдот не	1	1
333	например в	8	1
334	важно для	1	1
335	если я	1	1
336	не личная	1	1
337	и последующих	1	1
338	бы что	2	1
339	этом не	1	1
340	оба эти	2	1
341	явления которое	1	1
342	еще до	1	1
343	в сущности	2	1
344	личности от	1	1
345	совпадает с	2	1
346	статье здесь	1	1
347	говорить о	2	1
348	личная а	1	1
349	я не	7	1
350	но то	1	1
351	с нашими	1	1
352	широкого и	1	1
353	так а	1	1
354	в числе	2	1
355	того же	3	1
356	в сцене	1	1
357	же мере	1	1
358	ответа на	2	1
359	быть в	2	1
360	в чем	3	1
361	истории а	1	1
362	значения уже	1	1
363	б с	1	1
364	но как	1	1
365	и другие	1	1
366	произношения и	1	1
367	и стилистической	1	1
368	в сторону	2	1
369	если в	2	1
370	какой степени	1	1
371	в новом	4	1
372	иногда и	2	1
373	стилистических особенностей	1	1
374	менее и	1	1
375	теперь не	1	1
376	к сожалению	3	1
377	голосом и	1	1
378	требует и	1	1
379	там где	5	1
380	в истории	3	1
381	как говорит	1	1
382	вопросов которые	1	1
383	более чем	2	1
384	в подобных	1	1
385	в одной	1	1
386	в своем	2	1
387	кроме того	1	1
388	и есть	1	1
389	и понимания	1	1
390	не являются	3	1
391	от этого	2	1
392	то в	3	1
393	с той	1	1
394	языка правда	1	1
395	указания на	1	1
396	в литературном	2	1
397	историческая и	1	1
398	существует лишь	1	1
399	возможно что	3	1
400	он в	1	1
401	из этих	6	1
402	что так	3	1
403	думать что	2	1
404	с их	1	1
405	бы только	1	1
406	время этот	1	1
407	имеет для	1	1
408	в наших	2	1
409	не могла	2	1
410	вообще не	2	1
411	сейчас не	1	1
412	тем не	2	1
413	время и	1	1
414	и частично	1	1
415	он не	2	1
416	о которой	3	1
417	всех этих	2	1
418	он должен	2	1
419	этого вопроса	2	1
420	не как	1	1
421	сказал что	1	1
422	их другими	1	1
423	довольно часто	1	1
424	нашего времени	1	1
425	он так	1	1
426	можно даже	1	1
427	приходим к	1	1
428	смысле как	1	1
429	так например	7	1
430	на то	4	1
431	что нельзя	1	1
432	в основу	4	1
433	разница будет	1	1
434	могла бы	1	1
435	факт что	1	1
436	в другом	3	1
437	должны будут	1	1
438	являются для	1	1
439	в гостях	1	1
440	которой является	1	1
441	на все	1	1
442	которое с	1	1
443	на протяжении	1	1
444	искать ответа	1	1
445	то все	1	1
446	превратилось в	1	1
447	всю свою	1	1
448	должен был	2	1
449	чем другом	1	1
450	его места	1	1
451	он является	1	1
452	в плоскость	1	1
453	с этой	3	1
454	во внимание	1	1
455	с полной	1	1
456	и тогда	2	1
457	литература и	1	1
458	в г	3	1
459	бы на	1	1
460	мы приходим	1	1
461	это только	1	1
462	себе какой-то	1	1
463	одним и	2	1
464	оказывается что	1	1
465	о языке	1	1
466	мы теперь	1	1
467	значение для	1	1
468	поэтому в	3	1
469	в прямом	1	1
470	обращение к	1	1
471	по крайней	2	1
472	и эти	1	1
473	речи в	1	1
474	том же	1	1
475	что этот	2	1
476	слов о	1	1
477	по себе	1	1
478	даже в	3	1
479	является вполне	2	1
480	в одно	1	1
481	нет никакого	1	1
482	содержит в	1	1
483	если и	1	1
484	всех их	1	1
485	каждого отдельного	1	1
486	не менее	5	1
487	но они	1	1
488	в таких	1	1
489	как можно	2	1
490	что эта	2	1
491	она не	2	1
492	дело если	1	1
493	и ясно	1	1
494	в русской	1	1
495	тогда когда	1	1
496	того как	1	1
497	одна из	1	1
498	в развитии	1	1
499	речи тем	1	1
500	так чтобы	1	1
501	опираться на	1	1
502	ни изучали	1	1
503	с одним	1	1
504	они являются	1	1
505	того в	1	1
506	лишь при	1	1
507	убедиться в	2	1
508	бы по	1	1
509	вопрос в	3	1
510	и делает	1	1
511	но там	1	1
512	не могут	1	1
513	и другой	1	1
514	и такие	2	1
515	должны быть	3	1
516	косвенных падежах	1	1
517	содержанием и	1	1
518	в наши	1	1
519	совсем иначе	1	1
520	кем и	2	1
521	что при	2	1
522	должен быть	3	1
523	что для	3	1
524	и о	1	1
525	еще следующие	1	1
526	говоря уже	1	1
527	будет видно	1	1
528	без всякого	2	1
529	индивидуальной личности	1	1
530	как по	1	1
531	от всей	1	1
532	мысль о	1	1
533	можно сделать	1	1
534	теперь должны	1	1
535	своей речи	1	1
536	сколько бы	1	1
537	но зато	1	1
538	что ведь	1	1
539	не трудно	3	1
540	которыми мы	1	1
541	не отражает	1	1
542	здесь нет	1	1
543	к самой	1	1
544	еще в	1	1
545	когда в	1	1
546	является в	1	1
547	но иногда	1	1
548	он к	1	1
549	слов иногда	1	1
550	для этого	2	1
551	нечто цельное	1	1
552	даже не	4	1
553	образом в	1	1
554	лишь то	1	1
555	не существовало	1	1
556	другом месте	2	1
557	на вопрос	4	1
558	столь же	4	1
559	и та	1	1
560	и что	4	1
561	мог бы	1	1
562	что его	1	1
563	все его	1	1
564	может не	2	1
565	и во	2	1
566	образом мы	1	1
567	за свое	1	1
568	нет это	2	1
569	и лишь	1	1
570	с нашей	2	1
571	конечно это	2	1
572	между тем	3	1
573	наук в	1	1
574	но нет	1	1
575	отметить что	2	1
576	крайней мере	2	1
577	не надо	2	1
578	них в	1	1
579	что бы	1	1
580	и дает	1	1
581	конечно еще	1	1
582	которым мы	1	1
583	кроме самого	1	1
584	дело с	2	1
585	в угоду	1	1
586	в вопросе	1	1
587	ему и	1	1
588	эти утверждения	1	1
589	и после	1	1
590	которые если	1	1
591	так что	6	1
592	же и	4	1
593	первостепенное значение	1	1
594	есть в	2	1
595	чтобы он	1	1
596	в виде	3	1
597	свидетельствует о	2	1
598	право и	2	1
599	является не	4	1
600	каким образом	1	1
601	при помощи	2	1
602	по отношению	3	1
603	был бы	1	1
604	ни в	3	1
605	могло бы	2	1
606	вовсе не	19	1
607	можно с	1	1
608	не о	1	1
609	у него	2	1
610	и никогда	1	1
611	то у	1	1
612	это какой-то	1	1
613	превращается в	2	1
614	в косвенных	1	1
615	что могло	1	1
616	вопрос уже	1	1
617	с общим	1	1
618	в другой	1	1
619	ссылками на	1	1
620	со стороны	6	1
621	до сих	7	1
622	с другой	9	1
623	разные и	1	1
624	за пределы	2	1
625	здесь в	1	1
626	являются и	1	1
627	такое же	1	1
628	надо думать	1	1
629	чтобы убедиться	1	1
630	что выражение	1	1
631	это прежде	2	1
632	на этот	3	1
633	в разной	1	1
634	и своим	1	1
635	именно так	1	1
636	языка не	2	1
637	долго и	1	1
638	возвращаясь к	1	1
639	и литературного	1	1
640	о чем	1	1
641	на эту	4	1
642	нашей точки	1	1
643	каких бы	1	1
644	ближе к	1	1
645	именно поэтому	1	1
646	голову не	1	1
647	здесь является	1	1
648	вопросе о	1	1
649	в меру	1	1
650	тот факт	1	1
651	статье о	2	1
652	своим первым	1	1
653	в течение	1	1
654	и соответствующие	1	1
655	этот знак	2	1
656	которые по	1	1
657	как к	3	1
658	только то	1	1
659	и следствий	1	1
660	собственно только	1	1
661	научное изучение	2	1
662	именно в	6	1
663	нужно отметить	1	1
664	естественно не	1	1
665	как раз	4	1
666	говорить что	1	1
667	другой и	1	1
668	в обычных	1	1
669	на человека	1	1
670	характерен для	1	1
671	не станет	1	1
672	указать на	1	1
673	бы говорить	1	1
674	самое простое	1	1
675	что я	1	1
676	разумеется без	1	1
677	в результате	3	1
678	о котором	2	1
679	другое дело	1	1
680	что в	30	1
681	вот это	1	1
682	еще более	4	1
683	тем более	4	1
684	знак в	1	1
685	будто бы	3	1
686	вполне достаточно	1	1
687	языка может	1	1
688	знака в	2	1
689	слово в	1	1
690	но если	4	1
691	другой стороны	7	1
692	состоит из	1	1
693	была бы	5	1
694	от всех	1	1
695	совершенно не	5	1
696	в глаза	1	1
697	в иной	1	1
698	в последнем	1	1
699	отношению к	3	1
700	это и	4	1
701	просто не	1	1
702	но еще	1	1
703	и интонацию	1	1
704	те которые	1	1
705	в таком	3	1
