N	2gram	Losev_Vesc_1	Psycholo
702	ее не	2	1
703	он для	1	1
704	тут у	1	1
705	это будет	3	1
706	в особенности	1	1
707	к его	1	1
708	со всем	5	1
709	кажется мне	1	1
710	и даже	6	1
711	в данный	1	1
712	нам не	2	1
713	живой и	2	1
714	мы воспринимаем	1	1
715	или иначе	4	1
716	самое главное	2	1
717	не один	1	1
718	если только	1	1
719	эти две	4	1
720	к которому	1	1
721	и самая	1	1
722	мы еще	2	1
723	ему соответствует	1	1
724	себя и	4	1
725	раз так	1	1
726	время была	2	1
727	превращается в	1	1
728	эту новую	1	1
729	однако и	1	1
730	с которым	1	1
731	вопрос можно	1	1
732	они как	2	1
733	ни о	1	1
734	только от	1	1
735	когда она	4	1
736	него не	1	1
737	живую жизнь	3	1
738	соответствует и	3	1
739	ближе к	1	1
740	переходим к	1	1
741	я говорю	1	1
742	а есть	2	1
743	все основные	1	1
744	что каждый	1	1
745	смысл который	1	1
746	так в	1	1
747	чтобы мы	1	1
748	то можно	1	1
749	чем то	2	1
750	мы опять	1	1
751	в течение	1	1
752	это есть	7	1
753	самого себя	1	1
754	только чтобы	1	1
755	ней не	1	1
756	это значит	24	1
757	есть тот	2	1
758	смысл в	1	1
759	или хотя	1	1
760	и глубине	1	1
761	нечто совершенно	1	1
762	но это	10	1
763	отличается от	7	1
764	в чем	6	1
765	в один	1	1
766	но для	2	1
767	в смысле	12	1
768	себя с	5	1
769	или слова	1	1
770	ли в	3	1
771	именно это	1	1
772	формы и	1	1
773	это можно	2	1
774	или в	2	1
775	думает что	1	1
776	которая в	1	1
777	содержание и	1	1
778	вот это	1	1
779	и новое	1	1
780	из себя	3	1
781	бы в	5	1
782	и ни	1	1
783	как сказал	1	1
784	сказать даже	3	1
785	будто бы	1	1
786	есть всякий	1	1
787	быть определена	1	1
788	целое с	3	1
789	или не	2	1
790	же в	1	1
791	есть уже	1	1
792	и другие	1	1
793	психологической точки	1	1
794	звуки а	2	1
795	от всякого	4	1
796	к ее	2	1
797	жизни в	1	1
798	понимания и	3	1
799	и смысла	1	1
800	нужно для	3	1
801	в свою	4	1
802	в моем	1	1
803	с ней	2	1
804	не быть	3	1
805	том или	1	1
806	в темноте	1	1
807	равно как	2	1
808	него нет	1	1
809	не что	7	1
810	в отдельности	4	1
811	это так	3	1
812	но еще	3	1
813	мы произвели	1	1
814	это понятие	1	1
815	ничего общего	1	1
816	гораздо более	1	1
