N	2gram	Bakhtin_Pr_2	TeoriaLi
426	не имеет	3	1
427	дело в	1	1
428	одна из	3	1
429	на себе	1	1
430	к этим	1	1
431	и сама	1	1
432	личности совершается	1	1
433	свободы и	1	1
434	героев и	1	1
435	зрения не	1	1
436	себе самом	3	1
437	каждый из	1	1
438	нельзя не	1	1
439	того и	1	1
440	только и	1	1
441	жизни не	1	1
442	в самой	3	1
443	нее нет	1	1
444	с одним	2	1
445	точке этого	2	1
446	от него	3	1
447	ему и	1	1
448	и теперь	1	1
449	связи с	1	1
450	из того	1	1
451	в большой	3	1
452	не по	3	1
453	нести в	2	1
454	здесь остается	1	1
455	не является	3	1
456	и оценки	1	1
457	него но	1	1
458	в каком	1	1
459	подсмотреть определить	1	1
460	бытия не	1	1
461	у нас	2	1
462	художественной литературы	1	1
463	очень часто	1	1
464	в момент	3	1
465	не могут	1	1
466	ли не	1	1
467	его за	1	1
468	героя о	1	1
469	числе и	2	1
470	его с	2	1
471	всего что	1	1
472	персонажей то	1	1
473	в каждом	4	1
474	на это	1	1
475	она не	5	1
476	в каждой	1	1
477	с собственной	1	1
478	своего развития	2	1
479	как мы	8	1
480	того чтобы	1	1
481	действующие лица	1	1
482	к нам	2	1
483	на основе	2	1
484	только при	1	1
485	его поступки	1	1
486	ядру личности	3	1
487	они ни	1	1
488	чтобы быть	1	1
489	литературный жанр	1	1
490	то время	1	1
491	мире он	1	1
492	совершается как	1	1
493	и совершенно	1	1
494	можно было	2	1
495	на нее	1	1
496	с самим	2	1
497	живет в	1	1
498	ориентировано на	1	1
499	начала и	2	1
500	в плоскости	1	1
501	в последующих	2	1
502	в новую	2	1
503	именно такого	1	1
504	жизнь и	3	1
505	с героем	2	1
506	на каждом	1	1
507	жанра в	1	1
508	в словах	2	1
509	для этого	3	1
510	быть или	1	1
511	с ним	8	1
512	с человеком	1	1
513	огромным и	1	1
514	именно потому	1	1
515	произведения как	1	1
516	возможна только	1	1
517	никак не	1	1
518	как ее	2	1
519	одного из	1	1
520	нем по	1	1
521	и большого	1	1
522	в сущности	7	1
523	от автора	4	1
524	мир все	1	1
525	каждом из	2	1
526	и авторской	1	1
527	героев в	3	1
528	утрачивает свою	2	1
529	и только	1	1
530	крайней мере	2	1
531	в другой	1	1
532	с матерью	2	1
533	отношения являются	1	1
534	наконец в	1	1
535	художественном мире	3	1
536	человека как	2	1
537	с чужим	1	1
538	с лизой	1	1
539	не совпадает	1	1
540	на которой	1	1
541	один из	2	1
542	но с	3	1
543	обе эти	1	1
544	читатель всегда	1	1
545	образов и	1	1
546	тот же	2	1
547	самому герою	1	1
548	одного сознания	6	1
549	именно о	1	1
550	в какой	1	1
551	тем или	1	1
552	или же	2	1
553	к миру	1	1
554	жить и	1	1
555	на мир	2	1
556	который в	1	1
557	с которыми	2	1
558	так что	2	1
559	из которого	2	1
560	же и	1	1
561	и своеобразие	1	1
562	есть в	8	1
563	определяющее значение	1	1
564	с нею	1	1
565	только на	1	1
566	существенное для	1	1
567	мире на	1	1
568	не дает	1	1
569	как писал	1	1
570	героев или	1	1
571	я люблю	1	1
572	из них	9	1
573	за ним	1	1
574	одно из	1	1
575	и их	6	1
576	идея или	1	1
577	ведь это	1	1
578	и мир	5	1
579	точке выхода	1	1
580	и прежде	2	1
581	в одном	6	1
582	с этими	1	1
583	так как	5	1
584	тому же	1	1
585	к ним	3	1
586	ту сторону	1	1
587	может служить	1	1
588	несет в	1	1
589	входят в	1	1
590	подлинная жизнь	3	1
591	человек как	1	1
592	его мысли	1	1
593	чтобы оно	1	1
594	лишь один	1	1
595	и строго	1	1
596	для того	1	1
597	не оказывается	1	1
598	новая форма	1	1
599	другого и	1	1
600	точек зрения	3	1
601	несовпадения человека	1	1
602	как у	2	1
603	на ее	1	1
604	не обязательно	1	1
605	отказаться от	1	1
606	по своим	2	1
607	автор видит	1	1
608	до смерти	1	1
609	окружающей его	1	1
610	спорит с	1	1
611	что для	2	1
612	положений и	1	1
613	бы никакого	1	1
614	и пр	2	1
615	превращается в	4	1
616	позиции в	1	1
617	не было	2	1
618	более того	5	1
619	зависит от	1	1
620	с которым	1	1
621	в произведениях	3	1
622	жизнь в	1	1
623	весь его	1	1
624	художественной формы	1	1
625	что из	1	1
626	и слово	6	1
627	его как	1	1
628	в одно	1	1
629	и ему	1	1
630	то она	1	1
631	если не	2	1
632	с помощью	1	1
633	может иметь	1	1
634	не способна	1	1
635	до этого	1	1
636	в одной	5	1
637	со словом	1	1
638	быть это	1	1
639	другу и	1	1
640	целом ряде	2	1
641	одновременно и	1	1
642	тому как	2	1
643	есть как	1	1
644	перестают быть	1	1
645	в мир	1	1
646	да и	1	1
647	для понимания	2	1
648	главного героя	1	1
649	авторская позиция	3	1
650	в контексте	2	1
651	и формы	1	1
652	этом случае	1	1
653	и одна	1	1
654	своей жизни	3	1
655	все это	5	1
656	вы говорите	1	1
657	о мире	5	1
658	каждой из	1	1
659	это уже	1	1
660	для автора	4	1
661	отношений и	1	1
662	и от	3	1
663	как рассказчик	1	1
664	в результате	3	1
665	все они	4	1
666	о котором	1	1
667	которая в	1	1
668	своей значимости	1	1
669	например не	1	1
670	себя самого	1	1
671	к различным	1	1
672	бы в	5	1
673	за него	1	1
674	с формой	1	1
675	в мировом	1	1
676	с другими	7	1
677	же в	1	1
678	мы видим	2	1
679	но всегда	1	1
680	не есть	2	1
681	вступает в	4	1
682	к самому	1	1
683	помимо его	1	1
684	чем с	1	1
685	а о	3	1
686	как ряд	1	1
687	оценки и	2	1
688	две стороны	1	1
689	исторической поэтики	2	1
690	впервые в	1	1
691	совершенно не	1	1
692	внутреннюю свободу	1	1
693	в иной	1	1
694	автора в	3	1
695	я это	2	1
696	если она	1	1
697	жизни и	15	1
698	ее в	2	1
699	видим в	1	1
700	и другие	4	1
701	случае если	1	1
702	в своих	4	1
703	в лесу	1	1
704	по поводу	1	1
705	героя как	1	1
706	и предсказать	1	1
707	в таком	3	1
708	все что	3	1
709	этой точки	2	1
