N	2gram	Propp_Russ_1	Morfolog
109	из приведенных	3	3
110	прежде чем	1	3
111	значит что	2	3
112	входит в	4	3
113	в целом	2	3
114	что они	7	3
115	в один	2	3
116	кроме того	1	3
117	к нему	1	3
118	в какой	2	3
119	независимо от	2	3
120	иное чем	1	3
121	рассматриваться как	1	3
122	от того	1	3
123	целый ряд	1	3
124	в то	1	3
125	в нашем	2	3
126	же в	1	3
127	но все	3	3
128	и для	2	3
129	ни в	1	3
130	между собой	2	3
131	не является	1	3
132	в начале	1	3
133	на самом	2	3
134	но и	16	3
135	из которых	1	3
136	мы можем	2	3
137	мы должны	2	3
138	можно назвать	1	3
139	сам он	1	3
140	в первом	1	3
141	этого момента	3	3
142	если бы	1	3
143	и другим	2	3
144	последовательность событий	1	3
145	с собой	4	3
146	он не	1	3
147	большей частью	1	3
148	пр и	1	3
149	и ее	1	3
150	если же	1	3
151	но в	2	3
152	самом деле	1	3
153	он должен	1	3
154	и по	8	3
155	из них	8	3
156	в пределах	1	3
157	но это	4	3
158	том что	19	3
159	во втором	1	3
160	все эти	2	2
161	не означает	2	2
162	не значит	2	2
163	в в	2	2
164	вывод что	3	2
165	а а	25	2
166	но есть	2	2
167	тем временем	1	2
168	в собственном	1	2
169	о том	8	2
170	можно сказать	1	2
171	что эти	1	2
172	или не	1	2
173	как например	3	2
174	на другие	2	2
175	о характере	1	2
176	большинстве случаев	2	2
177	свадьбу с	1	2
178	случаях когда	1	2
179	в виде	6	2
180	настоящее время	3	2
181	в большинстве	2	2
182	его и	2	2
183	но здесь	1	2
184	как это	8	2
185	та же	2	2
186	от него	1	2
187	относятся к	2	2
188	и наоборот	1	2
189	при различных	1	2
190	с тем	8	2
191	совсем не	1	2
192	дома в	1	2
193	оно не	1	2
194	тем и	2	2
195	того что	4	2
196	если они	1	2
197	случае он	1	2
198	представляют собою	1	2
199	собственном смысле	1	2
200	или на	3	2
201	и к	3	2
202	не имеет	6	2
203	что изучение	1	2
204	что некоторые	1	2
205	они и	2	2
206	же можно	1	2
207	можно установить	1	2
208	и его	1	2
209	можно сделать	3	2
210	сказки а	1	2
211	или по	1	2
212	в отдельных	1	2
213	иногда же	1	2
214	но эти	3	2
215	сказать что	1	2
216	должны будем	1	2
217	что до	1	2
218	их на	4	2
219	или с	1	2
220	а с	4	2
221	е а	2	2
222	наших целей	2	2
223	следует еще	1	2
224	не с	3	2
225	и за	1	2
226	уже не	6	2
227	можно показать	1	2
228	например на	1	2
229	мы уже	1	2
230	в настоящее	3	2
231	сделать из	2	2
232	животных и	4	2
233	или нет	1	2
234	как уже	4	2
235	себя и	2	2
236	и что	4	2
237	только в	4	2
238	целей нет	1	2
239	в различных	2	2
240	быть и	2	2
241	с этого	6	2
242	сразу же	1	2
243	в частности	2	2
244	есть и	1	2
245	ниже в	1	2
246	то время	1	2
247	велит зарезать	1	2
248	подобные же	1	2
249	иначе чем	1	2
250	иные формы	1	2
251	к этому	4	2
252	что он	1	2
253	тем же	1	2
254	для наших	2	2
255	после чего	2	2
256	и более	2	2
257	имеется в	1	2
258	другой пример	1	2
259	точно так	1	2
260	так например	6	2
261	означает что	2	2
262	состоит в	8	2
263	же происходит	1	2
264	встречается и	2	2
265	обычно в	1	2
266	этот вопрос	2	2
267	можно было	1	2
268	тех случаях	1	2
269	что мы	1	2
270	не знает	1	2
271	одна из	4	2
272	но для	1	2
273	и при	1	2
274	совершаться в	1	1
275	к таким	3	1
276	такие же	1	1
277	не имеющий	1	1
278	точек зрения	1	1
279	совершенно другой	1	1
280	в которой	1	1
281	по тем	1	1
282	главным образом	2	1
283	смысла но	1	1
284	конечно ожидать	1	1
285	становятся на	1	1
286	жениться на	1	1
287	в отдельности	2	1
288	сказку а	1	1
289	приводит к	3	1
290	весь этот	1	1
291	и все	1	1
292	или другие	2	1
293	области изучения	2	1
294	но она	2	1
295	и с	2	1
296	для нас	6	1
297	фольклора их	1	1
298	при сравнении	1	1
299	данном случае	1	1
300	по происхождению	3	1
301	тогда как	2	1
302	относится между	1	1
303	должны быть	1	1
304	становится на	1	1
305	надо было	1	1
306	говорить о	1	1
307	от своих	1	1
308	это на	1	1
309	что следовательно	1	1
310	друг к	2	1
311	выводы можно	2	1
312	русском языке	1	1
313	значение и	2	1
314	предположить что	2	1
315	материал на	1	1
316	д сюда	1	1
317	как на	1	1
318	после смерти	1	1
319	показывает что	5	1
320	и многие	2	1
321	в этот	10	1
322	еще и	1	1
323	ее иногда	1	1
324	как по	2	1
325	чрезвычайно разнообразны	1	1
326	и действительно	1	1
327	на других	3	1
328	думать что	3	1
329	очень многие	1	1
330	и их	4	1
331	почему при	1	1
332	в доме	2	1
333	такой способ	1	1
334	есть в	1	1
335	см гл	1	1
336	на то	1	1
337	в этой	1	1
338	на землю	1	1
339	самых разнообразных	1	1
340	только о	1	1
341	более широкой	1	1
342	случаи когда	1	1
343	что это	3	1
344	не будем	3	1
345	идут в	1	1
346	я тебе	1	1
347	здесь следует	1	1
348	из сказок	1	1
349	собой то	1	1
350	но мы	1	1
351	и должны	1	1
352	связанные с	3	1
353	и сама	1	1
354	иное как	2	1
355	других случаях	3	1
356	этом кончается	1	1
357	сведений о	1	1
358	не так	1	1
359	не связаны	1	1
360	очень много	1	1
361	дело не	1	1
362	мы однако	1	1
363	рассматривать как	1	1
364	что я	1	1
365	друг с	1	1
366	не дает	1	1
367	которые по	1	1
368	стоит в	2	1
369	н веселовский	4	1
370	с трудом	1	1
371	ничего общего	2	1
372	в их	4	1
373	между прочим	2	1
374	ходить на	1	1
375	или как	1	1
376	к заключению	1	1
377	от одного	1	1
378	в одном	3	1
379	бою и	1	1
380	в это	3	1
381	три дня	1	1
382	те же	1	1
383	по его	1	1
384	него он	1	1
385	он во	1	1
386	наша наука	1	1
387	ответ на	1	1
388	каким образом	1	1
389	такое же	2	1
390	его к	2	1
391	по нескольким	1	1
392	также представляют	1	1
393	глаза что	1	1
394	xv в	1	1
395	как видно	1	1
396	таком случае	1	1
397	к самым	1	1
398	ее своей	1	1
399	в виду	1	1
400	же не	2	1
401	они должны	1	1
402	нами выше	1	1
403	на что	2	1
404	ярких формах	1	1
405	показал в	1	1
406	состоят из	2	1
407	что очень	1	1
408	и мог	1	1
409	для а	1	1
410	здесь мы	1	1
411	в был	1	1
412	очень ярких	1	1
413	его жизнь	1	1
414	указать что	1	1
415	например в	2	1
416	многих отношениях	1	1
417	с другом	1	1
418	что касается	1	1
419	и некоторые	3	1
420	и своего	1	1
421	что им	1	1
422	могут рассматриваться	1	1
423	какой степени	2	1
424	во всяком	1	1
425	должен остаться	1	1
426	между ними	1	1
427	иметь в	1	1
428	мы еще	1	1
429	он объявляет	1	1
430	д и	1	1
431	совершенно иное	1	1
432	как не	2	1
433	в таком	1	1
434	быть не	1	1
435	в нашей	1	1
436	е на	1	1
437	имеет ничего	1	1
438	кто же	1	1
439	в первый	4	1
440	к тому	4	1
441	хочет жениться	1	1
442	к ней	2	1
443	установить что	1	1
444	из ряда	1	1
445	этому же	2	1
446	характере этого	1	1
447	по всему	1	1
448	имеет свою	1	1
449	на сюжеты	1	1
450	в его	2	1
451	менее следует	1	1
452	всей своей	1	1
453	на все	2	1
454	домой и	2	1
455	в россии	4	1
456	очень велико	1	1
457	как они	2	1
458	и наконец	1	1
459	слова а	1	1
460	которые в	1	1
461	вытекающее из	1	1
462	приходит к	1	1
463	между двумя	2	1
464	с некоторой	1	1
465	или вообще	1	1
466	в совершенно	1	1
467	противном случае	1	1
468	и изготовлением	1	1
469	на которой	1	1
470	но такое	1	1
471	в окно	2	1
472	на смерть	1	1
473	из этих	4	1
474	а н	18	1
475	у нас	8	1
476	что не	1	1
477	оно имеет	1	1
478	этот вывод	1	1
479	не на	2	1
480	г в	4	1
481	их за	1	1
482	в течение	5	1
483	рыбную ловлю	1	1
484	же выводы	2	1
485	и цели	1	1
486	во многих	5	1
487	уже давно	1	1
488	во второй	1	1
489	находится в	2	1
490	что от	2	1
491	д к	8	1
492	значение этого	1	1
493	там же	5	1
494	отличие от	1	1
495	же с	1	1
496	на основании	1	1
497	к другу	2	1
498	теми же	1	1
499	он был	2	1
500	о степени	1	1
501	в сказках	1	1
502	этим в	1	1
503	из одной	1	1
504	не столько	1	1
505	к описанию	1	1
506	о чем	3	1
507	по ней	1	1
508	их и	3	1
509	их мы	1	1
510	д так	1	1
511	не противоречит	1	1
512	при этом	6	1
513	и был	1	1
514	и дети	1	1
515	не вполне	1	1
516	в основе	1	1
517	по особым	1	1
518	в каждом	2	1
519	ему в	1	1
520	приводят к	1	1
521	что иное	2	1
522	отдельности может	1	1
523	по своему	1	1
524	очень ярко	1	1
525	с ними	5	1
526	а и	5	1
527	не нужны	1	1
528	со двора	1	1
529	расположенных по	1	1
530	но оно	1	1
531	ф и	4	1
532	дворец и	1	1
533	которые можно	2	1
534	нет но	1	1
535	и тем	1	1
536	и награждают	1	1
537	подменивает ее	1	1
538	этого сходства	1	1
539	же очень	1	1
540	свет на	1	1
541	всяком случае	1	1
542	всех этих	2	1
543	у него	2	1
544	ниже мы	1	1
545	к другому	2	1
546	но иногда	1	1
547	нет в	1	1
548	на которых	1	1
549	того как	5	1
550	непосредственно после	1	1
551	раза в	1	1
552	не дают	1	1
553	происходит при	1	1
554	во всей	1	1
555	разнообразны и	1	1
556	составных частей	1	1
557	содержится в	1	1
558	не что	2	1
559	от другого	1	1
560	после получения	1	1
561	дороге на	1	1
562	в круг	2	1
563	она не	2	1
564	силы как	1	1
565	тому что	4	1
566	имеет смысла	1	1
567	не совсем	4	1
568	в числе	2	1
569	понимаются как	1	1
570	этом сообщает	1	1
571	такую же	1	1
572	самые разнообразные	1	1
573	их в	3	1
574	другой более	1	1
575	остаться открытым	1	1
576	многие другие	2	1
577	новую одежду	1	1
578	в противном	1	1
579	в гости	1	1
580	но чаще	1	1
581	какие же	2	1
582	смысл который	1	1
583	он же	3	1
584	собственно не	1	1
585	будто не	1	1
586	имеем здесь	1	1
587	же относятся	1	1
588	что земля	1	1
589	или наоборот	1	1
590	определить в	1	1
591	только для	2	1
592	на свой	1	1
593	на этот	3	1
594	в эти	4	1
595	важное значение	1	1
596	окна и	1	1
597	все это	6	1
598	наблюдения могут	1	1
599	и у	5	1
600	чем в	2	1
601	по формам	1	1
602	которые не	3	1
603	таким же	3	1
604	это сходство	2	1
605	борьбы с	2	1
606	чтобы получить	1	1
607	при изучении	5	1
608	не думает	1	1
609	который в	1	1
610	они идут	1	1
611	которые также	1	1
612	что она	2	1
613	она в	3	1
614	но эта	1	1
615	что бы	1	1
616	же она	1	1
617	ему соответствует	1	1
618	с религией	2	1
619	характерен для	1	1
620	будет ниже	1	1
621	все другие	1	1
622	это видно	1	1
623	повод для	1	1
624	бросается в	1	1
625	случай который	1	1
626	как будто	5	1
627	в глаза	1	1
628	только на	3	1
629	что ему	2	1
630	еще упомянуть	2	1
631	некоторые другие	5	1
632	светел месяц	2	1
633	вытекает из	1	1
634	и просто	1	1
635	большое количество	1	1
636	еще в	4	1
637	этим объясняется	1	1
638	и две	1	1
639	иногда это	1	1
640	вероятно что	1	1
641	в данном	1	1
642	можно будет	1	1
