N	2gram	Berdyaev_O_1	FransuaR
107	никогда не	9	2
108	как будто	1	2
109	был еще	2	2
110	но там	1	2
111	о том	3	2
112	с образом	1	2
113	и это	1	2
114	на нем	1	2
115	же не	1	2
116	о природе	3	2
117	быть может	3	2
118	с ним	3	2
119	все в	4	2
120	то он	1	2
121	уже не	1	2
122	уже в	2	2
123	его и	1	2
124	ни с	7	2
125	мир в	1	2
126	в новом	1	2
127	уж тут	1	2
128	в других	2	2
129	даже и	2	2
130	со стороны	1	2
131	но оно	1	2
132	о чем	1	2
133	да и	1	2
134	о его	5	2
135	и для	2	2
136	жизни в	2	2
137	нет ничего	7	2
138	от всех	1	2
139	не может	4	2
140	людей но	1	2
141	в своих	3	2
142	и эта	1	2
143	к этому	2	2
144	смысле слова	1	1
145	ту же	1	1
146	отношения к	1	1
147	с кем	1	1
148	этого мира	2	1
149	за собой	1	1
150	из самых	1	1
151	не хочет	1	1
152	нем нет	3	1
153	поэтому он	1	1
154	уже указывали	1	1
155	должна быть	1	1
156	видеть в	1	1
157	в самом	5	1
158	загадке с	1	1
159	и страстная	1	1
160	уверен что	1	1
161	и тут	1	1
162	в первый	1	1
163	человека и	10	1
164	не вполне	1	1
165	жизни как	1	1
166	и он	8	1
167	момент в	2	1
168	в народном	1	1
169	собой в	1	1
170	он сам	4	1
171	и хлеб	1	1
172	во имя	3	1
173	самом деле	1	1
174	в противоречии	1	1
175	не все	2	1
176	отношение к	5	1
177	с одного	1	1
178	этой загадке	1	1
179	кто уже	1	1
180	самом начале	1	1
181	в этот	2	1
182	говорят о	1	1
183	бы и	1	1
184	за это	1	1
185	он в	2	1
186	это единственная	1	1
187	думать что	1	1
188	с их	1	1
189	и человеческие	1	1
190	только один	1	1
191	свой особый	1	1
192	ее как	1	1
193	на то	1	1
194	и вечно	1	1
195	человек не	7	1
196	у самого	1	1
197	к одному	1	1
198	в силу	1	1
199	на земле	4	1
200	людей и	1	1
201	легенды о	1	1
202	что она	1	1
203	указывали на	1	1
204	в мире	1	1
205	это было	3	1
206	которого не	1	1
207	с вопросом	1	1
208	в бытовом	1	1
209	в самую	4	1
210	и очень	2	1
211	на этот	1	1
212	мы не	1	1
213	о которой	2	1
214	и тогда	1	1
215	и без	1	1
216	эта тема	1	1
217	в отношении	1	1
218	он понимал	1	1
219	всего только	1	1
220	все и	1	1
221	мысли и	3	1
222	страха и	1	1
223	в россии	5	1
224	что было	1	1
225	ведь этот	1	1
226	как от	1	1
227	можно ли	2	1
228	не по	1	1
229	в высшее	1	1
230	самой жизни	1	1
231	отправить к	1	1
232	ничего не	2	1
233	и весь	1	1
234	во всем	1	1
235	и мысли	4	1
236	потому что	9	1
237	этом отношении	1	1
238	ведь все	1	1
239	от того	1	1
240	у нас	1	1
241	уже с	1	1
242	отрешиться от	1	1
243	легенда о	2	1
244	что все	2	1
245	с великим	1	1
246	бы он	1	1
247	они и	1	1
248	и был	1	1
249	это раскрывает	1	1
250	и от	3	1
251	это для	1	1
252	свободу и	1	1
253	природе своей	1	1
254	можно было	1	1
255	по природе	1	1
256	в борьбе	1	1
257	подойти к	2	1
258	его принадлежности	1	1
259	если бы	1	1
260	и природной	1	1
261	с утра	1	1
262	находится в	1	1
263	только и	4	1
264	но к	1	1
265	в самой	9	1
266	и что	1	1
267	с того	1	1
268	все его	1	1
269	это была	1	1
270	от него	7	1
271	что люди	1	1
272	людей в	1	1
273	что и	2	1
274	в форме	1	1
275	еще более	1	1
276	вообще и	1	1
277	будто бы	1	1
278	начало в	1	1
279	между этими	1	1
280	и ее	3	1
281	сторон он	1	1
282	со всеми	1	1
283	него и	4	1
284	на этих	1	1
285	был бы	1	1
286	для него	5	1
287	в одном	1	1
288	у нее	1	1
289	вот с	1	1
290	противоречии с	1	1
291	в это	1	1
292	эпоху возрождения	1	1
293	а с	1	1
294	говорит о	1	1
295	и самый	1	1
296	нет такого	1	1
297	был в	1	1
298	и слабые	1	1
299	человек в	1	1
300	под влиянием	1	1
301	ближе к	1	1
302	обстановка и	1	1
303	видели в	1	1
304	к его	1	1
305	и потому	2	1
306	в строгом	1	1
307	слишком много	1	1
308	и человеческих	1	1
309	смысле этого	1	1
310	есть на	1	1
311	все насыщено	1	1
312	и там	2	1
313	тех которые	1	1
314	этого слова	1	1
315	для тех	1	1
316	бог у	1	1
317	мира в	1	1
318	к одной	1	1
319	к счастью	1	1
320	один только	1	1
321	интерес к	1	1
322	том случае	1	1
323	и начинается	1	1
324	всего мира	1	1
325	состоит из	1	1
326	речи и	1	1
327	ко всему	1	1
328	они всегда	1	1
329	со всей	1	1
330	что в	4	1
331	конца до	1	1
332	случае если	1	1
333	все что	3	1
