N	2gram	Potebnia_M_4	VrazhdaK
143	ко всем	3	1
144	у гоголя	1	1
145	обращается в	1	1
146	человека и	3	1
147	того же	1	1
148	к своей	1	1
149	идет о	1	1
150	и есть	3	1
151	что слово	10	1
152	а от	1	1
153	уже по	2	1
154	в их	1	1
155	полагает что	1	1
156	не вдаваясь	1	1
157	той же	3	1
158	что никто	1	1
159	начинается с	1	1
160	еще до	3	1
161	равно как	2	1
162	говорить о	5	1
163	что характер	1	1
164	в разные	1	1
165	ему в	1	1
166	это время	1	1
167	меня в	1	1
168	одном из	2	1
169	на них	1	1
170	руку к	1	1
171	влияния на	1	1
172	по своему	2	1
173	а следовательно	1	1
174	но не	1	1
175	а тем	1	1
176	заметим что	3	1
177	первого раза	1	1
178	не все	1	1
179	и я	2	1
180	как говорит	1	1
181	из которого	1	1
182	первый взгляд	1	1
183	же с	2	1
184	независимо от	6	1
185	как в	7	1
186	с этим	7	1
187	для создания	3	1
188	дает нам	1	1
189	по которому	3	1
190	что как	4	1
191	как нам	1	1
192	в мысли	3	1
193	и отчасти	1	1
194	то в	3	1
195	в самом	3	1
196	что это	7	1
197	не был	1	1
198	что же	5	1
199	еще один	1	1
200	почти одновременно	1	1
201	во многих	2	1
202	это такая	1	1
203	да и	4	1
204	в первой	1	1
205	же это	1	1
206	в силу	7	1
207	этот процесс	1	1
208	из него	2	1
209	что ни	1	1
210	которым не	1	1
211	не будет	3	1
212	есть все	1	1
213	это было	2	1
214	другими не	1	1
215	заключается в	1	1
216	было бы	8	1
217	нас весьма	1	1
218	из первых	1	1
219	не ясно	1	1
220	всю жизнь	1	1
221	не всегда	3	1
222	во внимание	1	1
223	в развитии	1	1
224	одного и	1	1
225	в этих	3	1
226	и их	3	1
227	вспоминает о	1	1
228	всяком случае	3	1
229	далее в	1	1
230	своего рода	1	1
231	тем не	4	1
232	по крайней	5	1
233	есть еще	1	1
234	что этот	1	1
235	нетрудно заметить	2	1
236	вдаваясь в	1	1
237	но они	1	1
238	тем самым	4	1
239	что эта	1	1
240	человечества и	1	1
241	от нас	1	1
242	не имеет	5	1
243	в процессе	3	1
244	как о	1	1
245	также что	1	1
246	это опять	1	1
247	только не	3	1
248	следовательно и	1	1
249	но весьма	1	1
250	ничего не	1	1
251	того как	6	1
252	это то	1	1
253	весьма важно	1	1
254	того в	1	1
255	в другую	1	1
256	это слово	4	1
257	потому что	33	1
258	до того	3	1
259	в девяти	1	1
260	этом отношении	1	1
261	в каком	4	1
262	и значению	1	1
263	такие же	5	1
264	только от	3	1
265	что поэзия	3	1
266	могут быть	7	1
267	мнения о	1	1
268	не есть	9	1
269	ничего общего	1	1
270	правда не	1	1
271	свою очередь	1	1
272	но при	1	1
273	в ее	2	1
274	не могло	1	1
275	на той	2	1
276	но мы	2	1
277	то время	1	1
278	роль в	1	1
279	и сам	1	1
280	способности к	1	1
281	так и	6	1
282	на нее	3	1
283	не с	2	1
284	ясно что	1	1
285	было в	3	1
286	во второй	1	1
287	том как	1	1
288	быть может	4	1
289	и вообще	2	1
290	во всяком	5	1
291	можно объяснить	1	1
292	с тою	1	1
293	художественные произведения	1	1
294	второй половине	1	1
295	до сих	4	1
296	не стоит	1	1
297	как эта	1	1
298	при полном	1	1
299	об известном	1	1
300	нас в	2	1
301	затем в	1	1
302	к нему	5	1
303	доходит до	1	1
304	во всех	1	1
305	от них	1	1
306	я вижу	2	1
307	в форме	1	1
308	крайней мере	5	1
309	в другой	2	1
310	и можно	1	1
311	вслед за	1	1
312	все в	2	1
313	если это	1	1
314	к которому	1	1
315	тех пор	6	1
316	один из	2	1
317	но с	1	1
318	что только	2	1
319	во всем	1	1
320	то он	2	1
321	сложности и	1	1
322	в качестве	1	1
323	же он	1	1
324	мы бы	2	1
325	хотя в	2	1
326	а это	1	1
327	в душе	1	1
328	к своим	1	1
329	между обоими	1	1
330	по первому	1	1
331	никто не	2	1
332	пока не	2	1
333	в известной	1	1
334	в одном	4	1
335	ее не	3	1
336	друг друга	2	1
337	и никогда	1	1
338	как при	1	1
339	от того	4	1
340	лишь один	2	1
341	это сравнение	2	1
342	из мысли	1	1
343	обо мне	1	1
344	из двух	1	1
345	нужно было	1	1
346	и речи	1	1
347	и из	3	1
348	с другой	2	1
349	именно в	3	1
350	все равно	3	1
351	такое же	2	1
352	прежде всего	1	1
353	у человека	1	1
354	на этот	2	1
355	целым рядом	1	1
356	так это	1	1
357	в ту	2	1
358	в подобных	1	1
359	не об	1	1
360	нет ничего	3	1
361	в частности	1	1
362	с первого	1	1
363	из которых	2	1
364	п и	1	1
365	предположить что	4	1
366	по которой	1	1
367	того что	14	1
368	связь образа	1	1
369	я с	1	1
370	в свое	1	1
371	и другом	1	1
372	над тем	1	1
373	сих пор	4	1
374	между прочим	3	1
375	но для	1	1
376	под влиянием	1	1
377	мире а	1	1
378	и выражение	1	1
379	но на	1	1
380	это можно	2	1
381	о котором	1	1
382	человек и	1	1
383	хотя и	5	1
384	ее и	1	1
385	бы в	2	1
386	еще более	2	1
387	только что	3	1
388	отношении к	1	1
389	своего народа	1	1
390	а о	1	1
391	быть и	2	1
392	только как	4	1
393	другой стороны	1	1
394	из этого	2	1
395	только о	2	1
396	жизни и	1	1
397	по сей	1	1
398	во сне	2	1
399	как на	1	1
400	в таком	4	1
401	точно так	2	1
402	все что	2	1
