N	2gram	Vygotskiy__4	Mirosoze
552	тема эта	1	1
553	и всякий	2	1
554	он один	1	1
555	бы это	3	1
556	это будет	1	1
557	но вся	2	1
558	на примере	2	1
559	с другой	2	1
560	делает в	1	1
561	вслед за	3	1
562	во второй	1	1
563	а с	2	1
564	на которые	1	1
565	правду жизни	1	1
566	соединение и	1	1
567	может жить	1	1
568	жизни который	1	1
569	вопрос можно	1	1
570	его собственной	1	1
571	на эту	1	1
572	связь с	5	1
573	и ложное	2	1
574	материал и	2	1
575	он изображает	1	1
576	ни на	2	1
577	этого холодного	1	1
578	на самом	6	1
579	независимо от	1	1
580	требует от	1	1
581	приводит в	1	1
582	решение вопроса	1	1
583	в жизнь	1	1
584	видит в	3	1
585	в той	3	1
586	он ведет	2	1
587	чтобы заставить	2	1
588	что весь	1	1
589	чтобы сделать	2	1
590	толстого в	2	1
591	смысл в	1	1
592	этого слова	3	1
593	с этой	4	1
594	этой трагедии	3	1
595	все точно	1	1
596	эта двойственность	1	1
597	все это	13	1
598	как толстой	1	1
599	происходит не	1	1
600	во мне	1	1
601	одни как	1	1
602	которых он	1	1
603	формы и	1	1
604	это можно	1	1
605	же должно	1	1
606	когда он	7	1
607	сознания что	1	1
608	целый ряд	5	1
609	соединяются в	1	1
610	из себя	1	1
611	конце концов	3	1
612	мы должны	6	1
613	всякий раз	6	1
614	только что	15	1
615	все они	2	1
616	могу поверить	1	1
617	от всякого	1	1
618	жизнь это	1	1
619	себе всю	1	1
620	а о	1	1
621	на их	1	1
622	с ней	1	1
623	они как	1	1
624	была бы	2	1
625	по которой	1	1
626	что действие	4	1
627	из этого	5	1
628	анной карениной	1	1
629	души все	1	1
630	которого нет	1	1
631	этого события	2	1
632	это так	1	1
633	а может	1	1
634	к этой	3	1
635	по поводу	4	1
636	убил его	1	1
637	к этому	4	1
638	как на	6	1
