N	2gram	Tiupa_Hudo_1	Mirosoze
117	в ее	5	3
118	только и	1	3
119	себя в	7	3
120	одно из	2	3
121	так как	1	3
122	себя и	2	3
123	о себе	2	3
124	в иных	1	3
125	такого отношения	1	3
126	в мир	1	3
127	должно быть	1	3
128	он должен	3	3
129	в динамике	1	3
130	одним из	1	2
131	также и	1	2
132	чтобы не	1	2
133	к чему	1	2
134	а как	1	2
135	в виду	5	2
136	в преступлении	1	2
137	не все	2	2
138	по отношению	9	2
139	в истории	1	2
140	в центре	1	2
141	как в	2	2
142	определяющее значение	1	2
143	и как	3	2
144	и к	3	2
145	все эти	2	2
146	бы не	1	2
147	приводит к	5	2
148	с их	2	2
149	если бы	3	2
150	он ни	1	2
151	к миру	1	2
152	остается лишь	1	2
153	входит в	4	2
154	с самим	2	2
155	место в	4	2
156	от его	1	2
157	всегда остается	1	2
158	это особенно	1	2
159	и достоевского	1	2
160	с которой	1	2
161	на земле	1	2
162	в то	6	2
163	в основе	4	2
164	того чтобы	2	2
165	по своей	7	2
166	не принадлежит	2	2
167	в каком	2	2
168	личности в	4	2
169	когда мы	1	2
170	могут быть	4	2
171	отличается от	2	2
172	всего в	1	2
173	должен быть	1	2
174	на помощь	1	2
175	он мог	1	2
176	и от	1	2
177	то время	1	2
178	и что	3	2
179	разного рода	1	2
180	с ним	2	2
181	о том	2	2
182	может не	1	2
183	и те	1	2
184	человека как	1	2
185	о своих	1	2
186	и мир	1	2
187	мы видим	1	2
188	жизни и	1	2
189	человека с	3	2
190	никто не	2	2
191	ведь это	1	2
192	нет никаких	1	2
193	отношению к	9	2
194	как будто	1	2
195	для того	2	2
196	момент в	1	2
197	личность и	1	2
198	человеческой жизни	2	2
199	его как	1	2
200	о чем	2	2
201	от мира	1	2
202	он и	1	2
203	человека к	3	2
204	по своему	2	2
205	в той	3	2
206	как бы	9	2
207	быть не	1	2
208	о мире	1	2
209	в более	1	2
210	и для	2	2
211	не существует	1	2
212	его природы	1	2
213	всего что	1	2
214	бы в	1	2
215	отношении к	2	2
216	жизни в	2	2
217	в свою	3	2
218	сказать что	4	2
219	все что	1	2
220	я и	7	1
221	ту же	1	1
222	и то	4	1
223	жизни поэтому	1	1
224	он обращен	1	1
225	между двумя	2	1
226	к другому	1	1
227	жизни ее	1	1
228	имея в	1	1
229	мы имеем	6	1
230	не во	1	1
231	начинается с	1	1
232	и через	1	1
233	но она	2	1
234	что иное	1	1
235	принадлежит к	3	1
236	не вполне	2	1
237	я не	2	1
238	жизни как	3	1
239	бы ни	1	1
240	о судьбе	1	1
241	начало и	2	1
242	и состоит	3	1
243	себе а	1	1
244	собой в	1	1
245	еще не	3	1
246	зрения у	1	1
247	за это	1	1
248	иное как	1	1
249	в существовании	1	1
250	во всех	3	1
251	тем как	1	1
252	одним словом	1	1
253	быть художественно	1	1
254	иных случаях	1	1
255	всякий раз	2	1
256	к области	3	1
257	в сторону	2	1
258	для других	1	1
259	если в	1	1
260	человеческих отношений	2	1
261	быть так	1	1
262	отличие от	7	1
263	что они	1	1
264	мира в	2	1
265	как говорит	3	1
266	более чем	1	1
267	в одной	1	1
268	как к	2	1
269	такова же	1	1
270	глубже чем	1	1
271	сознания в	3	1
272	отношение между	1	1
273	во весь	1	1
274	говорит что	2	1
275	над собой	1	1
276	силе и	1	1
277	в противоположность	3	1
278	искусство и	1	1
279	я верю	1	1
280	со своей	3	1
281	и идет	1	1
282	есть для	1	1
283	жизни так	1	1
284	с эпохи	1	1
285	мировой жизни	1	1
286	роль в	1	1
287	говорят о	1	1
288	имеем в	3	1
289	во многих	1	1
290	ее как	1	1
291	все человеческие	1	1
292	можно лишь	1	1
293	духовной культуры	2	1
294	с чем	1	1
295	кто бы	1	1
296	ключ к	1	1
297	в силу	1	1
298	сознание как	1	1
299	его сознание	1	1
300	бытия это	1	1
301	все с	1	1
302	восстает против	1	1
303	ни был	2	1
304	своей свободы	1	1
305	значительной степени	1	1
306	в каждом	1	1
307	подход к	1	1
308	границы личности	1	1
309	значение в	1	1
310	том случае	1	1
311	в понимании	1	1
312	широк человек	1	1
313	в душе	8	1
314	это было	1	1
315	дома и	2	1
316	искусства в	4	1
317	не совпадает	1	1
318	зрения и	1	1
319	весь мир	1	1
320	на всякое	1	1
321	моего сознания	1	1
322	дорожит этой	1	1
323	жизни то	2	1
324	же я	1	1
325	моей духовной	1	1
326	от своего	2	1
327	что такое	1	1
328	свободы я	1	1
329	в такой	1	1
330	и без	1	1
331	эту свободу	1	1
332	но у	1	1
333	и вокруг	1	1
334	интересом к	1	1
335	все и	1	1
336	себе такова	1	1
337	в отличие	7	1
338	до последнего	1	1
339	не путем	1	1
340	любовь и	1	1
341	есть его	1	1
342	делает его	2	1
343	но во	2	1
344	и более	2	1
345	и наоборот	1	1
346	не должно	1	1
347	бы быть	1	1
348	вовсе не	2	1
349	в отношении	3	1
350	между людьми	1	1
351	и против	1	1
352	не менее	3	1
353	в русской	3	1
354	карамазова в	1	1
355	зрения герои	1	1
356	он еще	1	1
357	это еще	1	1
358	не могло	2	1
359	себе самом	1	1
360	мышления и	1	1
361	казалось бы	1	1
362	мире и	2	1
363	герой из	1	1
364	ничто не	1	1
365	не внешняя	1	1
366	в области	6	1
367	все то	1	1
368	реальности это	1	1
369	вокруг него	1	1
370	лишь один	1	1
371	людей в	1	1
372	оно не	1	1
373	быть назван	1	1
374	и открывает	1	1
375	из всего	1	1
376	и о	3	1
377	в пределах	3	1
378	так в	4	1
379	не столько	3	1
380	и сам	1	1
381	так и	11	1
382	и даже	1	1
383	мире в	1	1
384	означает что	1	1
385	об этом	2	1
386	с человеком	1	1
387	жизни не	1	1
388	но одно	1	1
389	именно потому	1	1
390	и поэтому	1	1
391	при котором	1	1
392	теми которые	1	1
393	к знанию	1	1
394	в глаза	2	1
395	в значительной	1	1
396	заключается в	2	1
397	путь к	1	1
398	по типу	1	1
399	во всей	3	1
400	восходит к	1	1
401	в другой	1	1
402	во внутренней	2	1
403	также в	1	1
404	несет в	2	1
405	как явление	1	1
406	не несет	1	1
407	быть и	2	1
408	на которой	1	1
409	одной из	2	1
410	же этот	1	1
411	между тем	4	1
412	образа в	1	1
413	как своей	1	1
414	между этими	1	1
415	и ее	3	1
416	индивидуальности к	1	1
417	так что	1	1
418	же и	1	1
419	это ни	1	1
420	с нею	1	1
421	говорить об	1	1
422	ничего нельзя	1	1
423	против собственной	1	1
424	состоит чтобы	1	1
425	чего бы	1	1
426	себе в	1	1
427	что она	2	1
428	в одном	2	1
429	у нее	1	1
430	ее не	1	1
431	к ним	1	1
432	встречаемся с	1	1
433	но из	1	1
434	рядом с	1	1
435	для художника	1	1
436	как у	1	1
437	по своим	1	1
438	а именно	2	1
439	к которому	4	1
440	с той	1	1
441	действующих лиц	1	1
442	души и	1	1
443	мира это	1	1
444	и др	2	1
445	что не	1	1
446	говорит о	1	1
447	чем человек	1	1
448	а на	5	1
449	не на	3	1
450	жизнь в	1	1
451	как ни	1	1
452	точек зрения	1	1
453	красота есть	1	1
454	произведения искусства	4	1
455	свободе его	1	1
456	если не	1	1
457	отношение человека	1	1
458	вступает в	1	1
459	в частности	13	1
460	к его	2	1
461	мы говорим	1	1
462	отношений между	1	1
463	к жизни	2	1
464	и остроте	1	1
465	встреч и	1	1
466	связаны с	1	1
467	вокруг себя	1	1
468	для понимания	2	1
469	мира с	1	1
470	в это	1	1
471	о жизни	1	1
472	человеческая личность	1	1
473	писателя в	1	1
474	своей жизни	2	1
475	только для	1	1
476	о его	1	1
477	от нас	1	1
478	и зло	1	1
479	время для	1	1
480	за его	1	1
481	перед собой	1	1
482	к пониманию	1	1
483	отношений и	1	1
484	и литературные	1	1
485	особого рода	5	1
486	тем более	1	1
487	ни к	2	1
488	действительной жизни	1	1
489	вести к	1	1
490	я в	11	1
491	можно признать	1	1
492	личности и	3	1
493	но всегда	1	1
494	он же	1	1
495	а внутри	1	1
496	культуры как	1	1
497	не быть	1	1
498	от всех	1	1
499	впервые в	1	1
500	нему как	1	1
501	жизни а	1	1
502	не что	1	1
503	культуры в	2	1
504	лишь для	1	1
505	на это	1	1
506	открывает что	1	1
507	можно назвать	1	1
508	судьба в	1	1
509	судьбы в	1	1
510	в искусстве	7	1
511	случае если	1	1
512	в своих	1	1
513	и свою	1	1
514	так же	2	1
515	они не	1	1
516	которая не	1	1
