N	2gram	Berdyaev_N_1	FransuaR
115	с другой	3	3
116	и во	1	3
117	к нему	1	3
118	что он	1	3
119	мир в	1	3
120	друг друга	1	3
121	не были	1	3
122	связаны с	2	3
123	во франции	1	3
124	нет ничего	1	3
125	и их	1	3
126	с миром	1	3
127	в состоянии	1	3
128	но для	2	3
129	в более	1	3
130	от всех	1	3
131	не может	16	3
132	что в	9	3
133	или к	1	2
134	он требует	1	2
135	из всех	1	2
136	это всегда	1	2
137	это время	1	2
138	на них	1	2
139	в чем	1	2
140	но не	2	2
141	значение и	1	2
142	нет и	2	2
143	из этих	1	2
144	он не	8	2
145	не к	2	2
146	значительной степени	1	2
147	культуры но	1	2
148	большинстве случаев	1	2
149	это было	3	2
150	истории и	9	2
151	в этих	1	2
152	их в	1	2
153	xviii века	2	2
154	этот мир	2	2
155	и очень	1	2
156	они являются	1	2
157	во всем	1	2
158	жизнью в	2	2
159	в мир	1	2
160	к себе	1	2
161	есть только	1	2
162	могут быть	2	2
163	к тому	3	2
164	в наши	3	2
165	и это	2	2
166	приводит к	1	2
167	роль в	2	2
168	во многом	1	2
169	стремление к	2	2
170	и начало	3	2
171	мы всегда	1	2
172	о том	4	2
173	можно сказать	1	2
174	xix и	4	2
175	с одной	2	2
176	мира то	1	2
177	в большинстве	1	2
178	и нового	1	2
179	не для	1	2
180	от того	1	2
181	и человека	1	2
182	что не	1	2
183	всего мира	1	2
184	одной стороны	2	2
185	и особенно	1	2
186	к жизни	3	2
187	наряду с	3	2
188	быть только	1	2
189	культуре и	1	2
190	в это	1	2
191	что мы	1	2
192	и для	4	2
193	и от	2	2
194	хотя и	2	2
195	ни к	2	2
196	от всякого	2	2
197	от этой	1	1
198	человека и	3	1
199	не имел	1	1
200	это и	2	1
201	жизни мы	1	1
202	свободными от	1	1
203	нем нет	2	1
204	как результат	1	1
205	бы к	1	1
206	был и	1	1
207	совсем особое	1	1
208	мы не	2	1
209	средневековья из	1	1
210	общества и	2	1
211	большую роль	4	1
212	к новой	1	1
213	глубины и	2	1
214	говорить о	1	1
215	и другая	1	1
216	жизни это	1	1
217	труд и	1	1
218	и мира	1	1
219	есть по	1	1
220	в свои	2	1
221	с этим	2	1
222	что совершается	1	1
223	говорит что	1	1
224	господствовала в	1	1
225	от этого	1	1
226	в этот	1	1
227	мира эти	1	1
228	в которой	1	1
229	возврата и	1	1
230	перестал быть	1	1
231	он в	1	1
232	в другие	1	1
233	приобретает характер	1	1
234	по преимуществу	1	1
235	в известном	1	1
236	эпохи и	4	1
237	не могла	2	1
238	вообще не	1	1
239	своем развитии	1	1
240	освобождение от	1	1
241	для того	1	1
242	народ не	1	1
243	жизнью и	1	1
244	мира мира	1	1
245	и более	1	1
246	нашего времени	2	1
247	не могли	2	1
248	другого мира	1	1
249	людей и	1	1
250	в основу	1	1
251	это конечно	1	1
252	эпоху ренессанса	1	1
253	них не	1	1
254	в будущее	1	1
255	лишь в	6	1
256	и просвещения	1	1
257	всех народов	1	1
258	было бы	1	1
259	тогда был	1	1
260	лишь на	1	1
261	она становится	1	1
262	нет в	1	1
263	его было	1	1
264	новые формы	1	1
265	к самой	2	1
266	рода и	1	1
267	всех великих	1	1
268	посвящения в	1	1
269	особенно для	1	1
270	место в	2	1
271	и старое	1	1
272	что такое	3	1
273	начиная со	1	1
274	не столько	1	1
275	жить только	1	1
276	жизни с	1	1
277	своего рода	1	1
278	значение для	1	1
279	как это	2	1
280	только для	1	1
281	времени не	1	1
282	но он	1	1
283	сами по	1	1
284	есть еще	1	1
285	во времени	1	1
286	возвращается к	2	1
287	и вся	1	1
288	был уже	1	1
289	глубину в	1	1
290	не менее	4	1
291	культура средневековья	2	1
292	мира не	1	1
293	она не	3	1
294	в то	2	1
295	мысли в	2	1
296	нам предстоит	1	1
297	и весь	2	1
298	явление в	1	1
299	своей природе	1	1
300	другой стороны	2	1
301	средневековья к	1	1
302	средневековья а	1	1
303	были еще	1	1
304	ему не	1	1
305	иного мира	1	1
306	у нас	1	1
307	воспринимаются как	1	1
308	человека в	1	1
309	и всех	1	1
310	жизни этих	1	1
311	в переходе	1	1
312	оно не	1	1
313	он создает	1	1
314	отдельных людей	3	1
315	на это	1	1
316	наши дни	3	1
317	которые господствовали	3	1
318	народной стихии	1	1
319	того чтобы	2	1
320	что все	2	1
321	того времени	1	1
322	людей в	1	1
323	характер и	1	1
324	вернуть к	1	1
325	новой эпохи	1	1
326	культуры на	1	1
327	для нового	2	1
328	с собой	1	1
329	можно было	2	1
330	сторона жизни	1	1
331	все свои	1	1
332	господствующей в	1	1
333	еще в	1	1
334	мы в	1	1
335	нас и	1	1
336	возникают не	1	1
337	они возникают	1	1
338	эту эпоху	1	1
339	по себе	1	1
340	вот почему	2	1
341	судьба и	1	1
342	времени в	2	1
343	должно было	2	1
344	в которую	1	1
345	всей нашей	1	1
346	на ее	1	1
347	но нет	1	1
348	лишь к	1	1
349	и только	1	1
350	и продолжал	1	1
351	и она	1	1
352	и мир	1	1
353	известном смысле	1	1
354	в формах	1	1
355	в новой	7	1
356	ли он	1	1
357	и элементы	1	1
358	xx веков	3	1
359	и такое	1	1
360	который в	2	1
361	всяком случае	1	1
362	не было	4	1
363	бесконечность не	1	1
364	этой системе	1	1
365	же и	1	1
366	для всех	1	1
367	силы а	1	1
368	уже в	1	1
369	античного мира	4	1
370	от других	1	1
371	к средневековому	1	1
372	страшным и	1	1
373	в конце	1	1
374	к ним	3	1
375	у него	2	1
376	и никакой	1	1
377	человек как	1	1
378	тем что	1	1
379	ее на	1	1
380	совсем иные	1	1
381	сильнее и	2	1
382	ней и	1	1
383	мир все	1	1
384	к которому	1	1
385	жизни народа	1	1
386	себя и	1	1
387	а на	1	1
388	был в	1	1
389	стремится к	3	1
390	не на	1	1
391	а не	17	1
392	к таким	1	1
393	от мира	1	1
394	жизнь в	1	1
395	человеческой жизни	1	1
396	одна из	2	1
397	философской мысли	1	1
398	дамы и	1	1
399	соборов и	1	1
400	уже давно	1	1
401	имея в	1	1
402	все более	1	1
403	но оно	1	1
404	особого типа	1	1
405	в xix	1	1
406	не осталось	1	1
407	конечно не	3	1
408	времени которое	1	1
409	в вечной	1	1
410	дня новой	1	1
411	xix век	2	1
412	есть и	1	1
413	и формы	2	1
414	как например	1	1
415	бытия в	2	1
416	ведь и	2	1
417	мире а	1	1
418	глубине своей	1	1
419	в мировой	2	1
420	времени его	1	1
421	нового дня	1	1
422	совершается в	1	1
423	новому времени	1	1
424	пр в	1	1
425	особого рода	1	1
426	в эту	1	1
427	хотя бы	2	1
428	все они	2	1
429	и роста	1	1
430	всех странах	1	1
431	средневековые люди	1	1
432	и культуры	2	1
433	огромное значение	1	1
434	было быть	1	1
435	это тем	1	1
436	как на	1	1
437	во всяком	1	1
438	все что	1	1
439	такой же	2	1
440	они не	1	1
441	господствовали в	1	1
