N	2gram	Voloshinov_1	Narrotol
161	из этих	2	2
162	как он	2	2
163	вследствие этого	1	2
164	именно то	1	2
165	которая не	1	2
166	мы его	1	2
167	не будет	4	2
168	той же	2	2
169	зрения на	1	2
170	было бы	4	2
171	со своими	1	2
172	хх века	1	2
173	бы на	1	2
174	не зависит	1	2
175	с точки	20	2
176	и что	1	2
177	от его	1	2
178	и более	2	2
179	не имеет	3	2
180	в процессе	14	2
181	говорить о	1	2
182	не могло	2	2
183	только не	1	2
184	в новейшее	1	2
185	потому что	1	2
186	в сознании	2	2
187	в области	3	2
188	у нас	2	2
189	и здесь	6	2
190	в направлении	7	2
191	имеет место	2	2
192	но для	2	2
193	и он	2	2
194	подобно тому	1	2
195	здесь не	1	2
196	и служит	1	2
197	и иные	2	2
198	можно было	2	2
199	те же	5	2
200	и личность	1	2
201	или иначе	2	2
202	эти два	1	2
203	что и	2	2
204	со всеми	1	2
205	и внутреннего	1	2
206	в начале	5	2
207	время является	1	2
208	не все	2	2
209	о них	1	2
210	вовсе не	5	2
211	может служить	1	2
212	личность по	1	2
213	в других	1	2
214	только на	4	2
215	именно в	5	2
216	бытия в	7	2
217	нового времени	2	2
218	превращается в	1	2
219	принадлежит не	1	2
220	зависит от	2	2
221	в бытии	3	2
222	так же	7	2
223	к своему	2	2
224	о чем	1	2
225	тому как	1	2
226	его жизни	1	2
227	новейшее время	1	2
228	понимания а	1	2
229	это был	1	2
230	в результате	9	2
231	бы в	2	2
232	не должен	1	2
233	хотя бы	5	2
234	во время	1	2
235	они все	2	2
236	в свою	2	2
237	в своих	2	2
238	можно назвать	1	2
239	а между	1	1
240	границы между	1	1
241	слова является	1	1
242	одним из	2	1
243	также и	1	1
244	например в	1	1
245	таком случае	2	1
246	отделен от	1	1
247	неизбежно должно	1	1
248	все остальное	2	1
249	место среди	1	1
250	это и	3	1
251	тем же	1	1
252	между двумя	3	1
253	определенной категории	1	1
254	ведь и	1	1
255	века в	1	1
256	и должен	1	1
257	в театре	1	1
258	на материале	8	1
259	мир не	1	1
260	вопрос о	4	1
261	только благодаря	1	1
262	высказывания в	1	1
263	всех без	4	1
264	как то	1	1
265	и другая	1	1
266	вместо того	1	1
267	свое действительное	1	1
268	ситуации не	1	1
269	зависимости от	2	1
270	жизни это	1	1
271	и самого	1	1
272	быть в	2	1
273	во всех	7	1
274	поскольку о	1	1
275	не входит	1	1
276	общественное положение	1	1
277	в общем	1	1
278	отношение к	1	1
279	не просто	2	1
280	за пределы	5	1
281	определяется не	1	1
282	общий знаменатель	1	1
283	относится к	1	1
284	него только	1	1
285	чем же	4	1
286	как говорит	1	1
287	в одной	2	1
288	в акте	1	1
289	данный момент	2	1
290	и как	3	1
291	и наконец	1	1
292	по пути	1	1
293	его к	2	1
294	которого история	1	1
295	более или	1	1
296	здесь и	1	1
297	то в	2	1
298	для которого	1	1
299	за свои	1	1
300	точкой зрения	2	1
301	в которой	3	1
302	бы и	2	1
303	так или	1	1
304	т.п но	1	1
305	по преимуществу	5	1
306	с их	1	1
307	и продукт	1	1
308	социального взаимодействия	2	1
309	не могла	1	1
310	быть только	1	1
311	после этого	1	1
312	из виду	2	1
313	нашего времени	1	1
314	в плане	1	1
315	внутренний мир	2	1
316	какой бы	1	1
317	из него	2	1
318	лишь с	4	1
319	без исключения	8	1
320	в нее	1	1
321	здесь мы	4	1
322	выражение и	2	1
323	конечно в	2	1
324	его не	1	1
325	оно становится	2	1
326	а его	1	1
327	в единую	1	1
328	входит в	5	1
329	по природе	1	1
330	которая как	1	1
331	этом смысле	2	1
332	истории и	1	1
333	делает его	1	1
334	в новое	2	1
335	здесь нет	1	1
336	ни в	2	1
337	но уже	1	1
338	не понимают	1	1
339	и особенно	1	1
340	жизни но	2	1
341	должно быть	2	1
342	между ними	4	1
343	одного и	5	1
344	на первый	2	1
345	или менее	1	1
346	человек и	1	1
347	и без	1	1
348	это делает	2	1
349	всяком случае	2	1
350	одним и	1	1
351	момент времени	1	1
352	знает и	1	1
353	вторая часть	1	1
354	мысли и	4	1
355	есть его	1	1
356	другом и	2	1
357	что было	1	1
358	совершенно иной	1	1
359	их в	1	1
360	и относительно	2	1
361	же может	1	1
362	в сложившейся	1	1
363	объясняет он	1	1
364	освободиться от	1	1
365	связи с	11	1
366	что есть	1	1
367	в отношении	4	1
368	каждого отдельного	1	1
369	слова до	1	1
370	мы были	1	1
371	она не	2	1
372	в основе	2	1
373	здесь например	1	1
374	в единство	4	1
375	чтобы стать	1	1
376	лишь то	1	1
377	находятся в	1	1
378	и лишь	1	1
379	такая же	1	1
380	от внутреннего	1	1
381	ничто не	1	1
382	не по	1	1
383	только с	1	1
384	в каком	3	1
385	этом направлении	1	1
386	настоящего времени	5	1
387	от их	2	1
388	речевого взаимодействия	4	1
389	принадлежит к	1	1
390	не могут	3	1
391	на границе	3	1
392	во все	2	1
393	чтобы сделать	1	1
394	независимой от	1	1
395	ли не	1	1
396	говорящего и	2	1
397	как только	1	1
398	же самое	3	1
399	общения в	3	1
400	если же	1	1
401	как мы	13	1
402	в едином	1	1
403	то она	1	1
404	с ее	2	1
405	что все	2	1
406	в виду	2	1
407	языка и	13	1
408	реальной действительности	1	1
409	и иных	2	1
410	приводит к	1	1
411	сознания в	1	1
412	природе своей	1	1
413	по аналогии	2	1
414	на нее	1	1
415	ясно что	5	1
416	особенно в	1	1
417	к анализу	1	1
418	нет места	1	1
419	превращаясь в	2	1
420	еще в	1	1
421	благодаря этому	2	1
422	собой и	1	1
423	в самой	1	1
424	другими словами	2	1
425	и объяснить	1	1
426	основе своей	1	1
427	и по-видимому	1	1
428	аналогии с	1	1
429	нет это	1	1
430	к нему	1	1
431	но слишком	1	1
432	и во	2	1
433	для второго	4	1
434	этот момент	2	1
435	более широкий	1	1
436	а потому	1	1
437	во всей	1	1
438	лишь к	1	1
439	внутреннего опыта	1	1
440	них в	1	1
441	также в	1	1
442	ситуация общения	1	1
443	ибо жизнь	1	1
444	не распространяется	1	1
445	не несет	1	1
446	быть и	3	1
447	оно и	1	1
448	в двух	2	1
449	связь и	2	1
450	кроме самого	1	1
451	одной из	3	1
452	этот вопрос	5	1
453	очень много	1	1
454	и так	1	1
455	социальной ситуации	5	1
456	именно на	2	1
457	так что	1	1
458	того же	6	1
459	в большинстве	3	1
460	этой функции	1	1
461	принадлежащих к	1	1
462	обстоит дело	1	1
463	является не	6	1
464	от своей	1	1
465	большинстве случаев	3	1
466	в данной	2	1
467	растворяется в	1	1
468	искать в	1	1
469	и их	2	1
470	мы непрерывно	1	1
471	в одном	1	1
472	себе лишь	1	1
473	граница между	1	1
474	не о	1	1
475	но что	1	1
476	и взаимодействия	2	1
477	в системе	1	1
478	тем что	2	1
479	соотносится с	1	1
480	и конкретном	1	1
481	они становятся	1	1
482	бы это	1	1
483	для того	4	1
484	лишь для	3	1
485	система не	1	1
486	в данный	2	1
487	если под	1	1
488	как часть	1	1
489	до сих	8	1
490	объемлющей их	1	1
491	бы эти	1	1
492	и быть	1	1
493	как же	4	1
494	и большинства	1	1
495	что не	2	1
496	на этот	3	1
497	же обстоит	1	1
498	более того	3	1
499	не означает	1	1
500	его как	1	1
501	стороны и	1	1
502	и с	2	1
503	ни о	2	1
504	в пределы	1	1
505	что мы	1	1
506	с помощью	6	1
507	о самых	1	1
508	мог быть	1	1
509	уже давно	1	1
510	такое определение	1	1
511	и потому	5	1
512	своего сознания	1	1
513	не доказывает	1	1
514	xix века	3	1
515	как вещь	2	1
516	эта история	1	1
517	к жизни	1	1
518	перехода от	1	1
519	это так	2	1
520	для первого	3	1
521	что же	4	1
522	того не	1	1
523	в мир	1	1
524	поскольку он	1	1
525	в первой	2	1
526	сведена к	1	1
527	многих других	1	1
528	может существовать	2	1
529	дело здесь	1	1
530	или хотя	2	1
531	слова и	3	1
532	и от	3	1
533	сих пор	8	1
534	все это	3	1
535	еще одна	1	1
536	слова но	2	1
537	в связи	7	1
538	опоры в	1	1
539	не существует	3	1
540	речи как	2	1
541	или в	2	1
542	сознания и	3	1
543	а все	1	1
544	чем является	1	1
545	к одной	1	1
546	к внешнему	2	1
547	мы должны	3	1
548	ведь есть	1	1
549	же к	1	1
550	которым можно	1	1
551	доказывает и	1	1
552	человека не	1	1
553	не утрачивая	3	1
554	границу между	2	1
555	в романе	2	1
556	говорящий и	1	1
557	не знает	2	1
558	сознаниями и	1	1
559	и слушающий	1	1
560	в последнем	1	1
561	не что	1	1
562	из этого	2	1
563	в действительности	2	1
564	к другим	1	1
565	ее в	1	1
566	этой точки	1	1
567	всем своим	1	1
568	смысле является	1	1
569	к этому	5	1
570	во всяком	5	1
571	гораздо более	1	1
