N	2gram	Bakhtin_Pr_3	DiskursI
177	между тем	2	2
178	что и	3	2
179	и одновременно	4	2
180	которая в	1	2
181	своей жанровой	1	2
182	есть в	3	2
183	в большинстве	4	2
184	реальности и	1	2
185	не о	2	2
186	бытия и	2	2
187	жанровом отношении	4	2
188	не подлежит	1	2
189	именно в	2	2
190	с той	1	2
191	далеко не	2	2
192	и прежде	6	2
193	это жанр	1	2
194	в соответствии	2	2
195	человеческой жизни	3	2
196	вместе с	2	2
197	или по	3	2
198	о чем	1	2
199	в той	2	2
200	в полном	1	2
201	и для	4	2
202	а в	2	2
203	с ней	3	2
204	исторической поэтики	2	2
205	другой стороны	1	2
206	что он	4	2
207	себе самому	6	2
208	это в	1	2
209	одним из	3	1
210	а между	2	1
211	это и	1	1
212	не признает	1	1
213	достоевского в	3	1
214	др в	2	1
215	другой жизни	1	1
216	но если	1	1
217	к созданию	1	1
218	между человеком	1	1
219	в году	1	1
220	он ничего	1	1
221	есть не	1	1
222	мы не	4	1
223	этом не	1	1
224	не была	1	1
225	он как	1	1
226	проявляется не	1	1
227	перерастает в	1	1
228	в сущности	10	1
229	а для	2	1
230	что данная	1	1
231	я не	4	1
232	они были	1	1
233	ему в	1	1
234	этого термина	1	1
235	их самих	1	1
236	и со	1	1
237	жанровая традиция	1	1
238	для литературы	1	1
239	начала в	1	1
240	из ее	1	1
241	и брани	1	1
242	кризисы и	1	1
243	он был	1	1
244	он сам	4	1
245	как-то вдруг	1	1
246	исторических лиц	1	1
247	во всех	12	1
248	в сюжете	1	1
249	в ее	3	1
250	жанровых традиций	2	1
251	не то	3	1
252	а через	1	1
253	не просто	1	1
254	друг от	1	1
255	человека с	1	1
256	за пределы	1	1
257	в истории	3	1
258	в одной	2	1
259	сюжетная ситуация	1	1
260	некоторое время	1	1
261	хотя и	4	1
262	его сознанию	1	1
263	примером этого	1	1
264	к числу	1	1
265	себе не	1	1
266	гораздо раньше	1	1
267	видения мира	1	1
268	со своей	1	1
269	в самом	2	1
270	в которой	2	1
271	было уже	1	1
272	контакт между	1	1
273	и пространства	1	1
274	но без	1	1
275	им в	1	1
276	жизнь как	1	1
277	звенья этой	1	1
278	но на	1	1
279	как у	5	1
280	претендует на	1	1
281	человек не	1	1
282	своей внешней	1	1
283	этим создается	1	1
284	данной традиции	1	1
285	но именно	1	1
286	так сказать	5	1
287	о которой	1	1
288	времени для	1	1
289	и еще	1	1
290	к одному	2	1
291	не как	1	1
292	в силу	1	1
293	у тебя	1	1
294	характерное для	2	1
295	нашего времени	1	1
296	жанровую структуру	1	1
297	одной и	1	1
298	такова например	1	1
299	на этом	1	1
300	так грустно	1	1
301	с этой	1	1
302	именно это	1	1
303	таким образом	6	1
304	я бы	1	1
305	об этом	1	1
306	а их	1	1
307	ее нельзя	1	1
308	время и	1	1
309	своего героя	1	1
310	вечности на	1	1
311	форму и	1	1
312	напротив в	1	1
313	лишь на	1	1
314	в жизни	8	1
315	и романа	1	1
316	полифонического романа	1	1
317	этого не	1	1
318	несмотря на	2	1
319	все моменты	1	1
320	восходят к	1	1
321	ряде других	1	1
322	между различными	1	1
323	которую он	1	1
324	в такой	1	1
325	теперь а	1	1
326	и той	2	1
327	своей жизни	1	1
328	человеком и	1	1
329	тем не	2	1
330	по крайней	1	1
331	повести в	1	1
332	и более	2	1
333	данной жанровой	1	1
334	при всех	2	1
335	вплоть до	4	1
336	жанра смеховой	1	1
337	но они	4	1
338	в таких	1	1
339	самого начала	4	1
340	одна из	7	1
341	на него	1	1
342	в процессе	1	1
343	xix века	1	1
344	близок к	2	1
345	отрешиться от	1	1
346	всей их	1	1
347	мы все	2	1
348	в самых	1	1
349	на язык	4	1
350	ничего не	6	1
351	в разных	4	1
352	того как	1	1
353	имеем дело	1	1
354	к ней	1	1
355	своей природе	1	1
356	и до	5	1
357	во всем	2	1
358	начиная с	3	1
359	к себе	6	1
360	необходимо также	1	1
361	она имела	1	1
362	и другой	3	1
363	числе и	10	1
364	всего в	1	1
365	глубоко органичны	1	1
366	предыдущей главе	1	1
367	в применении	1	1
368	от друга	1	1
369	основе этого	1	1
370	и образ	1	1
371	в зоне	1	1
372	здесь также	1	1
373	из главных	1	1
374	в собственном	2	1
375	с самого	3	1
376	в условиях	4	1
377	как с	1	1
378	например о	1	1
379	в образе	3	1
380	здесь как	3	1
381	мы в	1	1
382	строго говоря	1	1
383	поэтому в	1	1
384	жанра в	2	1
385	ней и	1	1
386	в эпоху	10	1
387	для этого	1	1
388	и даже	2	1
389	остановимся на	1	1
390	с ним	2	1
391	с человеком	1	1
392	и смерть	1	1
393	каждый из	1	1
394	о нем	1	1
395	часто и	1	1
396	и здесь	1	1
397	и т.д	2	1
398	внимание на	1	1
399	и что	1	1
400	как таинство	1	1
401	себя самого	3	1
402	и во	4	1
403	рассказа и	1	1
404	действия становится	1	1
405	самый процесс	1	1
406	в глазах	1	1
407	существенную роль	1	1
408	и брань	1	1
409	в форме	6	1
410	крайней мере	1	1
411	целого а	1	1
412	исторического развития	1	1
413	века и	5	1
414	грустно потому	1	1
415	где происходит	1	1
416	в слово	1	1
417	как она	1	1
418	в жизнь	1	1
419	но тут	1	1
420	иной более	1	1
421	которое было	1	1
422	глубоко созвучна	1	1
423	традиции в	1	1
424	и так	3	1
425	до нас	2	1
426	в литературу	4	1
427	от них	1	1
428	с которыми	1	1
429	так что	1	1
430	же и	1	1
431	для всех	2	1
432	знаком с	2	1
433	только на	1	1
434	и они	2	1
435	а напротив	1	1
436	себя и	2	1
437	мог стать	1	1
438	не дает	1	1
439	большинстве случаев	4	1
440	мир в	1	1
441	раннего достоевского	1	1
442	и их	2	1
443	всяком случае	1	1
444	художественного образа	1	1
445	содержания и	1	1
446	целом и	1	1
447	жанр обладает	1	1
448	вовсе не	3	1
449	не для	1	1
450	может служить	1	1
451	друг друга	1	1
452	тем что	2	1
453	к той	1	1
454	в других	1	1
455	мир на	1	1
456	и строго	1	1
457	был даже	1	1
458	мире где	1	1
459	о влиянии	1	1
460	здесь это	1	1
461	еще и	1	1
462	на грани	2	1
463	и др	14	1
464	пародия на	1	1
465	в романе	1	1
466	три момента	1	1
467	между ними	2	1
468	по нескольку	1	1
469	к человеку	2	1
470	в некоторых	4	1
471	превращается в	1	1
472	позиции в	1	1
473	не единственным	1	1
474	возможности иного	1	1
475	жанра поэтому	1	1
476	его как	1	1
477	сближает его	1	1
478	некоторых его	1	1
479	которые по	1	1
480	все то	3	1
481	там где	1	1
482	и слово	1	1
483	более глубокое	1	1
484	с народом	1	1
485	и глубоко	1	1
486	равно как	1	1
487	от страха	1	1
488	как это	2	1
489	в предыдущей	1	1
490	их жанровой	1	1
491	в особенности	2	1
492	из которых	1	1
493	это своего	2	1
494	по своему	6	1
495	этого типа	1	1
496	это были	1	1
497	и полное	1	1
498	в европейской	2	1
499	применении к	1	1
500	да и	2	1
501	и смерти	2	1
502	даже в	1	1
503	слова и	3	1
504	и от	3	1
505	и носит	1	1
506	этом и	1	1
507	что касается	2	1
508	один из	6	1
509	рассматривать как	1	1
510	при всем	1	1
511	но с	1	1
512	более того	6	1
513	лицо и	1	1
514	формы и	3	1
515	контакта с	1	1
516	когда он	1	1
517	в жанровую	1	1
518	еще более	5	1
519	и ни	1	1
520	брань и	1	1
521	современной действительности	1	1
522	его жизнь	1	1
523	быть и	2	1
524	к самому	4	1
525	всего на	1	1
526	одной из	4	1
527	а о	1	1
528	слово в	2	1
529	сказать что	10	1
530	речи и	1	1
531	например и	1	1
532	одновременно и	3	1
533	только о	1	1
534	включает в	1	1
535	этих жанровых	1	1
536	к другим	2	1
537	ее в	3	1
538	ее может	1	1
539	в античности	4	1
540	дальнейшем развитии	3	1
541	нас не	1	1
542	во всяком	1	1
543	том числе	11	1
