1	в себе	10	19
364	и той	2	1
365	к другому	3	1
366	значительной степени	1	1
367	как у	2	1
368	к собственной	1	1
369	же и	2	1
370	из нас	1	1
371	а о	1	1
372	говорят о	1	1
373	он сам	6	1
374	ничего не	2	1
375	и зла	6	1
376	должен быть	4	1
377	в которых	1	1
378	бы не	2	1
379	мире как	2	1
380	богу и	2	1
381	до конца	4	1
382	в самом	5	1
383	самом деле	1	1
384	в меру	1	1
385	а между	1	1
386	та или	1	1
387	к существенному	1	1
388	к миру	1	1
389	о других	1	1
390	счастья и	1	1
391	что является	1	1
392	им с	1	1
393	быть и	2	1
394	он был	9	1
395	не то	1	1
396	и недостаточно	1	1
397	во второй	1	1
398	сознание и	1	1
399	этого не	1	1
400	он должен	1	1
401	в эпоху	1	1
402	его нет	1	1
403	с этой	1	1
404	как о	1	1
405	на друга	1	1
406	и сам	1	1
407	путь в	1	1
408	приходит к	2	1
409	и более	1	1
410	в самых	1	1
411	из этого	1	1
412	о последнем	1	1
413	не ведет	1	1
414	чтобы не	3	1
415	и они	1	1
416	но для	2	1
417	в чем	3	1
418	в жизни	4	1
419	с ума	4	1
420	не бывает	3	1
421	лишь его	1	1
422	не были	1	1
423	которое было	2	1
424	лишь в	2	1
425	она была	1	1
426	братство во	1	1
427	с человеком	1	1
428	стало быть	1	1
429	для человека	3	1
430	у тебя	1	1
431	на мир	1	1
432	не случайно	2	1
433	в любви	8	1
434	ума что	1	1
435	к себе	2	1
436	сойти с	1	1
437	то в	2	1
438	достоевского в	2	1
439	не была	1	1
440	искать в	1	1
441	нас не	2	1
442	к личности	1	1
443	всякая человеческая	2	1
444	это и	3	1
445	которая не	1	1
446	как другое	1	1
447	отдельного человека	1	1
448	во втором	1	1
449	жизни то	1	1
450	собственного мнения	2	1
451	ни один	1	1
452	мы не	1	1
453	может так	1	1
454	но на	2	1
455	того что	6	1
456	и только	1	1
457	жизни это	4	1
458	до известной	1	1
459	или иная	1	1
460	из первых	1	1
