N	2gram	Tiupa_Anal_2	Stilisti
200	между двумя	4	2
201	бы и	1	2
202	представляет собой	8	2
203	все эти	1	2
204	бы не	1	2
205	и те	1	2
206	фразы в	1	2
207	тому же	4	2
208	художественного высказывания	2	2
209	и сам	3	2
210	на наш	1	2
211	человека в	1	2
212	значительной степени	2	2
213	есть не	1	2
214	в жизни	1	2
215	говорить в	1	2
216	но мы	1	2
217	в этих	2	2
218	и при	1	2
219	в своей	2	2
220	ли он	1	2
221	в отношении	1	2
222	место в	3	2
223	других как	1	2
224	но эта	2	2
225	в мире	6	2
226	которые в	1	2
227	при условии	1	2
228	однако в	1	2
229	который мы	1	2
230	его речь	1	2
231	в нас	2	2
232	о них	1	2
233	что иное	1	2
234	каждый из	1	2
235	смысл его	1	2
236	это слово	1	2
237	этом отношении	3	2
238	или иных	2	2
239	и несколько	1	2
240	ли не	2	2
241	не есть	2	2
242	в пределах	9	2
243	речи то	1	2
244	с собой	1	2
245	времени и	1	2
246	не с	4	2
247	своего собеседника	1	2
248	с ним	2	2
249	по своей	1	2
250	в значительной	2	2
251	к нему	1	2
252	этой ситуации	1	2
253	в том	12	2
254	тот же	1	2
255	одной из	3	2
256	в какой	1	2
257	одни и	1	2
258	человека с	1	2
259	для всех	2	2
260	или даже	2	2
261	и сознания	1	2
262	для него	4	2
263	литературное произведение	3	2
264	тем что	3	2
265	и речь	1	2
266	миру и	1	2
267	еще и	1	2
268	смысл высказывания	1	2
269	зависит от	1	2
270	должна была	2	2
271	в связи	1	2
272	конечно мы	1	2
273	и потому	1	2
274	из трех	3	2
275	в первой	3	2
276	материал для	1	2
277	останавливаться на	1	2
278	но это	1	2
279	случаях когда	1	2
280	или в	3	2
281	ни к	1	2
282	действительной жизни	1	2
283	несмотря на	3	2
284	этот вопрос	1	2
285	с ней	1	2
286	в частности	16	2
287	формы высказывания	1	2
288	к этому	2	2
289	человека мира	1	1
290	этом она	1	1
291	художественного произведения	2	1
292	и понимает	1	1
293	переход от	1	1
294	и должны	1	1
295	перед лицом	2	1
296	и до	2	1
297	ведь и	2	1
298	слова которые	1	1
299	в их	3	1
300	словами в	1	1
301	с более	1	1
302	до такой	1	1
303	именно к	1	1
304	в сущности	4	1
305	это всегда	1	1
306	личности от	1	1
307	совпадает с	4	1
308	говорить о	6	1
309	он произносит	2	1
310	я не	1	1
311	они были	1	1
312	ему в	3	1
313	пребывание в	1	1
314	того же	4	1
315	в сцене	1	1
316	этот голос	1	1
317	быть в	1	1
318	не был	3	1
319	в чем	1	1
320	бытие человека	1	1
321	служит для	1	1
322	там и	1	1
323	появляется и	1	1
324	и всякий	1	1
325	в сторону	5	1
326	конечном счете	2	1
327	в общем	2	1
328	и будет	1	1
329	на речь	1	1
330	голосом и	1	1
331	и устойчивые	1	1
332	как говорит	2	1
333	в своем	4	1
334	однако не	1	1
335	когда он	1	1
336	уже содержит	1	1
337	более или	1	1
338	себе не	2	1
339	с действительной	1	1
340	со своей	1	1
341	с той	2	1
342	в литературном	1	1
343	он в	4	1
344	из этих	1	1
345	еще один	1	1
346	для возникновения	1	1
347	с их	2	1
348	за порогом	1	1
349	наиболее существенные	1	1
350	и резко	1	1
351	в наших	1	1
352	все они	1	1
353	и если	3	1
354	вообще не	2	1
355	наш взгляд	1	1
356	тем не	3	1
357	время и	1	1
358	а скорее	1	1
359	он не	2	1
360	ключ к	3	1
361	всех этих	1	1
362	первой части	1	1
363	или иному	1	1
364	в художественном	1	1
365	к одному	1	1
366	не как	1	1
367	в силу	1	1
368	сила художественной	1	1
369	нашего времени	4	1
370	что может	1	1
371	на этом	4	1
372	прежде чем	1	1
373	так например	2	1
374	на то	2	1
375	мысль об	1	1
376	в другом	1	1
377	характер в	1	1
378	и неизбежно	1	1
379	и второй	2	1
380	нашем случае	1	1
381	на протяжении	2	1
382	то все	1	1
383	не совпадает	1	1
384	в речевом	2	1
385	литературном произведении	1	1
386	за ним	1	1
387	к которым	1	1
388	с этой	1	1
389	характер и	1	1
390	же самый	1	1
391	высказывания где	1	1
392	и тогда	1	1
393	или менее	1	1
394	в любом	1	1
395	таким же	1	1
396	затем и	1	1
397	взгляд на	1	1
398	в следующем	1	1
399	это только	2	1
400	одним и	1	1
401	на каждом	1	1
402	и уж	1	1
403	особое место	1	1
404	и жизнь	1	1
405	поэтому в	1	1
406	обмен репликами	1	1
407	обращение к	1	1
408	по крайней	3	1
409	и эти	1	1
410	речи в	2	1
411	том же	1	1
412	что этот	1	1
413	в устах	2	1
414	да только	1	1
415	из одного	1	1
416	зрения и	1	1
417	по себе	2	1
418	даже в	2	1
419	между несколькими	1	1
420	и вся	1	1
421	раз и	1	1
422	уже просто	1	1
423	содержит в	3	1
424	не менее	4	1
425	в таких	2	1
426	она не	2	1
427	с теми	1	1
428	руками да	1	1
429	тогда когда	1	1
430	одна из	1	1
431	эта внутренняя	1	1
432	художественное высказывание	1	1
433	только не	4	1
434	воли и	3	1
435	именно с	1	1
436	с одним	1	1
437	глядя на	1	1
438	на природу	1	1
439	этой речи	1	1
440	убедиться в	1	1
441	же слова	1	1
442	этой реплике	1	1
443	особое внимание	1	1
444	языка в	1	1
445	имеют место	2	1
446	и другой	1	1
447	и такие	1	1
448	похож на	1	1
449	должны быть	1	1
450	что при	1	1
451	если же	1	1
452	и о	1	1
453	а затем	2	1
454	и сами	1	1
455	это еще	1	1
456	за пределами	2	1
457	в организации	3	1
458	не придет	2	1
459	в произведении	2	1
460	отвлечься от	1	1
461	и исторически	1	1
462	сколько бы	1	1
463	нам остается	1	1
464	с самим	3	1
465	в себя	4	1
466	еще в	2	1
467	показать как	1	1
468	даже не	1	1
469	и поза	1	1
470	слова а	1	1
471	они возникают	1	1
472	во-вторых не	1	1
473	на вопрос	1	1
474	столь же	4	1
475	определенным образом	1	1
476	и внутреннее	1	1
477	никак не	2	1
478	и что	1	1
479	или их	2	1
480	что его	1	1
481	все его	1	1
482	ли человек	2	1
483	может не	1	1
484	и во	2	1
485	в конечном	3	1
486	на всех	2	1
487	всего на	1	1
488	воздействия на	1	1
489	путь к	1	1
490	грань между	2	1
491	между тем	2	1
492	складывается из	1	1
493	же является	2	1
494	крайней мере	3	1
495	непосредственно в	1	1
496	них в	1	1
497	вслед за	2	1
498	от внешнего	1	1
499	места и	1	1
500	жизни однако	1	1
501	в литературе	1	1
502	с ними	3	1
503	дело с	1	1
504	и после	1	1
505	внутренней речью	1	1
506	что нам	1	1
507	на несколько	1	1
508	между этими	1	1
509	в интонации	1	1
510	не мешает	1	1
511	так что	3	1
512	деятельности для	1	1
513	же и	1	1
514	это ни	1	1
515	есть в	3	1
516	борьбы с	3	1
517	свидетельствует о	2	1
518	не обладают	1	1
519	что вообще	1	1
520	этого процесса	1	1
521	по отношению	4	1
522	ни в	1	1
523	всегда оказывается	1	1
524	в диалоге	2	1
525	вовсе не	2	1
526	и диалога	1	1
527	и оказывается	1	1
528	не о	2	1
529	у него	4	1
530	который служит	1	1
531	образом не	1	1
532	превращается в	2	1
533	связан с	1	1
534	со стороны	3	1
535	мы это	1	1
536	с другой	6	1
537	личности из	1	1
538	за пределы	4	1
539	здесь в	2	1
540	все равно	1	1
541	я был	1	1
542	а целую	1	1
543	к личности	1	1
544	на этот	2	1
545	понимать как	1	1
546	и своим	1	1
547	его как	2	1
548	же точно	1	1
549	выбор слова	3	1
550	возвращаясь к	1	1
551	о чем	2	1
552	не допускает	1	1
553	со своими	1	1
554	намек на	1	1
555	ближе к	1	1
556	в речи	3	1
557	лица и	1	1
558	но оно	1	1
559	событие речевого	1	1
560	только его	1	1
561	и одновременно	3	1
562	с каким-то	1	1
563	все детали	1	1
564	однако эти	1	1
565	тому как	3	1
566	т.д в	1	1
567	для человека	1	1
568	только то	1	1
569	складывается и	1	1
570	комнаты и	1	1
571	еще раз	1	1
572	в основном	1	1
573	именно в	3	1
574	слов которые	1	1
575	на следующем	1	1
576	естественно не	1	1
577	как раз	4	1
578	виду что	1	1
579	другой и	1	1
580	тому или	1	1
581	и выражение	1	1
582	на человека	1	1
583	дистанция между	1	1
584	и ушел	1	1
585	не имея	1	1
586	на улице	1	1
587	что я	1	1
588	в результате	3	1
589	другое дело	1	1
590	что в	2	1
591	собственно говоря	2	1
592	еще более	2	1
593	тем более	1	1
594	в поле	4	1
595	будто бы	1	1
596	своего бытия	1	1
597	ее в	1	1
598	нам не	1	1
599	может и	1	1
600	а о	1	1
601	слово в	1	1
602	но если	1	1
603	в романе	1	1
604	из тех	1	1
605	другой стороны	2	1
606	состоит из	1	1
607	была бы	2	1
608	фразы и	1	1
609	совершенно не	1	1
610	самой своей	1	1
611	отношению к	4	1
612	в действительности	3	1
613	на лице	2	1
614	просто не	1	1
615	в таком	2	1
616	все что	2	1
617	существенные и	1	1
